scenario_id,scenario_base_id,c,money_distribution,income_distribution_rule,growth_rule,spending_label,topology_label,event_count,max_event_size,p99_event_size,event_timestep_rate,propagated_share_total,events,unique_sizes,sample_min,sample_max,min_tail_required,fit_status,xmin,alpha,ks,tail_n,candidate_count,powerlaw_loglikelihood,bootstrap_samples_requested,bootstrap_samples_valid,bootstrap_p,bootstrap_ks_mean,bootstrap_ks_p95,bootstrap_status,exponential_q,exponential_lambda,pl_vs_exponential_R,pl_vs_exponential_z,pl_vs_exponential_p,lognormal_mu,lognormal_sigma,lognormal_optimization_success,lognormal_optimization_at_boundary,lognormal_optimization_starts,pl_vs_lognormal_R,pl_vs_lognormal_z,pl_vs_lognormal_p,bounded_fit_status,bounded_xmax,bounded_xmin,bounded_alpha,bounded_ks,bounded_tail_n,bounded_candidate_count,bounded_powerlaw_loglikelihood,bounded_bootstrap_samples_requested,bounded_bootstrap_samples_valid,bounded_bootstrap_p,bounded_bootstrap_ks_mean,bounded_bootstrap_ks_p95,bounded_vs_unbounded_R_same_xmin
c-0p70__money-lognormal__income-biased__growth-preferential_debt__spend-high_income__topo-complete,money-lognormal__income-biased__growth-preferential_debt__spend-high_income__topo-complete,0.7,lognormal,biased,preferential_debt,high_income,complete,509,5,3.0,0.0513104838709677,0.109375,509,4,1,5,30,ok,1.0,3.7080252833135368,0.008904974847147362,509.0,2.0,-207.23195996368025,10.0,10.0,0.18181818181818182,0.005959670675821061,0.009012431540876902,ok,0.11631944444444445,2.1514150413049253,-0.14439332625771173,-0.03795682573792018,0.9697221052723493,-0.8637107497695525,0.7387746820668569,True,False,24.0,-2.306710458541775,-1.4417793719914058,0.1493646239384267,ok,120.0,1.0,3.7079733939730204,0.008905089468955962,509.0,2.0,-207.23156626356098,10.0,10.0,0.09090909090909091,0.004183482177659736,0.006694794924681761,0.0003937001192753087
c-0p80__money-normal__income-uniform__growth-preferential_debt__spend-high_income__topo-sw_k24,money-normal__income-uniform__growth-preferential_debt__spend-high_income__topo-sw_k24,0.8,normal,uniform,preferential_debt,high_income,sw_k24,201,5,3.0,0.0201402805611222,0.1091703056768559,201,5,1,5,30,ok,1.0,3.685544981618729,0.00730554444848408,201.0,1.0,-83.11438520533125,10.0,10.0,0.5454545454545454,0.007281587247433751,0.010772433399092644,ok,0.1222707423580786,2.1015174933790357,1.9419408038096755,0.5835256256857327,0.5595395113898831,-1.3176966953851748,0.8776609152342617,True,False,24.0,-0.4361021617434889,-0.5545310174165888,0.5792154841888341,ok,120.0,1.0,3.6854881930073433,0.007301996949625189,201.0,1.0,-83.11421093045351,10.0,10.0,0.45454545454545453,0.0074045237033716575,0.012864685568913807,0.0001742748777360248
c-0p50__money-lognormal__income-uniform__growth-preferential_debt__spend-high_both__topo-er_k24,money-lognormal__income-uniform__growth-preferential_debt__spend-high_both__topo-er_k24,0.5,lognormal,uniform,preferential_debt,high_both,er_k24,186,5,3.0,0.0262341325811001,0.1047619047619047,186,4,1,5,30,ok,1.0,3.743624488538522,0.009301808669613498,186.0,1.0,-73.89380641804182,10.0,10.0,0.18181818181818182,0.006657129653488669,0.011154059081801634,ok,0.1142857142857143,2.169053700369523,0.7366017936204581,0.23280797830572333,0.8159105173458371,-0.9423695290715827,0.7578513746266405,True,False,24.0,-0.6721795015916688,-0.6129959669537955,0.5398790064365424,ok,120.0,1.0,3.743579524986619,0.00929912747410866,186.0,1.0,-73.89368634157844,10.0,10.0,0.18181818181818182,0.008053061675209217,0.01234078993428808,0.00012007646337508504
c-0p70__money-lognormal__income-biased__growth-preferential_debt__spend-low__topo-er_k12,money-lognormal__income-biased__growth-preferential_debt__spend-low__topo-er_k12,0.7,lognormal,biased,preferential_debt,low,er_k12,176,5,3.0,0.0523809523809523,0.1015228426395939,176,4,1,5,30,ok,1.0,3.848808029845707,0.005378945989614525,176.0,1.0,-65.06868520029178,10.0,10.0,0.9090909090909091,0.007760293961775977,0.009612920143820375,ok,0.1065989847715736,2.2386812910145655,1.78229504218536,0.5590392489531033,0.5761349341136293,-1.494407557293757,0.8936006690104331,True,False,24.0,-0.24510637408265534,-0.3949920771961576,0.692848735055416,ok,120.0,1.0,3.8487786488761184,0.005377335498416458,176.0,1.0,-65.06861856488801,10.0,10.0,0.8181818181818182,0.00880863032929503,0.013484139710940556,6.66354037690553e-05
c-0p80__money-pareto__income-biased__growth-preferential_debt__spend-high_income__topo-er_k24,money-pareto__income-biased__growth-preferential_debt__spend-high_income__topo-er_k24,0.8,pareto,biased,preferential_debt,high_income,er_k24,684,5,3.0,0.0685370741482965,0.0997375328083989,684,5,1,5,30,ok,1.0,3.871543416115467,0.006613167022232913,684.0,2.0,-249.00250097619883,10.0,10.0,0.45454545454545453,0.00539164294110257,0.008410720442752227,ok,0.10236220472440945,2.2792377289970545,2.6422703214129597,0.5432457810991641,0.586960589360318,-1.093543920221043,0.7817023487069734,True,False,24.0,-1.79165666434292,-1.1600527470589956,0.24602733117563613,ok,120.0,1.0,3.871516623643036,0.00661172485343231,684.0,2.0,-249.00227019896406,10.0,10.0,0.2727272727272727,0.005298623018839721,0.009349924344315095,0.00023077723477626932
c-0p60__money-equal__income-biased__growth-random__spend-baseline__topo-sw_k12,money-equal__income-biased__growth-random__spend-baseline__topo-sw_k12,0.6,equal,biased,random,baseline,sw_k12,120,5,3.0,0.0306356905795251,0.0977443609022556,120,4,1,5,30,ok,1.0,4.056253814293978,0.007905115352259462,120.0,1.0,-38.57252509443468,10.0,9.0,0.6,0.00842486527139562,0.012084327782930648,ok,0.09774436090225563,2.325399770760217,4.000558178213078,1.3320761032792168,0.18283518197805904,-50.0,4.541955948269832,False,True,24.0,-0.19920591253671965,-0.5141504528501184,0.6071468055595339,ok,120.0,1.0,4.056241173068745,0.00790498084307456,120.0,1.0,-38.57250920434366,10.0,8.0,0.4444444444444444,0.007717139531529027,0.01471110520794481,1.5890091020764885e-05
c-0p70__money-pareto__income-uniform__growth-preferential_debt__spend-high_wealth__topo-ba_k24,money-pareto__income-uniform__growth-preferential_debt__spend-high_wealth__topo-ba_k24,0.7,pareto,uniform,preferential_debt,high_wealth,ba_k24,195,5,3.0,0.0199406892320278,0.0972222222222222,195,4,1,5,30,ok,1.0,3.963888700583454,0.0038337063254600956,195.0,1.0,-66.6894268257997,10.0,10.0,0.9090909090909091,0.0065431445274488406,0.008617857060328544,ok,0.09722222222222222,2.330755969960742,2.20082412185742,0.6591083074466234,0.5098262214105072,-1.7792794935593543,0.9417071862647935,True,False,24.0,-0.1569100987810077,-0.318820650042659,0.7498625183348337,ok,120.0,1.0,3.9638702227716442,0.0038327815575240898,195.0,1.0,-66.68938561671871,10.0,10.0,0.9090909090909091,0.008488833916037131,0.01846369951230497,4.120908099025655e-05
c-0p50__money-pareto__income-biased__growth-random__spend-baseline__topo-ba_k24,money-pareto__income-biased__growth-random__spend-baseline__topo-ba_k24,0.5,pareto,biased,random,baseline,ba_k24,486,5,3.0,0.2189189189189189,0.0964749536178107,486,5,1,5,30,ok,1.0,3.9558422264854625,0.0019882130522012043,486.0,2.0,-167.1143621339014,10.0,10.0,0.9090909090909091,0.0040193577478706,0.006234405778305384,ok,0.09833024118738405,2.319423657356875,6.119467952145623,1.418945654944819,0.15591486053020143,-2.32543551502502,1.0605037672817548,True,False,24.0,-0.29508122029546474,-0.7519544700191547,0.45207843966349914,ok,120.0,1.0,3.9558231366489887,0.001988068745727878,486.0,2.0,-167.11425515698795,10.0,10.0,0.9090909090909091,0.004280498476370543,0.006036804245317733,0.00010697691345740168
c-0p80__money-lognormal__income-biased__growth-preferential_debt__spend-high_wealth__topo-complete,money-lognormal__income-biased__growth-preferential_debt__spend-high_wealth__topo-complete,0.8,lognormal,biased,preferential_debt,high_wealth,complete,459,5,3.0,0.0459919839679358,0.0943025540275049,459,5,1,5,30,ok,1.0,3.9453637913218524,0.0034401174031826187,459.0,2.0,-158.94960700986974,10.0,10.0,0.5454545454545454,0.003721535476673443,0.005946984358734392,ok,0.09823182711198429,2.3204250111223765,4.531236725148852,1.0491807797559514,0.29409492295574424,-1.7586630602648043,0.9401038101413399,True,False,24.0,-0.4478991897042526,-0.6559643589001207,0.5118470566435657,ok,120.0,1.0,3.94534405752916,0.0034391171516152674,459.0,2.0,-158.9495004699544,10.0,10.0,0.6363636363636364,0.005000131707593725,0.007876311318531753,0.00010653991535036766
c-0p70__money-equal__income-uniform__growth-random__spend-high_income__topo-ba_k6,money-equal__income-uniform__growth-random__spend-high_income__topo-ba_k6,0.7,equal,uniform,random,high_income,ba_k6,210,5,3.0,0.0212014134275618,0.094017094017094,210,5,1,5,30,ok,1.0,3.9547032790436965,0.0044462178703359445,210.0,1.0,-72.26537649933225,10.0,10.0,0.9090909090909091,0.007521700408067567,0.012566001264513049,ok,0.10256410256410256,2.277267285009756,5.113891115350777,1.4819897964897923,0.13834300994792528,-6.374445261539229,1.6880022537195563,True,False,24.0,-0.10462566510294025,-0.49620887472091874,0.6197470502206369,ok,120.0,1.0,3.954684162335577,0.004445979953009327,210.0,1.0,-72.26533000737737,10.0,10.0,0.45454545454545453,0.00573962864617974,0.01155951298217116,4.649195487615998e-05
c-0p60__money-equal__income-uniform__growth-preferential_debt__spend-high_both__topo-er_k12,money-equal__income-uniform__growth-preferential_debt__spend-high_both__topo-er_k12,0.6,equal,uniform,preferential_debt,high_both,er_k12,194,5,3.0,0.0199732317512611,0.0930232558139534,194,4,1,5,30,ok,1.0,3.958076798128841,0.003903669832893919,194.0,1.0,-66.6077895600072,10.0,10.0,1.0,0.0075250701951906415,0.014426472049194563,ok,0.09767441860465116,2.32611559040424,2.179932436962766,0.6543653511161104,0.512876451791586,-1.7637381185316379,0.939148670169845,True,False,24.0,-0.1608111241585889,-0.32258085489825017,0.7470126948099038,ok,120.0,1.0,3.958058004598137,0.003902726245519239,194.0,1.0,-66.60774733778871,10.0,10.0,1.0,0.009597429917839273,0.017476000438198826,4.222221849659036e-05
c-0p30__money-lognormal__income-biased__growth-random__spend-high_wealth__topo-complete,money-lognormal__income-biased__growth-random__spend-high_wealth__topo-complete,0.3,lognormal,biased,random,high_wealth,complete,263,5,3.0,0.1918307804522246,0.0899653979238754,263,5,1,5,30,ok,1.0,4.081571257994218,0.0015495112683069356,263.0,1.0,-83.12008497999895,10.0,10.0,1.0,0.008011792308359134,0.011694122934999933,ok,0.08996539792387544,2.40833015009095,4.290207433183353,1.1161647282450589,0.2643516294502174,-3.1685457840492393,1.1937251642201794,True,False,24.0,-0.03705666195460733,-0.3250028704679278,0.7451788992104638,ok,120.0,1.0,4.081559921978316,0.0015494297150494551,263.0,1.0,-83.12005433988381,10.0,10.0,1.0,0.005589264228210466,0.010210994701864939,3.064011514197773e-05
c-0p80__money-uniform__income-biased__growth-preferential_debt__spend-high_both__topo-er_k24,money-uniform__income-biased__growth-preferential_debt__spend-high_both__topo-er_k24,0.8,uniform,biased,preferential_debt,high_both,er_k24,443,5,3.0,0.0443887775551102,0.0875763747454175,443,5,1,5,30,ok,1.0,3.950994317472792,0.005907778123885432,443.0,2.0,-152.82729037564255,10.0,10.0,0.36363636363636365,0.004395239566813114,0.009718957835580327,ok,0.09775967413441955,2.3252431168866297,4.357719717893211,0.9537135662560098,0.3402286511928141,-1.612724340093212,0.9048310189538005,True,False,24.0,-0.46153560588067183,-0.5637649506914116,0.572914107891919,ok,120.0,1.0,3.950974908785723,0.005908021069420899,443.0,2.0,-152.82719044021346,10.0,10.0,0.36363636363636365,0.004640697696696072,0.00818632856863269,9.993542909114694e-05
c-0p60__money-normal__income-biased__growth-preferential_debt__spend-high_both__topo-er_k24,money-normal__income-biased__growth-preferential_debt__spend-high_both__topo-er_k24,0.6,normal,biased,preferential_debt,high_both,er_k24,384,5,3.0,0.0395753890549314,0.0855106888361045,384,4,1,5,30,ok,1.0,4.096457417327727,0.004559218880934357,384.0,1.0,-120.16232012990058,10.0,10.0,0.45454545454545453,0.003987971353452224,0.006303492561671475,ok,0.08788598574821853,2.431714921038157,5.135399888858577,1.3760697619912894,0.1688000361043378,-3.1296945525069613,1.1838331110077382,True,False,24.0,-0.15205495029405064,-1.1318800128183446,0.25768488273718493,ok,120.0,1.0,4.096446701697176,0.004559111904816171,384.0,1.0,-120.16227863688974,10.0,10.0,0.36363636363636365,0.004647108657931021,0.008096072021380579,4.1493010840554234e-05
c-0p40__money-pareto__income-biased__growth-random__spend-high_wealth__topo-complete,money-pareto__income-biased__growth-random__spend-high_wealth__topo-complete,0.4,pareto,biased,random,high_wealth,complete,430,5,3.0,0.1892605633802817,0.0792291220556745,430,5,1,5,30,ok,1.0,4.345697482625072,0.007165206628280463,430.0,1.0,-114.1169155424493,10.0,10.0,0.09090909090909091,0.003162423077176546,0.0040477762927419335,ok,0.07922912205567452,2.5354113450246727,15.187245285417946,2.539361818980942,0.011105490535896542,-50.0,4.358648608472511,True,True,24.0,-1.1206317589931973,-1.4779781858851442,0.13941361712867528,ok,120.0,1.0,4.345693650729964,0.007165348184664855,430.0,1.0,-114.1169023442578,10.0,10.0,0.09090909090909091,0.00353898043860561,0.005558324654128536,1.3198191510355173e-05
c-0p30__money-lognormal__income-biased__growth-random__spend-high_income__topo-ba_k24,money-lognormal__income-biased__growth-random__spend-high_income__topo-ba_k24,0.3,lognormal,biased,random,high_income,ba_k24,365,5,3.0,0.2738184546136534,0.0780856423173803,365,4,1,5,30,ok,1.0,4.1969090064549235,0.0023619397262575337,365.0,1.0,-106.84296410349242,10.0,10.0,1.0,0.004880822323456435,0.007833154256880852,ok,0.08060453400503778,2.5182003778874638,4.413656382121513,1.1511996520026997,0.24965010835430723,-2.882879160303642,1.121988433211147,True,False,24.0,-0.10483657171563752,-0.5897333031940057,0.5553694641520438,ok,120.0,1.0,4.19690196401368,0.0023619301788495584,365.0,1.0,-106.84294036394161,10.0,10.0,1.0,0.0049309832727540085,0.008360612545911864,2.3739550812251764e-05
c-0p50__money-lognormal__income-biased__growth-random__spend-low__topo-sw_k12,money-lognormal__income-biased__growth-random__spend-low__topo-sw_k12,0.5,lognormal,biased,random,low,sw_k12,261,5,3.0,0.1993888464476699,0.07773851590106,261,5,1,5,30,ok,1.0,4.300012209296589,0.003307025436762312,261.0,1.0,-71.37572479069573,10.0,10.0,0.5454545454545454,0.004492449972305024,0.007510767368385012,ok,0.07773851590106007,2.5544044442849216,5.942986957234563,1.480278009790115,0.13879906928728275,-15.71618761771382,2.480939469788955,True,False,24.0,-0.17516115710236957,-0.38892621094031515,0.6973307321418902,ok,120.0,1.0,4.300007551528044,0.0033070328621515044,261.0,1.0,-71.3757147034281,10.0,10.0,0.6363636363636364,0.004662010907420322,0.008092657788820738,1.0087267625635832e-05
c-0p60__money-lognormal__income-biased__growth-preferential_debt__spend-high_income__topo-complete,money-lognormal__income-biased__growth-preferential_debt__spend-high_income__topo-complete,0.6,lognormal,biased,preferential_debt,high_income,complete,568,5,3.0,0.0590375220871011,0.0775444264943457,568,5,1,5,30,ok,1.0,4.148508347013786,0.0025896531852387383,568.0,2.0,-171.68841362498796,10.0,10.0,1.0,0.00461727822338589,0.0074100433131339665,ok,0.08239095315024232,2.4962796399602705,4.460677064222461,1.004950737519684,0.31492057140417273,-1.7867979843907176,0.9127015775040155,True,False,24.0,-0.4316267296745277,-0.633316924991012,0.5265267029741205,ok,120.0,1.0,4.148499678500939,0.0025892786677507162,568.0,2.0,-171.68836644850316,10.0,10.0,0.6363636363636364,0.004614061727021346,0.008216310240186325,4.7176484798683305e-05
c-0p50__money-pareto__income-biased__growth-random__spend-high_wealth__topo-complete,money-pareto__income-biased__growth-random__spend-high_wealth__topo-complete,0.5,pareto,biased,random,high_wealth,complete,649,5,3.0,0.1798282072596287,0.0701001430615164,649,5,1,5,30,ok,1.0,4.383693387845875,0.003935249674923091,649.0,2.0,-168.0034489193533,10.0,10.0,0.7272727272727273,0.004785338668196792,0.007822272862384343,ok,0.07153075822603719,2.637627736805664,12.045436489718348,2.290778343765946,0.021976236780855092,-11.770641817649194,2.1296541148853216,True,False,24.0,-0.39515017524699,-0.6857621844062863,0.492863086276936,ok,120.0,1.0,4.3836901695758765,0.003935230001826162,649.0,2.0,-168.0034324724719,10.0,10.0,0.2727272727272727,0.0032174134948672606,0.005609238914038948,1.6446881403453517e-05
c-0p50__money-pareto__income-biased__growth-random__spend-high_wealth__topo-ba_k24,money-pareto__income-biased__growth-random__spend-high_wealth__topo-ba_k24,0.5,pareto,biased,random,high_wealth,ba_k24,1068,5,3.0,0.297907949790795,0.0695652173913043,1068,5,1,5,30,ok,1.0,4.332817490961809,0.0010211731124517565,1068.0,2.0,-285.8394763867752,10.0,10.0,1.0,0.0022862337526703747,0.004112726848731873,ok,0.07130434782608694,2.6407979740930427,9.71040505093647,1.6888547196617558,0.09124727447181012,-2.4386388738614473,1.0177155733692853,True,False,24.0,-0.3189457598850566,-0.7214084142093484,0.47065827119465486,ok,120.0,1.0,4.33281349692424,0.0010210244224544418,1068.0,2.0,-285.8394414059458,10.0,10.0,0.9090909090909091,0.002745892844946829,0.004869507542569512,3.498082935493585e-05
c-0p70__money-pareto__income-biased__growth-random__spend-low__topo-er_k24,money-pareto__income-biased__growth-random__spend-low__topo-er_k24,0.7,pareto,biased,random,low,er_k24,780,5,3.0,0.2326274977631971,0.0625,780,5,1,5,30,ok,1.0,4.544081947401828,0.004650667405578068,780.0,2.0,-181.88733851219206,10.0,10.0,0.2727272727272727,0.003098828026449019,0.007505329417706016,ok,0.0625,2.772588722239781,12.627321531582066,2.3617562265441707,0.01818859797165963,-15.005764949743996,2.3484027792215425,True,False,24.0,-0.516438753913693,-0.7905447296769416,0.42920971053486645,ok,120.0,1.0,4.5440802934037485,0.004650659752834629,780.0,2.0,-181.88732970105826,10.0,10.0,0.2727272727272727,0.002656189245737195,0.006019574011999529,8.811133795916248e-06
c-0p60__money-pareto__income-biased__growth-random__spend-baseline__topo-complete,money-pareto__income-biased__growth-random__spend-baseline__topo-complete,0.6,pareto,biased,random,baseline,complete,673,5,3.0,0.1687139633993482,0.0561009817671809,673,5,1,5,30,ok,1.0,4.710811676633528,0.0056379350737642,673.0,1.0,-140.9167477569625,10.0,10.0,0.09090909090909091,0.0025916795872604646,0.00454602824426155,ok,0.056100981767180924,2.8806019663003597,13.163719982971223,2.437053821603875,0.014807475231687107,-50.0,4.168861174070911,True,True,24.0,-0.9884031053465112,-1.2721298175392473,0.2033269984711501,ok,120.0,1.0,4.710810955866845,0.005637933232575554,673.0,1.0,-140.9167444705157,10.0,10.0,0.09090909090909091,0.0024322842500888787,0.003564131727724945,3.286446798256293e-06
c-0p80__money-equal__income-uniform__growth-preferential_debt__spend-baseline__topo-complete,money-equal__income-uniform__growth-preferential_debt__spend-baseline__topo-complete,0.8,equal,uniform,preferential_debt,baseline,complete,190,4,3.0,0.0190380761523046,0.1983122362869198,190,4,1,4,30,ok,1.0,3.064299524600665,0.029953170888233793,190.0,2.0,-122.78930932915449,10.0,10.0,0.09090909090909091,0.012171863677432814,0.018002111796721808,ok,0.1983122362869198,1.6179125394250728,-4.750566870993514,-1.9046822984902092,0.05682138137011089,-0.26296270344390993,0.6310580466105736,True,False,24.0,-4.38405796208735,-2.004055312604245,0.04506413562739781,ok,120.0,1.0,3.0636327598520374,0.02988411427287674,190.0,2.0,-122.78538771370042,10.0,10.0,0.09090909090909091,0.012231711491809405,0.018793278033219566,0.003921615454075322
c-0p60__money-normal__income-uniform__growth-preferential_debt__spend-high_wealth__topo-complete,money-normal__income-uniform__growth-preferential_debt__spend-high_wealth__topo-complete,0.6,normal,uniform,preferential_debt,high_wealth,complete,107,4,3.0,0.0176189692079697,0.1705426356589147,107,4,1,4,30,ok,1.0,3.2489722853646974,0.021464747692168995,107.0,1.0,-60.30507764359171,10.0,10.0,0.36363636363636365,0.01784802249807683,0.029748117942803146,ok,0.17054263565891473,1.7687699510033563,-1.3848967422429,-0.748426429739719,0.45420298563740935,-0.43703794231987037,0.66897852067411,True,False,24.0,-1.503711678310904,-1.14075939122019,0.2539700638462834,ok,120.0,1.0,3.2486487305645166,0.021435948420448492,107.0,1.0,-60.304219674931396,10.0,10.0,0.2727272727272727,0.017882460568381987,0.026267819975361303,0.0008579686603127357
c-0p50__money-equal__income-uniform__growth-preferential_debt__spend-high_income__topo-complete,money-equal__income-uniform__growth-preferential_debt__spend-high_income__topo-complete,0.5,equal,uniform,preferential_debt,high_income,complete,101,4,3.0,0.0183070509334783,0.1652892561983471,101,4,1,4,30,ok,1.0,3.3478284874983215,0.018205297987454516,101.0,1.0,-52.98691412773852,10.0,10.0,0.45454545454545453,0.014839449721981379,0.026592309721823963,ok,0.1652892561983471,1.80005827204275,1.2619242174201177,0.8110788368070904,0.41732039841494506,-1.7777503190443422,1.0723188009680678,True,False,24.0,-0.28069308689110795,-0.8677611720909009,0.38552509002273494,ok,120.0,1.0,3.3476095533977506,0.018198570160737226,101.0,1.0,-52.98642533337555,10.0,10.0,0.36363636363636365,0.017916056407188474,0.04392330878496642,0.0004887943629725555
c-0p80__money-equal__income-uniform__growth-preferential_debt__spend-high_wealth__topo-complete,money-equal__income-uniform__growth-preferential_debt__spend-high_wealth__topo-complete,0.8,equal,uniform,preferential_debt,high_wealth,complete,198,4,3.0,0.0198396793587174,0.1645569620253164,198,4,1,4,30,ok,2.0,5.685732866471871,0.008032065662481713,34.0,2.0,-14.958705735241773,10.0,10.0,1.0,0.020968685379972908,0.03855814409246572,ok,0.12820512820512822,2.054123733695546,-0.023248935305552054,-0.05031761440266631,0.9598692872856868,-0.6157323948463053,0.6002227264327124,True,False,24.0,-0.06603684918890051,-0.2979677771349819,0.7657277572601675,ok,120.0,2.0,5.685732387432628,0.008032067750956218,34.0,2.0,-14.95870567650575,10.0,9.0,1.0,0.024685646898044186,0.03781246118473354,5.8736024044492297e-08
c-0p60__money-lognormal__income-uniform__growth-preferential_debt__spend-high_both__topo-complete,money-lognormal__income-uniform__growth-preferential_debt__spend-high_both__topo-complete,0.6,lognormal,uniform,preferential_debt,high_both,complete,195,4,3.0,0.0199040522608961,0.1594827586206896,195,4,1,4,30,ok,1.0,3.309366855269321,0.022928929102577933,195.0,2.0,-105.18118784364815,10.0,10.0,0.09090909090909091,0.012502709605750239,0.02001791550270948,ok,0.15948275862068964,1.8358194590220855,-3.3769943048311646,-1.451389162055248,0.1466715259275667,-0.3258544934288941,0.6035185233122737,True,False,24.0,-3.3052660485599077,-1.6542098876623281,0.09808487455071566,ok,120.0,1.0,3.3091118332468423,0.02290732104187143,195.0,2.0,-105.1800393870796,10.0,10.0,0.36363636363636365,0.01449877661091693,0.026068040521336218,0.0011484565685435655
c-0p80__money-lognormal__income-uniform__growth-preferential_debt__spend-high_wealth__topo-complete,money-lognormal__income-uniform__growth-preferential_debt__spend-high_wealth__topo-complete,0.8,lognormal,uniform,preferential_debt,high_wealth,complete,196,4,3.0,0.0196392785571142,0.1587982832618025,196,4,1,4,30,ok,1.0,3.366190735246432,0.013485615277863516,196.0,1.0,-101.47759886383199,10.0,10.0,0.2727272727272727,0.009446776680553414,0.02141119076800424,ok,0.15879828326180256,1.8401205409214763,0.49992483995858183,0.2388454295728729,0.8112254417881026,-1.0899368587094862,0.8792662138615243,True,False,24.0,-0.9603601891612725,-1.2218522419085966,0.22176350848474013,ok,120.0,1.0,3.365987226707053,0.013487264960754697,196.0,1.0,-101.47673515653673,10.0,10.0,0.18181818181818182,0.00930254182924144,0.016979936800638862,0.000863707295252425
c-0p70__money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-complete,money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-complete,0.7,equal,biased,preferential_debt,baseline,complete,192,4,3.0,0.0263085776925184,0.1578947368421052,192,4,1,4,30,ok,1.0,3.324124676060478,0.02166134798595032,192.0,1.0,-102.46392061975021,10.0,10.0,0.18181818181818182,0.015054991723972622,0.03216661415524967,ok,0.15789473684210525,1.845826690498331,-3.018910431891727,-1.3153180100779447,0.18840304775990158,-0.35980064123470556,0.6166884804202575,True,False,24.0,-2.9908273767181317,-1.5900276111355331,0.1118285813933092,ok,120.0,1.0,3.323884162148665,0.021641214062555036,192.0,1.0,-102.46287191086817,10.0,10.0,0.09090909090909091,0.008903899043656937,0.013754907046493006,0.0010487088820383406
c-0p80__money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-complete,money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-complete,0.8,equal,biased,preferential_debt,baseline,complete,275,4,3.0,0.0275551102204408,0.1538461538461538,275,4,1,4,30,ok,1.0,3.3607194710540185,0.019802542439275705,275.0,2.0,-142.93992698347643,10.0,10.0,0.09090909090909091,0.009931511373212364,0.017953836840882087,ok,0.15384615384615385,1.8718021769015913,-3.4099448560261707,-1.2043769495373577,0.2284439171039655,-0.42317955104417165,0.6380650976264097,True,False,24.0,-3.64464826748822,-1.7282336606060846,0.0839463411930734,ok,120.0,1.0,3.3605114166078915,0.019785637703758296,275.0,2.0,-142.9386808418793,10.0,10.0,0.09090909090909091,0.008852428375605603,0.012155962896271136,0.0012461415971358747
c-0p60__money-pareto__income-biased__growth-preferential_debt__spend-baseline__topo-ba_k24,money-pareto__income-biased__growth-preferential_debt__spend-baseline__topo-ba_k24,0.6,pareto,biased,preferential_debt,baseline,ba_k24,116,4,3.0,0.0301926080166579,0.1532846715328467,116,4,1,4,30,ok,1.0,3.4080617152080563,0.009598233532728706,116.0,1.0,-58.28436608251514,10.0,10.0,0.6363636363636364,0.01346194260822443,0.021706977284915434,ok,0.1532846715328467,1.875458488104702,0.4015873954077893,0.2289671478626821,0.8188944500697763,-1.0824576541372557,0.8674215100932192,True,False,24.0,-0.5335379160685644,-0.8468566541460504,0.39707502538526585,ok,120.0,1.0,3.4078893191863346,0.009597721106893609,116.0,1.0,-58.28395320981828,10.0,10.0,0.5454545454545454,0.01167698301826734,0.024827462238561505,0.0004128726968630758
