scenario_id,scenario_base_id,c,money_distribution,income_distribution_rule,growth_rule,spending_label,topology_label,event_count,max_event_size,p99_event_size,event_timestep_rate,propagated_share_total,events,unique_sizes,sample_min,sample_max,min_tail_required,fit_status,xmin,alpha,ks,tail_n,candidate_count,powerlaw_loglikelihood,bootstrap_samples_requested,bootstrap_samples_valid,bootstrap_p,bootstrap_ks_mean,bootstrap_ks_p95,bootstrap_status,exponential_q,exponential_lambda,pl_vs_exponential_R,pl_vs_exponential_z,pl_vs_exponential_p,lognormal_mu,lognormal_sigma,lognormal_optimization_success,lognormal_optimization_at_boundary,lognormal_optimization_starts,pl_vs_lognormal_R,pl_vs_lognormal_z,pl_vs_lognormal_p,bounded_fit_status,bounded_xmax,bounded_xmin,bounded_alpha,bounded_ks,bounded_tail_n,bounded_candidate_count,bounded_powerlaw_loglikelihood,bounded_bootstrap_samples_requested,bounded_bootstrap_samples_valid,bounded_bootstrap_p,bounded_bootstrap_ks_mean,bounded_bootstrap_ks_p95,bounded_vs_unbounded_R_same_xmin
c-0p40__money-equal__income-biased__growth-preferential_debt__spend-high_wealth__topo-complete,money-equal__income-biased__growth-preferential_debt__spend-high_wealth__topo-complete,0.4,equal,biased,preferential_debt,high_wealth,complete,42,6,5.179999999999993,0.0184049079754601,0.25,42,5,1,6,30,ok,1.0,2.98268408513397,0.013388116782286241,42.0,1.0,-28.87609882631532,10.0,8.0,0.6666666666666666,0.02305927058373436,0.04032948925870425,ok,0.25,1.3862943611198906,2.614669272337945,1.2087575213081865,0.226756015636437,-4.540803932774685,1.7579569960801678,True,False,24.0,-0.060759303633430906,-0.9609426127717969,0.3365810232465194,ok,120.0,1.0,2.9817690035472375,0.013368167400446884,42.0,1.0,-28.87478088079716,10.0,10.0,1.0,0.025289340919009296,0.034689597742420926,0.001317945518160002
c-0p50__money-equal__income-uniform__growth-preferential_debt__spend-high_wealth__topo-complete,money-equal__income-uniform__growth-preferential_debt__spend-high_wealth__topo-complete,0.5,equal,uniform,preferential_debt,high_wealth,complete,50,5,5.0,0.0134661998384056,0.2307692307692307,50,3,1,5,30,ok,1.0,3.0200165481677903,0.02248104963629649,50.0,1.0,-33.41273063378583,10.0,9.0,0.5,0.021391722792087058,0.036181360917753855,ok,0.23076923076923075,1.4663370687934272,1.7005386214901328,0.7800237675783914,0.43537688546541053,-1.6295718412783582,1.132687935435649,True,False,24.0,-0.14031545100475062,-0.37269030080779836,0.7093789560631633,ok,120.0,1.0,3.019224530182035,0.022520120800427534,50.0,1.0,-33.41143536924727,10.0,10.0,0.36363636363636365,0.023084354155072085,0.051457995455958194,0.0012952645385553296
c-0p40__money-pareto__income-uniform__growth-preferential_debt__spend-high_both__topo-complete,money-pareto__income-uniform__growth-preferential_debt__spend-high_both__topo-complete,0.4,pareto,uniform,preferential_debt,high_both,complete,64,6,4.739999999999995,0.01600400100025,0.1351351351351351,64,4,1,6,30,ok,1.0,3.9452825117391903,0.03247855379634046,64.0,1.0,-22.16412464126004,10.0,4.0,0.2,0.011475510781800424,0.018528473163731053,ok,0.13513513513513514,2.001480000210124,7.142323990889068,2.3785300538590266,0.017381819937569355,-50.0,4.567342133878004,True,True,24.0,-0.7894809001207649,-3.4312106008280634,0.0006008939007467096,ok,120.0,1.0,3.9452626474143995,0.03247956207231206,64.0,1.0,-22.164109779900265,10.0,6.0,0.14285714285714285,0.011988842996191277,0.022136146389707317,1.4861359776574545e-05
c-0p80__money-equal__income-uniform__growth-random__spend-baseline__topo-er_k24,money-equal__income-uniform__growth-random__spend-baseline__topo-er_k24,0.8,equal,uniform,random,baseline,er_k24,41,5,4.600000000000001,0.0041082164328657,0.2264150943396226,41,5,1,5,30,ok,1.0,3.087353330721815,0.019832954208982234,41.0,1.0,-26.041725203378054,10.0,9.0,0.7,0.031087274109969438,0.058572260416722984,ok,0.22641509433962262,1.4853852637641216,2.308411682551785,1.4709957056538019,0.1412922782310723,-6.660603909678877,2.0367264429348593,True,False,24.0,-0.08617085766960664,-0.8495616995645991,0.39556881342895045,ok,120.0,1.0,3.0867438255934476,0.019822581202061595,41.0,1.0,-26.040973305967523,10.0,8.0,0.6666666666666666,0.023123737978495276,0.03277777575394297,0.0007518974105309439
c-0p60__money-lognormal__income-uniform__growth-preferential_debt__spend-high_wealth__topo-complete,money-lognormal__income-uniform__growth-preferential_debt__spend-high_wealth__topo-complete,0.6,lognormal,uniform,preferential_debt,high_wealth,complete,125,5,4.52000000000001,0.0221670508955488,0.1753246753246753,125,4,1,5,30,ok,1.0,3.2102378705870547,0.01023821292872118,125.0,1.0,-72.47695701920408,10.0,10.0,0.8181818181818182,0.015386247569646783,0.027148602098674108,ok,0.18831168831168832,1.6696567724271552,2.022947520099397,0.6899306467287089,0.49023780212016566,-1.3423632121061648,0.9940512624367798,True,False,24.0,-0.47038789717720986,-0.6962155090490271,0.4862938764818139,ok,120.0,1.0,3.209860996067926,0.010203586028464162,125.0,1.0,-72.47573518048543,10.0,10.0,0.7272727272727273,0.011030432784968592,0.014830432646367912,0.0012218387186493374
c-0p50__money-lognormal__income-uniform__growth-preferential_debt__spend-high_wealth__topo-complete,money-lognormal__income-uniform__growth-preferential_debt__spend-high_wealth__topo-complete,0.5,lognormal,uniform,preferential_debt,high_wealth,complete,77,6,4.47999999999999,0.0231161813269288,0.2061855670103092,77,5,1,6,30,ok,1.0,3.120579267152432,0.016427561810934743,77.0,1.0,-47.70788735972116,10.0,9.0,0.7,0.019959359231819747,0.03212675015853678,ok,0.20618556701030924,1.578978704949392,1.65141460129349,0.5527640506354373,0.580424987942756,-1.193278617322716,0.9758588712660481,True,False,24.0,-0.334960917533877,-0.4725498632989145,0.6365343592350834,ok,120.0,1.0,3.1200438339926815,0.016374614074271543,77.0,1.0,-47.706696344999465,10.0,10.0,0.5454545454545454,0.0175651545787618,0.029904862461796314,0.001191014721698025
c-0p40__money-equal__income-biased__growth-preferential_debt__spend-high_both__topo-complete,money-equal__income-biased__growth-preferential_debt__spend-high_both__topo-complete,0.4,equal,biased,preferential_debt,high_both,complete,93,6,4.159999999999997,0.0225127087872185,0.2051282051282051,93,5,1,6,30,ok,1.0,3.1736489908979086,0.02390766126586874,93.0,1.0,-55.3960832553574,10.0,10.0,0.09090909090909091,0.014603299299102212,0.02159308032366706,ok,0.20512820512820512,1.5841201044498106,3.973222324376562,1.4132620078064515,0.15757870038793864,-4.262490641789827,1.6293624532251745,True,False,24.0,-0.15610635970561937,-1.901942262075194,0.05717870329973097,ok,120.0,1.0,3.173213933589717,0.023890451119838008,93.0,1.0,-55.39498705387566,10.0,10.0,0.2727272727272727,0.018286592058252293,0.025798389590349323,0.001096201481736614
c-0p30__money-pareto__income-biased__growth-random__spend-high_wealth__topo-er_k24,money-pareto__income-biased__growth-random__spend-high_wealth__topo-er_k24,0.3,pareto,biased,random,high_wealth,er_k24,30,5,4.130000000000003,0.0211714890613973,0.1666666666666666,30,3,1,5,30,ok,1.0,3.505684787089776,0.011973653794678851,30.0,1.0,-14.064709075990631,10.0,4.0,0.8,0.021755177318852015,0.032230343260955065,ok,0.16666666666666669,1.791759469228055,2.155494443196336,1.1964056646027295,0.23153829186816555,-50.0,4.953789969022196,True,True,24.0,-0.10069755849476389,-0.42105359593259184,0.6737159455766655,ok,120.0,1.0,3.505567945582138,0.011982092858992766,30.0,1.0,-14.064644146535574,10.0,5.0,0.6666666666666666,0.027646839805207324,0.04516661543154719,6.492945505698344e-05
c-0p60__money-equal__income-biased__growth-preferential_debt__spend-low__topo-ba_k24,money-equal__income-biased__growth-preferential_debt__spend-low__topo-ba_k24,0.6,equal,biased,preferential_debt,low,ba_k24,45,5,4.1200000000000045,0.0218023255813953,0.2105263157894736,45,4,1,5,30,ok,1.0,3.0743725016831207,0.01955689947719086,45.0,1.0,-28.862203982307793,10.0,9.0,0.6,0.025563991799207184,0.06501190695422143,ok,0.2105263157894737,1.5581446180465497,0.47302644714117426,0.24797816966331854,0.8041512974479255,-0.8985087571590463,0.8937346767306809,True,False,24.0,-0.32482240338080115,-0.4948956779091321,0.620673761742442,ok,120.0,1.0,3.07373131009687,0.01949103797264462,45.0,1.0,-28.861321937951182,10.0,9.0,0.6,0.029787231851530167,0.052098300437673245,0.0008820443566115443
c-0p40__money-pareto__income-biased__growth-random__spend-baseline__topo-sw_k24,money-pareto__income-biased__growth-random__spend-baseline__topo-sw_k24,0.4,pareto,biased,random,baseline,sw_k24,49,6,4.079999999999984,0.0346045197740113,0.1403508771929824,49,3,1,6,30,ok,1.0,3.758652660717689,0.010130985781844681,49.0,1.0,-19.266780585776818,10.0,8.0,0.7777777777777778,0.01649755911946936,0.024080416794245534,ok,0.14035087719298245,1.9636097261547143,3.852414739933149,1.1647915139148233,0.24410339473608456,-50.0,4.744944230078145,True,True,24.0,-0.17045613694364725,-0.47911013337011854,0.6318602811698629,ok,120.0,1.0,3.758610363489164,0.010133477522462297,49.0,1.0,-19.266751276072327,10.0,8.0,0.8888888888888888,0.01799346507276893,0.029048794403832044,2.9309704490998456e-05
c-0p60__money-equal__income-uniform__growth-preferential_debt__spend-high_wealth__topo-complete,money-equal__income-uniform__growth-preferential_debt__spend-high_wealth__topo-complete,0.6,equal,uniform,preferential_debt,high_wealth,complete,101,6,4.0,0.0170119589018022,0.1984126984126984,101,5,1,6,30,ok,1.0,3.21225692531151,0.010501634638204749,101.0,1.0,-58.47460674373768,10.0,9.0,0.7,0.014599960404917586,0.02741643503118578,ok,0.1984126984126984,1.6174060820832774,4.297845709476329,1.4323534415156651,0.1520426958899008,-3.9592275309016074,1.56276951385845,True,False,24.0,-0.12323379935689047,-1.431240540193852,0.15236128846031696,ok,120.0,1.0,3.211883029023395,0.010487645495005471,101.0,1.0,-58.473629641018846,10.0,10.0,0.6363636363636364,0.010500716788225006,0.014930665957363759,0.000977102718834999
c-0p80__money-lognormal__income-biased__growth-preferential_debt__spend-low__topo-complete,money-lognormal__income-biased__growth-preferential_debt__spend-low__topo-complete,0.8,lognormal,biased,preferential_debt,low,complete,227,6,4.0,0.03406362545018,0.1561338289962825,227,5,1,6,30,ok,1.0,3.4490113220114695,0.004503605612137251,227.0,1.0,-110.77847540431102,10.0,10.0,0.9090909090909091,0.009551809599166294,0.016252619656588453,ok,0.1561338289962825,1.8570417613184709,5.753107772403808,1.4098120251717152,0.15859519490760698,-2.583910157434473,1.2278200872084104,True,False,24.0,-0.2302094869753643,-0.7661456486812103,0.4435896439291872,ok,120.0,1.0,3.4488648961591664,0.00450311444077145,227.0,1.0,-110.7778196712497,10.0,10.0,1.0,0.011367359486508277,0.014703809435695811,0.0006557330613219392
c-0p50__money-pareto__income-biased__growth-random__spend-low__topo-complete,money-pareto__income-biased__growth-random__spend-low__topo-complete,0.5,pareto,biased,random,low,complete,34,4,4.0,0.025297619047619,0.2093023255813953,34,4,1,4,30,ok,1.0,3.200856958909321,0.03861850069609152,34.0,1.0,-19.850145177686798,10.0,10.0,0.2727272727272727,0.026778064071250697,0.04992853997809212,ok,0.20930232558139536,1.563975538357343,2.210180764160927,2.600973725247866,0.009295957347479707,-50.0,5.242030348908569,False,True,24.0,-0.18618803886503932,-1.2031910186228751,0.2289024096620278,ok,120.0,1.0,3.2004659418112156,0.03860362813586504,34.0,1.0,-19.849796500867804,10.0,8.0,0.2222222222222222,0.029464945527807693,0.05065789894310788,0.00034867681899442005
c-0p80__money-normal__income-uniform__growth-preferential_debt__spend-baseline__topo-complete,money-normal__income-uniform__growth-preferential_debt__spend-baseline__topo-complete,0.8,normal,uniform,preferential_debt,baseline,complete,178,4,4.0,0.0178356713426853,0.160377358490566,178,4,1,4,30,ok,1.0,3.364842443754922,0.010384916100792507,178.0,1.0,-92.2475008045438,10.0,10.0,0.5454545454545454,0.010427826861405065,0.018059065772294217,ok,0.16037735849056603,1.8302257500558512,1.0950596369821755,0.44133875737524914,0.6589677716446426,-1.1154629979177486,0.8875663715026798,True,False,24.0,-0.7896633607008261,-0.9665846718189413,0.33375170027026035,ok,120.0,1.0,3.364637783134294,0.010384400395961446,178.0,1.0,-92.24671100237077,10.0,10.0,0.45454545454545453,0.011280882306510243,0.017172537449292036,0.0007898021730312621
c-0p80__money-normal__income-uniform__growth-preferential_debt__spend-high_both__topo-er_k24,money-normal__income-uniform__growth-preferential_debt__spend-high_both__topo-er_k24,0.8,normal,uniform,preferential_debt,high_both,er_k24,197,4,4.0,0.0197394789579158,0.1391304347826087,197,4,1,4,30,ok,1.0,3.4767151516536154,0.012329266309518028,197.0,1.0,-94.26816535172784,10.0,10.0,0.45454545454545453,0.012712529274230977,0.02450235102292621,ok,0.14347826086956522,1.9415717474567151,0.314191610829488,0.11657256658212792,0.9071987781708325,-0.852694918069147,0.7791204835076335,True,False,24.0,-1.092726507615863,-0.9575369487155221,0.33829630623477847,ok,120.0,1.0,3.476583983090706,0.012319567369612261,197.0,1.0,-94.26767119467699,10.0,10.0,0.36363636363636365,0.011082189395328634,0.021967761999352485,0.0004941570508520954
c-0p60__money-uniform__income-uniform__growth-preferential_debt__spend-baseline__topo-complete,money-uniform__income-uniform__growth-preferential_debt__spend-baseline__topo-complete,0.6,uniform,uniform,preferential_debt,baseline,complete,77,4,4.0,0.0202738283307003,0.1348314606741573,77,3,1,4,30,ok,1.0,3.6164878336075548,0.006575243761777982,77.0,1.0,-33.40248204909592,10.0,7.0,0.875,0.013411332612423523,0.022176355425734946,ok,0.1348314606741573,2.0037297199441397,1.794257576874865,0.9534577612626911,0.3403581875053351,-2.974587017068394,1.2614736612407438,True,False,24.0,-0.04503264545001219,-0.535601885606744,0.5922337252952945,ok,120.0,1.0,3.616412861327913,0.006574911670571004,77.0,1.0,-33.402387216925796,10.0,10.0,0.8181818181818182,0.012418307190030542,0.02113865813987371,9.483217012729028e-05
c-0p60__money-pareto__income-biased__growth-random__spend-low__topo-sw_k24,money-pareto__income-biased__growth-random__spend-low__topo-sw_k24,0.6,pareto,biased,random,low,sw_k24,183,4,4.0,0.0939425051334702,0.1201923076923077,183,4,1,4,30,ok,1.0,3.764115340911996,0.0082909371834744,183.0,1.0,-71.68636695844917,10.0,10.0,0.7272727272727273,0.00957043077561227,0.01268059840362366,ok,0.12019230769230771,2.118662254833117,4.713692027739915,1.870975083195839,0.06134853474521836,-5.895421047337308,1.6791500855751471,True,False,24.0,-0.15401835784802057,-0.8967309996457555,0.36986247478746526,ok,120.0,1.0,3.7640739059253447,0.008290247950783591,183.0,1.0,-71.68626048892475,10.0,10.0,0.45454545454545453,0.007841106372234851,0.015059832095512399,0.0001064695244252789
c-0p80__money-normal__income-uniform__growth-preferential_debt__spend-high_wealth__topo-complete,money-normal__income-uniform__growth-preferential_debt__spend-high_wealth__topo-complete,0.8,normal,uniform,preferential_debt,high_wealth,complete,204,6,3.969999999999999,0.020440881763527,0.1700404858299595,204,6,1,6,30,ok,1.0,3.2878592520758296,0.01386663087708151,204.0,2.0,-111.76460031945486,10.0,10.0,0.5454545454545454,0.013508563070218294,0.020552800621900125,ok,0.17408906882591094,1.7481882209344148,2.4262351086122034,0.5744737421357057,0.5656472642446928,-1.05792513433061,0.8887109451254906,True,False,24.0,-0.9475648642809651,-0.7959911146655128,0.4260371998939222,ok,120.0,1.0,3.2875816124124175,0.013842689709923639,204.0,2.0,-111.76325935266452,10.0,10.0,0.45454545454545453,0.012569389871447423,0.023189188806085264,0.0013409667903374611
c-0p70__money-normal__income-uniform__growth-preferential_debt__spend-high_both__topo-complete,money-normal__income-uniform__growth-preferential_debt__spend-high_both__topo-complete,0.7,normal,uniform,preferential_debt,high_both,complete,204,5,3.969999999999999,0.0205645161290322,0.1522633744855967,204,5,1,5,30,ok,1.0,3.3637270707206564,0.011904160808095865,204.0,1.0,-105.80657912168549,10.0,10.0,0.45454545454545453,0.01164503235055817,0.01771266739298683,ok,0.16049382716049382,1.8294997972109022,1.231968666791425,0.3878907589803445,0.6980968770450844,-1.002943471487845,0.8529616827287054,True,False,24.0,-1.0081439423533867,-0.9428197587220846,0.34577310341935286,ok,120.0,1.0,3.363521497055854,0.011887498775722372,204.0,1.0,-105.80566878908238,10.0,10.0,0.18181818181818182,0.008762124634486168,0.019177450755344293,0.0009103326031123515
c-0p70__money-equal__income-uniform__growth-preferential_debt__spend-high_both__topo-ba_k24,money-equal__income-uniform__growth-preferential_debt__spend-high_both__topo-ba_k24,0.7,equal,uniform,preferential_debt,high_both,ba_k24,204,5,3.969999999999999,0.0205645161290322,0.1125541125541125,204,5,1,5,30,ok,1.0,3.7751132583417752,0.004915027158298391,204.0,1.0,-79.31247661819668,10.0,10.0,0.7272727272727273,0.00943870930760966,0.016995715101052217,ok,0.11688311688311688,2.1465808445174646,4.001940386000596,1.1277716027198361,0.25941638913566134,-2.5887280260056933,1.1500910267680156,True,False,24.0,-0.07937850290338498,-0.33915328286805785,0.7344942605752744,ok,120.0,1.0,3.775073618387054,0.004914968055944158,204.0,1.0,-79.31236437371817,10.0,10.0,0.7272727272727273,0.008739777286635364,0.017108338141094154,0.00011224447851532204
c-0p60__money-equal__income-uniform__growth-preferential_debt__spend-high_both__topo-sw_k24,money-equal__income-uniform__growth-preferential_debt__spend-high_both__topo-sw_k24,0.6,equal,uniform,preferential_debt,high_both,sw_k24,204,4,3.9399999999999977,0.0209230769230769,0.0807174887892376,204,3,1,4,30,ok,1.0,4.181369376998312,0.0024167229758875752,204.0,1.0,-60.33281774074115,10.0,10.0,0.9090909090909091,0.006120557795854997,0.010015957953136277,ok,0.08520179372197309,2.462732792293678,4.62566794648283,1.4974100673582325,0.13428659032978035,-9.654564033353896,1.9897818479036151,True,False,24.0,-0.10346246071275556,-0.32000673479842745,0.7489632251704783,ok,120.0,1.0,4.181361799226822,0.002417041991642388,204.0,1.0,-60.33280338914838,10.0,10.0,0.9090909090909091,0.0048064352863444685,0.006443765053808601,1.435159276752529e-05
c-0p70__money-uniform__income-uniform__growth-preferential_debt__spend-high_income__topo-complete,money-uniform__income-uniform__growth-preferential_debt__spend-high_income__topo-complete,0.7,uniform,uniform,preferential_debt,high_income,complete,209,6,3.919999999999988,0.0210983242479305,0.1504065040650406,209,5,1,6,30,ok,1.0,3.4917172724859658,0.0038902801265406906,209.0,1.0,-98.95501164527622,10.0,10.0,0.9090909090909091,0.010365294313701057,0.017279573657189382,ok,0.15040650406504066,1.8944136232881383,5.204724765603233,1.2928355759073342,0.19606793316648208,-2.637202554459494,1.227394106382463,True,False,24.0,-0.18929223545543755,-0.6825817214979462,0.4948711873734377,ok,120.0,1.0,3.4915937271226967,0.0038872040532348384,209.0,1.0,-98.9545259560195,10.0,10.0,0.8181818181818182,0.011460671690704227,0.01908540228588447,0.00048568925672043406
c-0p40__money-pareto__income-biased__growth-preferential_debt__spend-high_both__topo-complete,money-pareto__income-biased__growth-preferential_debt__spend-high_both__topo-complete,0.4,pareto,biased,preferential_debt,high_both,complete,110,6,3.9099999999999966,0.02710027100271,0.1897810218978102,110,5,1,6,30,ok,1.0,3.1722174879157037,0.008371812720766703,110.0,1.0,-65.59159377137533,10.0,10.0,0.9090909090909091,0.015002503103724562,0.02187123959622473,ok,0.19708029197080293,1.6241440598237957,2.405357447795082,0.7629918878799397,0.4454682337880811,-1.5667396421531758,1.0671457866325955,True,False,24.0,-0.3433708417167529,-0.6116049699165479,0.5407991491001087,ok,120.0,1.0,3.171780033327806,0.00833034932944754,110.0,1.0,-65.59028765434239,10.0,10.0,0.9090909090909091,0.017128334051747927,0.02585127779302183,0.001306117032939369
c-0p40__money-lognormal__income-biased__growth-preferential_debt__spend-high_both__topo-er_k24,money-lognormal__income-biased__growth-preferential_debt__spend-high_both__topo-er_k24,0.4,lognormal,biased,preferential_debt,high_both,er_k24,217,4,3.8400000000000034,0.0515561891185554,0.0987654320987654,217,4,1,4,30,ok,1.0,3.8800783466994395,0.005507117285612373,217.0,1.0,-78.54006434181771,10.0,10.0,0.8181818181818182,0.00792100193723132,0.012391718111235264,ok,0.10699588477366255,2.2349649053190666,4.125630683097304,1.4520700118668473,0.14648213921691547,-3.5949537430171286,1.3083060041303236,True,False,24.0,-0.09289302865015948,-1.62505256697076,0.10415135852077241,ok,120.0,1.0,3.880052343896528,0.005507102329481706,217.0,1.0,-78.53999422710663,10.0,10.0,0.8181818181818182,0.00902336561698246,0.014583531242537482,7.011471107887246e-05
c-0p80__money-uniform__income-uniform__growth-random__spend-baseline__topo-complete,money-uniform__income-uniform__growth-random__spend-baseline__topo-complete,0.8,uniform,uniform,random,baseline,complete,118,5,3.8299999999999983,0.0118236472945891,0.1194029850746268,118,5,1,5,30,ok,1.0,3.840405068327675,0.011607301621329613,118.0,1.0,-43.87584377458849,10.0,9.0,0.5,0.010681990964860012,0.01726950942693879,ok,0.11940298507462686,2.12525107771113,5.1324841760486795,1.8152318117729411,0.06948829289793791,-50.0,4.687197716463956,True,True,24.0,-0.32095245301106323,-0.8467606947333506,0.3971285205622167,ok,120.0,1.0,3.840374744878201,0.011606853422777008,118.0,1.0,-43.87579715397448,10.0,9.0,0.3,0.009102940819886595,0.014750312321619517,4.662061400750872e-05
c-0p70__money-normal__income-biased__growth-preferential_debt__spend-low__topo-complete,money-normal__income-biased__growth-preferential_debt__spend-low__topo-complete,0.7,normal,biased,preferential_debt,low,complete,119,7,3.819999999999993,0.0354377605717689,0.125,119,5,1,7,30,ok,1.0,3.896824199375532,0.015167883263106252,119.0,1.0,-42.584078036246375,10.0,9.0,0.2,0.00933563793442053,0.017362165839950715,ok,0.125,2.0794415416798357,8.656663894629018,1.6857633758739756,0.09184138455629029,-50.0,4.635054826500187,True,True,24.0,-0.6156156796526726,-1.324099413898806,0.18547003021659436,ok,120.0,1.0,3.896800080313956,0.015169154919152383,119.0,1.0,-42.584042714703884,10.0,10.0,0.18181818181818182,0.008788912085775624,0.014505512262836525,3.532154249086261e-05
c-0p50__money-normal__income-uniform__growth-preferential_debt__spend-high_income__topo-er_k24,money-normal__income-uniform__growth-preferential_debt__spend-high_income__topo-er_k24,0.5,normal,uniform,preferential_debt,high_income,er_k24,110,5,3.819999999999993,0.0223033252230332,0.0983606557377049,110,4,1,5,30,ok,1.0,4.092025225418711,0.00720975064187479,110.0,1.0,-34.5233905687652,10.0,10.0,0.6363636363636364,0.010099391315977735,0.019610199148184137,ok,0.09836065573770492,2.3191143949452564,4.695456854070297,1.4628077033488196,0.14352000461999767,-50.0,4.5147969453776025,True,True,24.0,-0.2684586384431627,-0.6368768245170925,0.5242050796873188,ok,120.0,1.0,4.09201431408052,0.007210243497645097,110.0,1.0,-34.52337841336971,10.0,10.0,0.45454545454545453,0.006895847978431124,0.009926169013113306,1.2155395488377962e-05
c-0p80__money-equal__income-uniform__growth-preferential_debt__spend-low__topo-complete,money-equal__income-uniform__growth-preferential_debt__spend-low__topo-complete,0.8,equal,uniform,preferential_debt,low,complete,120,4,3.8100000000000014,0.0196882690730106,0.1366906474820144,120,4,1,4,30,ok,1.0,3.54977972839696,0.008531340486657601,120.0,1.0,-54.54053305195412,10.0,10.0,0.6363636363636364,0.01059839336885322,0.020332940126374478,ok,0.1366906474820144,1.9900349539642512,0.9079939152041292,0.4230801375694037,0.6722367935039392,-1.1963621997879585,0.8707603689240514,True,False,24.0,-0.37606098229166696,-0.5992735057818652,0.5489905124918968,ok,120.0,1.0,3.549681833520549,0.008524518619366983,120.0,1.0,-54.5403255528332,10.0,10.0,0.8181818181818182,0.011521703103115299,0.019984850504308604,0.0002074991209184418
c-0p50__money-uniform__income-biased__growth-preferential_debt__spend-high_income__topo-complete,money-uniform__income-biased__growth-preferential_debt__spend-high_income__topo-complete,0.5,uniform,biased,preferential_debt,high_income,complete,221,4,3.8000000000000114,0.0406998158379373,0.1259842519685039,221,4,1,4,30,ok,1.0,3.6144778324229807,0.006599190925807963,221.0,1.0,-96.00375829353497,10.0,10.0,0.7272727272727273,0.008849501545809147,0.01709935978707909,ok,0.1299212598425197,2.0408267055520564,2.100438965356128,0.7637405214338755,0.44502188786078545,-1.4519527503982803,0.9275409353772559,True,False,24.0,-0.4868501384985783,-0.766253464665649,0.4435255016522601,ok,120.0,1.0,3.6144022356533805,0.006598857052330986,221.0,1.0,-96.00348331694025,10.0,10.0,0.7272727272727273,0.008428374325146527,0.013004029003927818,0.0002749765947243077
c-0p80__money-uniform__income-uniform__growth-preferential_debt__spend-high_income__topo-complete,money-uniform__income-uniform__growth-preferential_debt__spend-high_income__topo-complete,0.8,uniform,uniform,preferential_debt,high_income,complete,222,5,3.789999999999992,0.0222444889779559,0.12890625,222,5,1,5,30,ok,1.0,3.6327941638238697,0.0037875920647308936,222.0,1.0,-95.21683800219819,10.0,10.0,0.9090909090909091,0.008743752768180657,0.016317994538852378,ok,0.1328125,2.018816919863401,5.057951171974294,1.2952572567427585,0.19523149894114789,-2.6579602188700933,1.196288781300001,True,False,24.0,-0.12210633108948177,-0.49116002784342755,0.6233132678676172,ok,120.0,1.0,3.632724004286349,0.00378699521036141,222.0,1.0,-95.2165863425875,10.0,10.0,0.9090909090909091,0.0073785392556182435,0.01237378550716158,0.00025165961068296383
c-0p50__money-equal__income-biased__growth-random__spend-high_wealth__topo-complete,money-equal__income-biased__growth-random__spend-high_wealth__topo-complete,0.5,equal,biased,random,high_wealth,complete,63,5,3.760000000000005,0.0172839506172839,0.136986301369863,63,4,1,5,30,ok,1.0,3.6534269087920754,0.004416180947458881,63.0,1.0,-26.636630186345375,10.0,10.0,1.0,0.011894496540413902,0.019137486945486573,ok,0.13698630136986303,1.9878743481543453,2.5235703248801595,1.0695986015796652,0.28480002491772816,-9.588720244984506,2.1570604196335132,True,False,24.0,-0.052137134818472264,-0.26872189274970476,0.7881437032878914,ok,120.0,1.0,3.65336222551587,0.004420328232425552,63.0,1.0,-26.63656587980405,10.0,9.0,1.0,0.017936223511939478,0.027598980464161225,6.430654132572045e-05
c-0p70__money-normal__income-biased__growth-preferential_debt__spend-baseline__topo-complete,money-normal__income-biased__growth-preferential_debt__spend-baseline__topo-complete,0.7,normal,biased,preferential_debt,baseline,complete,227,4,3.740000000000009,0.0298684210526315,0.1529850746268656,227,4,1,4,30,ok,1.0,3.431413625397146,0.009198727512116922,227.0,1.0,-112.17334972312642,10.0,10.0,0.2727272727272727,0.007029567201154496,0.012324049566563704,ok,0.15298507462686564,1.877414913806549,2.491052350628156,0.9650868230417328,0.3345013263371788,-1.5646703787801892,0.9975167951286941,True,False,24.0,-0.6092178576910631,-1.0502205773447102,0.2936167109113388,ok,120.0,1.0,3.4312565059231823,0.009198226166645007,227.0,1.0,-112.17263245822497,10.0,10.0,0.5454545454545454,0.010280659331241958,0.017684656326464338,0.0007172649014535182
c-0p70__money-equal__income-uniform__growth-preferential_debt__spend-baseline__topo-complete,money-equal__income-uniform__growth-preferential_debt__spend-baseline__topo-complete,0.7,equal,uniform,preferential_debt,baseline,complete,128,5,3.730000000000004,0.0172483492790729,0.2147239263803681,128,5,1,5,30,ok,1.0,2.9675323414789014,0.04614119468530309,128.0,1.0,-89.02988901675153,10.0,10.0,0.09090909090909091,0.017335208953836535,0.026488177775558355,ok,0.2147239263803681,1.5384021393173486,-4.2456622190897475,-1.5205390649611268,0.12837554833004597,-0.10562465106183316,0.566946497405394,True,False,24.0,-4.604588988239661,-1.5938391420100633,0.11097206810688405,ok,120.0,1.0,2.966562120170597,0.04603236970913538,128.0,1.0,-89.02554722212847,10.0,10.0,0.09090909090909091,0.01615948226414172,0.02480393428953976,0.004341794623059059
