scenario_id,c_timestep,money_distribution_timestep,income_distribution_rule_timestep,growth_rule_timestep,spending_label_timestep,topology_label_timestep,event_large_event_rate_timestep,mean_event_fraction_timestep,propagated_share_total_timestep,event_occupancy_timestep,c_period,money_distribution_period,income_distribution_rule_period,growth_rule_period,spending_label_period,topology_label_period,event_large_event_rate_period,mean_event_fraction_period,propagated_share_total_period,event_occupancy_period
c-0p50__money-equal__income-biased__growth-preferential_debt__spend-low__topo-ba_k6,0.5,equal,biased,preferential_debt,low,ba_k6,0.0,0.0086206896551724,0.0333333333333333,0.02265625,0.5,equal,biased,preferential_debt,low,ba_k6,0.0,0.0154806491885143,0.0483870967741935,0.7416666666666667
c-0p50__money-equal__income-biased__growth-preferential_debt__spend-low__topo-ba_k12,0.5,equal,biased,preferential_debt,low,ba_k12,0.0,0.0083333333333333,0.0,0.0201288244766505,0.5,equal,biased,preferential_debt,low,ba_k12,0.0,0.0150262467191601,0.0807860262008733,0.7055555555555556
c-0p50__money-equal__income-biased__growth-preferential_debt__spend-low__topo-ba_k24,0.5,equal,biased,preferential_debt,low,ba_k24,0.0,0.0086805555555555,0.04,0.0192307692307692,0.5,equal,biased,preferential_debt,low,ba_k24,0.0,0.0146551724137931,0.0980392156862745,0.6444444444444445
c-0p50__money-equal__income-biased__growth-preferential_debt__spend-low__topo-sw_k6,0.5,equal,biased,preferential_debt,low,sw_k6,0.0,0.0083333333333333,0.0,0.0062893081761006,0.5,equal,biased,preferential_debt,low,sw_k6,0.0,0.0122248427672955,0.0482315112540192,0.5888888888888889
c-0p50__money-equal__income-biased__growth-preferential_debt__spend-low__topo-sw_k12,0.5,equal,biased,preferential_debt,low,sw_k12,0.0,0.009090909090909,0.0833333333333333,0.0091438071487946,0.5,equal,biased,preferential_debt,low,sw_k12,0.0,0.0140463917525773,0.0764525993883792,0.5388888888888889
c-0p50__money-equal__income-biased__growth-preferential_debt__spend-low__topo-sw_k24,0.5,equal,biased,preferential_debt,low,sw_k24,0.0,0.009375,0.1111111111111111,0.0121580547112462,0.5,equal,biased,preferential_debt,low,sw_k24,0.0,0.0133173843700159,0.1107784431137724,0.5805555555555556
c-0p50__money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-complete,0.5,equal,biased,preferential_debt,baseline,complete,0.0,0.0100694444444444,0.1724137931034483,0.0198840099420049,0.5,equal,biased,preferential_debt,baseline,complete,0.0,0.0252020202020202,0.1693386773547094,0.9166666666666666
c-0p50__money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-er_k6,0.5,equal,biased,preferential_debt,baseline,er_k6,0.0,0.0086734693877551,0.0392156862745098,0.0214912280701754,0.5,equal,biased,preferential_debt,baseline,er_k6,0.0169971671388102,0.0416194523135033,0.0578559273964832,0.9805555555555556
c-0p50__money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-er_k12,0.5,equal,biased,preferential_debt,baseline,er_k12,0.0,0.0085106382978723,0.0208333333333333,0.0209915140687807,0.5,equal,biased,preferential_debt,baseline,er_k12,0.0,0.0279797979797979,0.0929602888086642,0.9166666666666666
c-0p50__money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-er_k24,0.5,equal,biased,preferential_debt,baseline,er_k24,0.0,0.0094202898550724,0.1153846153846153,0.0186915887850467,0.5,equal,biased,preferential_debt,baseline,er_k24,0.0,0.0251001001001,0.0967098703888335,0.925
c-0p50__money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-ba_k6,0.5,equal,biased,preferential_debt,baseline,ba_k6,0.0,0.0092171717171717,0.0958904109589041,0.0288587669435942,0.5,equal,biased,preferential_debt,baseline,ba_k6,0.1179775280898876,0.0594803370786516,0.0499803227075954,0.9888888888888888
c-0p50__money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-ba_k12,0.5,equal,biased,preferential_debt,baseline,ba_k12,0.0,0.009274193548387,0.1014492753623188,0.0254098360655737,0.5,equal,biased,preferential_debt,baseline,ba_k12,0.0,0.0381086142322097,0.0595823095823095,0.9888888888888888
c-0p50__money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-ba_k24,0.5,equal,biased,preferential_debt,baseline,ba_k24,0.0,0.0093567251461988,0.109375,0.0243485689876121,0.5,equal,biased,preferential_debt,baseline,ba_k24,0.0,0.0304047619047619,0.0853563038371182,0.9722222222222222
c-0p50__money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-sw_k6,0.5,equal,biased,preferential_debt,baseline,sw_k6,0.0,0.0099593495934959,0.1632653061224489,0.0168793742280774,0.5,equal,biased,preferential_debt,baseline,sw_k6,0.0,0.0257257257257257,0.0505836575875486,0.925
c-0p50__money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-sw_k12,0.5,equal,biased,preferential_debt,baseline,sw_k12,0.0,0.0089147286821705,0.0652173913043478,0.0183447098976109,0.5,equal,biased,preferential_debt,baseline,sw_k12,0.0,0.0245426829268292,0.0910973084886128,0.9111111111111112
c-0p50__money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-sw_k24,0.5,equal,biased,preferential_debt,baseline,sw_k24,0.0,0.0089285714285714,0.0666666666666666,0.0235888795282224,0.5,equal,biased,preferential_debt,baseline,sw_k24,0.0,0.0253312945973496,0.1036217303822937,0.9083333333333332
c-0p50__money-equal__income-biased__growth-preferential_debt__spend-high_income__topo-complete,0.5,equal,biased,preferential_debt,high_income,complete,0.0,0.0096874999999999,0.1397849462365591,0.0283537125642388,0.5,equal,biased,preferential_debt,high_income,complete,0.3249299719887955,0.0845704948646125,0.1324868893182445,0.9916666666666668
c-0p50__money-equal__income-biased__growth-preferential_debt__spend-high_income__topo-er_k6,0.5,equal,biased,preferential_debt,high_income,er_k6,0.0,0.0089947089947089,0.0735294117647058,0.0357615894039735,0.5,equal,biased,preferential_debt,high_income,er_k6,0.8795518207282913,0.2468487394957983,0.0337588652482269,0.9916666666666668
c-0p50__money-equal__income-biased__growth-preferential_debt__spend-high_income__topo-er_k12,0.5,equal,biased,preferential_debt,high_income,er_k12,0.0,0.0093589743589743,0.1095890410958904,0.0253411306042884,0.5,equal,biased,preferential_debt,high_income,er_k12,0.8011204481792717,0.2183473389355742,0.045114389565961,0.9916666666666668
c-0p50__money-equal__income-biased__growth-preferential_debt__spend-high_income__topo-er_k24,0.5,equal,biased,preferential_debt,high_income,er_k24,0.0,0.0093354430379746,0.1073446327683615,0.0275309287332287,0.5,equal,biased,preferential_debt,high_income,er_k24,0.6843575418994413,0.1412011173184357,0.073854269699967,0.9944444444444444
c-0p50__money-equal__income-biased__growth-preferential_debt__spend-high_income__topo-ba_k6,0.5,equal,biased,preferential_debt,high_income,ba_k6,0.0,0.0088768115942028,0.0571428571428571,0.0424589256045781,0.5,equal,biased,preferential_debt,high_income,ba_k6,0.9361111111111112,0.2250231481481481,0.0362102664334944,1.0
c-0p50__money-equal__income-biased__growth-preferential_debt__spend-high_income__topo-ba_k12,0.5,equal,biased,preferential_debt,high_income,ba_k12,0.0,0.0092417061611374,0.0982905982905982,0.0357384823848238,0.5,equal,biased,preferential_debt,high_income,ba_k12,0.8777777777777778,0.2197222222222222,0.046354825115887,1.0
c-0p50__money-equal__income-biased__growth-preferential_debt__spend-high_income__topo-ba_k24,0.5,equal,biased,preferential_debt,high_income,ba_k24,0.0,0.0088477366255144,0.0523255813953488,0.0308747855917667,0.5,equal,biased,preferential_debt,high_income,ba_k24,0.825,0.1942592592592592,0.050047664442326,1.0
c-0p50__money-equal__income-biased__growth-preferential_debt__spend-high_income__topo-sw_k6,0.5,equal,biased,preferential_debt,high_income,sw_k6,0.0,0.00884009009009,0.0573248407643312,0.0268553801487933,0.5,equal,biased,preferential_debt,high_income,sw_k6,0.7668539325842697,0.2172050561797752,0.0362107985774329,0.9888888888888888
c-0p50__money-equal__income-biased__growth-preferential_debt__spend-high_income__topo-sw_k12,0.5,equal,biased,preferential_debt,high_income,sw_k12,0.0,0.009009009009009,0.075,0.0279826054074494,0.5,equal,biased,preferential_debt,high_income,sw_k12,0.5810055865921788,0.1372905027932961,0.0583248558833502,0.9944444444444444
c-0p50__money-equal__income-biased__growth-preferential_debt__spend-high_income__topo-sw_k24,0.5,equal,biased,preferential_debt,high_income,sw_k24,0.0,0.0092777777777777,0.1017964071856287,0.0270611582175717,0.5,equal,biased,preferential_debt,high_income,sw_k24,0.362116991643454,0.0909935004642525,0.0954081632653061,0.9972222222222222
c-0p50__money-equal__income-biased__growth-preferential_debt__spend-high_wealth__topo-complete,0.5,equal,biased,preferential_debt,high_wealth,complete,0.0,0.010670731707317,0.219047619047619,0.0219368646334938,0.5,equal,biased,preferential_debt,high_wealth,complete,0.0282485875706214,0.0497881355932203,0.141371158392435,0.9833333333333332
c-0p50__money-equal__income-biased__growth-preferential_debt__spend-high_wealth__topo-er_k6,0.5,equal,biased,preferential_debt,high_wealth,er_k6,0.0,0.0089605734767025,0.07,0.0257475083056478,0.5,equal,biased,preferential_debt,high_wealth,er_k6,0.7011173184357542,0.1588454376163873,0.03531652989449,0.9944444444444444
c-0p50__money-equal__income-biased__growth-preferential_debt__spend-high_wealth__topo-er_k12,0.5,equal,biased,preferential_debt,high_wealth,er_k12,0.0,0.009375,0.1111111111111111,0.0240437158469945,0.5,equal,biased,preferential_debt,high_wealth,er_k12,0.3938547486033519,0.0933659217877094,0.0548491647968087,0.9944444444444444
c-0p50__money-equal__income-biased__growth-preferential_debt__spend-high_wealth__topo-er_k24,0.5,equal,biased,preferential_debt,high_wealth,er_k24,0.0,0.0093085106382978,0.1047619047619047,0.0258596973865199,0.5,equal,biased,preferential_debt,high_wealth,er_k24,0.1239436619718309,0.0595774647887323,0.1016548463356974,0.9861111111111112
c-0p50__money-equal__income-biased__growth-preferential_debt__spend-high_wealth__topo-ba_k6,0.5,equal,biased,preferential_debt,high_wealth,ba_k6,0.0,0.0086829836829836,0.0402684563758389,0.0385029617662897,0.5,equal,biased,preferential_debt,high_wealth,ba_k6,0.7944444444444444,0.1565740740740741,0.0337078651685393,1.0
c-0p50__money-equal__income-biased__growth-preferential_debt__spend-high_wealth__topo-ba_k12,0.5,equal,biased,preferential_debt,high_wealth,ba_k12,0.0,0.0091530054644808,0.0895522388059701,0.0332153552953988,0.5,equal,biased,preferential_debt,high_wealth,ba_k12,0.7083333333333334,0.1450462962962963,0.0480370252154484,1.0
c-0p50__money-equal__income-biased__growth-preferential_debt__spend-high_wealth__topo-ba_k24,0.5,equal,biased,preferential_debt,high_wealth,ba_k24,0.0,0.0094961240310077,0.1224489795918367,0.0251094890510948,0.5,equal,biased,preferential_debt,high_wealth,ba_k24,0.4583333333333333,0.09375,0.0629629629629629,1.0
c-0p50__money-equal__income-biased__growth-preferential_debt__spend-high_wealth__topo-sw_k6,0.5,equal,biased,preferential_debt,high_wealth,sw_k6,0.0,0.0088744588744588,0.0609756097560975,0.0203595980962453,0.5,equal,biased,preferential_debt,high_wealth,sw_k6,0.4957983193277311,0.1058356676003735,0.0397000441111601,0.9916666666666668
c-0p50__money-equal__income-biased__growth-preferential_debt__spend-high_wealth__topo-sw_k12,0.5,equal,biased,preferential_debt,high_wealth,sw_k12,0.0,0.0092592592592592,0.1,0.0218211206896551,0.5,equal,biased,preferential_debt,high_wealth,sw_k12,0.0924369747899159,0.0569561157796452,0.0733606557377049,0.9916666666666668
c-0p50__money-equal__income-biased__growth-preferential_debt__spend-high_wealth__topo-sw_k24,0.5,equal,biased,preferential_debt,high_wealth,sw_k24,0.0,0.0085833333333333,0.029126213592233,0.0266808964781216,0.5,equal,biased,preferential_debt,high_wealth,sw_k24,0.0168067226890756,0.0487161531279178,0.1121226641111643,0.9916666666666668
c-0p50__money-equal__income-biased__growth-preferential_debt__spend-high_both__topo-complete,0.5,equal,biased,preferential_debt,high_both,complete,0.0,0.0095878136200716,0.1308411214953271,0.0328931855694411,0.5,equal,biased,preferential_debt,high_both,complete,0.9551820728291316,0.2505135387488328,0.098117778606038,0.9916666666666668
c-0p50__money-equal__income-biased__growth-preferential_debt__spend-high_both__topo-er_k6,0.5,equal,biased,preferential_debt,high_both,er_k6,0.0,0.0090884573894282,0.0771513353115727,0.0396560574948665,0.5,equal,biased,preferential_debt,high_both,er_k6,0.9719887955182072,0.3631652661064425,0.0337446972618588,0.9916666666666668
c-0p50__money-equal__income-biased__growth-preferential_debt__spend-high_both__topo-er_k12,0.5,equal,biased,preferential_debt,high_both,er_k12,0.0,0.0088628762541806,0.0597484276729559,0.0359072895400504,0.5,equal,biased,preferential_debt,high_both,er_k12,0.957983193277311,0.3813958916900093,0.051777954587184,0.9916666666666668
c-0p50__money-equal__income-biased__growth-preferential_debt__spend-high_both__topo-er_k24,0.5,equal,biased,preferential_debt,high_both,er_k24,0.0,0.009662356321839,0.1301115241635687,0.0308264682434228,0.5,equal,biased,preferential_debt,high_both,er_k24,0.952513966480447,0.3681797020484171,0.0571536953910349,0.9944444444444444
c-0p50__money-equal__income-biased__growth-preferential_debt__spend-high_both__topo-ba_k6,0.5,equal,biased,preferential_debt,high_both,ba_k6,0.0,0.0086524822695035,0.0368852459016393,0.0602873268342739,0.5,equal,biased,preferential_debt,high_both,ba_k6,0.975,0.295162037037037,0.045016077170418,1.0
c-0p50__money-equal__income-biased__growth-preferential_debt__spend-high_both__topo-ba_k12,0.5,equal,biased,preferential_debt,high_both,ba_k12,0.0,0.0089668615984405,0.0679347826086956,0.0426646706586826,0.5,equal,biased,preferential_debt,high_both,ba_k12,0.9611111111111112,0.3343518518518519,0.0540016615895873,1.0
c-0p50__money-equal__income-biased__growth-preferential_debt__spend-high_both__topo-ba_k24,0.5,equal,biased,preferential_debt,high_both,ba_k24,0.0,0.0089412360688956,0.0679886685552408,0.0412229043979451,0.5,equal,biased,preferential_debt,high_both,ba_k24,0.9666666666666668,0.3491666666666667,0.0621188013789445,1.0
c-0p50__money-equal__income-biased__growth-preferential_debt__spend-high_both__topo-sw_k6,0.5,equal,biased,preferential_debt,high_both,sw_k6,0.0,0.0087719298245614,0.0464285714285714,0.0332666333166583,0.5,equal,biased,preferential_debt,high_both,sw_k6,0.9549295774647888,0.3866666666666666,0.0373360854783875,0.9861111111111112
c-0p50__money-equal__income-biased__growth-preferential_debt__spend-high_both__topo-sw_k12,0.5,equal,biased,preferential_debt,high_both,sw_k12,0.0,0.0089666666666666,0.070631970260223,0.0308223400320552,0.5,equal,biased,preferential_debt,high_both,sw_k12,0.9607843137254902,0.3756769374416433,0.0507642599726606,0.9916666666666668
c-0p50__money-equal__income-biased__growth-preferential_debt__spend-high_both__topo-sw_k24,0.5,equal,biased,preferential_debt,high_both,sw_k24,0.0,0.0091301460823373,0.0872727272727272,0.0317159464240586,0.5,equal,biased,preferential_debt,high_both,sw_k24,0.9635854341736696,0.344047619047619,0.0610624872786484,0.9916666666666668
c-0p50__money-uniform__income-uniform__growth-random__spend-low__topo-complete,0.5,uniform,uniform,random,low,complete,0.0,0.0087301587301587,0.0454545454545454,0.0176619007569386,0.5,uniform,uniform,random,low,complete,0.0,0.0114942528735632,0.025,0.0805555555555555
c-0p50__money-uniform__income-uniform__growth-random__spend-low__topo-er_k6,0.5,uniform,uniform,random,low,er_k6,0.0,0.0088235294117647,0.0555555555555555,0.0133333333333333,0.5,uniform,uniform,random,low,er_k6,0.0,0.0107371794871794,0.0149253731343283,0.1444444444444444
c-0p50__money-uniform__income-uniform__growth-random__spend-low__topo-er_k12,0.5,uniform,uniform,random,low,er_k12,0.0,0.0083333333333333,0.0,0.0067415730337078,0.5,uniform,uniform,random,low,er_k12,0.0,0.0094202898550724,0.0384615384615384,0.0638888888888888
c-0p50__money-uniform__income-uniform__growth-random__spend-low__topo-er_k24,0.5,uniform,uniform,random,low,er_k24,0.0,0.0083333333333333,0.0,0.0031298904538341,0.5,uniform,uniform,random,low,er_k24,0.0,0.0097701149425287,0.0,0.0805555555555555
c-0p50__money-uniform__income-uniform__growth-random__spend-low__topo-ba_k6,0.5,uniform,uniform,random,low,ba_k6,0.0,0.0093939393939393,0.1129032258064516,0.0437898089171974,0.5,uniform,uniform,random,low,ba_k6,0.0,0.0116792929292929,0.0486486486486486,0.3666666666666666
c-0p50__money-uniform__income-uniform__growth-random__spend-low__topo-ba_k12,0.5,uniform,uniform,random,low,ba_k12,0.0,0.0085470085470085,0.025,0.0325814536340852,0.5,uniform,uniform,random,low,ba_k12,0.0,0.011026936026936,0.0458015267175572,0.275
c-0p50__money-uniform__income-uniform__growth-random__spend-low__topo-ba_k24,0.5,uniform,uniform,random,low,ba_k24,0.0,0.0083333333333333,0.0,0.0165289256198347,0.5,uniform,uniform,random,low,ba_k24,0.0,0.0098611111111111,0.0422535211267605,0.1666666666666666
c-0p50__money-uniform__income-uniform__growth-random__spend-low__topo-sw_k6,0.5,uniform,uniform,random,low,sw_k6,0.0,0.0083333333333333,0.0,0.0165484633569739,0.5,uniform,uniform,random,low,sw_k6,0.0,0.0114583333333333,0.1212121212121212,0.0666666666666666
c-0p50__money-uniform__income-uniform__growth-random__spend-low__topo-sw_k12,0.5,uniform,uniform,random,low,sw_k12,0.0,0.0089743589743589,0.0714285714285714,0.0102848101265822,0.5,uniform,uniform,random,low,sw_k12,0.0,0.0088235294117647,0.0555555555555555,0.0472222222222222
c-0p50__money-uniform__income-uniform__growth-random__spend-low__topo-sw_k24,0.5,uniform,uniform,random,low,sw_k24,0.0,0.0083333333333333,0.0,0.00877893056664,0.5,uniform,uniform,random,low,sw_k24,0.0,0.0104938271604938,0.0294117647058823,0.075
c-0p50__money-uniform__income-uniform__growth-random__spend-baseline__topo-complete,0.5,uniform,uniform,random,baseline,complete,0.0,0.0086879432624113,0.0408163265306122,0.0202673566192324,0.5,uniform,uniform,random,baseline,complete,0.0,0.0106060606060606,0.0,0.0611111111111111
c-0p50__money-uniform__income-uniform__growth-random__spend-baseline__topo-er_k6,0.5,uniform,uniform,random,baseline,er_k6,0.0,0.0084635416666666,0.0153846153846153,0.0274089935760171,0.5,uniform,uniform,random,baseline,er_k6,0.0,0.012087087087087,0.124223602484472,0.3083333333333333
c-0p50__money-uniform__income-uniform__growth-random__spend-baseline__topo-er_k12,0.5,uniform,uniform,random,baseline,er_k12,0.0,0.00859375,0.0303030303030303,0.0150659133709981,0.5,uniform,uniform,random,baseline,er_k12,0.0,0.0098101265822784,0.043010752688172,0.2194444444444444
c-0p50__money-uniform__income-uniform__growth-random__spend-baseline__topo-er_k24,0.5,uniform,uniform,random,baseline,er_k24,0.0,0.0083333333333333,0.0,0.0057971014492753,0.5,uniform,uniform,random,baseline,er_k24,0.0,0.0103260869565217,0.0701754385964912,0.1277777777777777
c-0p50__money-uniform__income-uniform__growth-random__spend-baseline__topo-ba_k6,0.5,uniform,uniform,random,baseline,ba_k6,0.0,0.0087962962962962,0.0394736842105263,0.033103448275862,0.5,uniform,uniform,random,baseline,ba_k6,0.0,0.0153669724770642,0.0746268656716417,0.6055555555555555
c-0p50__money-uniform__income-uniform__growth-random__spend-baseline__topo-ba_k12,0.5,uniform,uniform,random,baseline,ba_k12,0.0,0.0085034013605442,0.02,0.0213228894691035,0.5,uniform,uniform,random,baseline,ba_k12,0.0,0.0138571428571428,0.127147766323024,0.4861111111111111
c-0p50__money-uniform__income-uniform__growth-random__spend-baseline__topo-ba_k24,0.5,uniform,uniform,random,baseline,ba_k24,0.0,0.008695652173913,0.0416666666666666,0.0100744634253175,0.5,uniform,uniform,random,baseline,ba_k24,0.0,0.0120646766169154,0.1082474226804123,0.3722222222222222
c-0p50__money-uniform__income-uniform__growth-random__spend-baseline__topo-sw_k6,0.5,uniform,uniform,random,baseline,sw_k6,0.0,0.0083333333333333,0.0,0.008433200177541,0.5,uniform,uniform,random,baseline,sw_k6,0.0,0.0092857142857142,0.0256410256410256,0.0972222222222222
c-0p50__money-uniform__income-uniform__growth-random__spend-baseline__topo-sw_k12,0.5,uniform,uniform,random,baseline,sw_k12,0.0,0.0083333333333333,0.0,0.0110732538330494,0.5,uniform,uniform,random,baseline,sw_k12,0.0,0.009,0.0,0.0694444444444444
c-0p50__money-uniform__income-uniform__growth-random__spend-baseline__topo-sw_k24,0.5,uniform,uniform,random,baseline,sw_k24,0.0,0.0083333333333333,0.0,0.0110619469026548,0.5,uniform,uniform,random,baseline,sw_k24,0.0,0.0094827586206896,0.0909090909090909,0.0805555555555555
c-0p50__money-uniform__income-uniform__growth-random__spend-high_income__topo-complete,0.5,uniform,uniform,random,high_income,complete,0.0,0.0088888888888888,0.0625,0.0061087354917532,0.5,uniform,uniform,random,high_income,complete,0.0,0.0106770833333333,0.0853658536585365,0.1777777777777777
c-0p50__money-uniform__income-uniform__growth-random__spend-high_income__topo-er_k6,0.5,uniform,uniform,random,high_income,er_k6,0.0,0.0086274509803921,0.034090909090909,0.0166470818644731,0.5,uniform,uniform,random,high_income,er_k6,0.0,0.0182033096926713,0.1428571428571428,0.7833333333333333
c-0p50__money-uniform__income-uniform__growth-random__spend-high_income__topo-er_k12,0.5,uniform,uniform,random,high_income,er_k12,0.0,0.0088141025641025,0.0545454545454545,0.0094425276920283,0.5,uniform,uniform,random,high_income,er_k12,0.0,0.0169753086419753,0.1757575757575757,0.675
c-0p50__money-uniform__income-uniform__growth-random__spend-high_income__topo-er_k24,0.5,uniform,uniform,random,high_income,er_k24,0.0,0.0085585585585585,0.0263157894736842,0.0147970405918816,0.5,uniform,uniform,random,high_income,er_k24,0.0,0.0139880952380952,0.1732522796352583,0.5444444444444444
c-0p50__money-uniform__income-uniform__growth-random__spend-high_income__topo-ba_k6,0.5,uniform,uniform,random,high_income,ba_k6,0.0,0.0092457420924574,0.0986842105263157,0.0280335584202987,0.5,uniform,uniform,random,high_income,ba_k6,0.0,0.0299711815561959,0.1153846153846153,0.9638888888888888
c-0p50__money-uniform__income-uniform__growth-random__spend-high_income__topo-ba_k12,0.5,uniform,uniform,random,high_income,ba_k12,0.0,0.0088235294117647,0.05,0.0321421818869351,0.5,uniform,uniform,random,high_income,ba_k12,0.0,0.0263719512195121,0.1695568400770712,0.9111111111111112
c-0p50__money-uniform__income-uniform__growth-random__spend-high_income__topo-ba_k24,0.5,uniform,uniform,random,high_income,ba_k24,0.0,0.0088383838383838,0.0476190476190476,0.0196078431372549,0.5,uniform,uniform,random,high_income,ba_k24,0.0,0.0201858108108108,0.202231520223152,0.8222222222222222
c-0p50__money-uniform__income-uniform__growth-random__spend-high_income__topo-sw_k6,0.5,uniform,uniform,random,high_income,sw_k6,0.0,0.0085680751173708,0.0136986301369863,0.0147241808378266,0.5,uniform,uniform,random,high_income,sw_k6,0.0,0.010738255033557,0.09375,0.4138888888888888
c-0p50__money-uniform__income-uniform__growth-random__spend-high_income__topo-sw_k12,0.5,uniform,uniform,random,high_income,sw_k12,0.0,0.0086111111111111,0.032258064516129,0.0060156406657309,0.5,uniform,uniform,random,high_income,sw_k12,0.0,0.0118055555555555,0.160427807486631,0.3666666666666666
c-0p50__money-uniform__income-uniform__growth-random__spend-high_income__topo-sw_k24,0.5,uniform,uniform,random,high_income,sw_k24,0.0,0.0085416666666666,0.024390243902439,0.0076599004212945,0.5,uniform,uniform,random,high_income,sw_k24,0.0,0.0112094395280235,0.0789473684210526,0.3138888888888889
c-0p50__money-uniform__income-uniform__growth-random__spend-high_wealth__topo-complete,0.5,uniform,uniform,random,high_wealth,complete,0.0,0.009090909090909,0.0833333333333333,0.0031473533619456,0.5,uniform,uniform,random,high_wealth,complete,0.0,0.0099206349206349,0.04,0.0583333333333333
c-0p50__money-uniform__income-uniform__growth-random__spend-high_wealth__topo-er_k6,0.5,uniform,uniform,random,high_wealth,er_k6,0.0,0.0083333333333333,0.0,0.0079083719661848,0.5,uniform,uniform,random,high_wealth,er_k6,0.0,0.0133620689655172,0.1182795698924731,0.4833333333333333
c-0p50__money-uniform__income-uniform__growth-random__spend-high_wealth__topo-er_k12,0.5,uniform,uniform,random,high_wealth,er_k12,0.0,0.0083333333333333,0.0,0.0036250647332988,0.5,uniform,uniform,random,high_wealth,er_k12,0.0,0.0113224637681159,0.136,0.2555555555555555
c-0p50__money-uniform__income-uniform__growth-random__spend-high_wealth__topo-er_k24,0.5,uniform,uniform,random,high_wealth,er_k24,0.0,0.0083333333333333,0.0,0.0043561121698883,0.5,uniform,uniform,random,high_wealth,er_k24,0.0,0.010595238095238,0.1011235955056179,0.1944444444444444
c-0p50__money-uniform__income-uniform__growth-random__spend-high_wealth__topo-ba_k6,0.5,uniform,uniform,random,high_wealth,ba_k6,0.0,0.0086309523809523,0.0344827586206896,0.0156075808249721,0.5,uniform,uniform,random,high_wealth,ba_k6,0.0,0.018720238095238,0.1414944356120826,0.7777777777777778
c-0p50__money-uniform__income-uniform__growth-random__spend-high_wealth__topo-ba_k12,0.5,uniform,uniform,random,high_wealth,ba_k12,0.0,0.0083333333333333,0.0,0.0246469833119383,0.5,uniform,uniform,random,high_wealth,ba_k12,0.0,0.0154040404040404,0.1381733021077283,0.6416666666666667
c-0p50__money-uniform__income-uniform__growth-random__spend-high_wealth__topo-ba_k24,0.5,uniform,uniform,random,high_wealth,ba_k24,0.0,0.0083333333333333,0.0,0.0082269503546099,0.5,uniform,uniform,random,high_wealth,ba_k24,0.0,0.0129084967320261,0.110759493670886,0.5666666666666667
c-0p50__money-uniform__income-uniform__growth-random__spend-high_wealth__topo-sw_k6,0.5,uniform,uniform,random,high_wealth,sw_k6,0.0,0.0083333333333333,0.0,0.0046728971962616,0.5,uniform,uniform,random,high_wealth,sw_k6,0.0,0.009090909090909,0.0555555555555555,0.0916666666666666
c-0p50__money-uniform__income-uniform__growth-random__spend-high_wealth__topo-sw_k12,0.5,uniform,uniform,random,high_wealth,sw_k12,0.0,0.0083333333333333,0.0,0.00836820083682,0.5,uniform,uniform,random,high_wealth,sw_k12,0.0,0.0104838709677419,0.0769230769230769,0.0861111111111111
c-0p50__money-uniform__income-uniform__growth-random__spend-high_wealth__topo-sw_k24,0.5,uniform,uniform,random,high_wealth,sw_k24,0.0,0.0083333333333333,0.0,0.0026455026455026,0.5,uniform,uniform,random,high_wealth,sw_k24,0.0,0.0122222222222222,0.0454545454545454,0.0416666666666666
c-0p50__money-uniform__income-uniform__growth-random__spend-high_both__topo-complete,0.5,uniform,uniform,random,high_both,complete,0.0,0.0085,0.0,0.006374298827129,0.5,uniform,uniform,random,high_both,complete,0.0,0.0156818181818181,0.3381642512077294,0.3055555555555556
c-0p50__money-uniform__income-uniform__growth-random__spend-high_both__topo-er_k6,0.5,uniform,uniform,random,high_both,er_k6,0.0,0.0088075880758807,0.0461538461538461,0.0154154655971926,0.5,uniform,uniform,random,high_both,er_k6,0.0,0.0278865461847389,0.1629162916291629,0.9222222222222224
c-0p50__money-uniform__income-uniform__growth-random__spend-high_both__topo-er_k12,0.5,uniform,uniform,random,high_both,er_k12,0.0,0.009005376344086,0.0597014925373134,0.0078510826896289,0.5,uniform,uniform,random,high_both,er_k12,0.0,0.0215536723163841,0.2162516382699869,0.8194444444444444
c-0p50__money-uniform__income-uniform__growth-random__spend-high_both__topo-er_k24,0.5,uniform,uniform,random,high_both,er_k24,0.0,0.0087499999999999,0.0476190476190476,0.0071650346310007,0.5,uniform,uniform,random,high_both,er_k24,0.0039215686274509,0.0180065359477124,0.2286751361161524,0.7083333333333334
c-0p50__money-uniform__income-uniform__growth-random__spend-high_both__topo-ba_k6,0.5,uniform,uniform,random,high_both,ba_k6,0.0,0.0089593114241001,0.056768558951965,0.0281671515472097,0.5,uniform,uniform,random,high_both,ba_k6,0.0194444444444444,0.0460879629629629,0.1541938724259166,1.0
