scenario_id,c_timestep,money_distribution_timestep,income_distribution_rule_timestep,growth_rule_timestep,spending_label_timestep,topology_label_timestep,event_large_event_rate_timestep,mean_event_fraction_timestep,propagated_share_total_timestep,event_occupancy_timestep,c_period,money_distribution_period,income_distribution_rule_period,growth_rule_period,spending_label_period,topology_label_period,event_large_event_rate_period,mean_event_fraction_period,propagated_share_total_period,event_occupancy_period
c-0p20__money-pareto__income-uniform__growth-preferential_debt__spend-baseline__topo-sw_k6,0.2,pareto,uniform,preferential_debt,baseline,sw_k6,0.0,0.0,0.0,0.0,0.2,pareto,uniform,preferential_debt,baseline,sw_k6,0.0,0.0095238095238095,0.0625,0.0388888888888888
c-0p20__money-pareto__income-uniform__growth-preferential_debt__spend-baseline__topo-sw_k12,0.2,pareto,uniform,preferential_debt,baseline,sw_k12,0.0,0.0083333333333333,0.0,0.0040322580645161,0.2,pareto,uniform,preferential_debt,baseline,sw_k12,0.0,0.0094444444444444,0.0588235294117647,0.0416666666666666
c-0p20__money-pareto__income-uniform__growth-preferential_debt__spend-baseline__topo-sw_k24,0.2,pareto,uniform,preferential_debt,baseline,sw_k24,0.0,0.0083333333333333,0.0,0.0019880715705765,0.2,pareto,uniform,preferential_debt,baseline,sw_k24,0.0,0.0090277777777777,0.0,0.0333333333333333
c-0p20__money-pareto__income-uniform__growth-preferential_debt__spend-high_income__topo-complete,0.2,pareto,uniform,preferential_debt,high_income,complete,0.0,0.0083333333333333,0.0,0.0065703022339027,0.2,pareto,uniform,preferential_debt,high_income,complete,0.0,0.0096045197740112,0.0735294117647058,0.1638888888888889
c-0p20__money-pareto__income-uniform__growth-preferential_debt__spend-high_income__topo-er_k6,0.2,pareto,uniform,preferential_debt,high_income,er_k6,0.0,0.0083333333333333,0.0,0.0099431818181818,0.2,pareto,uniform,preferential_debt,high_income,er_k6,0.0,0.0093333333333333,0.0357142857142857,0.1388888888888889
c-0p20__money-pareto__income-uniform__growth-preferential_debt__spend-high_income__topo-er_k12,0.2,pareto,uniform,preferential_debt,high_income,er_k12,0.0,0.0083333333333333,0.0,0.0027247956403269,0.2,pareto,uniform,preferential_debt,high_income,er_k12,0.0,0.0096153846153846,0.0533333333333333,0.1805555555555555
c-0p20__money-pareto__income-uniform__growth-preferential_debt__spend-high_income__topo-er_k24,0.2,pareto,uniform,preferential_debt,high_income,er_k24,0.0,0.0083333333333333,0.0,0.0071022727272727,0.2,pareto,uniform,preferential_debt,high_income,er_k24,0.0,0.0097883597883597,0.027027027027027,0.175
c-0p20__money-pareto__income-uniform__growth-preferential_debt__spend-high_income__topo-ba_k6,0.2,pareto,uniform,preferential_debt,high_income,ba_k6,0.0,0.0083333333333333,0.0,0.0181564245810055,0.2,pareto,uniform,preferential_debt,high_income,ba_k6,0.0,0.01005291005291,0.0592105263157894,0.35
c-0p20__money-pareto__income-uniform__growth-preferential_debt__spend-high_income__topo-ba_k12,0.2,pareto,uniform,preferential_debt,high_income,ba_k12,0.0,0.0083333333333333,0.0,0.0185449358059914,0.2,pareto,uniform,preferential_debt,high_income,ba_k12,0.0,0.0107886904761904,0.0758620689655172,0.3111111111111111
c-0p20__money-pareto__income-uniform__growth-preferential_debt__spend-high_income__topo-ba_k24,0.2,pareto,uniform,preferential_debt,high_income,ba_k24,0.0,0.0083333333333333,0.0,0.013372956909361,0.2,pareto,uniform,preferential_debt,high_income,ba_k24,0.0,0.0105263157894736,0.0833333333333333,0.2638888888888889
c-0p20__money-pareto__income-uniform__growth-preferential_debt__spend-high_income__topo-sw_k6,0.2,pareto,uniform,preferential_debt,high_income,sw_k6,0.0,0.0083333333333333,0.0,0.0067204301075268,0.2,pareto,uniform,preferential_debt,high_income,sw_k6,0.0,0.0083333333333333,0.0,0.1138888888888888
c-0p20__money-pareto__income-uniform__growth-preferential_debt__spend-high_income__topo-sw_k12,0.2,pareto,uniform,preferential_debt,high_income,sw_k12,0.0,0.0083333333333333,0.0,0.0028129395218002,0.2,pareto,uniform,preferential_debt,high_income,sw_k12,0.0,0.0096296296296296,0.0576923076923076,0.125
c-0p20__money-pareto__income-uniform__growth-preferential_debt__spend-high_income__topo-sw_k24,0.2,pareto,uniform,preferential_debt,high_income,sw_k24,0.0,0.0083333333333333,0.0,0.007052186177715,0.2,pareto,uniform,preferential_debt,high_income,sw_k24,0.0,0.0094594594594594,0.0476190476190476,0.1027777777777777
c-0p20__money-pareto__income-uniform__growth-preferential_debt__spend-high_wealth__topo-complete,0.2,pareto,uniform,preferential_debt,high_wealth,complete,0.0,0.0083333333333333,0.0,0.0039318479685452,0.2,pareto,uniform,preferential_debt,high_wealth,complete,0.0,0.0092105263157894,0.0714285714285714,0.1055555555555555
c-0p20__money-pareto__income-uniform__growth-preferential_debt__spend-high_wealth__topo-er_k6,0.2,pareto,uniform,preferential_debt,high_wealth,er_k6,0.0,0.0,0.0,0.0,0.2,pareto,uniform,preferential_debt,high_wealth,er_k6,0.0,0.011060606060606,0.1506849315068493,0.1527777777777778
c-0p20__money-pareto__income-uniform__growth-preferential_debt__spend-high_wealth__topo-er_k12,0.2,pareto,uniform,preferential_debt,high_wealth,er_k12,0.0,0.0083333333333333,0.0,0.0049937578027465,0.2,pareto,uniform,preferential_debt,high_wealth,er_k12,0.0,0.009775641025641,0.0491803278688524,0.1444444444444444
c-0p20__money-pareto__income-uniform__growth-preferential_debt__spend-high_wealth__topo-er_k24,0.2,pareto,uniform,preferential_debt,high_wealth,er_k24,0.0,0.0083333333333333,0.0,0.0025839793281653,0.2,pareto,uniform,preferential_debt,high_wealth,er_k24,0.0,0.0093333333333333,0.0714285714285714,0.1388888888888889
c-0p20__money-pareto__income-uniform__growth-preferential_debt__spend-high_wealth__topo-ba_k6,0.2,pareto,uniform,preferential_debt,high_wealth,ba_k6,0.0,0.0083333333333333,0.0,0.0122699386503067,0.2,pareto,uniform,preferential_debt,high_wealth,ba_k6,0.0,0.0102150537634408,0.0460526315789473,0.3444444444444444
c-0p20__money-pareto__income-uniform__growth-preferential_debt__spend-high_wealth__topo-ba_k12,0.2,pareto,uniform,preferential_debt,high_wealth,ba_k12,0.0,0.0083333333333333,0.0,0.0098765432098765,0.2,pareto,uniform,preferential_debt,high_wealth,ba_k12,0.0,0.0109504132231404,0.0754716981132075,0.3361111111111111
c-0p20__money-pareto__income-uniform__growth-preferential_debt__spend-high_wealth__topo-ba_k24,0.2,pareto,uniform,preferential_debt,high_wealth,ba_k24,0.0,0.0083333333333333,0.0,0.0112359550561797,0.2,pareto,uniform,preferential_debt,high_wealth,ba_k24,0.0,0.0103365384615384,0.0775193798449612,0.2888888888888888
c-0p20__money-pareto__income-uniform__growth-preferential_debt__spend-high_wealth__topo-sw_k6,0.2,pareto,uniform,preferential_debt,high_wealth,sw_k6,0.0,0.0083333333333333,0.0,0.0051282051282051,0.2,pareto,uniform,preferential_debt,high_wealth,sw_k6,0.0,0.0088235294117647,0.0,0.0472222222222222
c-0p20__money-pareto__income-uniform__growth-preferential_debt__spend-high_wealth__topo-sw_k12,0.2,pareto,uniform,preferential_debt,high_wealth,sw_k12,0.0,0.0083333333333333,0.0,0.0025125628140703,0.2,pareto,uniform,preferential_debt,high_wealth,sw_k12,0.0,0.0083333333333333,0.0,0.0694444444444444
c-0p20__money-pareto__income-uniform__growth-preferential_debt__spend-high_wealth__topo-sw_k24,0.2,pareto,uniform,preferential_debt,high_wealth,sw_k24,0.0,0.0083333333333333,0.0,0.009090909090909,0.2,pareto,uniform,preferential_debt,high_wealth,sw_k24,0.0,0.0090579710144927,0.04,0.0638888888888888
c-0p20__money-pareto__income-uniform__growth-preferential_debt__spend-high_both__topo-complete,0.2,pareto,uniform,preferential_debt,high_both,complete,0.0,0.0083333333333333,0.0,0.0054995417048579,0.2,pareto,uniform,preferential_debt,high_both,complete,0.0,0.0111423220973782,0.1680672268907563,0.2472222222222222
c-0p20__money-pareto__income-uniform__growth-preferential_debt__spend-high_both__topo-er_k6,0.2,pareto,uniform,preferential_debt,high_both,er_k6,0.0,0.0083333333333333,0.0,0.0095652173913043,0.2,pareto,uniform,preferential_debt,high_both,er_k6,0.0,0.0124999999999999,0.2,0.3055555555555556
c-0p20__money-pareto__income-uniform__growth-preferential_debt__spend-high_both__topo-er_k12,0.2,pareto,uniform,preferential_debt,high_both,er_k12,0.0,0.0083333333333333,0.0,0.0042229729729729,0.2,pareto,uniform,preferential_debt,high_both,er_k12,0.0,0.0123427672955974,0.1528662420382165,0.2944444444444444
c-0p20__money-pareto__income-uniform__growth-preferential_debt__spend-high_both__topo-er_k24,0.2,pareto,uniform,preferential_debt,high_both,er_k24,0.0,0.0083333333333333,0.0,0.0096491228070175,0.2,pareto,uniform,preferential_debt,high_both,er_k24,0.0,0.012012012012012,0.16875,0.3083333333333333
c-0p20__money-pareto__income-uniform__growth-preferential_debt__spend-high_both__topo-ba_k6,0.2,pareto,uniform,preferential_debt,high_both,ba_k6,0.0,0.0091666666666666,0.0909090909090909,0.0169779286926994,0.2,pareto,uniform,preferential_debt,high_both,ba_k6,0.0,0.0114351851851851,0.068825910931174,0.5
c-0p20__money-pareto__income-uniform__growth-preferential_debt__spend-high_both__topo-ba_k12,0.2,pareto,uniform,preferential_debt,high_both,ba_k12,0.0,0.0087499999999999,0.0476190476190476,0.0175284837861524,0.2,pareto,uniform,preferential_debt,high_both,ba_k12,0.0,0.0122632575757575,0.0926640926640926,0.4888888888888889
c-0p20__money-pareto__income-uniform__growth-preferential_debt__spend-high_both__topo-ba_k24,0.2,pareto,uniform,preferential_debt,high_both,ba_k24,0.0,0.0083333333333333,0.0,0.0166051660516605,0.2,pareto,uniform,preferential_debt,high_both,ba_k24,0.0,0.0114646464646464,0.0969162995594713,0.4583333333333333
c-0p20__money-pareto__income-uniform__growth-preferential_debt__spend-high_both__topo-sw_k6,0.2,pareto,uniform,preferential_debt,high_both,sw_k6,0.0,0.0083333333333333,0.0,0.0094017094017094,0.2,pareto,uniform,preferential_debt,high_both,sw_k6,0.0,0.0104166666666666,0.1777777777777777,0.1
c-0p20__money-pareto__income-uniform__growth-preferential_debt__spend-high_both__topo-sw_k12,0.2,pareto,uniform,preferential_debt,high_both,sw_k12,0.0,0.0083333333333333,0.0,0.0026223776223776,0.2,pareto,uniform,preferential_debt,high_both,sw_k12,0.0,0.0098118279569892,0.1232876712328767,0.1722222222222222
c-0p20__money-pareto__income-uniform__growth-preferential_debt__spend-high_both__topo-sw_k24,0.2,pareto,uniform,preferential_debt,high_both,sw_k24,0.0,0.0083333333333333,0.0,0.0067226890756302,0.2,pareto,uniform,preferential_debt,high_both,sw_k24,0.0,0.0111742424242424,0.0847457627118644,0.2444444444444444
c-0p20__money-pareto__income-biased__growth-random__spend-low__topo-complete,0.2,pareto,biased,random,low,complete,0.0,0.0,0.0,0.0,0.2,pareto,biased,random,low,complete,0.0,0.0103333333333333,0.1612903225806451,0.0694444444444444
c-0p20__money-pareto__income-biased__growth-random__spend-low__topo-er_k6,0.2,pareto,biased,random,low,er_k6,0.0,0.0,0.0,0.0,0.2,pareto,biased,random,low,er_k6,0.0,0.0093537414965986,0.0727272727272727,0.1361111111111111
c-0p20__money-pareto__income-biased__growth-random__spend-low__topo-er_k12,0.2,pareto,biased,random,low,er_k12,0.0,0.0,0.0,0.0,0.2,pareto,biased,random,low,er_k12,0.0,0.0094202898550724,0.0384615384615384,0.0638888888888888
c-0p20__money-pareto__income-biased__growth-random__spend-low__topo-er_k24,0.2,pareto,biased,random,low,er_k24,0.0,0.0,0.0,0.0,0.2,pareto,biased,random,low,er_k24,0.0,0.010042735042735,0.0425531914893617,0.1083333333333333
c-0p20__money-pareto__income-biased__growth-random__spend-low__topo-ba_k6,0.2,pareto,biased,random,low,ba_k6,0.0,0.0083333333333333,0.0,0.0066889632107023,0.2,pareto,biased,random,low,ba_k6,0.0,0.0112459546925566,0.0719424460431654,0.2861111111111111
c-0p20__money-pareto__income-biased__growth-random__spend-low__topo-ba_k12,0.2,pareto,biased,random,low,ba_k12,0.0,0.0,0.0,0.0,0.2,pareto,biased,random,low,ba_k12,0.0,0.011231884057971,0.1451612903225806,0.1277777777777777
c-0p20__money-pareto__income-biased__growth-random__spend-low__topo-ba_k24,0.2,pareto,biased,random,low,ba_k24,0.0,0.0,0.0,0.0,0.2,pareto,biased,random,low,ba_k24,0.0,0.0092857142857142,0.0769230769230769,0.0972222222222222
c-0p20__money-pareto__income-biased__growth-random__spend-low__topo-sw_k6,0.2,pareto,biased,random,low,sw_k6,0.0,0.0,0.0,0.0,0.2,pareto,biased,random,low,sw_k6,0.0,0.0097222222222222,0.0952380952380952,0.1
c-0p20__money-pareto__income-biased__growth-random__spend-low__topo-sw_k12,0.2,pareto,biased,random,low,sw_k12,0.0,0.0,0.0,0.0,0.2,pareto,biased,random,low,sw_k12,0.0,0.0087121212121212,0.0,0.0611111111111111
c-0p20__money-pareto__income-biased__growth-random__spend-low__topo-sw_k24,0.2,pareto,biased,random,low,sw_k24,0.0,0.0,0.0,0.0,0.2,pareto,biased,random,low,sw_k24,0.0,0.0088888888888888,0.0,0.0416666666666666
c-0p20__money-pareto__income-biased__growth-random__spend-baseline__topo-complete,0.2,pareto,biased,random,baseline,complete,0.0,0.0,0.0,0.0,0.2,pareto,biased,random,baseline,complete,0.0,0.0197863247863247,0.101511879049676,0.5416666666666666
c-0p20__money-pareto__income-biased__growth-random__spend-baseline__topo-er_k6,0.2,pareto,biased,random,baseline,er_k6,0.0,0.0083333333333333,0.0,0.0040816326530612,0.2,pareto,biased,random,baseline,er_k6,0.0,0.0188834154351395,0.0717391304347826,0.5638888888888889
c-0p20__money-pareto__income-biased__growth-random__spend-baseline__topo-er_k12,0.2,pareto,biased,random,baseline,er_k12,0.0,0.0,0.0,0.0,0.2,pareto,biased,random,baseline,er_k12,0.0052356020942408,0.0243455497382198,0.0878136200716845,0.5305555555555556
c-0p20__money-pareto__income-biased__growth-random__spend-baseline__topo-er_k24,0.2,pareto,biased,random,baseline,er_k24,0.0,0.0,0.0,0.0,0.2,pareto,biased,random,baseline,er_k24,0.0,0.01975,0.120253164556962,0.5555555555555556
c-0p20__money-pareto__income-biased__growth-random__spend-baseline__topo-ba_k6,0.2,pareto,biased,random,baseline,ba_k6,0.0,0.0083333333333333,0.0,0.010204081632653,0.2,pareto,biased,random,baseline,ba_k6,0.0,0.0199858757062146,0.0653710247349823,0.6555555555555556
c-0p20__money-pareto__income-biased__growth-random__spend-baseline__topo-ba_k12,0.2,pareto,biased,random,baseline,ba_k12,0.0,0.0083333333333333,0.0,0.0039447731755424,0.2,pareto,biased,random,baseline,ba_k12,0.0,0.019563492063492,0.101419878296146,0.5833333333333334
c-0p20__money-pareto__income-biased__growth-random__spend-baseline__topo-ba_k24,0.2,pareto,biased,random,baseline,ba_k24,0.0,0.0,0.0,0.0,0.2,pareto,biased,random,baseline,ba_k24,0.0,0.0239162929745889,0.10625,0.6194444444444445
c-0p20__money-pareto__income-biased__growth-random__spend-baseline__topo-sw_k6,0.2,pareto,biased,random,baseline,sw_k6,0.0,0.0,0.0,0.0,0.2,pareto,biased,random,baseline,sw_k6,0.0,0.0196428571428571,0.109090909090909,0.5833333333333334
c-0p20__money-pareto__income-biased__growth-random__spend-baseline__topo-sw_k12,0.2,pareto,biased,random,baseline,sw_k12,0.0,0.0,0.0,0.0,0.2,pareto,biased,random,baseline,sw_k12,0.0,0.0193055555555555,0.0839328537170263,0.5
c-0p20__money-pareto__income-biased__growth-random__spend-baseline__topo-sw_k24,0.2,pareto,biased,random,baseline,sw_k24,0.0,0.0083333333333333,0.0,0.00390625,0.2,pareto,biased,random,baseline,sw_k24,0.0,0.0155189620758483,0.0868167202572347,0.4638888888888889
c-0p20__money-pareto__income-biased__growth-random__spend-high_income__topo-complete,0.2,pareto,biased,random,high_income,complete,0.0,0.0166666666666666,0.5,0.0014204545454545,0.2,pareto,biased,random,high_income,complete,0.1608391608391608,0.0545454545454545,0.1853632478632478,0.7944444444444444
c-0p20__money-pareto__income-biased__growth-random__spend-high_income__topo-er_k6,0.2,pareto,biased,random,high_income,er_k6,0.0,0.0086206896551724,0.0333333333333333,0.0401106500691562,0.2,pareto,biased,random,high_income,er_k6,0.0498338870431893,0.0449612403100775,0.0892857142857142,0.8361111111111111
c-0p20__money-pareto__income-biased__growth-random__spend-high_income__topo-er_k12,0.2,pareto,biased,random,high_income,er_k12,0.0,0.0083333333333333,0.0,0.0097493036211699,0.2,pareto,biased,random,high_income,er_k12,0.0283687943262411,0.0411938534278959,0.0975609756097561,0.7833333333333333
c-0p20__money-pareto__income-biased__growth-random__spend-high_income__topo-er_k24,0.2,pareto,biased,random,high_income,er_k24,0.0,0.0083333333333333,0.0,0.0055020632737276,0.2,pareto,biased,random,high_income,er_k24,0.0656934306569343,0.0452554744525547,0.1330645161290322,0.7611111111111111
c-0p20__money-pareto__income-biased__growth-random__spend-high_income__topo-ba_k6,0.2,pareto,biased,random,high_income,ba_k6,0.0,0.0083333333333333,0.0,0.0226950354609929,0.2,pareto,biased,random,high_income,ba_k6,0.0836012861736334,0.0486602357984994,0.099669603524229,0.8638888888888889
c-0p20__money-pareto__income-biased__growth-random__spend-high_income__topo-ba_k12,0.2,pareto,biased,random,high_income,ba_k12,0.0,0.009090909090909,0.0833333333333333,0.0155586987270155,0.2,pareto,biased,random,high_income,ba_k12,0.1211180124223602,0.0530538302277432,0.1380487804878049,0.8944444444444445
c-0p20__money-pareto__income-biased__growth-random__spend-high_income__topo-ba_k24,0.2,pareto,biased,random,high_income,ba_k24,0.0,0.0083333333333333,0.0,0.0013774104683195,0.2,pareto,biased,random,high_income,ba_k24,0.0283687943262411,0.0398936170212766,0.1392592592592592,0.7833333333333333
c-0p20__money-pareto__income-biased__growth-random__spend-high_income__topo-sw_k6,0.2,pareto,biased,random,high_income,sw_k6,0.0,0.0083333333333333,0.0,0.0013642564802182,0.2,pareto,biased,random,high_income,sw_k6,0.0571428571428571,0.0473511904761904,0.1200502828409805,0.7777777777777778
c-0p20__money-pareto__income-biased__growth-random__spend-high_income__topo-sw_k12,0.2,pareto,biased,random,high_income,sw_k12,0.0,0.0083333333333333,0.0,0.0042194092827004,0.2,pareto,biased,random,high_income,sw_k12,0.0368852459016393,0.0403346994535519,0.1100762066045724,0.6777777777777778
c-0p20__money-pareto__income-biased__growth-random__spend-high_income__topo-sw_k24,0.2,pareto,biased,random,high_income,sw_k24,0.0,0.0083333333333333,0.0,0.0027247956403269,0.2,pareto,biased,random,high_income,sw_k24,0.0708955223880597,0.0458022388059701,0.1052274270196877,0.7444444444444445
c-0p20__money-pareto__income-biased__growth-random__spend-high_wealth__topo-complete,0.2,pareto,biased,random,high_wealth,complete,0.0,0.0083333333333333,0.0,0.0024906600249066,0.2,pareto,biased,random,high_wealth,complete,0.2084805653710247,0.0654593639575971,0.1659919028340081,0.7861111111111111
c-0p20__money-pareto__income-biased__growth-random__spend-high_wealth__topo-er_k6,0.2,pareto,biased,random,high_wealth,er_k6,0.0,0.0083333333333333,0.0,0.0140485312899106,0.2,pareto,biased,random,high_wealth,er_k6,0.1301369863013698,0.0551084474885844,0.0989124805800103,0.8111111111111111
c-0p20__money-pareto__income-biased__growth-random__spend-high_wealth__topo-er_k12,0.2,pareto,biased,random,high_wealth,er_k12,0.0,0.0083333333333333,0.0,0.0087719298245614,0.2,pareto,biased,random,high_wealth,er_k12,0.2442244224422442,0.0665016501650165,0.1650124069478908,0.8416666666666667
c-0p20__money-pareto__income-biased__growth-random__spend-high_wealth__topo-er_k24,0.2,pareto,biased,random,high_wealth,er_k24,0.0,0.0083333333333333,0.0,0.0074906367041198,0.2,pareto,biased,random,high_wealth,er_k24,0.2801302931596091,0.069272529858849,0.1751567398119122,0.8527777777777777
c-0p20__money-pareto__income-biased__growth-random__spend-high_wealth__topo-ba_k6,0.2,pareto,biased,random,high_wealth,ba_k6,0.0,0.01,0.1666666666666666,0.0192061459667093,0.2,pareto,biased,random,high_wealth,ba_k6,0.2103658536585365,0.064989837398374,0.1137607505863956,0.9111111111111112
c-0p20__money-pareto__income-biased__growth-random__spend-high_wealth__topo-ba_k12,0.2,pareto,biased,random,high_wealth,ba_k12,0.0,0.0089285714285714,0.0666666666666666,0.0180645161290322,0.2,pareto,biased,random,high_wealth,ba_k12,0.1511254019292604,0.0582261521972132,0.1224114127933732,0.8638888888888889
c-0p20__money-pareto__income-biased__growth-random__spend-high_wealth__topo-ba_k24,0.2,pareto,biased,random,high_wealth,ba_k24,0.0,0.0083333333333333,0.0,0.0088945362134688,0.2,pareto,biased,random,high_wealth,ba_k24,0.2286689419795221,0.0613765642775881,0.1570898980537534,0.8138888888888889
c-0p20__money-pareto__income-biased__growth-random__spend-high_wealth__topo-sw_k6,0.2,pareto,biased,random,high_wealth,sw_k6,0.0,0.0091269841269841,0.0869565217391304,0.0257668711656441,0.2,pareto,biased,random,high_wealth,sw_k6,0.2406779661016949,0.0646610169491525,0.1480996068152031,0.8194444444444444
c-0p20__money-pareto__income-biased__growth-random__spend-high_wealth__topo-sw_k12,0.2,pareto,biased,random,high_wealth,sw_k12,0.0,0.0,0.0,0.0,0.2,pareto,biased,random,high_wealth,sw_k12,0.2214765100671141,0.0637024608501118,0.1584723441615452,0.8277777777777777
c-0p20__money-pareto__income-biased__growth-random__spend-high_wealth__topo-sw_k24,0.2,pareto,biased,random,high_wealth,sw_k24,0.0,0.0083333333333333,0.0,0.0063613231552162,0.2,pareto,biased,random,high_wealth,sw_k24,0.2758620689655172,0.0718103448275862,0.1616646658663465,0.8055555555555556
c-0p20__money-pareto__income-biased__growth-random__spend-high_both__topo-complete,0.2,pareto,biased,random,high_both,complete,0.0,0.0083333333333333,0.0,0.0137339055793991,0.2,pareto,biased,random,high_both,complete,0.6646341463414634,0.1238567073170731,0.243076923076923,0.9111111111111112
c-0p20__money-pareto__income-biased__growth-random__spend-high_both__topo-er_k6,0.2,pareto,biased,random,high_both,er_k6,0.0,0.008955223880597,0.0694444444444444,0.0600896860986547,0.2,pareto,biased,random,high_both,er_k6,0.6097560975609756,0.108130081300813,0.1797462406015037,0.9111111111111112
c-0p20__money-pareto__income-biased__growth-random__spend-high_both__topo-er_k12,0.2,pareto,biased,random,high_both,er_k12,0.0,0.009313725490196,0.1052631578947368,0.0142378559463986,0.2,pareto,biased,random,high_both,er_k12,0.6728395061728395,0.1267232510288066,0.2145321696772884,0.9
c-0p20__money-pareto__income-biased__growth-random__spend-high_both__topo-er_k24,0.2,pareto,biased,random,high_both,er_k24,0.0,0.0096666666666666,0.1379310344827586,0.0213675213675213,0.2,pareto,biased,random,high_both,er_k24,0.771513353115727,0.1478981206726013,0.280555091121886,0.9361111111111112
c-0p20__money-pareto__income-biased__growth-random__spend-high_both__topo-ba_k6,0.2,pareto,biased,random,high_both,ba_k6,0.0,0.0084795321637426,0.0172413793103448,0.0481418918918918,0.2,pareto,biased,random,high_both,ba_k6,0.6883852691218131,0.1203493862134088,0.1983130639466457,0.9805555555555556
c-0p20__money-pareto__income-biased__growth-random__spend-high_both__topo-ba_k12,0.2,pareto,biased,random,high_both,ba_k12,0.0,0.0086111111111111,0.032258064516129,0.0522648083623693,0.2,pareto,biased,random,high_both,ba_k12,0.5872093023255814,0.1074612403100775,0.208746618575293,0.9555555555555556
c-0p20__money-pareto__income-biased__growth-random__spend-high_both__topo-ba_k24,0.2,pareto,biased,random,high_both,ba_k24,0.0,0.0097222222222222,0.1428571428571428,0.0368098159509202,0.2,pareto,biased,random,high_both,ba_k24,0.6923076923076923,0.1298816568047337,0.231586940015186,0.9388888888888888
c-0p20__money-pareto__income-biased__growth-random__spend-high_both__topo-sw_k6,0.2,pareto,biased,random,high_both,sw_k6,0.0,0.0083333333333333,0.0,0.0160714285714285,0.2,pareto,biased,random,high_both,sw_k6,0.6307692307692307,0.1164871794871794,0.2203389830508474,0.9027777777777778
c-0p20__money-pareto__income-biased__growth-random__spend-high_both__topo-sw_k12,0.2,pareto,biased,random,high_both,sw_k12,0.0,0.0083333333333333,0.0,0.016,0.2,pareto,biased,random,high_both,sw_k12,0.636085626911315,0.1229612640163098,0.2592746113989637,0.9083333333333332
c-0p20__money-pareto__income-biased__growth-random__spend-high_both__topo-sw_k24,0.2,pareto,biased,random,high_both,sw_k24,0.0,0.0092105263157894,0.0952380952380952,0.0173674588665447,0.2,pareto,biased,random,high_both,sw_k24,0.61875,0.1121614583333333,0.2231251451126074,0.8888888888888888
c-0p20__money-pareto__income-biased__growth-preferential_debt__spend-low__topo-complete,0.2,pareto,biased,preferential_debt,low,complete,0.0,0.0083333333333333,0.0,0.0033444816053511,0.2,pareto,biased,preferential_debt,low,complete,0.0,0.0101063829787234,0.1052631578947368,0.1305555555555555
c-0p20__money-pareto__income-biased__growth-preferential_debt__spend-low__topo-er_k6,0.2,pareto,biased,preferential_debt,low,er_k6,0.0,0.0083333333333333,0.0,0.0067796610169491,0.2,pareto,biased,preferential_debt,low,er_k6,0.0,0.0084905660377358,0.0,0.1472222222222222
c-0p20__money-pareto__income-biased__growth-preferential_debt__spend-low__topo-er_k12,0.2,pareto,biased,preferential_debt,low,er_k12,0.0,0.0,0.0,0.0,0.2,pareto,biased,preferential_debt,low,er_k12,0.0,0.009313725490196,0.0657894736842105,0.1888888888888888
c-0p20__money-pareto__income-biased__growth-preferential_debt__spend-low__topo-er_k24,0.2,pareto,biased,preferential_debt,low,er_k24,0.0,0.0083333333333333,0.0,0.0035211267605633,0.2,pareto,biased,preferential_debt,low,er_k24,0.0,0.0103260869565217,0.1578947368421052,0.1277777777777777
c-0p20__money-pareto__income-biased__growth-preferential_debt__spend-low__topo-ba_k6,0.2,pareto,biased,preferential_debt,low,ba_k6,0.0,0.0083333333333333,0.0,0.0132890365448504,0.2,pareto,biased,preferential_debt,low,ba_k6,0.0,0.0111111111111111,0.0441176470588235,0.2833333333333333
c-0p20__money-pareto__income-biased__growth-preferential_debt__spend-low__topo-ba_k12,0.2,pareto,biased,preferential_debt,low,ba_k12,0.0,0.0083333333333333,0.0,0.0162337662337662,0.2,pareto,biased,preferential_debt,low,ba_k12,0.0,0.0094650205761316,0.0543478260869565,0.225
c-0p20__money-pareto__income-biased__growth-preferential_debt__spend-low__topo-ba_k24,0.2,pareto,biased,preferential_debt,low,ba_k24,0.0,0.0083333333333333,0.0,0.0102739726027397,0.2,pareto,biased,preferential_debt,low,ba_k24,0.0,0.0087962962962962,0.0394736842105263,0.2
c-0p20__money-pareto__income-biased__growth-preferential_debt__spend-low__topo-sw_k6,0.2,pareto,biased,preferential_debt,low,sw_k6,0.0,0.0083333333333333,0.0,0.0031645569620253,0.2,pareto,biased,preferential_debt,low,sw_k6,0.0,0.0101388888888888,0.0684931506849315,0.1666666666666666
c-0p20__money-pareto__income-biased__growth-preferential_debt__spend-low__topo-sw_k12,0.2,pareto,biased,preferential_debt,low,sw_k12,0.0,0.0,0.0,0.0,0.2,pareto,biased,preferential_debt,low,sw_k12,0.0,0.0095679012345679,0.064516129032258,0.15
c-0p20__money-pareto__income-biased__growth-preferential_debt__spend-low__topo-sw_k24,0.2,pareto,biased,preferential_debt,low,sw_k24,0.0,0.0083333333333333,0.0,0.0031948881789137,0.2,pareto,biased,preferential_debt,low,sw_k24,0.0,0.0094748858447488,0.0602409638554216,0.2027777777777777
c-0p20__money-pareto__income-biased__growth-preferential_debt__spend-baseline__topo-complete,0.2,pareto,biased,preferential_debt,baseline,complete,0.0,0.0083333333333333,0.0,0.0177514792899408,0.2,pareto,biased,preferential_debt,baseline,complete,0.0,0.0122619047619047,0.1262135922330097,0.3888888888888889
