scenario_id,scenario_base_id,scenario_index,protocol,c,n_nodes,money_distribution,income_distribution_rule,growth_rule,spending_label,a,b,topology_label,topology_family,target_mean_degree_requested,runs,run_default_rate,run_large_event_rate,mean_periods_completed,mean_time_steps_completed,mean_settlements_completed,mean_checks_completed,mean_capped_periods,mean_max_uncapped_period_length_steps,mean_max_period_length_steps,mean_avalanche_count,event_count,events_per_run,events_per_period,event_timestep_rate,event_occupancy,event_period_occupancy,event_large_event_rate,mean_event_size,mean_event_fraction,median_event_size,p90_event_size,p99_event_size,max_event_size,mean_initial_default_count,mean_propagated_default_count,propagated_share_total,initial_share_total,mean_first_cascade_credit,mean_final_active_credit,mean_initial_gini,mean_final_net_worth_gini,mean_repeat_default_share,mean_unique_default_nodes,mean_topology_degree,mean_topology_clustering,mean_topology_degree_cv
c-0p70__money-equal__income-uniform__growth-preferential_debt__spend-low__topo-complete,money-equal__income-uniform__growth-preferential_debt__spend-low__topo-complete,6050,timestep_settle_check,0.7,120,equal,uniform,preferential_debt,low,0.01,0.1,complete,complete,0,1,1.0,0.0,20.0,3374.0,3374.0,3374.0,0.0,420.0,420.0,50.0,50,50.0,2.5,0.0148192056905749,0.0148192056905749,0.95,0.0,1.22,0.0101666666666666,1.0,2.0,2.509999999999998,3,1.0,0.22,0.180327868852459,0.819672131147541,383.0,963.0,0.0,0.2390972222222223,0.0,61.0,119.0,1.0,0.0
c-0p20__money-pareto__income-biased__growth-preferential_debt__spend-high_both__topo-complete,money-pareto__income-biased__growth-preferential_debt__spend-high_both__topo-complete,1990,timestep_settle_check,0.2,120,pareto,biased,preferential_debt,high_both,0.04,0.4,complete,complete,0,1,1.0,0.0,20.0,1109.0,1109.0,1109.0,0.0,120.0,120.0,32.0,32,32.0,1.6,0.0288548241659152,0.0288548241659152,0.75,0.0,1.21875,0.01015625,1.0,2.0,2.6900000000000013,3,1.0,0.21875,0.1794871794871795,0.8205128205128205,364.0,448.0,0.3107957707289928,0.4631260434056761,0.0512820512820512,37.0,119.0,1.0,0.0
c-0p30__money-normal__income-biased__growth-preferential_debt__spend-high_both__topo-er_k24,money-normal__income-biased__growth-preferential_debt__spend-high_both__topo-er_k24,2593,timestep_settle_check,0.3,120,normal,biased,preferential_debt,high_both,0.04,0.4,er_k24,er,24,1,1.0,0.0,20.0,2087.0,2087.0,2087.0,0.0,180.0,180.0,64.0,64,64.0,3.2,0.0306660277910876,0.0306660277910876,0.9,0.0,1.21875,0.0101562499999999,1.0,2.0,2.369999999999997,3,1.0,0.21875,0.1794871794871795,0.8205128205128205,109.0,716.0,0.2880794213167996,0.4717522881606142,0.1794871794871795,64.0,24.0,0.2023257976892989,0.1864166232056771
c-0p80__money-uniform__income-uniform__growth-preferential_debt__spend-baseline__topo-complete,money-uniform__income-uniform__growth-preferential_debt__spend-baseline__topo-complete,7260,timestep_settle_check,0.8,120,uniform,uniform,preferential_debt,baseline,0.02,0.2,complete,complete,0,1,1.0,0.0,20.0,9980.0,9980.0,9980.0,19.0,574.0,500.0,211.0,211,211.0,10.55,0.0211422845691382,0.0211422845691382,1.0,0.0,1.2180094786729858,0.0101500789889415,1.0,2.0,3.0,3,1.0,0.2180094786729857,0.178988326848249,0.8210116731517509,45.0,693.0,0.3355495719414527,0.2044531897265948,0.5330739299610895,120.0,119.0,1.0,0.0
c-0p70__money-pareto__income-uniform__growth-random__spend-baseline__topo-ba_k24,money-pareto__income-uniform__growth-random__spend-baseline__topo-ba_k24,6816,timestep_settle_check,0.7,120,pareto,uniform,random,baseline,0.02,0.2,ba_k24,ba,24,1,1.0,0.0,20.0,7185.0,7185.0,7185.0,0.0,420.0,420.0,60.0,60,60.0,3.0,0.0083507306889352,0.0083507306889352,0.85,0.0,1.2166666666666666,0.0101388888888888,1.0,2.0,2.4099999999999966,3,1.0166666666666666,0.2,0.1643835616438356,0.8356164383561644,851.0,3403.0,0.2951915070774356,0.3473008603941161,0.4931506849315068,37.0,24.0,0.2863713084007807,0.4624812308503869
c-0p30__money-equal__income-biased__growth-random__spend-high_both__topo-ba_k24,money-equal__income-biased__growth-random__spend-high_both__topo-ba_k24,2146,timestep_settle_check,0.3,120,equal,biased,random,high_both,0.04,0.4,ba_k24,ba,24,1,1.0,0.0,20.0,2249.0,2249.0,2249.0,0.0,180.0,180.0,37.0,37,37.0,1.85,0.0164517563361494,0.0164517563361494,0.6,0.0,1.2162162162162162,0.0101351351351351,1.0,2.0,3.0,3,1.027027027027027,0.1891891891891892,0.1555555555555555,0.8444444444444444,873.0,1514.0,0.0,0.4055277777777777,0.5777777777777777,19.0,24.0,0.2824863847176194,0.445333312541583
c-0p60__money-pareto__income-biased__growth-preferential_debt__spend-baseline__topo-complete,money-pareto__income-biased__growth-preferential_debt__spend-baseline__topo-complete,5960,timestep_settle_check,0.6,120,pareto,biased,preferential_debt,baseline,0.02,0.2,complete,complete,0,1,1.0,0.0,20.0,4057.0,4057.0,4057.0,0.0,360.0,360.0,98.0,98,98.0,4.9,0.0241557801331032,0.0241557801331032,1.0,0.0,1.2142857142857142,0.0101190476190476,1.0,2.0,3.030000000000001,4,1.0,0.2142857142857142,0.1764705882352941,0.8235294117647058,270.0,726.0,0.280661948376353,0.4104635026366916,0.1596638655462184,100.0,119.0,1.0,0.0
c-0p80__money-normal__income-uniform__growth-preferential_debt__spend-high_wealth__topo-complete,money-normal__income-uniform__growth-preferential_debt__spend-high_wealth__topo-complete,7480,timestep_settle_check,0.8,120,normal,uniform,preferential_debt,high_wealth,0.04,0.2,complete,complete,0,1,1.0,0.0,20.0,9980.0,9980.0,9980.0,19.0,603.0,500.0,204.0,204,204.0,10.2,0.020440881763527,0.020440881763527,1.0,0.0,1.21078431372549,0.0100898692810457,1.0,2.0,3.969999999999999,6,1.0049019607843137,0.2058823529411764,0.1700404858299595,0.8299595141700404,36.0,817.0,0.2836533110740122,0.2207568169170841,0.5141700404858299,120.0,119.0,1.0,0.0
c-0p30__money-pareto__income-uniform__growth-preferential_debt__spend-high_wealth__topo-ba_k24,money-pareto__income-uniform__growth-preferential_debt__spend-high_wealth__topo-ba_k24,2886,timestep_settle_check,0.3,120,pareto,uniform,preferential_debt,high_wealth,0.04,0.2,ba_k24,ba,24,1,1.0,0.0,20.0,1447.0,1447.0,1447.0,0.0,180.0,180.0,19.0,19,19.0,0.95,0.013130615065653,0.013130615065653,0.5,0.0,1.2105263157894737,0.0100877192982456,1.0,2.0,2.8200000000000003,3,1.0,0.2105263157894736,0.1739130434782608,0.8260869565217391,188.0,671.0,0.2698691172375382,0.2011347813979394,0.0434782608695652,22.0,24.0,0.2808316833518457,0.4537013416416215
c-0p50__money-lognormal__income-uniform__growth-random__spend-baseline__topo-ba_k12,money-lognormal__income-uniform__growth-random__spend-baseline__topo-ba_k12,4615,timestep_settle_check,0.5,120,lognormal,uniform,random,baseline,0.02,0.2,ba_k12,ba,12,1,1.0,0.0,20.0,2195.0,2195.0,2195.0,0.0,300.0,300.0,19.0,19,19.0,0.95,0.0086560364464692,0.0086560364464692,0.45,0.0,1.2105263157894737,0.0100877192982456,1.0,2.0,2.0,2,1.0,0.2105263157894736,0.1739130434782608,0.8260869565217391,147.0,1803.0,0.4243901497606916,0.3412806855025474,0.4782608695652174,12.0,12.0,0.2133983813332088,0.7037432981063688
c-0p50__money-equal__income-biased__growth-random__spend-baseline__topo-ba_k24,money-equal__income-biased__growth-random__spend-baseline__topo-ba_k24,4116,timestep_settle_check,0.5,120,equal,biased,random,baseline,0.02,0.2,ba_k24,ba,24,1,1.0,0.0,20.0,2441.0,2441.0,2441.0,0.0,300.0,300.0,43.0,43,43.0,2.15,0.0176157312576812,0.0176157312576812,0.75,0.0,1.2093023255813953,0.0100775193798449,1.0,2.0,2.5799999999999983,3,1.0,0.2093023255813953,0.173076923076923,0.8269230769230769,792.0,1293.0,0.0,0.4342569444444444,0.4807692307692308,27.0,24.0,0.2930385970653197,0.4724468420029057
c-0p50__money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-complete,money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-complete,4160,timestep_settle_check,0.5,120,equal,biased,preferential_debt,baseline,0.02,0.2,complete,complete,0,1,1.0,0.0,20.0,2414.0,2414.0,2414.0,0.0,300.0,300.0,48.0,48,48.0,2.4,0.0198840099420049,0.0198840099420049,0.85,0.0,1.2083333333333333,0.0100694444444444,1.0,2.0,3.530000000000001,4,1.0,0.2083333333333333,0.1724137931034483,0.8275862068965517,602.0,752.0,0.0,0.3489097222222221,0.0,58.0,119.0,1.0,0.0
c-0p60__money-normal__income-uniform__growth-preferential_debt__spend-low__topo-complete,money-normal__income-uniform__growth-preferential_debt__spend-low__topo-complete,5450,timestep_settle_check,0.6,120,normal,uniform,preferential_debt,low,0.01,0.1,complete,complete,0,1,1.0,0.0,20.0,2068.0,2068.0,2068.0,0.0,360.0,360.0,29.0,29,29.0,1.45,0.0140232108317214,0.0140232108317214,0.7,0.0,1.206896551724138,0.0100574712643678,1.0,1.1999999999999993,3.719999999999999,4,1.0,0.2068965517241379,0.1714285714285714,0.8285714285714286,11.0,1056.0,0.321386567626122,0.2817935623645931,0.1142857142857142,31.0,119.0,1.0,0.0
c-0p60__money-normal__income-uniform__growth-preferential_debt__spend-high_wealth__topo-complete,money-normal__income-uniform__growth-preferential_debt__spend-high_wealth__topo-complete,5480,timestep_settle_check,0.6,120,normal,uniform,preferential_debt,high_wealth,0.04,0.2,complete,complete,0,1,1.0,0.0,20.0,6073.0,6073.0,6073.0,0.0,360.0,360.0,107.0,107,107.0,5.35,0.0176189692079697,0.0176189692079697,1.0,0.0,1.205607476635514,0.0100467289719626,1.0,2.0,3.0,4,1.0,0.205607476635514,0.1705426356589147,0.8294573643410853,274.0,683.0,0.2743998344370861,0.2053256070640177,0.1085271317829457,115.0,119.0,1.0,0.0
c-0p70__money-lognormal__income-biased__growth-preferential_debt__spend-low__topo-complete,money-lognormal__income-biased__growth-preferential_debt__spend-low__topo-complete,6750,timestep_settle_check,0.7,120,lognormal,biased,preferential_debt,low,0.01,0.1,complete,complete,0,1,1.0,0.0,20.0,3352.0,3352.0,3352.0,0.0,420.0,420.0,124.0,124,124.0,6.2,0.0369928400954653,0.0369928400954653,1.0,0.0,1.2016129032258065,0.010013440860215,1.0,2.0,3.0,6,1.0,0.2016129032258064,0.1677852348993288,0.8322147651006712,7.0,461.0,0.5049106556300091,0.5800584680068321,0.3288590604026846,100.0,119.0,1.0,0.0
c-0p10__money-normal__income-biased__growth-preferential_debt__spend-low__topo-ba_k24,money-normal__income-biased__growth-preferential_debt__spend-low__topo-ba_k24,556,timestep_settle_check,0.1,120,normal,biased,preferential_debt,low,0.01,0.1,ba_k24,ba,24,1,1.0,0.0,20.0,125.0,125.0,125.0,0.0,60.0,60.0,5.0,5,5.0,0.25,0.04,0.04,0.15,0.0,1.2,0.01,1.0,1.6,1.96,2,1.0,0.2,0.1666666666666666,0.8333333333333334,4.0,118.0,0.2518693221523411,0.2761600279524807,0.3333333333333333,4.0,24.0,0.2737006692100935,0.4368050035325959
c-0p10__money-lognormal__income-biased__growth-random__spend-low__topo-complete,money-lognormal__income-biased__growth-random__spend-low__topo-complete,700,timestep_settle_check,0.1,120,lognormal,biased,random,low,0.01,0.1,complete,complete,0,1,1.0,0.0,20.0,116.0,116.0,116.0,0.0,60.0,60.0,5.0,5,5.0,0.25,0.043103448275862,0.043103448275862,0.15,0.0,1.2,0.01,1.0,1.6,1.96,2,1.0,0.2,0.1666666666666666,0.8333333333333334,39.0,98.0,0.4588003502626969,0.5029820976843744,0.0,6.0,119.0,1.0,0.0
