seed,ended_by_default,macro_periods_completed,settlements_completed,checks_completed,uncapped_total_drive_steps,total_drive_steps,capped_macro_periods,time_steps_completed,total_credit_issued,failed_credit_events,avalanche_count,active_avalanche_macro_periods,avalanche_active_macro_rate,max_collapse_size,total_collapse_size,collapse_fraction,critical_event,unique_default_nodes,total_default_occurrences,repeat_default_occurrences,repeat_default_share,initial_total_money,final_cash_total,external_reset_cash_flow,final_active_credit,mean_active_credit_after_settlement,final_active_nodes,initial_money_gini,final_net_worth_gini,total_target_recovery,total_actual_recovery,total_creditor_loss,realized_recovery_share,total_income_last_macro,n_nodes,mean_initial_money,money_distribution,income_distribution_rule,growth_rule,consumption_wealth_propensity,consumption_income_propensity,investment_income_propensity,initial_income_per_capita,income_bias_floor,collapse_threshold_fraction,max_macro_periods,default_threshold,drive_rule,fixed_drive_steps,max_drive_steps_per_macro,settlement_mode,settlement_batches,default_check_every_settlements,recovery_rate,wipe_defaulted_assets,default_node_mode,validate_accounting,scenario_id,protocol_id,mechanism_id,run_index
2026186002,True,1000,10000,2000,20000,20000,0,20000,20000,0,1939,985,0.985,16,14843,0.08,False,197,14843,14646,0.9867277504547598,4166.0,4166.0,0.0,42.0,371.6202,200,0.5348007681228997,0.9936725876140184,0.0,0.0,17780.0,0.0,127,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,1000,0.0,fixed,20,500,settle_and_check,10,5,0.0,True,continue,False,boundary_fixed_k20__flow_split_b10_check_q5,boundary_fixed_k20,flow_split_b10_check_q5,2
2026186003,True,1000,10000,2000,20000,20000,0,20000,20000,0,1954,994,0.994,14,14652,0.07,False,199,14652,14453,0.9864182364182364,4222.0,4222.0,0.0,1.0,432.5636,200,0.5427854097584084,0.9949857887257225,0.0,0.0,17699.0,0.0,122,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,1000,0.0,fixed,20,500,settle_and_check,10,5,0.0,True,continue,False,boundary_fixed_k20__flow_split_b10_check_q5,boundary_fixed_k20,flow_split_b10_check_q5,3
2026186004,True,1000,10000,2000,20000,20000,0,20000,20000,0,1948,986,0.986,13,15563,0.065,False,199,15563,15364,0.9872132622245069,3902.0,3902.0,0.0,2.0,276.2477,200,0.5331573552024604,0.9950000000000001,0.0,0.0,18101.0,0.0,117,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,1000,0.0,fixed,20,500,settle_and_check,10,5,0.0,True,continue,False,boundary_fixed_k20__flow_split_b10_check_q5,boundary_fixed_k20,flow_split_b10_check_q5,4
2026186005,True,1000,10000,2000,20000,20000,0,20000,20000,0,1938,980,0.98,13,15035,0.065,False,197,15035,14838,0.986897239773861,4483.0,4483.0,0.0,64.0,357.5109,200,0.5631820209681018,0.9903825563238904,0.0,0.0,17821.0,0.0,132,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,1000,0.0,fixed,20,500,settle_and_check,10,5,0.0,True,continue,False,boundary_fixed_k20__flow_split_b10_check_q5,boundary_fixed_k20,flow_split_b10_check_q5,5
2026186006,True,1000,10000,2000,20000,20000,0,20000,20000,0,1954,990,0.99,13,15151,0.065,False,197,15151,14954,0.9869975579169692,3150.0,3150.0,0.0,31.0,355.8896,200,0.4777809523809524,0.9892000000000001,0.0,0.0,17932.0,0.0,100,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,1000,0.0,fixed,20,500,settle_and_check,10,5,0.0,True,continue,False,boundary_fixed_k20__flow_split_b10_check_q5,boundary_fixed_k20,flow_split_b10_check_q5,6
2026186007,True,1000,10000,2000,20000,20000,0,20000,20000,0,1954,989,0.989,15,14951,0.075,False,197,14951,14754,0.9868236238378704,4508.0,4508.0,0.0,44.0,387.1909,200,0.5628416149068325,0.9881299911268857,0.0,0.0,17811.0,0.0,137,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,1000,0.0,fixed,20,500,settle_and_check,10,5,0.0,True,continue,False,boundary_fixed_k20__flow_split_b10_check_q5,boundary_fixed_k20,flow_split_b10_check_q5,7
2026186008,True,1000,10000,2000,20000,20000,0,20000,20000,0,1930,982,0.982,13,14708,0.065,False,196,14708,14512,0.9866739189556704,3941.0,3941.0,0.0,90.0,433.67,200,0.5037135244861712,0.9892324283176859,0.0,0.0,17683.0,0.0,121,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,1000,0.0,fixed,20,500,settle_and_check,10,5,0.0,True,continue,False,boundary_fixed_k20__flow_split_b10_check_q5,boundary_fixed_k20,flow_split_b10_check_q5,8
2026186009,True,1000,10000,2000,20000,20000,0,20000,20000,0,1947,989,0.989,14,14723,0.07,False,198,14723,14525,0.9865516538748896,3765.0,3765.0,0.0,21.0,426.1611,200,0.5078791500664013,0.9925059760956176,0.0,0.0,17690.0,0.0,112,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,1000,0.0,fixed,20,500,settle_and_check,10,5,0.0,True,continue,False,boundary_fixed_k20__flow_split_b10_check_q5,boundary_fixed_k20,flow_split_b10_check_q5,9
2026186010,True,1000,10000,2000,20000,20000,0,20000,20000,0,1945,990,0.99,18,15100,0.09,False,197,15100,14903,0.986953642384106,3620.0,3620.0,0.0,46.0,352.5501,200,0.5213287292817681,0.9920110497237571,0.0,0.0,17906.0,0.0,105,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,1000,0.0,fixed,20,500,settle_and_check,10,5,0.0,True,continue,False,boundary_fixed_k20__flow_split_b10_check_q5,boundary_fixed_k20,flow_split_b10_check_q5,10
2026186011,True,1000,10000,2000,20000,20000,0,20000,20000,0,1932,987,0.987,13,14285,0.065,False,198,14285,14087,0.9861393069653482,3714.0,3714.0,0.0,15.0,473.3315,200,0.4782014001077006,0.994410339256866,0.0,0.0,17556.0,0.0,111,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,1000,0.0,fixed,20,500,settle_and_check,10,5,0.0,True,continue,False,boundary_fixed_k20__flow_split_b10_check_q5,boundary_fixed_k20,flow_split_b10_check_q5,11
2026186000,True,1000,10000,5000,20000,20000,0,20000,20000,0,4690,991,0.991,8,15639,0.04,False,198,15639,15441,0.9873393439478227,3533.0,3533.0,0.0,15.0,307.1055,200,0.5094041890744412,0.9918100764223041,0.0,0.0,18042.0,0.0,109,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,1000,0.0,fixed,20,500,settle_and_check,10,2,0.0,True,continue,False,boundary_fixed_k20__flow_split_b10_check_q2,boundary_fixed_k20,flow_split_b10_check_q2,0
2026186001,True,1000,10000,5000,20000,20000,0,20000,20000,0,4630,991,0.991,7,14700,0.035,False,194,14700,14506,0.9868027210884354,3936.0,3936.0,0.0,153.0,473.5057,200,0.4802616869918701,0.9849720528455286,0.0,0.0,17554.0,0.0,122,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,1000,0.0,fixed,20,500,settle_and_check,10,2,0.0,True,continue,False,boundary_fixed_k20__flow_split_b10_check_q2,boundary_fixed_k20,flow_split_b10_check_q2,1
2026186002,True,1000,10000,5000,20000,20000,0,20000,20000,0,4611,985,0.985,10,15257,0.05,False,198,15257,15059,0.9870223503965393,4166.0,4166.0,0.0,20.0,346.1006,200,0.5348007681228997,0.9931757081132981,0.0,0.0,17892.0,0.0,130,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,1000,0.0,fixed,20,500,settle_and_check,10,2,0.0,True,continue,False,boundary_fixed_k20__flow_split_b10_check_q2,boundary_fixed_k20,flow_split_b10_check_q2,2
2026186003,True,1000,10000,5000,20000,20000,0,20000,20000,0,4645,989,0.989,8,15219,0.04,False,199,15219,15020,0.9869242394375451,4222.0,4222.0,0.0,5.0,372.2579,200,0.5427854097584084,0.9949928943628612,0.0,0.0,17866.0,0.0,126,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,1000,0.0,fixed,20,500,settle_and_check,10,2,0.0,True,continue,False,boundary_fixed_k20__flow_split_b10_check_q2,boundary_fixed_k20,flow_split_b10_check_q2,3
2026186004,True,1000,10000,5000,20000,20000,0,20000,20000,0,4628,986,0.986,11,15487,0.055,False,199,15487,15288,0.9871505133337638,3902.0,3902.0,0.0,2.0,313.8868,200,0.5331573552024604,0.994984623270118,0.0,0.0,17982.0,0.0,116,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,1000,0.0,fixed,20,500,settle_and_check,10,2,0.0,True,continue,False,boundary_fixed_k20__flow_split_b10_check_q2,boundary_fixed_k20,flow_split_b10_check_q2,4
2026186005,True,1000,10000,5000,20000,20000,0,20000,20000,0,4606,978,0.978,7,15356,0.035,False,197,15356,15159,0.9871711383172701,4483.0,4483.0,0.0,58.0,336.7914,200,0.5631820209681018,0.9923009145661388,0.0,0.0,17895.0,0.0,135,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,1000,0.0,fixed,20,500,settle_and_check,10,2,0.0,True,continue,False,boundary_fixed_k20__flow_split_b10_check_q2,boundary_fixed_k20,flow_split_b10_check_q2,5
2026186006,True,1000,10000,5000,20000,20000,0,20000,20000,0,4655,994,0.994,8,15218,0.04,False,199,15218,15019,0.9869233802076488,3150.0,3150.0,0.0,3.0,353.9003,200,0.4777809523809524,0.9949809523809525,0.0,0.0,17861.0,0.0,95,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,1000,0.0,fixed,20,500,settle_and_check,10,2,0.0,True,continue,False,boundary_fixed_k20__flow_split_b10_check_q2,boundary_fixed_k20,flow_split_b10_check_q2,6
2026186007,True,1000,10000,5000,20000,20000,0,20000,20000,0,4639,990,0.99,7,15368,0.035,False,197,15368,15171,0.9871811556480999,4508.0,4508.0,0.0,56.0,322.1486,200,0.5628416149068325,0.9875931677018635,0.0,0.0,17944.0,0.0,133,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,1000,0.0,fixed,20,500,settle_and_check,10,2,0.0,True,continue,False,boundary_fixed_k20__flow_split_b10_check_q2,boundary_fixed_k20,flow_split_b10_check_q2,7
2026186008,True,1000,10000,5000,20000,20000,0,20000,20000,0,4616,987,0.987,9,14955,0.045,False,196,14955,14759,0.9868940153794717,3941.0,3941.0,0.0,96.0,421.3676,200,0.5037135244861712,0.986387972595788,0.0,0.0,17694.0,0.0,122,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,1000,0.0,fixed,20,500,settle_and_check,10,2,0.0,True,continue,False,boundary_fixed_k20__flow_split_b10_check_q2,boundary_fixed_k20,flow_split_b10_check_q2,8
2026186009,True,1000,10000,5000,20000,20000,0,20000,20000,0,4611,989,0.989,9,15121,0.045,False,197,15121,14924,0.9869717611269095,3765.0,3765.0,0.0,43.0,359.9987,200,0.5078791500664013,0.9923280212483401,0.0,0.0,17814.0,0.0,116,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,1000,0.0,fixed,20,500,settle_and_check,10,2,0.0,True,continue,False,boundary_fixed_k20__flow_split_b10_check_q2,boundary_fixed_k20,flow_split_b10_check_q2,9
2026186010,True,1000,10000,5000,20000,20000,0,20000,20000,0,4660,990,0.99,8,15567,0.04,False,198,15567,15369,0.9872807862786664,3620.0,3620.0,0.0,20.0,290.9532,200,0.5213287292817681,0.9917292817679559,0.0,0.0,18038.0,0.0,111,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,1000,0.0,fixed,20,500,settle_and_check,10,2,0.0,True,continue,False,boundary_fixed_k20__flow_split_b10_check_q2,boundary_fixed_k20,flow_split_b10_check_q2,10
2026186011,True,1000,10000,5000,20000,20000,0,20000,20000,0,4636,993,0.993,8,15008,0.04,False,198,15008,14810,0.9868070362473348,3714.0,3714.0,0.0,26.0,396.459,200,0.4782014001077006,0.9932525578890685,0.0,0.0,17788.0,0.0,115,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,1000,0.0,fixed,20,500,settle_and_check,10,2,0.0,True,continue,False,boundary_fixed_k20__flow_split_b10_check_q2,boundary_fixed_k20,flow_split_b10_check_q2,11
2026186000,True,1000,10000,10000,20000,20000,0,20000,20000,0,8678,992,0.992,5,15682,0.025,False,197,15682,15485,0.9874378268078051,3533.0,3533.0,0.0,62.0,301.5691,200,0.5094041890744412,0.9917902632323805,0.0,0.0,18049.0,0.0,111,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,1000,0.0,fixed,20,500,settle_and_check,10,1,0.0,True,continue,False,boundary_fixed_k20__flow_split_b10_check_q1,boundary_fixed_k20,flow_split_b10_check_q1,0
2026186001,True,1000,10000,10000,20000,20000,0,20000,20000,0,8375,991,0.991,6,14530,0.03,False,194,14530,14336,0.9866483138334481,3936.0,3936.0,0.0,135.0,491.8769,200,0.4802616869918701,0.974903455284553,0.0,0.0,17477.0,0.0,117,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,1000,0.0,fixed,20,500,settle_and_check,10,1,0.0,True,continue,False,boundary_fixed_k20__flow_split_b10_check_q1,boundary_fixed_k20,flow_split_b10_check_q1,1
2026186002,True,1000,10000,10000,20000,20000,0,20000,20000,0,8449,986,0.986,6,15034,0.03,False,199,15034,14835,0.9867633364374085,4166.0,4166.0,0.0,0.0,397.1453,200,0.5348007681228997,0.9950000000000001,0.0,0.0,17757.0,0.0,120,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,1000,0.0,fixed,20,500,settle_and_check,10,1,0.0,True,continue,False,boundary_fixed_k20__flow_split_b10_check_q1,boundary_fixed_k20,flow_split_b10_check_q1,2
2026186003,True,1000,10000,10000,20000,20000,0,20000,20000,0,8475,989,0.989,8,14903,0.04,False,198,14903,14705,0.9867140844125344,4222.0,4222.0,0.0,15.0,403.7541,200,0.5427854097584084,0.9936096636665088,0.0,0.0,17714.0,0.0,131,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,1000,0.0,fixed,20,500,settle_and_check,10,1,0.0,True,continue,False,boundary_fixed_k20__flow_split_b10_check_q1,boundary_fixed_k20,flow_split_b10_check_q1,3
2026186004,True,1000,10000,10000,20000,20000,0,20000,20000,0,8651,984,0.984,7,15566,0.035,False,199,15566,15367,0.9872157265835796,3902.0,3902.0,0.0,2.0,314.602,200,0.5331573552024604,0.9949615581752949,0.0,0.0,17994.0,0.0,116,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,1000,0.0,fixed,20,500,settle_and_check,10,1,0.0,True,continue,False,boundary_fixed_k20__flow_split_b10_check_q1,boundary_fixed_k20,flow_split_b10_check_q1,4
2026186005,True,1000,10000,10000,20000,20000,0,20000,20000,0,8625,979,0.979,6,15627,0.03,False,197,15627,15430,0.9873936136174569,4483.0,4483.0,0.0,62.0,305.378,200,0.5631820209681018,0.991687486058443,0.0,0.0,17988.0,0.0,134,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,1000,0.0,fixed,20,500,settle_and_check,10,1,0.0,True,continue,False,boundary_fixed_k20__flow_split_b10_check_q1,boundary_fixed_k20,flow_split_b10_check_q1,5
2026186006,True,1000,10000,10000,20000,20000,0,20000,20000,0,8695,994,0.994,5,15356,0.025,False,198,15356,15158,0.9871060171919771,3150.0,3150.0,0.0,19.0,340.8793,200,0.4777809523809524,0.9937714285714287,0.0,0.0,17900.0,0.0,95,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,1000,0.0,fixed,20,500,settle_and_check,10,1,0.0,True,continue,False,boundary_fixed_k20__flow_split_b10_check_q1,boundary_fixed_k20,flow_split_b10_check_q1,6
2026186007,True,1000,10000,10000,20000,20000,0,20000,20000,0,8601,990,0.99,9,15273,0.045,False,197,15273,15076,0.9871014208079618,4508.0,4508.0,0.0,55.0,363.7566,200,0.5628416149068325,0.9898735581188998,0.0,0.0,17851.0,0.0,137,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,1000,0.0,fixed,20,500,settle_and_check,10,1,0.0,True,continue,False,boundary_fixed_k20__flow_split_b10_check_q1,boundary_fixed_k20,flow_split_b10_check_q1,7
2026186008,True,1000,10000,10000,20000,20000,0,20000,20000,0,8522,988,0.988,6,14999,0.03,False,197,14999,14802,0.9868657910527369,3941.0,3941.0,0.0,50.0,410.8829,200,0.5037135244861712,0.9901509769094139,0.0,0.0,17723.0,0.0,123,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,1000,0.0,fixed,20,500,settle_and_check,10,1,0.0,True,continue,False,boundary_fixed_k20__flow_split_b10_check_q1,boundary_fixed_k20,flow_split_b10_check_q1,8
2026186009,True,1000,10000,10000,20000,20000,0,20000,20000,0,8521,987,0.987,7,14978,0.035,False,199,14978,14779,0.9867138469755642,3765.0,3765.0,0.0,4.0,406.3938,200,0.5078791500664013,0.9949973439575035,0.0,0.0,17713.0,0.0,117,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,1000,0.0,fixed,20,500,settle_and_check,10,1,0.0,True,continue,False,boundary_fixed_k20__flow_split_b10_check_q1,boundary_fixed_k20,flow_split_b10_check_q1,9
2026186010,True,1000,10000,10000,20000,20000,0,20000,20000,0,8699,991,0.991,6,15616,0.03,False,197,15616,15419,0.9873847336065574,3620.0,3620.0,0.0,52.0,302.5567,200,0.5213287292817681,0.9908674033149172,0.0,0.0,18017.0,0.0,113,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,1000,0.0,fixed,20,500,settle_and_check,10,1,0.0,True,continue,False,boundary_fixed_k20__flow_split_b10_check_q1,boundary_fixed_k20,flow_split_b10_check_q1,10
2026186011,True,1000,10000,10000,20000,20000,0,20000,20000,0,8427,993,0.993,11,14819,0.055,False,198,14819,14621,0.9866387745461908,3714.0,3714.0,0.0,21.0,441.5065,200,0.4782014001077006,0.9946553581044697,0.0,0.0,17640.0,0.0,115,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,1000,0.0,fixed,20,500,settle_and_check,10,1,0.0,True,continue,False,boundary_fixed_k20__flow_split_b10_check_q1,boundary_fixed_k20,flow_split_b10_check_q1,11
2026186000,True,1000,1000,1000,20000,20000,0,20000,20000,0,996,996,0.996,25,14039,0.125,True,197,14039,13842,0.9859676615143529,3533.0,3532.9999999999995,0.0,36.0,377.262,200,0.5094041890744412,0.9907278023675055,8728.0,609.0638731343134,16846.936126865687,0.06978275356717616,102,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,1000,0.0,fixed,20,500,period_end,1,1,0.5,True,continue,False,boundary_fixed_k20__recovery_50pct,boundary_fixed_k20,recovery_50pct,0
2026186001,True,1000,1000,1000,20000,20000,0,20000,20000,0,988,988,0.988,24,13375,0.12,True,193,13375,13182,0.9855700934579439,3936.0,3936.0000000000005,0.0,154.0,477.646,200,0.4802616869918701,0.9826226719371127,8534.5,629.3493790810912,16439.65062091891,0.07374179847455518,116,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,1000,0.0,fixed,20,500,period_end,1,1,0.5,True,continue,False,boundary_fixed_k20__recovery_50pct,boundary_fixed_k20,recovery_50pct,1
2026186002,True,1000,1000,1000,20000,20000,0,20000,20000,0,987,987,0.987,25,13483,0.125,True,194,13483,13289,0.9856115107913669,4166.0,4166.000000000001,0.0,116.0,481.889,200,0.5348007681228997,0.9843576507335674,8552.5,542.7078038459406,16562.292196154067,0.06345604254264141,118,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,1000,0.0,fixed,20,500,period_end,1,1,0.5,True,continue,False,boundary_fixed_k20__recovery_50pct,boundary_fixed_k20,recovery_50pct,2
2026186003,True,1000,1000,1000,20000,20000,0,20000,20000,0,989,989,0.989,25,13331,0.125,True,196,13331,13135,0.9852974270497337,4222.0,4222.0,0.0,53.0,507.163,200,0.5427854097584084,0.9906388795263308,8552.0,650.9634732817602,16453.03652671824,0.07611827330235738,121,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,1000,0.0,fixed,20,500,period_end,1,1,0.5,True,continue,False,boundary_fixed_k20__recovery_50pct,boundary_fixed_k20,recovery_50pct,3
2026186004,True,1000,1000,1000,20000,20000,0,20000,20000,0,985,985,0.985,27,14140,0.135,True,196,14140,13944,0.9861386138613861,3902.0,3901.9999999999995,0.0,53.0,344.119,200,0.5331573552024604,0.9904793724705243,8757.5,671.7544330165748,16843.24556698342,0.07670618704157292,111,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,1000,0.0,fixed,20,500,period_end,1,1,0.5,True,continue,False,boundary_fixed_k20__recovery_50pct,boundary_fixed_k20,recovery_50pct,4
2026186005,True,1000,1000,1000,20000,20000,0,20000,20000,0,989,989,0.989,24,13988,0.12,True,196,13988,13792,0.9859879897054619,4483.0,4483.0,0.0,70.0,378.015,200,0.5631820209681018,0.9875111454687073,8679.5,511.10680074412676,16847.89319925586,0.05888666406407359,125,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,1000,0.0,fixed,20,500,period_end,1,1,0.5,True,continue,False,boundary_fixed_k20__recovery_50pct,boundary_fixed_k20,recovery_50pct,5
2026186006,True,1000,1000,1000,20000,20000,0,20000,20000,0,993,993,0.993,25,13962,0.125,True,195,13962,13767,0.9860335195530726,3150.0,3150.0,0.0,92.0,395.397,200,0.4777809523809524,0.983526737213694,8693.5,649.556229687226,16737.44377031277,0.07471745898512981,93,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,1000,0.0,fixed,20,500,period_end,1,1,0.5,True,continue,False,boundary_fixed_k20__recovery_50pct,boundary_fixed_k20,recovery_50pct,6
2026186007,True,1000,1000,1000,20000,20000,0,20000,20000,0,995,995,0.995,26,13754,0.13,True,196,13754,13558,0.9857496001163298,4508.0,4508.000000000001,0.0,33.0,439.035,200,0.5628416149068325,0.9836239398065654,8649.0,590.9798439252097,16707.020156074796,0.06832926857731642,128,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,1000,0.0,fixed,20,500,period_end,1,1,0.5,True,continue,False,boundary_fixed_k20__recovery_50pct,boundary_fixed_k20,recovery_50pct,7
2026186008,True,1000,1000,1000,20000,20000,0,20000,20000,0,986,986,0.986,25,13484,0.125,True,191,13484,13293,0.985835063779294,3941.0,3941.000000000001,0.0,229.0,496.757,200,0.5037135244861712,0.9746413347798975,8521.0,566.875416022348,16475.124583977653,0.06652686492458021,114,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,1000,0.0,fixed,20,500,period_end,1,1,0.5,True,continue,False,boundary_fixed_k20__recovery_50pct,boundary_fixed_k20,recovery_50pct,8
2026186009,True,1000,1000,1000,20000,20000,0,20000,20000,0,988,988,0.988,25,13701,0.125,True,196,13701,13505,0.9856944748558499,3765.0,3765.0,0.0,41.0,456.927,200,0.5078791500664013,0.984184600566637,8633.5,546.5037675424128,16720.496232457583,0.06330037268111574,108,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,1000,0.0,fixed,20,500,period_end,1,1,0.5,True,continue,False,boundary_fixed_k20__recovery_50pct,boundary_fixed_k20,recovery_50pct,9
2026186010,True,1000,1000,1000,20000,20000,0,20000,20000,0,993,993,0.993,26,14459,0.13,True,197,14459,14262,0.9863752679991701,3620.0,3620.0,0.0,24.0,308.389,200,0.5213287292817681,0.9885984130506975,8819.5,588.018510731664,17050.981489268343,0.06667254501181065,105,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,1000,0.0,fixed,20,500,period_end,1,1,0.5,True,continue,False,boundary_fixed_k20__recovery_50pct,boundary_fixed_k20,recovery_50pct,10
2026186011,True,1000,1000,1000,20000,20000,0,20000,20000,0,989,989,0.989,24,12827,0.12,True,195,12827,12632,0.984797692367662,3714.0,3714.0,0.0,74.0,625.307,200,0.4782014001077006,0.9916726540061209,8405.0,622.6454666094423,16187.354533390546,0.07408036485537683,104,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,1000,0.0,fixed,20,500,period_end,1,1,0.5,True,continue,False,boundary_fixed_k20__recovery_50pct,boundary_fixed_k20,recovery_50pct,11
2026186000,True,1000,1000,1000,20000,20000,0,20000,20000,0,996,996,0.996,25,13933,0.125,True,195,13933,13738,0.9860044498672217,3533.0,3533.0000000000005,0.0,71.0,434.152,200,0.5094041890744412,0.9911553237914559,15593.400000000009,499.6858246043109,16826.314175395688,0.03204469997590715,101,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,1000,0.0,fixed,20,500,period_end,1,1,0.9,True,continue,False,boundary_fixed_k20__recovery_90pct,boundary_fixed_k20,recovery_90pct,0
2026186001,True,1000,1000,1000,20000,20000,0,20000,20000,0,988,988,0.988,26,13197,0.13,True,193,13197,13004,0.9853754641206335,3936.0,3936.0000000000005,0.0,147.0,511.146,200,0.4802616869918701,0.981573148779987,15282.0,654.6673835222249,16325.33261647777,0.04283911683825579,115,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,1000,0.0,fixed,20,500,period_end,1,1,0.9,True,continue,False,boundary_fixed_k20__recovery_90pct,boundary_fixed_k20,recovery_90pct,1
2026186002,True,1000,1000,1000,20000,20000,0,20000,20000,0,989,989,0.989,24,13854,0.12,True,194,13854,13660,0.9859968240219431,4166.0,4165.999999999999,0.0,110.0,410.214,200,0.5348007681228997,0.9817498436754846,15585.30000000002,627.6629593189036,16689.337040681097,0.040272754410816784,118,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,1000,0.0,fixed,20,500,period_end,1,1,0.9,True,continue,False,boundary_fixed_k20__recovery_90pct,boundary_fixed_k20,recovery_90pct,2
2026186003,True,1000,1000,1000,20000,20000,0,20000,20000,0,988,988,0.988,25,13296,0.125,True,196,13296,13100,0.9852587244283996,4222.0,4222.0,0.0,39.0,503.216,200,0.5427854097584084,0.9882412923807415,15364.800000000007,615.704456934585,16456.29554306542,0.04007240295575502,116,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,1000,0.0,fixed,20,500,period_end,1,1,0.9,True,continue,False,boundary_fixed_k20__recovery_90pct,boundary_fixed_k20,recovery_90pct,3
2026186004,True,1000,1000,1000,20000,20000,0,20000,20000,0,985,985,0.985,29,14321,0.145,True,195,14321,14126,0.9863836324279031,3902.0,3901.9999999999995,0.0,80.0,327.763,200,0.5331573552024604,0.989342983702985,15784.20000000002,581.6612965581201,16956.338703441877,0.03685085696824161,111,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,1000,0.0,fixed,20,500,period_end,1,1,0.9,True,continue,False,boundary_fixed_k20__recovery_90pct,boundary_fixed_k20,recovery_90pct,4
2026186005,True,1000,1000,1000,20000,20000,0,20000,20000,0,989,989,0.989,24,13744,0.12,True,197,13744,13547,0.9856664726426076,4483.0,4482.999999999999,0.0,36.0,401.687,200,0.5631820209681018,0.9907835955575903,15574.5,635.9447664978021,16669.055233502186,0.04083243548735446,123,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,1000,0.0,fixed,20,500,period_end,1,1,0.9,True,continue,False,boundary_fixed_k20__recovery_90pct,boundary_fixed_k20,recovery_90pct,5
