family,scenario_id,scenario_index,run_index,seed,n_nodes,money_distribution,control_name,control_value,edge_window_periods,window,period_count,event_count,avalanche_occupancy,one_period_wait_fraction,size_lag1_correlation,mean_event_size,median_event_size,p90_event_size,p99_event_size,max_event_size,large_event_count,large_event_rate,mean_initial_default_count,mean_propagated_default_count,propagated_default_share,single_initial_default_fraction,mean_active_credit,mean_final_net_worth_gini,mean_period_length_steps,mean_issued_credit,mean_total_income,first_active_credit,last_active_credit,first_gini,last_gini,unique_default_nodes_in_window,total_default_occurrences_in_window,repeated_default_occurrences_in_window,repeated_default_share_in_window
income,income__N200__c0p30__lognormal__biased__random,0,5,2026900005,200,lognormal,c,0.3,240,late,240,240,1.0,1.0,-0.18607530637640754,25.6375,26.0,30.0,34.0,35,228,0.95,9.1625,16.475,0.6426133593369088,0.0,11.566666666666666,0.9947780157808115,29.1375,29.1375,97.40833333333333,29,4,0.9942128957304677,0.9949186755736277,199,6153,5954,0.967658052982285
income,income__N200__c0p30__lognormal__biased__random,0,6,2026900006,200,lognormal,c,0.3,240,early,240,240,1.0,1.0,0.7840059873917123,23.4625,25.0,33.0,37.21999999999997,39,170,0.7083333333333334,17.670833333333334,5.791666666666667,0.24684780678387497,0.0,688.775,0.8652312328229288,47.46666666666667,47.46666666666667,154.50416666666666,289,295,0.5604440518256775,0.9604864546525325,182,5631,5449,0.9676789202628308
income,income__N200__c0p30__lognormal__biased__random,0,6,2026900006,200,lognormal,c,0.3,240,late,240,240,1.0,1.0,-0.29973936084469355,30.3625,31.0,35.0,38.609999999999985,44,237,0.9875,9.575,20.7875,0.684643886372993,0.0,10.075,0.9948542893600315,35.358333333333334,35.358333333333334,117.97083333333333,25,0,0.9944110718492345,0.9949858657243817,199,7287,7088,0.9726910937285577
income,income__N200__c0p30__lognormal__biased__random,0,7,2026900007,200,lognormal,c,0.3,240,early,240,240,1.0,1.0,0.7898402414309309,21.470833333333335,23.0,30.0,34.0,37,158,0.6583333333333333,16.579166666666666,4.891666666666667,0.22782844944692413,0.0,750.1708333333333,0.8405390783468557,44.75416666666667,44.75416666666667,145.69166666666666,271,411,0.557725659229209,0.9397134888438134,176,5153,4977,0.9658451387541238
income,income__N200__c0p30__lognormal__biased__random,0,7,2026900007,200,lognormal,c,0.3,240,late,240,240,1.0,1.0,-0.22800696865136716,28.816666666666666,29.0,34.0,38.0,39,235,0.9791666666666666,10.391666666666667,18.425,0.6393869288606131,0.0,27.325,0.9940110716700473,33.65416666666667,33.65416666666667,112.20416666666667,21,0,0.993197261663286,0.9949847870182558,199,6916,6717,0.9712261422787739
income,income__N200__c0p30__pareto__biased__random,1,0,2026910000,200,pareto,c,0.3,240,early,240,213,0.8875,0.9764150943396226,0.8543637600066573,19.558685446009388,22.0,30.0,33.879999999999995,35,121,0.568075117370892,14.943661971830986,4.615023474178404,0.2359577532405185,0.056338028169014086,1023.5708333333333,0.7857488249729646,46.2875,46.2875,150.65833333333333,300,290,0.34013850761167963,0.9572036436236586,180,4166,3986,0.9567930868939031
income,income__N200__c0p30__pareto__biased__random,1,0,2026910000,200,pareto,c,0.3,240,late,240,240,1.0,1.0,-0.22759968335187775,29.158333333333335,29.0,33.0,37.0,40,238,0.9916666666666667,10.883333333333333,18.275,0.626750500142898,0.0,37.725,0.9935182701106391,34.204166666666666,34.204166666666666,114.32916666666667,106,34,0.9924319940104818,0.9942338407786375,198,6998,6800,0.9717062017719348
income,income__N200__c0p30__pareto__biased__random,1,1,2026910001,200,pareto,c,0.3,240,early,240,219,0.9125,0.9770642201834863,0.890657668349212,18.246575342465754,21.0,29.200000000000017,33.81999999999999,36,118,0.5388127853881278,14.465753424657533,3.780821917808219,0.2072072072072072,0.0365296803652968,1150.0291666666667,0.7785195133149674,46.325,46.325,150.9125,300,392,0.3392098672677186,0.9596080641121965,174,3996,3822,0.9564564564564565
income,income__N200__c0p30__pareto__biased__random,1,1,2026910001,200,pareto,c,0.3,240,late,240,240,1.0,1.0,-0.302138355513811,28.845833333333335,29.0,34.0,38.0,42,234,0.975,10.683333333333334,18.1625,0.6296403293369927,0.0,39.391666666666666,0.9909715335169881,34.05416666666667,34.05416666666667,113.675,25,49,0.9908627598297022,0.9912559479088405,198,6923,6725,0.9713996822186913
income,income__N200__c0p30__pareto__biased__random,1,2,2026910002,200,pareto,c,0.3,240,early,240,219,0.9125,0.981651376146789,0.8361466751651305,17.06392694063927,18.0,29.0,36.0,37,95,0.4337899543378995,13.511415525114156,3.5525114155251143,0.20818838640620818,0.0502283105022831,1343.7541666666666,0.7514704808975644,47.0,47.0,153.02083333333334,300,431,0.3019794794794797,0.9466841841841842,174,3737,3563,0.9534385871019534
income,income__N200__c0p30__pareto__biased__random,1,2,2026910002,200,pareto,c,0.3,240,late,240,240,1.0,1.0,-0.19402796791700616,28.991666666666667,29.0,34.0,38.0,40,238,0.9916666666666667,10.6,18.391666666666666,0.6343776947398678,0.0,51.983333333333334,0.9900365156823493,34.0,34.0,113.49166666666666,53,28,0.9900525525525528,0.9901101101101102,198,6958,6760,0.9715435469962633
