seed,ended_by_default,periods_completed,time_steps_completed,first_cascade_period,first_cascade_time_steps,last_period_length_steps,max_period_length_steps,total_credit_issued,credit_scale_before_cascade,active_credit_after_cascade,collapse_size,max_collapse_size,total_collapse_size,avalanche_count,collapse_fraction,critical_event,initial_total_money,final_cash_total,final_active_credit,initial_money_gini,final_net_worth_gini,failed_credit_events,total_income_last_period,n_nodes,mean_initial_money,money_distribution,income_distribution_rule,growth_rule,consumption_wealth_propensity,consumption_income_propensity,investment_income_propensity,initial_income_per_capita,income_bias_floor,collapse_threshold_fraction,max_periods,max_time_steps,default_threshold,wipe_defaulted_assets,validate_accounting,period_length_rule,fixed_period_length_steps,avalanche_protocol,default_check_mode,topology,target_mean_degree,sw_rewire_probability,topology_seed,topology_nodes,topology_edges,topology_mean_degree,topology_density,topology_clustering,topology_degree_std,topology_degree_cv,topology_max_degree,topology_components,topology_lcc_nodes,topology_lcc_fraction,topology_lcc_average_path_length,scenario_id,scenario_base_id,run_index,spending_label,topology_label,topology_family,target_mean_degree_requested
2026061295,True,120,894,24,235,7,60,894,235,444,2,2,19,15,0.016666666666666666,False,2400,2400,444,0.0,0.2754444444444444,0,72,120,20.0,equal,biased,preferential_debt,0.02,0.2,0.1,5.0,1.0,0.1,120,0,0.0,True,True,income,100,continue_after_avalanche,period_end,ba,12,0.1,2026069295,120,720,12.0,0.10084033613445378,0.161483504374137,7.0898989179442236,0.5908249098286853,44,1,120,1.0,2.157142857142857,c-0p10__money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-ba_k12,money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-ba_k12,0,baseline,ba_k12,ba,12
2026061296,True,120,897,8,128,8,60,897,128,485,2,2,18,16,0.016666666666666666,False,2400,2400,485,0.0,0.2865069444444446,0,71,120,20.0,equal,biased,preferential_debt,0.02,0.2,0.1,5.0,1.0,0.1,120,0,0.0,True,True,income,100,continue_after_avalanche,period_end,ba,12,0.1,2026069296,120,720,12.0,0.10084033613445378,0.19840897761238135,7.741662181555931,0.6451385151296609,55,1,120,1.0,2.138935574229692,c-0p10__money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-ba_k12,money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-ba_k12,1,baseline,ba_k12,ba,12
2026061297,True,120,908,16,182,8,60,908,182,589,3,3,16,12,0.025,False,2400,2400,589,0.0,0.29428472222222224,0,77,120,20.0,equal,biased,preferential_debt,0.02,0.2,0.1,5.0,1.0,0.1,120,0,0.0,True,True,income,100,continue_after_avalanche,period_end,ba,12,0.1,2026069297,120,720,12.0,0.10084033613445378,0.1626787482151754,7.014271166700073,0.5845225972250061,40,1,120,1.0,2.1662464985994396,c-0p10__money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-ba_k12,money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-ba_k12,2,baseline,ba_k12,ba,12
2026061298,True,120,903,12,161,7,60,903,161,505,2,2,18,17,0.016666666666666666,False,2400,2400,505,0.0,0.2931597222222222,0,64,120,20.0,equal,biased,preferential_debt,0.02,0.2,0.1,5.0,1.0,0.1,120,0,0.0,True,True,income,100,continue_after_avalanche,period_end,ba,24,0.1,2026069298,120,1440,24.0,0.20168067226890757,0.2858009910986739,10.990147102442867,0.4579227959351195,63,1,120,1.0,1.8091036414565826,c-0p10__money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-ba_k24,money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-ba_k24,0,baseline,ba_k24,ba,24
2026061299,True,120,905,11,151,7,60,905,151,645,2,2,11,10,0.016666666666666666,False,2400,2400,645,0.0,0.3039236111111112,0,67,120,20.0,equal,biased,preferential_debt,0.02,0.2,0.1,5.0,1.0,0.1,120,0,0.0,True,True,income,100,continue_after_avalanche,period_end,ba,24,0.1,2026069299,120,1440,24.0,0.20168067226890757,0.2840421777344521,10.66380169858136,0.4443250707742233,66,1,120,1.0,1.8124649859943978,c-0p10__money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-ba_k24,money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-ba_k24,1,baseline,ba_k24,ba,24
2026061300,True,120,888,46,392,6,60,888,392,540,2,2,14,12,0.016666666666666666,False,2400,2400,540,0.0,0.3046249999999999,0,72,120,20.0,equal,biased,preferential_debt,0.02,0.2,0.1,5.0,1.0,0.1,120,0,0.0,True,True,income,100,continue_after_avalanche,period_end,ba,24,0.1,2026069300,120,1440,24.0,0.20168067226890757,0.2763073957791071,10.660675400742676,0.44419480836427816,64,1,120,1.0,1.8105042016806723,c-0p10__money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-ba_k24,money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-ba_k24,2,baseline,ba_k24,ba,24
2026061292,True,120,898,19,204,7,60,898,204,487,3,3,19,16,0.025,False,2400,2400,487,0.0,0.29899305555555555,0,63,120,20.0,equal,biased,preferential_debt,0.02,0.2,0.1,5.0,1.0,0.1,120,0,0.0,True,True,income,100,continue_after_avalanche,period_end,ba,6,0.1,2026069292,120,360,6.0,0.05042016806722689,0.11640154351445765,4.759201613716317,0.7932002689527194,29,1,120,1.0,2.6672268907563024,c-0p10__money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-ba_k6,money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-ba_k6,0,baseline,ba_k6,ba,6
2026061293,True,120,888,13,163,6,60,888,163,448,2,2,20,19,0.016666666666666666,False,2400,2400,448,0.0,0.297451388888889,0,66,120,20.0,equal,biased,preferential_debt,0.02,0.2,0.1,5.0,1.0,0.1,120,0,0.0,True,True,income,100,continue_after_avalanche,period_end,ba,6,0.1,2026069293,120,360,6.0,0.05042016806722689,0.09692718495337171,4.636809247747852,0.7728015412913086,28,1,120,1.0,2.6633053221288514,c-0p10__money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-ba_k6,money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-ba_k6,1,baseline,ba_k6,ba,6
2026061294,True,120,913,27,267,6,60,913,267,401,2,2,23,20,0.016666666666666666,False,2400,2400,401,0.0,0.26450694444444456,0,68,120,20.0,equal,biased,preferential_debt,0.02,0.2,0.1,5.0,1.0,0.1,120,0,0.0,True,True,income,100,continue_after_avalanche,period_end,ba,6,0.1,2026069294,120,360,6.0,0.05042016806722689,0.14810915530213772,5.06951674225463,0.8449194570424384,36,1,120,1.0,2.6586834733893556,c-0p10__money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-ba_k6,money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-ba_k6,2,baseline,ba_k6,ba,6
2026061280,True,120,889,40,343,7,60,889,343,680,2,2,9,8,0.016666666666666666,False,2400,2400,680,0.0,0.289076388888889,0,54,120,20.0,equal,biased,preferential_debt,0.02,0.2,0.1,5.0,1.0,0.1,120,0,0.0,True,True,income,100,continue_after_avalanche,period_end,complete,119,,2026069280,120,7140,119.0,1.0,1.0,0.0,0.0,119,1,120,1.0,1.0,c-0p10__money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-complete,money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-complete,0,baseline,complete,complete,0
2026061281,True,120,889,81,627,6,60,889,627,685,2,2,8,7,0.016666666666666666,False,2400,2400,685,0.0,0.2869722222222222,0,63,120,20.0,equal,biased,preferential_debt,0.02,0.2,0.1,5.0,1.0,0.1,120,0,0.0,True,True,income,100,continue_after_avalanche,period_end,complete,119,,2026069281,120,7140,119.0,1.0,1.0,0.0,0.0,119,1,120,1.0,1.0,c-0p10__money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-complete,money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-complete,1,baseline,complete,complete,0
2026061282,True,120,906,28,269,7,60,906,269,649,2,2,12,11,0.016666666666666666,False,2400,2400,649,0.0,0.2949236111111111,0,63,120,20.0,equal,biased,preferential_debt,0.02,0.2,0.1,5.0,1.0,0.1,120,0,0.0,True,True,income,100,continue_after_avalanche,period_end,complete,119,,2026069282,120,7140,119.0,1.0,1.0,0.0,0.0,119,1,120,1.0,1.0,c-0p10__money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-complete,money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-complete,2,baseline,complete,complete,0
2026061286,True,120,900,27,261,7,60,900,261,649,4,4,11,7,0.03333333333333333,False,2400,2400,649,0.0,0.3018333333333334,0,70,120,20.0,equal,biased,preferential_debt,0.02,0.2,0.1,5.0,1.0,0.1,120,0,0.0,True,True,income,100,continue_after_avalanche,period_end,er,12,0.1,2026069286,120,720,12.0,0.10084033613445378,0.09294663641025863,3.13581462037113,0.2613178850309275,22,1,120,1.0,2.1624649859943976,c-0p10__money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-er_k12,money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-er_k12,0,baseline,er_k12,er,12
2026061287,True,120,903,48,405,7,60,903,405,781,1,1,6,6,0.008333333333333333,False,2400,2400,781,0.0,0.3272152777777777,0,69,120,20.0,equal,biased,preferential_debt,0.02,0.2,0.1,5.0,1.0,0.1,120,0,0.0,True,True,income,100,continue_after_avalanche,period_end,er,12,0.1,2026069287,120,720,12.0,0.10084033613445378,0.10278216673534007,3.1675437381878933,0.2639619781823244,21,1,120,1.0,2.172408963585434,c-0p10__money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-er_k12,money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-er_k12,1,baseline,er_k12,er,12
2026061288,True,120,909,46,393,7,60,909,393,677,2,2,10,9,0.016666666666666666,False,2400,2400,677,0.0,0.32166666666666677,0,64,120,20.0,equal,biased,preferential_debt,0.02,0.2,0.1,5.0,1.0,0.1,120,0,0.0,True,True,income,100,continue_after_avalanche,period_end,er,12,0.1,2026069288,120,720,12.0,0.10084033613445378,0.1059728797741147,3.344149119482164,0.2786790932901803,23,1,120,1.0,2.1659663865546217,c-0p10__money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-er_k12,money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-er_k12,2,baseline,er_k12,er,12
2026061289,True,120,895,45,383,7,60,895,383,764,1,1,6,6,0.008333333333333333,False,2400,2400,764,0.0,0.3067361111111111,0,58,120,20.0,equal,biased,preferential_debt,0.02,0.2,0.1,5.0,1.0,0.1,120,0,0.0,True,True,income,100,continue_after_avalanche,period_end,er,24,0.1,2026069289,120,1440,24.0,0.20168067226890757,0.19853759498070903,4.31663449151458,0.17985977047977417,32,1,120,1.0,1.8053221288515406,c-0p10__money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-er_k24,money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-er_k24,0,baseline,er_k24,er,24
2026061290,True,120,897,33,298,7,60,897,298,662,2,2,9,8,0.016666666666666666,False,2400,2400,662,0.0,0.30118749999999994,0,66,120,20.0,equal,biased,preferential_debt,0.02,0.2,0.1,5.0,1.0,0.1,120,0,0.0,True,True,income,100,continue_after_avalanche,period_end,er,24,0.1,2026069290,120,1440,24.0,0.20168067226890757,0.19769370902964958,4.121083999790994,0.17171183332462472,36,1,120,1.0,1.803641456582633,c-0p10__money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-er_k24,money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-er_k24,1,baseline,er_k24,er,24
2026061291,True,120,895,41,359,7,60,895,359,686,1,1,9,9,0.008333333333333333,False,2400,2400,686,0.0,0.28323611111111124,0,66,120,20.0,equal,biased,preferential_debt,0.02,0.2,0.1,5.0,1.0,0.1,120,0,0.0,True,True,income,100,continue_after_avalanche,period_end,er,24,0.1,2026069291,120,1440,24.0,0.20168067226890757,0.20382942393045872,4.464676173400859,0.18602817389170245,35,1,120,1.0,1.804201680672269,c-0p10__money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-er_k24,money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-er_k24,2,baseline,er_k24,er,24
2026061283,True,120,903,43,374,6,60,903,374,715,2,2,8,7,0.016666666666666666,False,2400,2400,715,0.0,0.3041527777777777,0,68,120,20.0,equal,biased,preferential_debt,0.02,0.2,0.1,5.0,1.0,0.1,120,0,0.0,True,True,income,100,continue_after_avalanche,period_end,er,6,0.1,2026069283,120,360,6.0,0.05042016806722689,0.051459003959003935,2.330951164939612,0.38849186082326864,14,1,120,1.0,2.8439775910364147,c-0p10__money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-er_k6,money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-er_k6,0,baseline,er_k6,er,6
2026061284,True,120,909,40,351,7,60,909,351,553,1,1,15,15,0.008333333333333333,False,2400,2400,553,0.0,0.3043611111111111,0,63,120,20.0,equal,biased,preferential_debt,0.02,0.2,0.1,5.0,1.0,0.1,120,0,0.0,True,True,income,100,continue_after_avalanche,period_end,er,6,0.1,2026069284,120,360,6.0,0.05042016806722689,0.029472379472379476,2.496664441476534,0.416110740246089,13,1,120,1.0,2.8403361344537816,c-0p10__money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-er_k6,money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-er_k6,1,baseline,er_k6,er,6
2026061285,True,120,887,76,595,6,60,887,595,658,2,2,8,7,0.016666666666666666,False,2400,2400,658,0.0,0.28136805555555555,0,63,120,20.0,equal,biased,preferential_debt,0.02,0.2,0.1,5.0,1.0,0.1,120,0,0.0,True,True,income,100,continue_after_avalanche,period_end,er,6,0.1,2026069285,120,360,6.0,0.05042016806722689,0.03700762200762199,2.284002335083453,0.3806670558472422,13,1,120,1.0,2.8294117647058825,c-0p10__money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-er_k6,money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-er_k6,2,baseline,er_k6,er,6
2026061304,True,120,908,47,407,6,60,908,407,745,1,1,7,7,0.008333333333333333,False,2400,2400,745,0.0,0.28779861111111105,0,66,120,20.0,equal,biased,preferential_debt,0.02,0.2,0.1,5.0,1.0,0.1,120,0,0.0,True,True,income,100,continue_after_avalanche,period_end,sw,12,0.1,2026069304,120,720,12.0,0.10084033613445378,0.5054390516890515,1.0645812948447542,0.08871510790372951,16,1,120,1.0,2.601120448179272,c-0p10__money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-sw_k12,money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-sw_k12,0,baseline,sw_k12,sw,12
2026061305,True,120,900,56,458,7,60,900,458,721,1,1,8,8,0.008333333333333333,False,2400,2400,721,0.0,0.2969861111111112,0,60,120,20.0,equal,biased,preferential_debt,0.02,0.2,0.1,5.0,1.0,0.1,120,0,0.0,True,True,income,100,continue_after_avalanche,period_end,sw,12,0.1,2026069305,120,720,12.0,0.10084033613445378,0.4809094840344839,1.1690451944500122,0.09742043287083435,16,1,120,1.0,2.553921568627451,c-0p10__money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-sw_k12,money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-sw_k12,1,baseline,sw_k12,sw,12
2026061306,True,120,892,61,481,7,60,892,481,708,1,1,8,8,0.008333333333333333,False,2400,2400,708,0.0,0.2899722222222223,0,61,120,20.0,equal,biased,preferential_debt,0.02,0.2,0.1,5.0,1.0,0.1,120,0,0.0,True,True,income,100,continue_after_avalanche,period_end,sw,12,0.1,2026069306,120,720,12.0,0.10084033613445378,0.5255589780589781,1.0327955589886444,0.08606629658238703,15,1,120,1.0,2.6593837535014004,c-0p10__money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-sw_k12,money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-sw_k12,2,baseline,sw_k12,sw,12
2026061307,True,120,890,51,422,7,60,890,422,647,2,2,10,8,0.016666666666666666,False,2400,2400,647,0.0,0.2997361111111112,0,70,120,20.0,equal,biased,preferential_debt,0.02,0.2,0.1,5.0,1.0,0.1,120,0,0.0,True,True,income,100,continue_after_avalanche,period_end,sw,24,0.1,2026069307,120,1440,24.0,0.20168067226890757,0.545138673859688,1.4832396974191326,0.061801654059130524,28,1,120,1.0,1.9820728291316527,c-0p10__money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-sw_k24,money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-sw_k24,0,baseline,sw_k24,sw,24
2026061308,True,120,907,67,534,6,60,907,534,702,2,2,8,7,0.016666666666666666,False,2400,2400,702,0.0,0.3145555555555555,0,65,120,20.0,equal,biased,preferential_debt,0.02,0.2,0.1,5.0,1.0,0.1,120,0,0.0,True,True,income,100,continue_after_avalanche,period_end,sw,24,0.1,2026069308,120,1440,24.0,0.20168067226890757,0.5229749832829541,1.5275252316519468,0.06364688465216445,28,1,120,1.0,1.9633053221288514,c-0p10__money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-sw_k24,money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-sw_k24,1,baseline,sw_k24,sw,24
2026061309,True,120,903,52,430,8,60,903,430,722,1,1,7,7,0.008333333333333333,False,2400,2400,722,0.0,0.32191666666666663,0,68,120,20.0,equal,biased,preferential_debt,0.02,0.2,0.1,5.0,1.0,0.1,120,0,0.0,True,True,income,100,continue_after_avalanche,period_end,sw,24,0.1,2026069309,120,1440,24.0,0.20168067226890757,0.5287517626241881,1.5545631755148024,0.0647734656464501,27,1,120,1.0,1.970028011204482,c-0p10__money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-sw_k24,money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-sw_k24,2,baseline,sw_k24,sw,24
2026061301,True,120,914,60,503,7,60,914,503,809,1,1,6,6,0.008333333333333333,False,2400,2400,809,0.0,0.32348611111111114,0,68,120,20.0,equal,biased,preferential_debt,0.02,0.2,0.1,5.0,1.0,0.1,120,0,0.0,True,True,income,100,continue_after_avalanche,period_end,sw,6,0.1,2026069301,120,360,6.0,0.05042016806722689,0.421607142857143,0.8944271909999159,0.14907119849998599,8,1,120,1.0,3.615406162464986,c-0p10__money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-sw_k6,money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-sw_k6,0,baseline,sw_k6,sw,6
2026061302,True,120,905,42,364,6,60,905,364,750,1,1,7,7,0.008333333333333333,False,2400,2400,750,0.0,0.31775,0,73,120,20.0,equal,biased,preferential_debt,0.02,0.2,0.1,5.0,1.0,0.1,120,0,0.0,True,True,income,100,continue_after_avalanche,period_end,sw,6,0.1,2026069302,120,360,6.0,0.05042016806722689,0.49658730158730197,0.6324555320336759,0.10540925533894598,7,1,120,1.0,4.14593837535014,c-0p10__money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-sw_k6,money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-sw_k6,1,baseline,sw_k6,sw,6
2026061303,True,120,893,43,366,7,60,893,366,677,2,2,10,7,0.016666666666666666,False,2400,2400,677,0.0,0.29965277777777777,0,75,120,20.0,equal,biased,preferential_debt,0.02,0.2,0.1,5.0,1.0,0.1,120,0,0.0,True,True,income,100,continue_after_avalanche,period_end,sw,6,0.1,2026069303,120,360,6.0,0.05042016806722689,0.42588023088023086,1.0165300454651272,0.16942167424418786,11,1,120,1.0,3.600980392156863,c-0p10__money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-sw_k6,money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-sw_k6,2,baseline,sw_k6,sw,6
2026061385,True,120,2371,6,197,18,60,2371,197,675,3,3,70,57,0.025,False,2400,2400,675,0.0,0.3488958333333334,0,196,120,20.0,equal,biased,preferential_debt,0.04,0.4,0.1,5.0,1.0,0.1,120,0,0.0,True,True,income,100,continue_after_avalanche,period_end,ba,12,0.1,2026069385,120,720,12.0,0.10084033613445378,0.18960790592404983,7.386925386564201,0.6155771155470168,46,1,120,1.0,2.146358543417367,c-0p10__money-equal__income-biased__growth-preferential_debt__spend-high_both__topo-ba_k12,money-equal__income-biased__growth-preferential_debt__spend-high_both__topo-ba_k12,0,high_both,ba_k12,ba,12
2026061386,True,120,2364,6,198,19,60,2364,198,714,3,3,73,60,0.025,False,2400,2400,714,0.0,0.3266111111111112,0,194,120,20.0,equal,biased,preferential_debt,0.04,0.4,0.1,5.0,1.0,0.1,120,0,0.0,True,True,income,100,continue_after_avalanche,period_end,ba,12,0.1,2026069386,120,720,12.0,0.10084033613445378,0.1892138344013177,7.890923055426828,0.657576921285569,43,1,120,1.0,2.1373949579831932,c-0p10__money-equal__income-biased__growth-preferential_debt__spend-high_both__topo-ba_k12,money-equal__income-biased__growth-preferential_debt__spend-high_both__topo-ba_k12,1,high_both,ba_k12,ba,12
2026061387,True,120,2391,3,130,20,60,2391,130,704,3,3,74,53,0.025,False,2400,2400,704,0.0,0.35029861111111105,0,191,120,20.0,equal,biased,preferential_debt,0.04,0.4,0.1,5.0,1.0,0.1,120,0,0.0,True,True,income,100,continue_after_avalanche,period_end,ba,12,0.1,2026069387,120,720,12.0,0.10084033613445378,0.17301327220637294,7.340526774921084,0.611710564576757,39,1,120,1.0,2.1467787114845938,c-0p10__money-equal__income-biased__growth-preferential_debt__spend-high_both__topo-ba_k12,money-equal__income-biased__growth-preferential_debt__spend-high_both__topo-ba_k12,2,high_both,ba_k12,ba,12
2026061388,True,120,2369,3,130,18,60,2369,130,747,3,3,58,48,0.025,False,2400,2400,747,0.0,0.3400486111111112,0,187,120,20.0,equal,biased,preferential_debt,0.04,0.4,0.1,5.0,1.0,0.1,120,0,0.0,True,True,income,100,continue_after_avalanche,period_end,ba,24,0.1,2026069388,120,1440,24.0,0.20168067226890757,0.29163246615109684,11.152727618539481,0.46469698410581173,64,1,120,1.0,1.8109243697478992,c-0p10__money-equal__income-biased__growth-preferential_debt__spend-high_both__topo-ba_k24,money-equal__income-biased__growth-preferential_debt__spend-high_both__topo-ba_k24,0,high_both,ba_k24,ba,24
2026061389,True,120,2371,11,293,20,60,2371,293,776,5,5,65,44,0.041666666666666664,False,2400,2400,776,0.0,0.3621875000000001,0,201,120,20.0,equal,biased,preferential_debt,0.04,0.4,0.1,5.0,1.0,0.1,120,0,0.0,True,True,income,100,continue_after_avalanche,period_end,ba,24,0.1,2026069389,120,1440,24.0,0.20168067226890757,0.2714311818595972,10.447487736293352,0.435311989012223,60,1,120,1.0,1.8107843137254902,c-0p10__money-equal__income-biased__growth-preferential_debt__spend-high_both__topo-ba_k24,money-equal__income-biased__growth-preferential_debt__spend-high_both__topo-ba_k24,1,high_both,ba_k24,ba,24
2026061390,True,120,2397,6,194,19,60,2397,194,721,3,3,68,51,0.025,False,2400,2400,721,0.0,0.3488819444444444,0,186,120,20.0,equal,biased,preferential_debt,0.04,0.4,0.1,5.0,1.0,0.1,120,0,0.0,True,True,income,100,continue_after_avalanche,period_end,ba,24,0.1,2026069390,120,1440,24.0,0.20168067226890757,0.2859227136633583,10.964336125213723,0.4568473385505718,59,1,120,1.0,1.8107843137254902,c-0p10__money-equal__income-biased__growth-preferential_debt__spend-high_both__topo-ba_k24,money-equal__income-biased__growth-preferential_debt__spend-high_both__topo-ba_k24,2,high_both,ba_k24,ba,24
2026061382,True,120,2397,7,215,18,60,2397,215,491,5,5,97,60,0.041666666666666664,False,2400,2400,491,0.0,0.3805902777777779,0,187,120,20.0,equal,biased,preferential_debt,0.04,0.4,0.1,5.0,1.0,0.1,120,0,0.0,True,True,income,100,continue_after_avalanche,period_end,ba,6,0.1,2026069382,120,360,6.0,0.05042016806722689,0.13815892561646467,5.194548424390067,0.8657580707316779,42,1,120,1.0,2.611204481792717,c-0p10__money-equal__income-biased__growth-preferential_debt__spend-high_both__topo-ba_k6,money-equal__income-biased__growth-preferential_debt__spend-high_both__topo-ba_k6,0,high_both,ba_k6,ba,6
2026061383,True,120,2405,7,219,20,60,2405,219,592,6,6,92,63,0.05,False,2400,2400,592,0.0,0.37339583333333337,0,198,120,20.0,equal,biased,preferential_debt,0.04,0.4,0.1,5.0,1.0,0.1,120,0,0.0,True,True,income,100,continue_after_avalanche,period_end,ba,6,0.1,2026069383,120,360,6.0,0.05042016806722689,0.1289292998198931,4.971585930733438,0.8285976551222397,32,1,120,1.0,2.6662464985994396,c-0p10__money-equal__income-biased__growth-preferential_debt__spend-high_both__topo-ba_k6,money-equal__income-biased__growth-preferential_debt__spend-high_both__topo-ba_k6,1,high_both,ba_k6,ba,6
2026061384,True,120,2404,3,130,21,60,2404,130,620,4,4,80,53,0.03333333333333333,False,2400,2400,620,0.0,0.3517152777777779,0,199,120,20.0,equal,biased,preferential_debt,0.04,0.4,0.1,5.0,1.0,0.1,120,0,0.0,True,True,income,100,continue_after_avalanche,period_end,ba,6,0.1,2026069384,120,360,6.0,0.05042016806722689,0.1547619624292965,5.4741818262336395,0.9123636377056066,37,1,120,1.0,2.60812324929972,c-0p10__money-equal__income-biased__growth-preferential_debt__spend-high_both__topo-ba_k6,money-equal__income-biased__growth-preferential_debt__spend-high_both__topo-ba_k6,2,high_both,ba_k6,ba,6
2026061370,True,120,2404,26,579,20,60,2404,579,723,5,5,56,36,0.041666666666666664,False,2400,2400,723,0.0,0.3384722222222223,0,193,120,20.0,equal,biased,preferential_debt,0.04,0.4,0.1,5.0,1.0,0.1,120,0,0.0,True,True,income,100,continue_after_avalanche,period_end,complete,119,,2026069370,120,7140,119.0,1.0,1.0,0.0,0.0,119,1,120,1.0,1.0,c-0p10__money-equal__income-biased__growth-preferential_debt__spend-high_both__topo-complete,money-equal__income-biased__growth-preferential_debt__spend-high_both__topo-complete,0,high_both,complete,complete,0
2026061371,True,120,2385,17,408,19,60,2385,408,736,6,6,62,41,0.05,False,2400,2400,736,0.0,0.31819444444444445,0,186,120,20.0,equal,biased,preferential_debt,0.04,0.4,0.1,5.0,1.0,0.1,120,0,0.0,True,True,income,100,continue_after_avalanche,period_end,complete,119,,2026069371,120,7140,119.0,1.0,1.0,0.0,0.0,119,1,120,1.0,1.0,c-0p10__money-equal__income-biased__growth-preferential_debt__spend-high_both__topo-complete,money-equal__income-biased__growth-preferential_debt__spend-high_both__topo-complete,1,high_both,complete,complete,0
2026061372,True,120,2395,10,274,19,60,2395,274,650,3,3,66,50,0.025,False,2400,2400,650,0.0,0.3431805555555556,0,192,120,20.0,equal,biased,preferential_debt,0.04,0.4,0.1,5.0,1.0,0.1,120,0,0.0,True,True,income,100,continue_after_avalanche,period_end,complete,119,,2026069372,120,7140,119.0,1.0,1.0,0.0,0.0,119,1,120,1.0,1.0,c-0p10__money-equal__income-biased__growth-preferential_debt__spend-high_both__topo-complete,money-equal__income-biased__growth-preferential_debt__spend-high_both__topo-complete,2,high_both,complete,complete,0
2026061376,True,120,2380,22,503,19,60,2380,503,621,4,4,67,48,0.03333333333333333,False,2400,2400,621,0.0,0.3687638888888889,0,188,120,20.0,equal,biased,preferential_debt,0.04,0.4,0.1,5.0,1.0,0.1,120,0,0.0,True,True,income,100,continue_after_avalanche,period_end,er,12,0.1,2026069376,120,720,12.0,0.10084033613445378,0.10025082452520524,3.5,0.2916666666666667,20,1,120,1.0,2.1668067226890755,c-0p10__money-equal__income-biased__growth-preferential_debt__spend-high_both__topo-er_k12,money-equal__income-biased__growth-preferential_debt__spend-high_both__topo-er_k12,0,high_both,er_k12,er,12
