scenario_id,scenario_base_id,scenario_index,protocol,c,n_nodes,money_distribution,income_distribution_rule,growth_rule,spending_label,a,b,topology_label,topology_family,target_mean_degree_requested,runs,run_default_rate,run_large_event_rate,mean_periods_completed,mean_time_steps_completed,mean_settlements_completed,mean_checks_completed,mean_capped_periods,mean_max_uncapped_period_length_steps,mean_max_period_length_steps,mean_avalanche_count,event_count,events_per_run,events_per_period,event_timestep_rate,event_occupancy,event_period_occupancy,event_large_event_rate,mean_event_size,mean_event_fraction,median_event_size,p90_event_size,p99_event_size,max_event_size,mean_initial_default_count,mean_propagated_default_count,propagated_share_total,initial_share_total,mean_first_cascade_credit,mean_final_active_credit,mean_initial_gini,mean_final_net_worth_gini,mean_repeat_default_share,mean_unique_default_nodes,mean_topology_degree,mean_topology_clustering,mean_topology_degree_cv
c-0p10__money-normal__income-uniform__growth-preferential_debt__spend-baseline__topo-er_k12,money-normal__income-uniform__growth-preferential_debt__spend-baseline__topo-er_k12,462,timestep_settle_check,0.1,120,normal,uniform,preferential_debt,baseline,0.02,0.2,er_k12,er,12,1,0.0,0.0,20.0,208.0,208.0,208.0,0.0,60.0,60.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,208.0,0.2857856093979443,0.2138179148311307,0.0,0.0,12.0,0.0901443814040562,0.2786790932901803
c-0p10__money-normal__income-uniform__growth-preferential_debt__spend-baseline__topo-er_k24,money-normal__income-uniform__growth-preferential_debt__spend-baseline__topo-er_k24,463,timestep_settle_check,0.1,120,normal,uniform,preferential_debt,baseline,0.02,0.2,er_k24,er,24,1,1.0,0.0,20.0,216.0,216.0,216.0,0.0,60.0,60.0,2.0,2,2.0,0.1,0.0092592592592592,0.0092592592592592,0.1,0.0,1.0,0.0083333333333333,1.0,1.0,1.0,1,1.0,0.0,0.0,1.0,21.0,211.0,0.2531058532134012,0.1984910702646329,0.0,2.0,24.0,0.2003567761773151,0.177593220174228
c-0p10__money-normal__income-uniform__growth-preferential_debt__spend-baseline__topo-ba_k6,money-normal__income-uniform__growth-preferential_debt__spend-baseline__topo-ba_k6,464,timestep_settle_check,0.1,120,normal,uniform,preferential_debt,baseline,0.02,0.2,ba_k6,ba,6,1,1.0,0.0,20.0,221.0,221.0,221.0,0.0,60.0,60.0,1.0,1,1.0,0.05,0.004524886877828,0.004524886877828,0.05,0.0,1.0,0.0083333333333333,1.0,1.0,1.0,1,1.0,0.0,0.0,1.0,157.0,198.0,0.2789590806430184,0.2264547628537265,0.0,1.0,6.0,0.1731208715032244,0.8847996215925787
c-0p10__money-normal__income-uniform__growth-preferential_debt__spend-baseline__topo-ba_k12,money-normal__income-uniform__growth-preferential_debt__spend-baseline__topo-ba_k12,465,timestep_settle_check,0.1,120,normal,uniform,preferential_debt,baseline,0.02,0.2,ba_k12,ba,12,1,1.0,0.0,20.0,210.0,210.0,210.0,0.0,60.0,60.0,4.0,4,4.0,0.2,0.019047619047619,0.019047619047619,0.15,0.0,1.0,0.0083333333333333,1.0,1.0,1.0,1,1.0,0.0,0.0,1.0,19.0,180.0,0.2946224013576581,0.2248302927450149,0.0,4.0,12.0,0.1770037523259973,0.6362869722940357
c-0p10__money-normal__income-uniform__growth-preferential_debt__spend-baseline__topo-ba_k24,money-normal__income-uniform__growth-preferential_debt__spend-baseline__topo-ba_k24,466,timestep_settle_check,0.1,120,normal,uniform,preferential_debt,baseline,0.02,0.2,ba_k24,ba,24,1,1.0,0.0,20.0,217.0,217.0,217.0,0.0,60.0,60.0,1.0,1,1.0,0.05,0.0046082949308755,0.0046082949308755,0.05,0.0,1.0,0.0083333333333333,1.0,1.0,1.0,1,1.0,0.0,0.0,1.0,187.0,205.0,0.2478549252046289,0.2164267569856055,0.0,1.0,24.0,0.2894274420373184,0.4701753022169654
c-0p10__money-normal__income-uniform__growth-preferential_debt__spend-baseline__topo-sw_k6,money-normal__income-uniform__growth-preferential_debt__spend-baseline__topo-sw_k6,467,timestep_settle_check,0.1,120,normal,uniform,preferential_debt,baseline,0.02,0.2,sw_k6,sw,6,1,1.0,0.0,20.0,219.0,219.0,219.0,0.0,60.0,60.0,2.0,2,2.0,0.1,0.0091324200913242,0.0091324200913242,0.1,0.0,1.0,0.0083333333333333,1.0,1.0,1.0,1,1.0,0.0,0.0,1.0,7.0,215.0,0.2710736196319019,0.1967314246762099,0.5,1.0,6.0,0.4422420634920636,0.1138550085106622
c-0p10__money-normal__income-uniform__growth-preferential_debt__spend-baseline__topo-sw_k12,money-normal__income-uniform__growth-preferential_debt__spend-baseline__topo-sw_k12,468,timestep_settle_check,0.1,120,normal,uniform,preferential_debt,baseline,0.02,0.2,sw_k12,sw,12,1,1.0,0.0,20.0,217.0,217.0,217.0,0.0,60.0,60.0,3.0,3,3.0,0.15,0.0138248847926267,0.0138248847926267,0.15,0.0,1.0,0.0083333333333333,1.0,1.0,1.0,1,1.0,0.0,0.0,1.0,70.0,199.0,0.2997571468220927,0.2147932278656674,0.0,3.0,12.0,0.4981900506900507,0.0887151079037295
c-0p10__money-normal__income-uniform__growth-preferential_debt__spend-baseline__topo-sw_k24,money-normal__income-uniform__growth-preferential_debt__spend-baseline__topo-sw_k24,469,timestep_settle_check,0.1,120,normal,uniform,preferential_debt,baseline,0.02,0.2,sw_k24,sw,24,1,1.0,0.0,20.0,214.0,214.0,214.0,0.0,60.0,60.0,1.0,1,1.0,0.05,0.0046728971962616,0.0046728971962616,0.05,0.0,1.0,0.0083333333333333,1.0,1.0,1.0,1,1.0,0.0,0.0,1.0,54.0,212.0,0.2799319727891156,0.2313906331763475,0.0,1.0,24.0,0.5565312971662825,0.0638737904864828
c-0p10__money-normal__income-uniform__growth-preferential_debt__spend-high_income__topo-complete,money-normal__income-uniform__growth-preferential_debt__spend-high_income__topo-complete,470,timestep_settle_check,0.1,120,normal,uniform,preferential_debt,high_income,0.02,0.4,complete,complete,0,1,0.0,0.0,20.0,320.0,320.0,320.0,0.0,60.0,60.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,320.0,0.2439213775178688,0.1907050032488628,0.0,0.0,119.0,1.0,0.0
c-0p10__money-normal__income-uniform__growth-preferential_debt__spend-high_income__topo-er_k6,money-normal__income-uniform__growth-preferential_debt__spend-high_income__topo-er_k6,471,timestep_settle_check,0.1,120,normal,uniform,preferential_debt,high_income,0.02,0.4,er_k6,er,6,1,1.0,0.0,20.0,294.0,294.0,294.0,0.0,60.0,60.0,2.0,2,2.0,0.1,0.0068027210884353,0.0068027210884353,0.1,0.0,1.0,0.0083333333333333,1.0,1.0,1.0,1,1.0,0.0,0.0,1.0,44.0,292.0,0.2669977217713228,0.2280613697849922,0.0,2.0,6.0,0.0480802068302068,0.3683044231992716
c-0p10__money-normal__income-uniform__growth-preferential_debt__spend-high_income__topo-er_k12,money-normal__income-uniform__growth-preferential_debt__spend-high_income__topo-er_k12,472,timestep_settle_check,0.1,120,normal,uniform,preferential_debt,high_income,0.02,0.4,er_k12,er,12,1,1.0,0.0,20.0,286.0,286.0,286.0,0.0,60.0,60.0,4.0,4,4.0,0.2,0.0139860139860139,0.0139860139860139,0.15,0.0,1.0,0.0083333333333333,1.0,1.0,1.0,1,1.0,0.0,0.0,1.0,13.0,282.0,0.2622978303747534,0.2292011834319527,0.5,2.0,12.0,0.1021734420263831,0.2963903207296456
c-0p10__money-normal__income-uniform__growth-preferential_debt__spend-high_income__topo-er_k24,money-normal__income-uniform__growth-preferential_debt__spend-high_income__topo-er_k24,473,timestep_settle_check,0.1,120,normal,uniform,preferential_debt,high_income,0.02,0.4,er_k24,er,24,1,1.0,0.0,20.0,302.0,302.0,302.0,0.0,60.0,60.0,1.0,1,1.0,0.05,0.0033112582781456,0.0033112582781456,0.05,0.0,1.0,0.0083333333333333,1.0,1.0,1.0,1,1.0,0.0,0.0,1.0,279.0,298.0,0.2845573997233748,0.2446334716459197,0.0,1.0,24.0,0.2109902844346259,0.1986645227326524
c-0p10__money-normal__income-uniform__growth-preferential_debt__spend-high_income__topo-ba_k6,money-normal__income-uniform__growth-preferential_debt__spend-high_income__topo-ba_k6,474,timestep_settle_check,0.1,120,normal,uniform,preferential_debt,high_income,0.02,0.4,ba_k6,ba,6,1,1.0,0.0,20.0,312.0,312.0,312.0,0.0,60.0,60.0,7.0,7,7.0,0.35,0.0224358974358974,0.0224358974358974,0.25,0.0,1.0,0.0083333333333333,1.0,1.0,1.0,1,1.0,0.0,0.0,1.0,58.0,220.0,0.2652760609806346,0.2201654992446093,0.1428571428571428,6.0,6.0,0.1490086679958596,0.8377659887175248
c-0p10__money-normal__income-uniform__growth-preferential_debt__spend-high_income__topo-ba_k12,money-normal__income-uniform__growth-preferential_debt__spend-high_income__topo-ba_k12,475,timestep_settle_check,0.1,120,normal,uniform,preferential_debt,high_income,0.02,0.4,ba_k12,ba,12,1,1.0,0.0,20.0,280.0,280.0,280.0,0.0,60.0,60.0,4.0,4,4.0,0.2,0.0142857142857142,0.0142857142857142,0.2,0.0,1.0,0.0083333333333333,1.0,1.0,1.0,1,1.0,0.0,0.0,1.0,11.0,231.0,0.2528269419862341,0.2059242871189774,0.0,4.0,12.0,0.1723520029418183,0.6340091423572634
c-0p10__money-normal__income-uniform__growth-preferential_debt__spend-high_income__topo-ba_k24,money-normal__income-uniform__growth-preferential_debt__spend-high_income__topo-ba_k24,476,timestep_settle_check,0.1,120,normal,uniform,preferential_debt,high_income,0.02,0.4,ba_k24,ba,24,1,1.0,0.0,20.0,303.0,303.0,303.0,0.0,60.0,60.0,5.0,5,5.0,0.25,0.0165016501650165,0.0165016501650165,0.1,0.0,1.0,0.0083333333333333,1.0,1.0,1.0,1,1.0,0.0,0.0,1.0,16.0,297.0,0.2824304068522485,0.2344718058529622,0.2,4.0,24.0,0.2852813866319436,0.456879005783726
c-0p10__money-normal__income-uniform__growth-preferential_debt__spend-high_income__topo-sw_k6,money-normal__income-uniform__growth-preferential_debt__spend-high_income__topo-sw_k6,477,timestep_settle_check,0.1,120,normal,uniform,preferential_debt,high_income,0.02,0.4,sw_k6,sw,6,1,0.0,0.0,20.0,306.0,306.0,306.0,0.0,60.0,60.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,306.0,0.2644898504273505,0.2048744658119659,0.0,0.0,6.0,0.4866468253968255,0.1138550085106622
c-0p10__money-normal__income-uniform__growth-preferential_debt__spend-high_income__topo-sw_k12,money-normal__income-uniform__growth-preferential_debt__spend-high_income__topo-sw_k12,478,timestep_settle_check,0.1,120,normal,uniform,preferential_debt,high_income,0.02,0.4,sw_k12,sw,12,1,1.0,0.0,20.0,279.0,279.0,279.0,0.0,60.0,60.0,1.0,1,1.0,0.05,0.003584229390681,0.003584229390681,0.05,0.0,1.0,0.0083333333333333,1.0,1.0,1.0,1,1.0,0.0,0.0,1.0,111.0,278.0,0.2622858171346292,0.1992692584593232,0.0,1.0,12.0,0.5131616055513114,0.0944035859331468
c-0p10__money-normal__income-uniform__growth-preferential_debt__spend-high_income__topo-sw_k24,money-normal__income-uniform__growth-preferential_debt__spend-high_income__topo-sw_k24,479,timestep_settle_check,0.1,120,normal,uniform,preferential_debt,high_income,0.02,0.4,sw_k24,sw,24,1,1.0,0.0,20.0,300.0,300.0,300.0,0.0,60.0,60.0,5.0,5,5.0,0.25,0.0166666666666666,0.0166666666666666,0.15,0.0,1.0,0.0083333333333333,1.0,1.0,1.0,1,1.0,0.0,0.0,1.0,12.0,278.0,0.2638251783893985,0.2103784403669724,0.2,4.0,24.0,0.5460174187481585,0.0620353095392424
c-0p10__money-normal__income-uniform__growth-preferential_debt__spend-high_wealth__topo-complete,money-normal__income-uniform__growth-preferential_debt__spend-high_wealth__topo-complete,480,timestep_settle_check,0.1,120,normal,uniform,preferential_debt,high_wealth,0.04,0.2,complete,complete,0,1,0.0,0.0,20.0,325.0,325.0,325.0,0.0,60.0,60.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,325.0,0.2621626549963531,0.1700255288110868,0.0,0.0,119.0,1.0,0.0
c-0p10__money-normal__income-uniform__growth-preferential_debt__spend-high_wealth__topo-er_k6,money-normal__income-uniform__growth-preferential_debt__spend-high_wealth__topo-er_k6,481,timestep_settle_check,0.1,120,normal,uniform,preferential_debt,high_wealth,0.04,0.2,er_k6,er,6,1,1.0,0.0,20.0,351.0,351.0,351.0,0.0,60.0,60.0,1.0,1,1.0,0.05,0.0028490028490028,0.0028490028490028,0.05,0.0,1.0,0.0083333333333333,1.0,1.0,1.0,1,1.0,0.0,0.0,1.0,343.0,329.0,0.2808172879967228,0.1818414584186809,0.0,1.0,6.0,0.0596729196729196,0.3587529842436209
c-0p10__money-normal__income-uniform__growth-preferential_debt__spend-high_wealth__topo-er_k12,money-normal__income-uniform__growth-preferential_debt__spend-high_wealth__topo-er_k12,482,timestep_settle_check,0.1,120,normal,uniform,preferential_debt,high_wealth,0.04,0.2,er_k12,er,12,1,0.0,0.0,20.0,332.0,332.0,332.0,0.0,60.0,60.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,332.0,0.3099518627040603,0.1857855448583787,0.0,0.0,12.0,0.0947568921695654,0.2734383267183269
c-0p10__money-normal__income-uniform__growth-preferential_debt__spend-high_wealth__topo-er_k24,money-normal__income-uniform__growth-preferential_debt__spend-high_wealth__topo-er_k24,483,timestep_settle_check,0.1,120,normal,uniform,preferential_debt,high_wealth,0.04,0.2,er_k24,er,24,1,1.0,0.0,20.0,349.0,349.0,349.0,0.0,60.0,60.0,1.0,1,1.0,0.05,0.0028653295128939,0.0028653295128939,0.05,0.0,1.0,0.0083333333333333,1.0,1.0,1.0,1,1.0,0.0,0.0,1.0,99.0,343.0,0.239419551934827,0.1690665308893415,0.0,1.0,24.0,0.2008300867850426,0.1904095245439078
c-0p10__money-normal__income-uniform__growth-preferential_debt__spend-high_wealth__topo-ba_k6,money-normal__income-uniform__growth-preferential_debt__spend-high_wealth__topo-ba_k6,484,timestep_settle_check,0.1,120,normal,uniform,preferential_debt,high_wealth,0.04,0.2,ba_k6,ba,6,1,1.0,0.0,20.0,333.0,333.0,333.0,0.0,60.0,60.0,3.0,3,3.0,0.15,0.009009009009009,0.009009009009009,0.15,0.0,1.0,0.0083333333333333,1.0,1.0,1.0,1,1.0,0.0,0.0,1.0,5.0,302.0,0.2675269978401728,0.1839560835133189,0.0,3.0,6.0,0.111614221414943,0.8187614856418017
c-0p10__money-normal__income-uniform__growth-preferential_debt__spend-high_wealth__topo-ba_k12,money-normal__income-uniform__growth-preferential_debt__spend-high_wealth__topo-ba_k12,485,timestep_settle_check,0.1,120,normal,uniform,preferential_debt,high_wealth,0.04,0.2,ba_k12,ba,12,1,1.0,0.0,20.0,331.0,331.0,331.0,0.0,60.0,60.0,2.0,2,2.0,0.1,0.0060422960725075,0.0060422960725075,0.1,0.0,1.0,0.0083333333333333,1.0,1.0,1.0,1,1.0,0.0,0.0,1.0,154.0,296.0,0.2901177460050463,0.1890103728623493,0.0,2.0,12.0,0.2052788651883189,0.6529846008053244
c-0p10__money-normal__income-uniform__growth-preferential_debt__spend-high_wealth__topo-ba_k24,money-normal__income-uniform__growth-preferential_debt__spend-high_wealth__topo-ba_k24,486,timestep_settle_check,0.1,120,normal,uniform,preferential_debt,high_wealth,0.04,0.2,ba_k24,ba,24,1,1.0,0.0,20.0,352.0,352.0,352.0,0.0,60.0,60.0,1.0,1,1.0,0.05,0.002840909090909,0.002840909090909,0.05,0.0,1.0,0.0083333333333333,1.0,1.0,1.0,1,1.0,0.0,0.0,1.0,40.0,348.0,0.2710652851144521,0.1913957740755791,0.0,1.0,24.0,0.273845969822968,0.4259385062554348
c-0p10__money-normal__income-uniform__growth-preferential_debt__spend-high_wealth__topo-sw_k6,money-normal__income-uniform__growth-preferential_debt__spend-high_wealth__topo-sw_k6,487,timestep_settle_check,0.1,120,normal,uniform,preferential_debt,high_wealth,0.04,0.2,sw_k6,sw,6,1,1.0,0.0,20.0,322.0,322.0,322.0,0.0,60.0,60.0,7.0,7,7.0,0.35,0.0217391304347826,0.0217391304347826,0.1,0.0,1.0,0.0083333333333333,1.0,1.0,1.0,1,1.0,0.0,0.0,1.0,16.0,302.0,0.2998686514886164,0.1888937536485697,0.1428571428571428,6.0,6.0,0.4112301587301586,0.123603308118261
c-0p10__money-normal__income-uniform__growth-preferential_debt__spend-high_wealth__topo-sw_k12,money-normal__income-uniform__growth-preferential_debt__spend-high_wealth__topo-sw_k12,488,timestep_settle_check,0.1,120,normal,uniform,preferential_debt,high_wealth,0.04,0.2,sw_k12,sw,12,1,0.0,0.0,20.0,325.0,325.0,325.0,0.0,60.0,60.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,325.0,0.306379007465964,0.1904516176255306,0.0,0.0,12.0,0.4945214507714511,0.0931694990624912
c-0p10__money-normal__income-uniform__growth-preferential_debt__spend-high_wealth__topo-sw_k24,money-normal__income-uniform__growth-preferential_debt__spend-high_wealth__topo-sw_k24,489,timestep_settle_check,0.1,120,normal,uniform,preferential_debt,high_wealth,0.04,0.2,sw_k24,sw,24,1,0.0,0.0,20.0,343.0,343.0,343.0,0.0,60.0,60.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,343.0,0.2957568169170841,0.1873052309404563,0.0,0.0,24.0,0.5725478313956576,0.0551198189805123
c-0p10__money-normal__income-uniform__growth-preferential_debt__spend-high_both__topo-complete,money-normal__income-uniform__growth-preferential_debt__spend-high_both__topo-complete,490,timestep_settle_check,0.1,120,normal,uniform,preferential_debt,high_both,0.04,0.4,complete,complete,0,1,1.0,0.0,20.0,471.0,471.0,471.0,0.0,60.0,60.0,4.0,4,4.0,0.2,0.0084925690021231,0.0084925690021231,0.15,0.0,1.0,0.0083333333333333,1.0,1.0,1.0,1,1.0,0.0,0.0,1.0,19.0,460.0,0.2963969571230982,0.2049446749654218,0.25,3.0,119.0,1.0,0.0
c-0p10__money-normal__income-uniform__growth-preferential_debt__spend-high_both__topo-er_k6,money-normal__income-uniform__growth-preferential_debt__spend-high_both__topo-er_k6,491,timestep_settle_check,0.1,120,normal,uniform,preferential_debt,high_both,0.04,0.4,er_k6,er,6,1,1.0,0.0,20.0,501.0,501.0,501.0,0.0,60.0,60.0,3.0,3,3.0,0.15,0.0059880239520958,0.0059880239520958,0.15,0.0,1.0,0.0083333333333333,1.0,1.0,1.0,1,1.0,0.0,0.0,1.0,56.0,497.0,0.22596327902767,0.1771980863718645,0.3333333333333333,2.0,6.0,0.0512872775372775,0.3745367509040705
c-0p10__money-normal__income-uniform__growth-preferential_debt__spend-high_both__topo-er_k12,money-normal__income-uniform__growth-preferential_debt__spend-high_both__topo-er_k12,492,timestep_settle_check,0.1,120,normal,uniform,preferential_debt,high_both,0.04,0.4,er_k12,er,12,1,1.0,0.0,20.0,451.0,451.0,451.0,0.0,60.0,60.0,2.0,2,2.0,0.1,0.0044345898004434,0.0044345898004434,0.1,0.0,1.0,0.0083333333333333,1.0,1.0,1.0,1,1.0,0.0,0.0,1.0,14.0,447.0,0.2926916414032048,0.216569221885376,0.0,2.0,12.0,0.1068257868006319,0.26109633527933
c-0p10__money-normal__income-uniform__growth-preferential_debt__spend-high_both__topo-er_k24,money-normal__income-uniform__growth-preferential_debt__spend-high_both__topo-er_k24,493,timestep_settle_check,0.1,120,normal,uniform,preferential_debt,high_both,0.04,0.4,er_k24,er,24,1,1.0,0.0,20.0,448.0,448.0,448.0,0.0,60.0,60.0,1.0,1,1.0,0.05,0.0022321428571428,0.0022321428571428,0.05,0.0,1.0,0.0083333333333333,1.0,1.0,1.0,1,1.0,0.0,0.0,1.0,94.0,447.0,0.2945497458242556,0.1985366739288308,0.0,1.0,24.0,0.2065185248166577,0.1770220482187333
c-0p10__money-normal__income-uniform__growth-preferential_debt__spend-high_both__topo-ba_k6,money-normal__income-uniform__growth-preferential_debt__spend-high_both__topo-ba_k6,494,timestep_settle_check,0.1,120,normal,uniform,preferential_debt,high_both,0.04,0.4,ba_k6,ba,6,1,1.0,0.0,20.0,453.0,453.0,453.0,0.0,60.0,60.0,5.0,5,5.0,0.25,0.0110375275938189,0.0110375275938189,0.2,0.0,1.0,0.0083333333333333,1.0,1.0,1.0,1,1.0,0.0,0.0,1.0,1.0,363.0,0.2942307692307693,0.2134132892197409,0.2,4.0,6.0,0.1259430585713326,0.8633483482177807
c-0p10__money-normal__income-uniform__growth-preferential_debt__spend-high_both__topo-ba_k12,money-normal__income-uniform__growth-preferential_debt__spend-high_both__topo-ba_k12,495,timestep_settle_check,0.1,120,normal,uniform,preferential_debt,high_both,0.04,0.4,ba_k12,ba,12,1,1.0,0.0,20.0,482.0,482.0,482.0,0.0,60.0,60.0,5.0,5,5.0,0.25,0.0103734439834024,0.0103734439834024,0.25,0.0,1.0,0.0083333333333333,1.0,1.0,1.0,1,1.0,0.0,0.0,1.0,31.0,382.0,0.2722932232271595,0.1885404378031197,0.2,4.0,12.0,0.1858450212919375,0.6337352525861019
c-0p10__money-normal__income-uniform__growth-preferential_debt__spend-high_both__topo-ba_k24,money-normal__income-uniform__growth-preferential_debt__spend-high_both__topo-ba_k24,496,timestep_settle_check,0.1,120,normal,uniform,preferential_debt,high_both,0.04,0.4,ba_k24,ba,24,1,1.0,0.0,20.0,490.0,490.0,490.0,0.0,60.0,60.0,3.0,3,3.0,0.15,0.0061224489795918,0.0061224489795918,0.15,0.0,1.0,0.0083333333333333,1.0,1.0,1.0,1,1.0,0.0,0.0,1.0,54.0,441.0,0.2493232157506153,0.1798537052228603,0.0,3.0,24.0,0.2876397088578857,0.4617925019040638
c-0p10__money-normal__income-uniform__growth-preferential_debt__spend-high_both__topo-sw_k6,money-normal__income-uniform__growth-preferential_debt__spend-high_both__topo-sw_k6,497,timestep_settle_check,0.1,120,normal,uniform,preferential_debt,high_both,0.04,0.4,sw_k6,sw,6,1,1.0,0.0,20.0,455.0,455.0,455.0,0.0,60.0,60.0,4.0,4,4.0,0.2,0.0087912087912087,0.0087912087912087,0.1,0.0,1.0,0.0083333333333333,1.0,1.0,1.0,1,1.0,0.0,0.0,1.0,41.0,450.0,0.289143598615917,0.197822952710496,0.25,3.0,6.0,0.4409126984126984,0.1343709624716425
c-0p10__money-normal__income-uniform__growth-preferential_debt__spend-high_both__topo-sw_k12,money-normal__income-uniform__growth-preferential_debt__spend-high_both__topo-sw_k12,498,timestep_settle_check,0.1,120,normal,uniform,preferential_debt,high_both,0.04,0.4,sw_k12,sw,12,1,1.0,0.0,20.0,485.0,485.0,485.0,0.0,60.0,60.0,2.0,2,2.0,0.1,0.0041237113402061,0.0041237113402061,0.1,0.0,1.0,0.0083333333333333,1.0,1.0,1.0,1,1.0,0.0,0.0,1.0,79.0,466.0,0.2666866187815908,0.1754788507581803,0.0,2.0,12.0,0.5129451566951568,0.0986013297183269
c-0p10__money-normal__income-uniform__growth-preferential_debt__spend-high_both__topo-sw_k24,money-normal__income-uniform__growth-preferential_debt__spend-high_both__topo-sw_k24,499,timestep_settle_check,0.1,120,normal,uniform,preferential_debt,high_both,0.04,0.4,sw_k24,sw,24,1,1.0,0.0,20.0,454.0,454.0,454.0,0.0,60.0,60.0,3.0,3,3.0,0.15,0.0066079295154185,0.0066079295154185,0.1,0.0,1.0,0.0083333333333333,1.0,1.0,1.0,1,1.0,0.0,0.0,1.0,192.0,440.0,0.2700868276154171,0.197271636312297,0.0,3.0,24.0,0.5408954545186428,0.0622680882540552
c-0p10__money-normal__income-biased__growth-random__spend-low__topo-complete,money-normal__income-biased__growth-random__spend-low__topo-complete,500,timestep_settle_check,0.1,120,normal,biased,random,low,0.01,0.1,complete,complete,0,1,1.0,0.0,20.0,131.0,131.0,131.0,0.0,60.0,60.0,6.0,6,6.0,0.3,0.0458015267175572,0.0458015267175572,0.2,0.0,1.0,0.0083333333333333,1.0,1.0,1.0,1,1.0,0.0,0.0,1.0,15.0,125.0,0.2826292559899117,0.2916246321984026,0.3333333333333333,4.0,119.0,1.0,0.0
c-0p10__money-normal__income-biased__growth-random__spend-low__topo-er_k6,money-normal__income-biased__growth-random__spend-low__topo-er_k6,501,timestep_settle_check,0.1,120,normal,biased,random,low,0.01,0.1,er_k6,er,6,1,1.0,0.0,20.0,138.0,138.0,138.0,0.0,60.0,60.0,4.0,4,4.0,0.2,0.0289855072463768,0.0289855072463768,0.2,0.0,1.0,0.0083333333333333,1.0,1.0,1.0,1,1.0,0.0,0.0,1.0,54.0,128.0,0.2383721658524364,0.2684673681573344,0.25,3.0,6.0,0.0562579550079549,0.4121982622566565
c-0p10__money-normal__income-biased__growth-random__spend-low__topo-er_k12,money-normal__income-biased__growth-random__spend-low__topo-er_k12,502,timestep_settle_check,0.1,120,normal,biased,random,low,0.01,0.1,er_k12,er,12,1,1.0,0.0,20.0,131.0,131.0,131.0,0.0,60.0,60.0,3.0,3,3.0,0.15,0.0229007633587786,0.0229007633587786,0.15,0.0,1.0,0.0083333333333333,1.0,1.0,1.0,1,1.0,0.0,0.0,1.0,33.0,128.0,0.2589791666666667,0.2812291666666666,0.3333333333333333,2.0,12.0,0.106709255146124,0.2759663157115509
c-0p10__money-normal__income-biased__growth-random__spend-low__topo-er_k24,money-normal__income-biased__growth-random__spend-low__topo-er_k24,503,timestep_settle_check,0.1,120,normal,biased,random,low,0.01,0.1,er_k24,er,24,1,1.0,0.0,20.0,138.0,138.0,138.0,0.0,60.0,60.0,6.0,6,6.0,0.3,0.0434782608695652,0.0434782608695652,0.2,0.0,1.0,0.0083333333333333,1.0,1.0,1.0,1,1.0,0.0,0.0,1.0,4.0,132.0,0.2898724418278666,0.3275932155873282,0.3333333333333333,4.0,24.0,0.2050410537277509,0.1706130015452992
c-0p10__money-normal__income-biased__growth-random__spend-low__topo-ba_k6,money-normal__income-biased__growth-random__spend-low__topo-ba_k6,504,timestep_settle_check,0.1,120,normal,biased,random,low,0.01,0.1,ba_k6,ba,6,1,1.0,0.0,20.0,133.0,133.0,133.0,0.0,60.0,60.0,1.0,1,1.0,0.05,0.0075187969924812,0.0075187969924812,0.05,0.0,1.0,0.0083333333333333,1.0,1.0,1.0,1,1.0,0.0,0.0,1.0,83.0,131.0,0.2627702416278084,0.302610569450332,0.0,1.0,6.0,0.0997205359092614,0.7425556469981821
c-0p10__money-normal__income-biased__growth-random__spend-low__topo-ba_k12,money-normal__income-biased__growth-random__spend-low__topo-ba_k12,505,timestep_settle_check,0.1,120,normal,biased,random,low,0.01,0.1,ba_k12,ba,12,1,1.0,0.0,20.0,128.0,128.0,128.0,0.0,60.0,60.0,3.0,3,3.0,0.15,0.0234375,0.0234375,0.1,0.0,1.0,0.0083333333333333,1.0,1.0,1.0,1,1.0,0.0,0.0,1.0,2.0,125.0,0.2403675282714055,0.2567784060312332,0.0,3.0,12.0,0.1717146948525917,0.5903349645501021
