seed,ended_by_default,periods_completed,time_steps_completed,settlements_completed,checks_completed,first_cascade_period,first_cascade_time_steps,last_period_length_steps,max_period_length_steps,max_period_length_steps_cap,max_uncapped_period_length_steps,capped_periods,total_credit_issued,credit_scale_before_cascade,active_credit_after_cascade,collapse_size,max_collapse_size,total_collapse_size,avalanche_count,avalanche_period_count,avalanche_timestep_rate,avalanche_period_occupancy,collapse_fraction,critical_event,initial_total_money,final_cash_total,final_active_credit,initial_money_gini,final_net_worth_gini,failed_credit_events,total_income_last_period,total_default_occurrences,unique_default_nodes,repeat_default_occurrences,repeat_default_share,n_nodes,mean_initial_money,money_distribution,income_distribution_rule,growth_rule,consumption_wealth_propensity,consumption_income_propensity,investment_income_propensity,initial_income_per_capita,income_bias_floor,collapse_threshold_fraction,max_periods,max_time_steps,default_threshold,wipe_defaulted_assets,validate_accounting,period_length_rule,fixed_period_length_steps,avalanche_protocol,default_check_mode,topology,target_mean_degree,topology_seed,topology_nodes,topology_edges,topology_mean_degree,topology_density,topology_clustering,topology_degree_std,topology_degree_cv,topology_max_degree,topology_components,topology_lcc_nodes,topology_lcc_fraction,topology_lcc_average_path_length,scenario_id,scenario_base_id,scenario_index,run_index,protocol,spending_label,topology_label,topology_family,target_mean_degree_requested,sw_rewire_probability
2026063146,True,20,2345,2345,2345,2,192,117,180,500,180,0,2345,192,2016,1,1,23,23,12,0.0098081023454157,0.6,0.0083333333333333,False,2562,2562,2016,0.31183970856102,0.2371714806141036,0,372,23,8,15,0.6521739130434783,120,20.0,uniform,uniform,random,0.04,0.4,0.3,5.0,1.0,0.1,20,0,0.0,True,False,income,100,continue_after_avalanche,timestep_settle_check,ba,24,,120,1440,24.0,0.2016806722689075,0.2886516742694624,11.095043938624128,0.462293497442672,66,1,120,1.0,1.808683473389356,c-0p30__money-uniform__income-uniform__growth-random__spend-high_both__topo-ba_k24,money-uniform__income-uniform__growth-random__spend-high_both__topo-ba_k24,2246,0,timestep_settle_check,high_both,ba_k24,ba,24,0.1
2026063147,True,20,2118,2118,2118,1,81,100,180,500,180,0,2118,81,2093,1,1,4,4,4,0.0018885741265344,0.2,0.0083333333333333,False,2391,2391,2093,0.3421476369719782,0.2191586504949114,0,320,4,2,2,0.5,120,20.0,uniform,uniform,random,0.04,0.4,0.3,5.0,1.0,0.1,20,0,0.0,True,False,income,100,continue_after_avalanche,timestep_settle_check,sw,6,,120,360,6.0,0.0504201680672268,0.4401190476190476,0.7745966692414834,0.1290994448735805,8,1,120,1.0,3.821428571428572,c-0p30__money-uniform__income-uniform__growth-random__spend-high_both__topo-sw_k6,money-uniform__income-uniform__growth-random__spend-high_both__topo-sw_k6,2247,0,timestep_settle_check,high_both,sw_k6,sw,6,0.1
2026063148,True,20,2132,2132,2132,1,16,96,180,500,180,0,2132,16,2021,1,1,15,15,6,0.0070356472795497,0.3,0.0083333333333333,False,2397,2397,2021,0.3359790015296899,0.2371610346266166,0,315,15,7,8,0.5333333333333333,120,20.0,uniform,uniform,random,0.04,0.4,0.3,5.0,1.0,0.1,20,0,0.0,True,False,income,100,continue_after_avalanche,timestep_settle_check,sw,12,,120,720,12.0,0.1008403361344537,0.5185425685425684,1.0,0.0833333333333333,15,1,120,1.0,2.60406162464986,c-0p30__money-uniform__income-uniform__growth-random__spend-high_both__topo-sw_k12,money-uniform__income-uniform__growth-random__spend-high_both__topo-sw_k12,2248,0,timestep_settle_check,high_both,sw_k12,sw,12,0.1
2026063149,True,20,2277,2277,2277,1,70,102,180,500,180,0,2277,70,2125,1,1,17,17,8,0.0074659639877031,0.4,0.0083333333333333,False,2431,2431,2125,0.3115761689291101,0.2114801864801865,0,325,17,10,7,0.4117647058823529,120,20.0,uniform,uniform,random,0.04,0.4,0.3,5.0,1.0,0.1,20,0,0.0,True,False,income,100,continue_after_avalanche,timestep_settle_check,sw,24,,120,1440,24.0,0.2016806722689075,0.5412518652102676,1.5110702608857516,0.0629612608702396,29,1,120,1.0,1.9672268907563024,c-0p30__money-uniform__income-uniform__growth-random__spend-high_both__topo-sw_k24,money-uniform__income-uniform__growth-random__spend-high_both__topo-sw_k24,2249,0,timestep_settle_check,high_both,sw_k24,sw,24,0.1
2026063150,True,20,562,562,562,1,111,14,180,500,180,0,562,111,552,1,1,2,2,2,0.0035587188612099,0.1,0.0083333333333333,False,2724,2724,552,0.292137787567303,0.2691935878609888,0,40,2,2,0,0.0,120,20.0,uniform,uniform,preferential_debt,0.01,0.1,0.3,5.0,1.0,0.1,20,0,0.0,True,False,income,100,continue_after_avalanche,timestep_settle_check,complete,119,2026072150.0,120,7140,119.0,1.0,1.0,0.0,0.0,119,1,120,1.0,1.0,c-0p30__money-uniform__income-uniform__growth-preferential_debt__spend-low__topo-complete,money-uniform__income-uniform__growth-preferential_debt__spend-low__topo-complete,2250,0,timestep_settle_check,low,complete,complete,0,
2026063151,True,20,530,530,530,1,57,12,180,500,180,0,530,57,498,1,1,5,5,3,0.0094339622641509,0.15,0.0083333333333333,False,2534,2534,498,0.3399500131544331,0.303288608260984,0,42,5,4,1,0.2,120,20.0,uniform,uniform,preferential_debt,0.01,0.1,0.3,5.0,1.0,0.1,20,0,0.0,True,False,income,100,continue_after_avalanche,timestep_settle_check,er,6,,120,360,6.0,0.0504201680672268,0.069037259037259,2.345207879911715,0.3908679799852858,13,2,119,0.9916666666666668,2.832502492522433,c-0p30__money-uniform__income-uniform__growth-preferential_debt__spend-low__topo-er_k6,money-uniform__income-uniform__growth-preferential_debt__spend-low__topo-er_k6,2251,0,timestep_settle_check,low,er_k6,er,6,0.1
2026063152,True,20,516,516,516,1,31,11,180,500,180,0,516,31,442,1,1,11,11,5,0.0213178294573643,0.25,0.0083333333333333,False,2353,2353,442,0.3552875761439298,0.3100049582093782,0,32,11,10,1,0.0909090909090909,120,20.0,uniform,uniform,preferential_debt,0.01,0.1,0.3,5.0,1.0,0.1,20,0,0.0,True,False,income,100,continue_after_avalanche,timestep_settle_check,er,12,,120,720,12.0,0.1008403361344537,0.0983626000905411,3.122498999199199,0.2602082499332666,18,1,120,1.0,2.161484593837535,c-0p30__money-uniform__income-uniform__growth-preferential_debt__spend-low__topo-er_k12,money-uniform__income-uniform__growth-preferential_debt__spend-low__topo-er_k12,2252,0,timestep_settle_check,low,er_k12,er,12,0.1
2026063153,True,20,544,544,544,1,143,13,180,500,180,0,544,143,498,1,1,5,5,4,0.0091911764705882,0.2,0.0083333333333333,False,2468,2468,498,0.3197325769854133,0.2968192868719612,0,39,5,5,0,0.0,120,20.0,uniform,uniform,preferential_debt,0.01,0.1,0.3,5.0,1.0,0.1,20,0,0.0,True,False,income,100,continue_after_avalanche,timestep_settle_check,er,24,,120,1440,24.0,0.2016806722689075,0.2039650877210505,4.275901464408801,0.1781625610170334,35,1,120,1.0,1.8044817927170869,c-0p30__money-uniform__income-uniform__growth-preferential_debt__spend-low__topo-er_k24,money-uniform__income-uniform__growth-preferential_debt__spend-low__topo-er_k24,2253,0,timestep_settle_check,low,er_k24,er,24,0.1
2026063154,True,20,510,510,510,1,9,10,180,500,180,0,510,9,320,2,2,19,18,6,0.0352941176470588,0.3,0.0166666666666666,False,2380,2380,320,0.3321428571428571,0.276687675070028,0,38,19,12,7,0.3684210526315789,120,20.0,uniform,uniform,preferential_debt,0.01,0.1,0.3,5.0,1.0,0.1,20,0,0.0,True,False,income,100,continue_after_avalanche,timestep_settle_check,ba,6,,120,360,6.0,0.0504201680672268,0.114274043143227,5.053051883103254,0.8421753138505422,38,1,120,1.0,2.6584033613445377,c-0p30__money-uniform__income-uniform__growth-preferential_debt__spend-low__topo-ba_k6,money-uniform__income-uniform__growth-preferential_debt__spend-low__topo-ba_k6,2254,0,timestep_settle_check,low,ba_k6,ba,6,0.1
2026063155,True,20,533,533,533,1,9,12,180,500,180,0,533,9,346,2,2,14,13,7,0.024390243902439,0.35,0.0166666666666666,False,2523,2523,346,0.3118873034746994,0.261002113885586,0,48,14,10,4,0.2857142857142857,120,20.0,uniform,uniform,preferential_debt,0.01,0.1,0.3,5.0,1.0,0.1,20,0,0.0,True,False,income,100,continue_after_avalanche,timestep_settle_check,ba,12,,120,720,12.0,0.1008403361344537,0.1851354496556939,7.682230578853167,0.6401858815710972,50,1,120,1.0,2.142717086834734,c-0p30__money-uniform__income-uniform__growth-preferential_debt__spend-low__topo-ba_k12,money-uniform__income-uniform__growth-preferential_debt__spend-low__topo-ba_k12,2255,0,timestep_settle_check,low,ba_k12,ba,12,0.1
2026063156,True,20,471,471,471,1,26,9,180,500,180,0,471,26,338,1,1,15,15,6,0.0318471337579617,0.3,0.0083333333333333,False,2163,2163,338,0.3990560949298813,0.3374364308830329,0,27,15,13,2,0.1333333333333333,120,20.0,uniform,uniform,preferential_debt,0.01,0.1,0.3,5.0,1.0,0.1,20,0,0.0,True,False,income,100,continue_after_avalanche,timestep_settle_check,ba,24,,120,1440,24.0,0.2016806722689075,0.2838421859297356,10.933130079411535,0.4555470866421474,66,1,120,1.0,1.8124649859943975,c-0p30__money-uniform__income-uniform__growth-preferential_debt__spend-low__topo-ba_k24,money-uniform__income-uniform__growth-preferential_debt__spend-low__topo-ba_k24,2256,0,timestep_settle_check,low,ba_k24,ba,24,0.1
2026063157,True,20,527,527,527,1,29,14,180,500,180,0,527,29,517,1,1,4,4,2,0.0075901328273244,0.1,0.0083333333333333,False,2575,2575,517,0.3043592233009708,0.2795436893203884,0,39,4,3,1,0.25,120,20.0,uniform,uniform,preferential_debt,0.01,0.1,0.3,5.0,1.0,0.1,20,0,0.0,True,False,income,100,continue_after_avalanche,timestep_settle_check,sw,6,,120,360,6.0,0.0504201680672268,0.3606150793650792,0.8366600265340756,0.1394433377556792,8,1,120,1.0,3.522689075630252,c-0p30__money-uniform__income-uniform__growth-preferential_debt__spend-low__topo-sw_k6,money-uniform__income-uniform__growth-preferential_debt__spend-low__topo-sw_k6,2257,0,timestep_settle_check,low,sw_k6,sw,6,0.1
2026063158,True,20,526,526,526,1,25,15,180,500,180,0,526,25,511,2,2,6,5,1,0.0095057034220532,0.05,0.0166666666666666,False,2510,2510,511,0.304933598937583,0.2609229747675963,0,39,6,4,2,0.3333333333333333,120,20.0,uniform,uniform,preferential_debt,0.01,0.1,0.3,5.0,1.0,0.1,20,0,0.0,True,False,income,100,continue_after_avalanche,timestep_settle_check,sw,12,,120,720,12.0,0.1008403361344537,0.52006993006993,1.0567244989431572,0.0880603749119297,15,1,120,1.0,2.6126050420168068,c-0p30__money-uniform__income-uniform__growth-preferential_debt__spend-low__topo-sw_k12,money-uniform__income-uniform__growth-preferential_debt__spend-low__topo-sw_k12,2258,0,timestep_settle_check,low,sw_k12,sw,12,0.1
2026063159,True,20,542,542,542,1,82,14,180,500,180,0,542,82,485,1,1,7,7,5,0.0129151291512915,0.25,0.0083333333333333,False,2509,2509,485,0.3263484788096187,0.2854291218280855,0,45,7,6,1,0.1428571428571428,120,20.0,uniform,uniform,preferential_debt,0.01,0.1,0.3,5.0,1.0,0.1,20,0,0.0,True,False,income,100,continue_after_avalanche,timestep_settle_check,sw,24,,120,1440,24.0,0.2016806722689075,0.5384607384098232,1.466287829861518,0.0610953262442299,28,1,120,1.0,1.9865546218487395,c-0p30__money-uniform__income-uniform__growth-preferential_debt__spend-low__topo-sw_k24,money-uniform__income-uniform__growth-preferential_debt__spend-low__topo-sw_k24,2259,0,timestep_settle_check,low,sw_k24,sw,24,0.1
2026063160,True,20,919,919,919,1,13,34,180,500,180,0,919,13,812,1,1,11,11,6,0.0119695321001088,0.3,0.0083333333333333,False,2440,2440,812,0.3375751366120219,0.2555191256830602,0,103,11,10,1,0.0909090909090909,120,20.0,uniform,uniform,preferential_debt,0.02,0.2,0.3,5.0,1.0,0.1,20,0,0.0,True,False,income,100,continue_after_avalanche,timestep_settle_check,complete,119,2026072160.0,120,7140,119.0,1.0,1.0,0.0,0.0,119,1,120,1.0,1.0,c-0p30__money-uniform__income-uniform__growth-preferential_debt__spend-baseline__topo-complete,money-uniform__income-uniform__growth-preferential_debt__spend-baseline__topo-complete,2260,0,timestep_settle_check,baseline,complete,complete,0,
2026063161,True,20,910,910,910,1,34,36,180,500,180,0,910,34,805,1,1,8,8,5,0.0087912087912087,0.25,0.0083333333333333,False,2564,2564,805,0.3423621944877795,0.2686557462298491,0,118,8,8,0,0.0,120,20.0,uniform,uniform,preferential_debt,0.02,0.2,0.3,5.0,1.0,0.1,20,0,0.0,True,False,income,100,continue_after_avalanche,timestep_settle_check,er,6,,120,360,6.0,0.0504201680672268,0.0471022958522958,2.3874672772626644,0.3979112128771107,13,2,119,0.9916666666666668,2.832075202962541,c-0p30__money-uniform__income-uniform__growth-preferential_debt__spend-baseline__topo-er_k6,money-uniform__income-uniform__growth-preferential_debt__spend-baseline__topo-er_k6,2261,0,timestep_settle_check,baseline,er_k6,er,6,0.1
2026063162,True,20,955,955,955,1,19,30,180,500,180,0,955,19,911,1,1,9,9,4,0.0094240837696335,0.2,0.0083333333333333,False,2621,2621,911,0.2889577769299249,0.2365477553096782,0,109,9,6,3,0.3333333333333333,120,20.0,uniform,uniform,preferential_debt,0.02,0.2,0.3,5.0,1.0,0.1,20,0,0.0,True,False,income,100,continue_after_avalanche,timestep_settle_check,er,12,,120,720,12.0,0.1008403361344537,0.0951430338679631,3.25832267687942,0.2715268897399516,23,1,120,1.0,2.1624649859943976,c-0p30__money-uniform__income-uniform__growth-preferential_debt__spend-baseline__topo-er_k12,money-uniform__income-uniform__growth-preferential_debt__spend-baseline__topo-er_k12,2262,0,timestep_settle_check,baseline,er_k12,er,12,0.1
2026063163,True,20,866,866,866,1,50,28,180,500,180,0,866,50,745,1,1,12,12,7,0.0138568129330254,0.35,0.0083333333333333,False,2271,2271,745,0.3454315279612505,0.2770695728753853,0,73,12,10,2,0.1666666666666666,120,20.0,uniform,uniform,preferential_debt,0.02,0.2,0.3,5.0,1.0,0.1,20,0,0.0,True,False,income,100,continue_after_avalanche,timestep_settle_check,er,24,,120,1440,24.0,0.2016806722689075,0.2000119333197916,4.258325179379017,0.177430215807459,36,1,120,1.0,1.803501400560224,c-0p30__money-uniform__income-uniform__growth-preferential_debt__spend-baseline__topo-er_k24,money-uniform__income-uniform__growth-preferential_debt__spend-baseline__topo-er_k24,2263,0,timestep_settle_check,baseline,er_k24,er,24,0.1
2026063164,True,20,926,926,926,1,96,31,180,500,180,0,926,96,524,1,1,15,15,10,0.0161987041036717,0.5,0.0083333333333333,False,2525,2525,524,0.3152112211221123,0.2352706270627063,0,123,15,11,4,0.2666666666666666,120,20.0,uniform,uniform,preferential_debt,0.02,0.2,0.3,5.0,1.0,0.1,20,0,0.0,True,False,income,100,continue_after_avalanche,timestep_settle_check,ba,6,,120,360,6.0,0.0504201680672268,0.1168425155354334,5.142956348249516,0.8571593913749194,33,1,120,1.0,2.607843137254902,c-0p30__money-uniform__income-uniform__growth-preferential_debt__spend-baseline__topo-ba_k6,money-uniform__income-uniform__growth-preferential_debt__spend-baseline__topo-ba_k6,2264,0,timestep_settle_check,baseline,ba_k6,ba,6,0.1
2026063165,True,20,822,822,822,1,43,29,180,500,180,0,822,43,511,1,1,16,16,10,0.0194647201946472,0.5,0.0083333333333333,False,2250,2250,511,0.3847703703703704,0.2743185185185186,0,94,16,13,3,0.1875,120,20.0,uniform,uniform,preferential_debt,0.02,0.2,0.3,5.0,1.0,0.1,20,0,0.0,True,False,income,100,continue_after_avalanche,timestep_settle_check,ba,12,,120,720,12.0,0.1008403361344537,0.1971435124659528,7.750268812542354,0.6458557343785295,47,1,120,1.0,2.134453781512605,c-0p30__money-uniform__income-uniform__growth-preferential_debt__spend-baseline__topo-ba_k12,money-uniform__income-uniform__growth-preferential_debt__spend-baseline__topo-ba_k12,2265,0,timestep_settle_check,baseline,ba_k12,ba,12,0.1
2026063166,True,20,839,839,839,1,23,27,180,500,180,0,839,23,607,1,1,13,13,7,0.0154946364719904,0.35,0.0083333333333333,False,2398,2398,607,0.3539477342229635,0.2557686961356686,0,95,13,12,1,0.0769230769230769,120,20.0,uniform,uniform,preferential_debt,0.02,0.2,0.3,5.0,1.0,0.1,20,0,0.0,True,False,income,100,continue_after_avalanche,timestep_settle_check,ba,24,,120,1440,24.0,0.2016806722689075,0.2878663083218774,10.842816362304893,0.4517840150960371,70,1,120,1.0,1.8105042016806725,c-0p30__money-uniform__income-uniform__growth-preferential_debt__spend-baseline__topo-ba_k24,money-uniform__income-uniform__growth-preferential_debt__spend-baseline__topo-ba_k24,2266,0,timestep_settle_check,baseline,ba_k24,ba,24,0.1
2026063167,True,20,845,845,845,1,25,27,180,500,180,0,845,25,778,1,1,13,13,7,0.0153846153846153,0.35,0.0083333333333333,False,2233,2233,778,0.3895693387072698,0.2782915360501568,0,89,13,9,4,0.3076923076923077,120,20.0,uniform,uniform,preferential_debt,0.02,0.2,0.3,5.0,1.0,0.1,20,0,0.0,True,False,income,100,continue_after_avalanche,timestep_settle_check,sw,6,,120,360,6.0,0.0504201680672268,0.4725992063492065,0.6708203932499369,0.1118033988749894,8,1,120,1.0,4.0739495798319325,c-0p30__money-uniform__income-uniform__growth-preferential_debt__spend-baseline__topo-sw_k6,money-uniform__income-uniform__growth-preferential_debt__spend-baseline__topo-sw_k6,2267,0,timestep_settle_check,baseline,sw_k6,sw,6,0.1
2026063168,True,20,855,855,855,1,51,30,180,500,180,0,855,51,766,1,1,12,12,6,0.0140350877192982,0.3,0.0083333333333333,False,2322,2322,766,0.3658268733850129,0.2828308929084122,0,90,12,9,3,0.25,120,20.0,uniform,uniform,preferential_debt,0.02,0.2,0.3,5.0,1.0,0.1,20,0,0.0,True,False,income,100,continue_after_avalanche,timestep_settle_check,sw,12,,120,720,12.0,0.1008403361344537,0.5136932511932513,1.1030261405182864,0.0919188450431905,15,1,120,1.0,2.6400560224089635,c-0p30__money-uniform__income-uniform__growth-preferential_debt__spend-baseline__topo-sw_k12,money-uniform__income-uniform__growth-preferential_debt__spend-baseline__topo-sw_k12,2268,0,timestep_settle_check,baseline,sw_k12,sw,12,0.1
2026063169,True,20,885,885,885,1,101,25,180,500,180,0,885,101,801,1,1,7,7,5,0.007909604519774,0.25,0.0083333333333333,False,2493,2493,801,0.3379495921914695,0.2603255782858671,0,96,7,7,0,0.0,120,20.0,uniform,uniform,preferential_debt,0.02,0.2,0.3,5.0,1.0,0.1,20,0,0.0,True,False,income,100,continue_after_avalanche,timestep_settle_check,sw,24,,120,1440,24.0,0.2016806722689075,0.5209243790858971,1.591644851508443,0.0663185354795184,28,1,120,1.0,1.938795518207283,c-0p30__money-uniform__income-uniform__growth-preferential_debt__spend-baseline__topo-sw_k24,money-uniform__income-uniform__growth-preferential_debt__spend-baseline__topo-sw_k24,2269,0,timestep_settle_check,baseline,sw_k24,sw,24,0.1
2026063170,True,20,1286,1286,1286,1,65,47,180,500,180,0,1286,65,1035,1,1,19,19,11,0.0147744945567651,0.55,0.0083333333333333,False,2223,2223,1035,0.3708164642375169,0.2669178287599341,0,143,19,16,3,0.1578947368421052,120,20.0,uniform,uniform,preferential_debt,0.02,0.4,0.3,5.0,1.0,0.1,20,0,0.0,True,False,income,100,continue_after_avalanche,timestep_settle_check,complete,119,2026072170.0,120,7140,119.0,1.0,1.0,0.0,0.0,119,1,120,1.0,1.0,c-0p30__money-uniform__income-uniform__growth-preferential_debt__spend-high_income__topo-complete,money-uniform__income-uniform__growth-preferential_debt__spend-high_income__topo-complete,2270,0,timestep_settle_check,high_income,complete,complete,0,
2026063171,True,20,1498,1498,1498,1,151,55,180,500,180,0,1498,151,1192,1,1,13,13,10,0.0086782376502002,0.5,0.0083333333333333,False,2669,2669,1192,0.2932215561383788,0.253337704508555,0,184,13,12,1,0.0769230769230769,120,20.0,uniform,uniform,preferential_debt,0.02,0.4,0.3,5.0,1.0,0.1,20,0,0.0,True,False,income,100,continue_after_avalanche,timestep_settle_check,er,6,,120,360,6.0,0.0504201680672268,0.0450156325156324,2.3166067138525404,0.3861011189754234,11,1,120,1.0,2.861204481792717,c-0p30__money-uniform__income-uniform__growth-preferential_debt__spend-high_income__topo-er_k6,money-uniform__income-uniform__growth-preferential_debt__spend-high_income__topo-er_k6,2271,0,timestep_settle_check,high_income,er_k6,er,6,0.1
2026063172,True,20,1477,1477,1477,1,7,46,180,500,180,0,1477,7,889,2,2,22,21,12,0.0142180094786729,0.6,0.0166666666666666,False,2724,2724,889,0.2848996573666178,0.2393538913362702,0,185,22,22,0,0.0,120,20.0,uniform,uniform,preferential_debt,0.02,0.4,0.3,5.0,1.0,0.1,20,0,0.0,True,False,income,100,continue_after_avalanche,timestep_settle_check,er,12,,120,720,12.0,0.1008403361344537,0.1024287399906594,3.495234851432256,0.291269570952688,21,1,120,1.0,2.1743697478991595,c-0p30__money-uniform__income-uniform__growth-preferential_debt__spend-high_income__topo-er_k12,money-uniform__income-uniform__growth-preferential_debt__spend-high_income__topo-er_k12,2272,0,timestep_settle_check,high_income,er_k12,er,12,0.1
2026063173,True,20,1209,1209,1209,1,4,43,180,500,180,0,1209,4,898,1,1,24,24,11,0.0198511166253101,0.55,0.0083333333333333,False,2098,2098,898,0.3787098824277088,0.2824277089291389,0,150,24,19,5,0.2083333333333333,120,20.0,uniform,uniform,preferential_debt,0.02,0.4,0.3,5.0,1.0,0.1,20,0,0.0,True,False,income,100,continue_after_avalanche,timestep_settle_check,er,24,,120,1440,24.0,0.2016806722689075,0.2041912452633452,4.609772228646444,0.1920738428602685,37,1,120,1.0,1.8065826330532213,c-0p30__money-uniform__income-uniform__growth-preferential_debt__spend-high_income__topo-er_k24,money-uniform__income-uniform__growth-preferential_debt__spend-high_income__topo-er_k24,2273,0,timestep_settle_check,high_income,er_k24,er,24,0.1
2026063174,True,20,1423,1423,1423,1,11,48,180,500,180,0,1423,11,476,2,2,38,34,18,0.0238931834153197,0.9,0.0166666666666666,False,2353,2353,476,0.3398462955092789,0.2214088397790055,0,179,38,26,12,0.3157894736842105,120,20.0,uniform,uniform,preferential_debt,0.02,0.4,0.3,5.0,1.0,0.1,20,0,0.0,True,False,income,100,continue_after_avalanche,timestep_settle_check,ba,6,,120,360,6.0,0.0504201680672268,0.1076762418622235,4.976611966656298,0.8294353277760497,30,1,120,1.0,2.657983193277311,c-0p30__money-uniform__income-uniform__growth-preferential_debt__spend-high_income__topo-ba_k6,money-uniform__income-uniform__growth-preferential_debt__spend-high_income__topo-ba_k6,2274,0,timestep_settle_check,high_income,ba_k6,ba,6,0.1
2026063175,True,20,1410,1410,1410,1,43,51,180,500,180,0,1410,43,689,2,2,33,32,17,0.0226950354609929,0.85,0.0166666666666666,False,2352,2352,689,0.3486819727891157,0.276622732426304,0,158,33,23,10,0.303030303030303,120,20.0,uniform,uniform,preferential_debt,0.02,0.4,0.3,5.0,1.0,0.1,20,0,0.0,True,False,income,100,continue_after_avalanche,timestep_settle_check,ba,12,,120,720,12.0,0.1008403361344537,0.1851445948986263,7.362064927722384,0.613505410643532,40,1,120,1.0,2.1585434173669467,c-0p30__money-uniform__income-uniform__growth-preferential_debt__spend-high_income__topo-ba_k12,money-uniform__income-uniform__growth-preferential_debt__spend-high_income__topo-ba_k12,2275,0,timestep_settle_check,high_income,ba_k12,ba,12,0.1
2026063176,True,20,1360,1360,1360,1,19,44,180,500,180,0,1360,19,733,2,2,29,28,14,0.0205882352941176,0.7,0.0166666666666666,False,2436,2436,733,0.3529761904761905,0.2541119321291736,0,138,29,25,4,0.1379310344827586,120,20.0,uniform,uniform,preferential_debt,0.02,0.4,0.3,5.0,1.0,0.1,20,0,0.0,True,False,income,100,continue_after_avalanche,timestep_settle_check,ba,24,,120,1440,24.0,0.2016806722689075,0.2859223247183961,11.092039187333109,0.4621682994722129,59,1,120,1.0,1.814565826330532,c-0p30__money-uniform__income-uniform__growth-preferential_debt__spend-high_income__topo-ba_k24,money-uniform__income-uniform__growth-preferential_debt__spend-high_income__topo-ba_k24,2276,0,timestep_settle_check,high_income,ba_k24,ba,24,0.1
2026063177,True,20,1476,1476,1476,1,29,46,180,500,180,0,1476,29,1197,1,1,18,18,10,0.0121951219512195,0.5,0.0083333333333333,False,2601,2601,1197,0.2965558118672307,0.2705914391900552,0,154,18,16,2,0.1111111111111111,120,20.0,uniform,uniform,preferential_debt,0.02,0.4,0.3,5.0,1.0,0.1,20,0,0.0,True,False,income,100,continue_after_avalanche,timestep_settle_check,sw,6,,120,360,6.0,0.0504201680672268,0.3929166666666667,0.816496580927726,0.1360827634879543,8,1,120,1.0,3.657843137254902,c-0p30__money-uniform__income-uniform__growth-preferential_debt__spend-high_income__topo-sw_k6,money-uniform__income-uniform__growth-preferential_debt__spend-high_income__topo-sw_k6,2277,0,timestep_settle_check,high_income,sw_k6,sw,6,0.1
2026063178,True,20,1360,1360,1360,1,47,52,180,500,180,0,1360,47,1086,1,1,16,16,12,0.0117647058823529,0.6,0.0083333333333333,False,2389,2389,1086,0.3441572485000699,0.2844670015348123,0,163,16,16,0,0.0,120,20.0,uniform,uniform,preferential_debt,0.02,0.4,0.3,5.0,1.0,0.1,20,0,0.0,True,False,income,100,continue_after_avalanche,timestep_settle_check,sw,12,,120,720,12.0,0.1008403361344537,0.4995804195804194,1.02469507659596,0.0853912563829966,14,1,120,1.0,2.622689075630252,c-0p30__money-uniform__income-uniform__growth-preferential_debt__spend-high_income__topo-sw_k12,money-uniform__income-uniform__growth-preferential_debt__spend-high_income__topo-sw_k12,2278,0,timestep_settle_check,high_income,sw_k12,sw,12,0.1
2026063179,True,20,1378,1378,1378,1,14,43,180,500,180,0,1378,14,1101,2,2,23,22,11,0.0159651669085631,0.55,0.0166666666666666,False,2359,2359,1101,0.3452628232301822,0.2622050303801047,0,145,23,18,5,0.217391304347826,120,20.0,uniform,uniform,preferential_debt,0.02,0.4,0.3,5.0,1.0,0.1,20,0,0.0,True,False,income,100,continue_after_avalanche,timestep_settle_check,sw,24,,120,1440,24.0,0.2016806722689075,0.562141447112652,1.420093893609386,0.059170578900391,28,1,120,1.0,2.0018207282913165,c-0p30__money-uniform__income-uniform__growth-preferential_debt__spend-high_income__topo-sw_k24,money-uniform__income-uniform__growth-preferential_debt__spend-high_income__topo-sw_k24,2279,0,timestep_settle_check,high_income,sw_k24,sw,24,0.1
2026063180,True,20,1468,1468,1468,1,9,67,180,500,180,0,1468,9,1334,1,1,11,11,5,0.0074931880108991,0.25,0.0083333333333333,False,2604,2604,1334,0.3107014848950333,0.2167946748591911,0,226,11,9,2,0.1818181818181818,120,20.0,uniform,uniform,preferential_debt,0.04,0.2,0.3,5.0,1.0,0.1,20,0,0.0,True,False,income,100,continue_after_avalanche,timestep_settle_check,complete,119,2026072180.0,120,7140,119.0,1.0,1.0,0.0,0.0,119,1,120,1.0,1.0,c-0p30__money-uniform__income-uniform__growth-preferential_debt__spend-high_wealth__topo-complete,money-uniform__income-uniform__growth-preferential_debt__spend-high_wealth__topo-complete,2280,0,timestep_settle_check,high_wealth,complete,complete,0,
2026063181,True,20,1371,1371,1371,1,49,51,180,500,180,0,1371,49,943,1,1,18,18,9,0.0131291028446389,0.45,0.0083333333333333,False,2390,2390,943,0.3441492329149234,0.2385076708507671,0,176,18,16,2,0.1111111111111111,120,20.0,uniform,uniform,preferential_debt,0.04,0.2,0.3,5.0,1.0,0.1,20,0,0.0,True,False,income,100,continue_after_avalanche,timestep_settle_check,er,6,,120,360,6.0,0.0504201680672268,0.0441173178673178,2.117388328420966,0.3528980547368276,14,1,120,1.0,2.84187675070028,c-0p30__money-uniform__income-uniform__growth-preferential_debt__spend-high_wealth__topo-er_k6,money-uniform__income-uniform__growth-preferential_debt__spend-high_wealth__topo-er_k6,2281,0,timestep_settle_check,high_wealth,er_k6,er,6,0.1
