family,scenario_id,scenario_index,n_nodes,money_distribution,control_name,control_value,window,runs,period_count,event_count,runs_with_events,avalanche_occupancy,one_period_wait_fraction,pooled_size_lag1_correlation,mean_event_size,median_event_size,p90_event_size,p95_event_size,p99_event_size,max_event_size,large_event_count,large_event_rate,mean_initial_default_count,mean_propagated_default_count,propagated_default_share,single_initial_default_fraction,mean_active_credit,mean_final_net_worth_gini,mean_period_length_steps,mean_issued_credit,unique_default_nodes_within_runs,total_default_occurrences_within_runs,repeated_default_occurrences_within_runs,repeated_default_share
income,income__N200__c0p14__pareto__biased__random,13,200,pareto,c,0.14,early,12,4800,3681,12,0.766875,0.9160534205505587,0.5426702649913901,4.894050529747351,5.0,9.0,10.0,12.0,19,0,0.0,4.32762836185819,0.5664221678891606,0.115736885928393,0.1480575930453681,1351.7125,0.6760643263972707,17.303333333333335,17.303333333333335,1630,18015,16385,0.9095198445739662
income,income__N200__c0p14__pareto__biased__random,13,200,pareto,c,0.14,late,12,4800,4800,12,1.0,1.0,-0.16953571387800426,14.127708333333333,14.0,17.0,18.0,19.0,22,42,0.00875,7.780833333333334,6.346875,0.44925014377774175,0.0,37.66395833333333,0.9911220860968594,15.349791666666667,15.349791666666667,2371,67813,65442,0.9650362024980461
income,income__N200__c0p16__lognormal__biased__random,14,200,lognormal,c,0.16,early,12,4800,4723,12,0.9839583333333334,0.9864147739333475,0.696830331411112,8.348083845013763,8.0,14.0,16.0,18.0,23,21,0.004446326487402075,7.235443573999577,1.1126402710141858,0.1332809171147408,0.042981156044886726,860.9783333333334,0.7915552307229955,19.88104166666667,19.88104166666667,1925,39428,37503,0.9511768286496906
income,income__N200__c0p16__lognormal__biased__random,14,200,lognormal,c,0.16,late,12,4800,4800,12,1.0,1.0,0.003704602927810466,15.964583333333334,16.0,19.0,20.0,22.0,31,385,0.08020833333333334,8.333958333333333,7.630625,0.4779720736004176,0.0,55.28,0.9909484747661879,17.517708333333335,17.517708333333335,2371,76630,74259,0.9690591152290225
income,income__N200__c0p16__pareto__biased__random,15,200,pareto,c,0.16,early,12,4800,3914,12,0.8154166666666667,0.9441312147616607,0.6797767996298746,6.7950945324476235,6.0,12.0,14.0,17.0,24,4,0.001021972406745018,5.9256515074093,0.8694430250383239,0.12795157166491203,0.10781808891159939,1302.6764583333334,0.7061851612526242,20.220416666666665,20.220416666666665,1819,26596,24777,0.9316062565799368
income,income__N200__c0p16__pareto__biased__random,15,200,pareto,c,0.16,late,12,4800,4800,12,1.0,1.0,-0.19289995437433324,16.139166666666668,16.0,19.0,20.0,22.0,28,339,0.070625,8.251041666666667,7.888125,0.48875664790623224,0.00020833333333333335,38.65770833333333,0.9910919355022829,17.663333333333334,17.663333333333334,2374,77468,75094,0.9693550885526927
income,income__N200__c0p18__lognormal__biased__random,16,200,lognormal,c,0.18,early,12,4800,4751,12,0.9897916666666666,0.990715340789196,0.7384809501221461,10.765523047779414,11.0,17.0,19.0,22.0,28,157,0.03304567459482214,9.083771837507893,1.6817512102715217,0.15621639587854616,0.024836876447063776,759.78,0.8249174781969675,22.851458333333333,22.851458333333333,2074,51147,49073,0.959450212133654
income,income__N200__c0p18__lognormal__biased__random,16,200,lognormal,c,0.18,late,12,4800,4800,12,1.0,1.0,0.05703271827892097,17.892916666666668,18.0,22.0,23.0,26.0,35,1297,0.27020833333333333,8.193958333333333,9.698958333333334,0.5420557483175372,0.0,32.429375,0.9923413116424302,19.669166666666666,19.669166666666666,2378,85886,83508,0.9723121346901706
income,income__N200__c0p18__pareto__biased__random,17,200,pareto,c,0.18,early,12,4800,4095,12,0.853125,0.9578741121724222,0.7613086931125538,9.32893772893773,9.0,16.0,18.0,21.0,25,81,0.01978021978021978,7.873504273504273,1.4554334554334554,0.15601277420030366,0.0796092796092796,1146.1652083333333,0.7553647696812442,23.23625,23.23625,2014,38202,36188,0.9472802471074813
income,income__N200__c0p18__pareto__biased__random,17,200,pareto,c,0.18,late,12,4800,4800,12,1.0,1.0,-0.20036970343393853,18.060625,18.0,21.0,22.0,24.0,31,1331,0.27729166666666666,7.995208333333333,10.065416666666666,0.557312754495853,0.0,23.832291666666666,0.9934358895048199,19.763541666666665,19.763541666666665,2382,86691,84309,0.9725230992836627
income,income__N200__c0p20__lognormal__biased__random,18,200,lognormal,c,0.2,early,12,4800,4779,12,0.995625,0.9958044891965597,0.773117337336177,13.485247959824232,14.0,21.0,22.0,25.0,32,815,0.17053776940782592,10.91734672525633,2.567901234567901,0.19042298978990163,0.01841389412010881,668.711875,0.8496580436259022,26.109791666666666,26.109791666666666,2159,64446,62287,0.9664990845048568
income,income__N200__c0p20__lognormal__biased__random,18,200,lognormal,c,0.2,late,12,4800,4800,12,1.0,1.0,0.08747386548237567,19.929375,20.0,24.0,25.0,28.0,33,2705,0.5635416666666667,8.626666666666667,11.302708333333333,0.5671381231640898,0.0,34.423125,0.9929056220318466,22.105416666666667,22.105416666666667,2378,95661,93283,0.9751413846813226
income,income__N200__c0p20__pareto__biased__random,19,200,pareto,c,0.2,early,12,4800,4218,12,0.87875,0.9676652401331431,0.8050381852367303,11.475343764817449,12.0,19.0,21.0,23.0,32,395,0.09364627785680417,9.4950213371266,1.9803224276908487,0.17257194801975084,0.06590801327643434,1109.831875,0.7706105700346356,26.513958333333335,26.513958333333335,2098,48403,46305,0.9566555791996364
income,income__N200__c0p20__pareto__biased__random,19,200,pareto,c,0.2,late,12,4800,4800,12,1.0,1.0,-0.22240353857808565,20.011875,20.0,23.0,25.0,27.0,31,2861,0.5960416666666667,8.943125,11.06875,0.5531090914769355,0.0,56.22958333333333,0.9919686366688577,22.25375,22.25375,2374,96057,93683,0.9752855075632176
