family,scenario_id,scenario_index,n_nodes,money_distribution,control_name,control_value,time_bin,runs,period_count,event_count,avalanche_occupancy,mean_event_size,large_event_rate,mean_initial_default_count,mean_propagated_default_count,propagated_default_share,single_initial_default_fraction,mean_active_credit,mean_final_net_worth_gini,mean_period_length_steps,repeated_default_share
income,income__N200__c0p06__lognormal__biased__random,4,200,lognormal,c,0.06,10,12,2400,2027,0.8445833333333334,2.4597927972372964,0.0,2.144548593981253,0.3152442032560434,0.12815884476534295,0.3463246176615688,1475.9095833333333,0.8112053771161742,6.244166666666667,0.7248295226634577
income,income__N200__c0p08__lognormal__biased__random,6,200,lognormal,c,0.08,1,12,2400,1602,0.6675,1.7927590511860174,0.0,1.6367041198501873,0.1560549313358302,0.08704735376044566,0.5655430711610487,656.8995833333333,0.6240109988549434,9.410833333333333,0.7137883008356546
income,income__N200__c0p08__lognormal__biased__random,6,200,lognormal,c,0.08,2,12,2400,2102,0.8758333333333334,2.446241674595623,0.0,2.19790675547098,0.2483349191246432,0.10151691948658105,0.3206470028544244,1179.8158333333333,0.707497758639647,8.902916666666666,0.7786853364449631
income,income__N200__c0p08__lognormal__biased__random,6,200,lognormal,c,0.08,3,12,2400,2250,0.9375,2.977777777777778,0.0,2.648888888888889,0.3288888888888889,0.11044776119402981,0.21777777777777774,1298.5779166666666,0.7674624719500003,8.901666666666667,0.7983582089552239
income,income__N200__c0p08__lognormal__biased__random,6,200,lognormal,c,0.08,4,12,2400,2316,0.965,3.5958549222797926,0.0,3.2012089810017272,0.3946459412780656,0.10975024015369833,0.14032815198618304,1266.8904166666666,0.8146938126673912,8.873333333333333,0.8147214217098944
income,income__N200__c0p08__lognormal__biased__random,6,200,lognormal,c,0.08,5,12,2400,2351,0.9795833333333334,4.261165461505742,0.0,3.7396852403232668,0.5214802211824755,0.12237971651028147,0.06975754997873244,1088.54375,0.8530784886812892,8.884583333333333,0.8299061688959872
income,income__N200__c0p08__lognormal__biased__random,6,200,lognormal,c,0.08,6,12,2400,2376,0.99,4.888468013468014,0.0,4.221801346801347,0.6666666666666666,0.13637537666810157,0.05387205387205386,949.5016666666667,0.8825683467930308,8.860416666666667,0.8433060697374085
income,income__N200__c0p08__lognormal__biased__random,6,200,lognormal,c,0.08,7,12,2400,2379,0.99125,5.5317360235393025,0.0,4.767129045817571,0.7646069777217318,0.13822188449848022,0.028163093736864216,801.4958333333333,0.9049613464395554,8.862083333333333,0.8524316109422493
income,income__N200__c0p08__lognormal__biased__random,6,200,lognormal,c,0.08,8,12,2400,2390,0.9958333333333333,6.006276150627615,0.0,5.139330543933054,0.8669456066945607,0.14433995123650292,0.023012552301255228,654.4408333333333,0.923665945475092,8.849583333333333,0.8593521421107628
income,income__N200__c0p08__lognormal__biased__random,6,200,lognormal,c,0.08,9,12,2400,2391,0.99625,6.391468005018821,0.0,5.405269761606022,0.986198243412798,0.1542991755005889,0.01547469677959013,566.5066666666667,0.9366980307918547,8.844583333333333,0.8636958513283601
income,income__N200__c0p08__lognormal__biased__random,6,200,lognormal,c,0.08,10,12,2400,2395,0.9979166666666667,6.659290187891441,0.0,5.543632567849687,1.1156576200417536,0.16753401467176623,0.012108559498956152,472.6675,0.9471831372827679,8.805416666666666,0.8655088093297385
income,income__N200__c0p10__lognormal__biased__random,8,200,lognormal,c,0.1,1,12,2400,1961,0.8170833333333334,2.4946455889852115,0.0,2.25446200917899,0.24018357980622132,0.0962796402289452,0.3488016318204997,774.9858333333333,0.6580113875669014,12.66125,0.7882256745707277
income,income__N200__c0p10__lognormal__biased__random,8,200,lognormal,c,0.1,2,12,2400,2364,0.985,4.420896785109983,0.0,3.9851945854483923,0.4357021996615905,0.09855516218543675,0.07064297800338407,1084.6783333333333,0.7775116178501713,11.960416666666667,0.8595349727298823
income,income__N200__c0p10__lognormal__biased__random,8,200,lognormal,c,0.1,3,12,2400,2385,0.99375,5.863731656184487,0.0,5.1874213836477985,0.6763102725366876,0.1153378619949946,0.02348008385744234,1070.2795833333332,0.8440627144438844,11.912083333333333,0.8785841973543081
income,income__N200__c0p10__lognormal__biased__random,8,200,lognormal,c,0.1,4,12,2400,2396,0.9983333333333333,7.125208681135225,0.00041736227045075126,6.162771285475793,0.9624373956594324,0.1350749765698219,0.007929883138564268,869.5283333333333,0.892069790004724,11.93,0.8878865979381443
income,income__N200__c0p10__lognormal__biased__random,8,200,lognormal,c,0.1,5,12,2400,2399,0.9995833333333334,8.200083368070029,0.0,6.8966235931638185,1.303459774906211,0.1589568930459536,0.003751563151313044,660.56125,0.9247683432775443,11.874583333333334,0.8957401382675885
income,income__N200__c0p10__lognormal__biased__random,8,200,lognormal,c,0.1,6,12,2400,2400,1.0,9.054583333333333,0.0,7.445416666666667,1.6091666666666666,0.1777184667065482,0.0016666666666666668,481.43083333333334,0.9455219453276148,11.877083333333333,0.901339100823708
income,income__N200__c0p10__lognormal__biased__random,8,200,lognormal,c,0.1,7,12,2400,2400,1.0,9.67875,0.0,7.7025,1.97625,0.20418442464161174,0.0004166666666666667,350.6670833333333,0.9599569327737463,11.825416666666667,0.9046881053855095
income,income__N200__c0p10__lognormal__biased__random,8,200,lognormal,c,0.1,8,12,2400,2400,1.0,9.860833333333334,0.0,7.58625,2.274583333333333,0.23066846953435305,0.0,288.04833333333335,0.9695438707580651,11.754166666666666,0.9048423899264768
income,income__N200__c0p10__lognormal__biased__random,8,200,lognormal,c,0.1,9,12,2400,2400,1.0,10.14625,0.0,7.575,2.57125,0.25341875076998893,0.0,214.46791666666667,0.9761551256484436,11.682916666666667,0.9060818857541785
income,income__N200__c0p10__lognormal__biased__random,8,200,lognormal,c,0.1,10,12,2400,2400,1.0,10.35875,0.0004166666666666667,7.491666666666666,2.8670833333333334,0.27677889063191347,0.0,149.65083333333334,0.9812830603951039,11.6525,0.9069627126825148
income,income__N200__c0p12__lognormal__biased__random,10,200,lognormal,c,0.12,1,12,2400,2114,0.8808333333333334,3.3230842005676444,0.0,2.9843897824030274,0.3386944181646168,0.10192170818505336,0.21239356669820245,825.4508333333333,0.6905602302772695,15.21625,0.8287544483985765
income,income__N200__c0p12__lognormal__biased__random,10,200,lognormal,c,0.12,2,12,2400,2393,0.9970833333333333,6.511073965733389,0.0,5.788549937317175,0.722524028416214,0.11096848726012448,0.009193480986209772,983.5379166666667,0.8294757340987305,14.355,0.8907643925293627
income,income__N200__c0p12__lognormal__biased__random,10,200,lognormal,c,0.12,3,12,2400,2400,1.0,9.004166666666666,0.0004166666666666667,7.7491666666666665,1.255,0.139379916705229,0.0,720.8633333333333,0.9038804459447263,14.262916666666667,0.9081906524757057
income,income__N200__c0p12__lognormal__biased__random,10,200,lognormal,c,0.12,4,12,2400,2400,1.0,10.597916666666666,0.0004166666666666667,8.744166666666667,1.85375,0.17491645370552386,0.0,463.615,0.9404926068993679,14.174166666666666,0.9157853351680755
income,income__N200__c0p12__lognormal__biased__random,10,200,lognormal,c,0.12,5,12,2400,2400,1.0,11.406666666666666,0.0020833333333333333,8.990416666666667,2.41625,0.21182787843366452,0.0,317.68958333333336,0.9601571736533178,14.022083333333333,0.9185783167738165
income,income__N200__c0p12__lognormal__biased__random,10,200,lognormal,c,0.12,6,12,2400,2400,1.0,11.944166666666666,0.0008333333333333334,8.9275,3.0166666666666666,0.25256401311658405,0.0,231.1775,0.9713584107343136,13.956666666666667,0.9204981511197935
income,income__N200__c0p12__lognormal__biased__random,10,200,lognormal,c,0.12,7,12,2400,2400,1.0,12.162916666666666,0.0,8.68625,3.4766666666666666,0.2858415264978932,0.0,170.91875,0.9784354782303832,13.850833333333334,0.9210715631530266
income,income__N200__c0p12__lognormal__biased__random,10,200,lognormal,c,0.12,8,12,2400,2400,1.0,12.297916666666667,0.00125,8.482083333333334,3.8158333333333334,0.3102829069964425,0.0,141.99083333333334,0.98312855076786,13.78375,0.9211587328477046
income,income__N200__c0p12__lognormal__biased__random,10,200,lognormal,c,0.12,9,12,2400,2400,1.0,12.39375,0.0,8.174583333333333,4.219166666666666,0.34042696251470833,0.0,106.1125,0.9861122044797558,13.713333333333333,0.9211968398050092
income,income__N200__c0p12__lognormal__biased__random,10,200,lognormal,c,0.12,10,12,2400,2400,1.0,12.472083333333334,0.0025,7.897916666666666,4.574166666666667,0.36675241372398354,0.0,92.84041666666667,0.9881895592338766,13.672916666666667,0.9214245147496074
income,income__N200__c0p14__lognormal__biased__random,12,200,lognormal,c,0.14,1,12,2400,2224,0.9266666666666666,4.383093525179856,0.0,3.9532374100719423,0.42985611510791366,0.09807139926138694,0.141636690647482,869.5233333333333,0.7098027926705853,18.105833333333333,0.8632540008206812
income,income__N200__c0p14__lognormal__biased__random,12,200,lognormal,c,0.14,2,12,2400,2400,1.0,9.271666666666667,0.0008333333333333334,8.06625,1.2054166666666666,0.13001078554736648,0.0,862.4154166666667,0.8680459071191892,17.000833333333333,0.915513212295524
income,income__N200__c0p14__lognormal__biased__random,12,200,lognormal,c,0.14,3,12,2400,2400,1.0,12.239166666666666,0.005,10.0375,2.2016666666666667,0.17988697487574043,0.0,505.70625,0.9346535890911664,16.796666666666667,0.9273166746101995
income,income__N200__c0p14__lognormal__biased__random,12,200,lognormal,c,0.14,4,12,2400,2400,1.0,13.53625,0.009583333333333333,10.175,3.36125,0.24831471049958445,0.0,279.3383333333333,0.9617390267731802,16.523333333333333,0.9309877797272755
income,income__N200__c0p14__lognormal__biased__random,12,200,lognormal,c,0.14,5,12,2400,2400,1.0,13.988333333333333,0.017083333333333332,9.865,4.123333333333333,0.29476945073275346,0.0,193.6975,0.973959204873586,16.33375,0.9315798880019064
income,income__N200__c0p14__lognormal__biased__random,12,200,lognormal,c,0.14,6,12,2400,2400,1.0,14.24875,0.015833333333333335,9.50625,4.7425,0.3328362137029564,0.0,145.08458333333334,0.9806276761971143,16.192083333333333,0.9321285492879492
income,income__N200__c0p14__lognormal__biased__random,12,200,lognormal,c,0.14,7,12,2400,2400,1.0,14.382083333333334,0.015416666666666667,9.134583333333333,5.2475,0.364863690355477,0.0,111.79041666666667,0.9852705437463991,16.064166666666665,0.9321783469015268
income,income__N200__c0p14__lognormal__biased__random,12,200,lognormal,c,0.14,8,12,2400,2400,1.0,14.487916666666667,0.015833333333333335,8.590416666666666,5.8975,0.40706335739553073,0.0,80.04333333333334,0.9877906166621796,15.907916666666667,0.9322423858962929
income,income__N200__c0p14__lognormal__biased__random,12,200,lognormal,c,0.14,9,12,2400,2400,1.0,14.392083333333334,0.0175,8.2225,6.169583333333334,0.42867896123447496,0.0,69.49291666666667,0.9890434736252517,15.834583333333333,0.9315885469442112
income,income__N200__c0p14__lognormal__biased__random,12,200,lognormal,c,0.14,10,12,2400,2400,1.0,14.505833333333333,0.024166666666666666,8.029166666666667,6.476666666666667,0.44648704544148904,0.0,59.82083333333333,0.9900597153778606,15.772916666666667,0.9320962831044982
income,income__N200__c0p16__lognormal__biased__random,14,200,lognormal,c,0.16,1,12,2400,2323,0.9679166666666666,5.517003874300474,0.0,4.896254842875592,0.6207490314248816,0.11251560549313357,0.0869565217391304,878.3875,0.7116773311171913,20.582916666666666,0.8857677902621723
income,income__N200__c0p16__lognormal__biased__random,14,200,lognormal,c,0.16,2,12,2400,2400,1.0,11.088333333333333,0.00875,9.499583333333334,1.58875,0.1432812265143544,0.0004166666666666667,843.5691666666667,0.8714331303287998,19.179166666666667,0.9277769427326018
income,income__N200__c0p16__lognormal__biased__random,14,200,lognormal,c,0.16,3,12,2400,2400,1.0,13.856666666666667,0.025,11.105833333333333,2.7508333333333335,0.19852056771710366,0.0,516.0891666666666,0.9368482846997078,18.842083333333335,0.9355003608371422
income,income__N200__c0p16__lognormal__biased__random,14,200,lognormal,c,0.16,4,12,2400,2400,1.0,15.16875,0.05291666666666667,11.1275,4.04125,0.26641944787803873,0.0,289.1975,0.9656599945798329,18.5175,0.9377832715286362
income,income__N200__c0p16__lognormal__biased__random,14,200,lognormal,c,0.16,5,12,2400,2400,1.0,15.675416666666667,0.07833333333333334,10.2925,5.382916666666667,0.34339863374179314,0.0,163.69625,0.9778247532867818,18.132083333333334,0.9384652188937029
income,income__N200__c0p16__lognormal__biased__random,14,200,lognormal,c,0.16,6,12,2400,2400,1.0,15.871666666666666,0.08625,9.687083333333334,6.184583333333333,0.38966187125905705,0.0,113.68333333333334,0.9831608265151282,17.905833333333334,0.938622282894046
income,income__N200__c0p16__lognormal__biased__random,14,200,lognormal,c,0.16,7,12,2400,2400,1.0,15.934583333333334,0.07708333333333334,9.2125,6.722083333333333,0.4218549799963392,0.0,85.73666666666666,0.9864877055491669,17.77,0.9386031430588604
income,income__N200__c0p16__lognormal__biased__random,14,200,lognormal,c,0.16,8,12,2400,2400,1.0,15.938333333333333,0.08833333333333333,8.885,7.053333333333334,0.4425389522116491,0.0,78.62583333333333,0.9886605937419176,17.66125,0.9383561643835616
income,income__N200__c0p16__lognormal__biased__random,14,200,lognormal,c,0.16,9,12,2400,2400,1.0,15.98375,0.08083333333333333,8.510416666666666,7.473333333333334,0.46755819712729074,0.0,61.59458333333333,0.9903909955690828,17.573333333333334,0.9383227757357733
income,income__N200__c0p16__lognormal__biased__random,14,200,lognormal,c,0.16,10,12,2400,2400,1.0,15.945416666666667,0.07958333333333334,8.1575,7.787916666666667,0.48841098539287675,0.0,48.96541666666667,0.9915059539632924,17.462083333333332,0.938069978311427
income,income__N200__c0p18__lognormal__biased__random,16,200,lognormal,c,0.18,1,12,2400,2351,0.9795833333333334,7.293066780093577,0.002552105487026797,6.467460655040409,0.8256061250531689,0.1132042458882538,0.050191407911526945,859.6120833333333,0.740873243204857,23.757916666666667,0.9077919048174501
income,income__N200__c0p18__lognormal__biased__random,16,200,lognormal,c,0.18,2,12,2400,2400,1.0,14.167083333333334,0.06291666666666666,11.646666666666667,2.5204166666666667,0.17790653216081878,0.0,659.9479166666666,0.9089617131890773,21.945,0.9390900267639187
income,income__N200__c0p18__lognormal__biased__random,16,200,lognormal,c,0.18,3,12,2400,2400,1.0,17.071666666666665,0.21291666666666667,12.43875,4.632916666666667,0.2713804549448403,0.0,284.13708333333335,0.9619352011987536,21.2725,0.9452797032119497
income,income__N200__c0p18__lognormal__biased__random,16,200,lognormal,c,0.18,4,12,2400,2400,1.0,17.734166666666667,0.28541666666666665,11.334583333333333,6.399583333333333,0.3608618016070673,0.0,163.82,0.9789737763796978,20.714583333333334,0.9456557492599033
income,income__N200__c0p18__lognormal__biased__random,16,200,lognormal,c,0.18,5,12,2400,2400,1.0,17.90625,0.28708333333333336,10.224166666666667,7.682083333333333,0.4290168702734148,0.0,101.04041666666667,0.9855328038772575,20.297916666666666,0.945456660849331
income,income__N200__c0p18__lognormal__biased__random,16,200,lognormal,c,0.18,6,12,2400,2400,1.0,17.926666666666666,0.28791666666666665,9.553333333333333,8.373333333333333,0.46708813685384903,0.0,73.87958333333333,0.9884156871378513,20.049166666666668,0.9451701375976199
income,income__N200__c0p18__lognormal__biased__random,16,200,lognormal,c,0.18,7,12,2400,2400,1.0,17.91,0.2808333333333333,9.178333333333333,8.731666666666667,0.48753024381165083,0.0,57.37583333333333,0.9901405267836562,19.929583333333333,0.9449562627954587
income,income__N200__c0p18__lognormal__biased__random,16,200,lognormal,c,0.18,8,12,2400,2400,1.0,17.947916666666668,0.29333333333333333,8.757916666666667,9.19,0.5120371445153802,0.0,44.06666666666667,0.9913502677496425,19.803333333333335,0.9449332559489263
income,income__N200__c0p18__lognormal__biased__random,16,200,lognormal,c,0.18,9,12,2400,2400,1.0,17.882083333333334,0.2725,8.288333333333334,9.59375,0.5365006873733019,0.0,34.25625,0.9921337565168282,19.699583333333333,0.9446140224153599
income,income__N200__c0p18__lognormal__biased__random,16,200,lognormal,c,0.18,10,12,2400,2400,1.0,17.90375,0.2679166666666667,8.099583333333333,9.804166666666667,0.5476040866671321,0.0,30.6025,0.9925488667680332,19.63875,0.9446577765365729
income,income__N200__c0p20__lognormal__biased__random,18,200,lognormal,c,0.2,1,12,2400,2379,0.99125,9.42875157629256,0.01807482135350988,8.223623371164354,1.205128205128205,0.12781418572511252,0.036990332072299265,837.495,0.7692678819979185,27.394166666666667,0.9221612946368865
income,income__N200__c0p20__lognormal__biased__random,18,200,lognormal,c,0.2,2,12,2400,2400,1.0,17.50625,0.32166666666666666,13.5875,3.91875,0.2238486254908961,0.0,499.92875,0.930048205253886,24.825416666666666,0.9486373914078305
income,income__N200__c0p20__lognormal__biased__random,18,200,lognormal,c,0.2,3,12,2400,2400,1.0,19.628333333333334,0.5295833333333333,13.109166666666667,6.519166666666667,0.33213042370722595,0.0,227.45291666666665,0.9683834539937519,23.89625,0.9515156661288953
income,income__N200__c0p20__lognormal__biased__random,18,200,lognormal,c,0.2,4,12,2400,2400,1.0,20.077916666666667,0.5704166666666667,11.942083333333333,8.135833333333334,0.4052130242596551,0.0,143.90583333333333,0.980552304220548,23.301666666666666,0.9517712246041463
income,income__N200__c0p20__lognormal__biased__random,18,200,lognormal,c,0.2,5,12,2400,2400,1.0,20.0825,0.5683333333333334,10.797916666666667,9.284583333333334,0.4623220880534462,0.0,94.28416666666666,0.9868040567646693,22.877083333333335,0.9512012946595294
income,income__N200__c0p20__lognormal__biased__random,18,200,lognormal,c,0.2,6,12,2400,2400,1.0,20.094166666666666,0.58,10.012916666666667,10.08125,0.5017003276241032,0.0,59.50333333333333,0.9896337665354075,22.579166666666666,0.9510222701447352
income,income__N200__c0p20__lognormal__biased__random,18,200,lognormal,c,0.2,7,12,2400,2400,1.0,19.9275,0.5579166666666666,9.314166666666667,10.613333333333333,0.5325973319951491,0.0,49.17375,0.9910813411875753,22.34875,0.9504244553171914
income,income__N200__c0p20__lognormal__biased__random,18,200,lognormal,c,0.2,8,12,2400,2400,1.0,20.01875,0.56625,9.082916666666666,10.935833333333333,0.5462795296076595,0.0,40.66375,0.9919667863046943,22.267916666666668,0.9505879904256427
income,income__N200__c0p20__lognormal__biased__random,18,200,lognormal,c,0.2,9,12,2400,2400,1.0,19.963333333333335,0.57,8.7275,11.235833333333334,0.5628235097679078,0.0,36.05875,0.9926057182521483,22.144166666666667,0.950409083319419
income,income__N200__c0p20__lognormal__biased__random,18,200,lognormal,c,0.2,10,12,2400,2400,1.0,19.895416666666666,0.5570833333333334,8.525833333333333,11.369583333333333,0.5714674652872311,0.0,32.7875,0.9932055258115453,22.066666666666666,0.9501979099038723
income,income__N200__c0p02__pareto__biased__random,1,200,pareto,c,0.02,1,12,2400,18,0.0075,1.0555555555555556,0.0,1.0,0.05555555555555555,0.05263157894736842,1.0,222.77166666666668,0.38048171913152157,2.115,0.05263157894736842
income,income__N200__c0p02__pareto__biased__random,1,200,pareto,c,0.02,2,12,2400,100,0.041666666666666664,1.13,0.0,1.0,0.13,0.1150442477876106,1.0,594.6320833333333,0.44528097224706753,2.0,0.26548672566371684
income,income__N200__c0p02__pareto__biased__random,1,200,pareto,c,0.02,3,12,2400,171,0.07125,1.087719298245614,0.0,1.0116959064327486,0.07602339181286549,0.06989247311827954,0.9883040935672515,911.9870833333333,0.475192546854661,2.0,0.2903225806451613
income,income__N200__c0p02__pareto__biased__random,1,200,pareto,c,0.02,4,12,2400,192,0.08,1.1770833333333333,0.0,1.046875,0.13020833333333334,0.11061946902654868,0.953125,1179.18625,0.4847779117644051,2.0,0.26548672566371684
income,income__N200__c0p02__pareto__biased__random,1,200,pareto,c,0.02,5,12,2400,170,0.07083333333333333,1.1941176470588235,0.0,1.0176470588235293,0.17647058823529413,0.14778325123152708,0.9823529411764705,1418.41875,0.48782145552830464,2.0,0.20689655172413793
income,income__N200__c0p02__pareto__biased__random,1,200,pareto,c,0.02,6,12,2400,210,0.0875,1.1904761904761905,0.0,1.0238095238095237,0.16666666666666663,0.14,0.9761904761904762,1612.9504166666666,0.4877652295044592,2.0,0.276
income,income__N200__c0p02__pareto__biased__random,1,200,pareto,c,0.02,7,12,2400,194,0.08083333333333333,1.1649484536082475,0.0,1.0051546391752577,0.15979381443298965,0.13716814159292032,0.9948453608247423,1801.0316666666668,0.49212576985360035,2.0,0.18584070796460178
income,income__N200__c0p02__pareto__biased__random,1,200,pareto,c,0.02,8,12,2400,197,0.08208333333333333,1.2081218274111676,0.0,1.0355329949238579,0.1725888324873096,0.14285714285714282,0.9644670050761421,1979.68125,0.48998191702918886,2.0,0.24789915966386555
income,income__N200__c0p02__pareto__biased__random,1,200,pareto,c,0.02,9,12,2400,194,0.08083333333333333,1.175257731958763,0.0,1.0154639175257731,0.15979381443298968,0.1359649122807017,0.9845360824742269,2147.659166666667,0.4875353130880942,2.0,0.19736842105263158
income,income__N200__c0p02__pareto__biased__random,1,200,pareto,c,0.02,10,12,2400,210,0.0875,1.161904761904762,0.0,1.0142857142857142,0.1476190476190476,0.12704918032786883,0.9857142857142858,2297.365,0.4880587156772439,2.0,0.2786885245901639
income,income__N200__c0p04__pareto__biased__random,3,200,pareto,c,0.04,1,12,2400,97,0.04041666666666666,1.0515463917525774,0.0,1.0206185567010309,0.030927835051546393,0.029411764705882346,0.979381443298969,447.55791666666664,0.4290559509682867,4.350416666666667,0.29411764705882354
income,income__N200__c0p04__pareto__biased__random,3,200,pareto,c,0.04,2,12,2400,364,0.15166666666666667,1.2087912087912087,0.0,1.0576923076923077,0.1510989010989011,0.12499999999999997,0.9478021978021978,1096.2629166666666,0.5053764146617664,4.079166666666667,0.39090909090909093
income,income__N200__c0p04__pareto__biased__random,3,200,pareto,c,0.04,3,12,2400,577,0.24041666666666667,1.2876949740034662,0.0,1.1299826689774697,0.15771230502599648,0.12247644683714666,0.8821490467937608,1516.94625,0.5402399288062302,4.0675,0.4468371467025572
income,income__N200__c0p04__pareto__biased__random,3,200,pareto,c,0.04,4,12,2400,604,0.25166666666666665,1.2417218543046358,0.0,1.1258278145695364,0.11589403973509932,0.09333333333333331,0.8758278145695364,1815.1016666666667,0.5580802837329881,4.079166666666667,0.45066666666666666
income,income__N200__c0p04__pareto__biased__random,3,200,pareto,c,0.04,5,12,2400,729,0.30375,1.2798353909465021,0.0,1.1412894375857339,0.13854595336076816,0.10825294748124327,0.8683127572016461,2043.84875,0.5753534881114255,4.059166666666667,0.48017148981779206
income,income__N200__c0p04__pareto__biased__random,3,200,pareto,c,0.04,6,12,2400,749,0.3120833333333333,1.288384512683578,0.0,1.1495327102803738,0.13885180240320424,0.10777202072538854,0.8611481975967957,2241.4170833333333,0.5803325685602739,4.05875,0.5139896373056995
income,income__N200__c0p04__pareto__biased__random,3,200,pareto,c,0.04,7,12,2400,737,0.3070833333333333,1.2645861601085482,0.0,1.10719131614654,0.1573948439620081,0.1244635193133047,0.898236092265943,2370.8504166666667,0.5865504357656138,4.057083333333333,0.4570815450643777
income,income__N200__c0p04__pareto__biased__random,3,200,pareto,c,0.04,8,12,2400,774,0.3225,1.2713178294573644,0.0,1.1459948320413436,0.12532299741602065,0.09857723577235768,0.8708010335917312,2528.1666666666665,0.5861572441936561,4.057083333333333,0.5010162601626016
income,income__N200__c0p04__pareto__biased__random,3,200,pareto,c,0.04,9,12,2400,710,0.29583333333333334,1.323943661971831,0.0,1.1549295774647887,0.16901408450704222,0.12765957446808507,0.8535211267605634,2684.0725,0.5914378613251294,4.05,0.4702127659574468
income,income__N200__c0p04__pareto__biased__random,3,200,pareto,c,0.04,10,12,2400,785,0.32708333333333334,1.3070063694267515,0.0,1.1439490445859872,0.1630573248407643,0.12475633528265105,0.870063694267516,2725.070833333333,0.5963628220771194,4.06,0.4844054580896686
income,income__N200__c0p06__pareto__biased__random,5,200,pareto,c,0.06,1,12,2400,196,0.08166666666666667,1.2346938775510203,0.0,1.1071428571428572,0.12755102040816324,0.10330578512396693,0.8979591836734694,680.0116666666667,0.46175555026345855,6.814583333333333,0.2727272727272727
income,income__N200__c0p06__pareto__biased__random,5,200,pareto,c,0.06,2,12,2400,978,0.4075,1.4447852760736197,0.0,1.2607361963190185,0.1840490797546012,0.1273885350318471,0.7740286298568507,1447.0004166666668,0.5738348602390365,6.409583333333333,0.6029723991507431
income,income__N200__c0p06__pareto__biased__random,5,200,pareto,c,0.06,3,12,2400,1348,0.5616666666666666,1.5593471810089021,0.0,1.3946587537091988,0.16468842729970323,0.1056137012369172,0.6735905044510386,1726.355,0.6331120859174956,6.389166666666667,0.6355851569933397
income,income__N200__c0p06__pareto__biased__random,5,200,pareto,c,0.06,4,12,2400,1508,0.6283333333333333,1.6830238726790452,0.0,1.4887267904509285,0.1942970822281167,0.11544523246650903,0.6259946949602122,1894.8779166666666,0.6674765211942112,6.36375,0.665090622537431
income,income__N200__c0p06__pareto__biased__random,5,200,pareto,c,0.06,5,12,2400,1693,0.7054166666666667,1.7790903721204963,0.0,1.592439456585942,0.186650915534554,0.10491367861885786,0.5575900767867691,1990.9033333333334,0.6995506021300796,6.38,0.6779548472775564
income,income__N200__c0p06__pareto__biased__random,5,200,pareto,c,0.06,6,12,2400,1753,0.7304166666666667,1.8425556189389618,0.0,1.6309184255561895,0.2116371933827724,0.11486068111455104,0.5476326297775242,1951.5775,0.7249071325887381,6.34,0.6758513931888545
income,income__N200__c0p06__pareto__biased__random,5,200,pareto,c,0.06,7,12,2400,1830,0.7625,1.9060109289617486,0.0,1.715846994535519,0.19016393442622948,0.09977064220183483,0.5,1954.4995833333332,0.742377614801505,6.349583333333333,0.6952408256880734
income,income__N200__c0p06__pareto__biased__random,5,200,pareto,c,0.06,8,12,2400,1941,0.80875,2.0571870170015454,0.0,1.8052550231839257,0.25193199381761977,0.12246431254695717,0.45440494590417313,1982.0679166666666,0.7634304821964398,6.394166666666667,0.7074881041823191
income,income__N200__c0p06__pareto__biased__random,5,200,pareto,c,0.06,9,12,2400,1960,0.8166666666666667,2.066326530612245,0.0,1.8311224489795919,0.23520408163265302,0.11382716049382713,0.4530612244897959,1916.6270833333333,0.7845283089992917,6.333333333333333,0.6962962962962963
income,income__N200__c0p06__pareto__biased__random,5,200,pareto,c,0.06,10,12,2400,2070,0.8625,2.31207729468599,0.0,2.0231884057971015,0.28888888888888886,0.12494776431257833,0.35845410628019325,1800.8875,0.8061286241974689,6.33375,0.7248223986627664
income,income__N200__c0p08__pareto__biased__random,7,200,pareto,c,0.08,1,12,2400,440,0.18333333333333332,1.3772727272727272,0.0,1.2136363636363636,0.1636363636363636,0.11881188118811879,0.8181818181818182,876.4129166666667,0.4829149660619808,9.330416666666666,0.4504950495049505
income,income__N200__c0p08__pareto__biased__random,7,200,pareto,c,0.08,2,12,2400,1565,0.6520833333333333,1.7961661341853035,0.0,1.5936102236421725,0.20255591054313096,0.11277125578086086,0.5693290734824281,1613.745,0.6277882783980582,8.804166666666667,0.6993952330131625
income,income__N200__c0p08__pareto__biased__random,7,200,pareto,c,0.08,3,12,2400,2026,0.8441666666666666,2.3696939782823296,0.0,2.104146100691017,0.26554787759131293,0.1120599875026036,0.35538005923000987,1700.5991666666666,0.7124842685066726,8.81,0.7671318475317642
income,income__N200__c0p08__pareto__biased__random,7,200,pareto,c,0.08,4,12,2400,2205,0.91875,2.8058956916099773,0.0,2.4975056689342403,0.3083900226757369,0.1099078713431388,0.23265306122448975,1634.9283333333333,0.770526043932253,8.8225,0.7864877969936964
income,income__N200__c0p08__pareto__biased__random,7,200,pareto,c,0.08,5,12,2400,2289,0.95375,3.3800786369593707,0.0,2.9842726081258193,0.39580602883355176,0.11709965102753003,0.1367409349060725,1512.7079166666667,0.8193384478189915,8.8075,0.8071603980871138
income,income__N200__c0p08__pareto__biased__random,7,200,pareto,c,0.08,6,12,2400,2345,0.9770833333333333,3.9040511727078893,0.0,3.425586353944563,0.47846481876332625,0.12255598033861276,0.09424307036247333,1300.6441666666667,0.8601613688598416,8.792916666666667,0.8180229382850901
