family,scenario_id,scenario_index,n_nodes,money_distribution,control_name,control_value,early_runs,early_period_count,early_event_count,early_runs_with_events,early_avalanche_occupancy,early_one_period_wait_fraction,early_pooled_size_lag1_correlation,early_mean_event_size,early_median_event_size,early_p90_event_size,early_p95_event_size,early_p99_event_size,early_max_event_size,early_large_event_count,early_large_event_rate,early_mean_initial_default_count,early_mean_propagated_default_count,early_propagated_default_share,early_single_initial_default_fraction,early_mean_active_credit,early_mean_final_net_worth_gini,early_mean_period_length_steps,early_mean_issued_credit,early_unique_default_nodes_within_runs,early_total_default_occurrences_within_runs,early_repeated_default_occurrences_within_runs,early_repeated_default_share,late_runs,late_period_count,late_event_count,late_runs_with_events,late_avalanche_occupancy,late_one_period_wait_fraction,late_pooled_size_lag1_correlation,late_mean_event_size,late_median_event_size,late_p90_event_size,late_p95_event_size,late_p99_event_size,late_max_event_size,late_large_event_count,late_large_event_rate,late_mean_initial_default_count,late_mean_propagated_default_count,late_propagated_default_share,late_single_initial_default_fraction,late_mean_active_credit,late_mean_final_net_worth_gini,late_mean_period_length_steps,late_mean_issued_credit,late_unique_default_nodes_within_runs,late_total_default_occurrences_within_runs,late_repeated_default_occurrences_within_runs,late_repeated_default_share,occupancy_stationary,size_stationary,active_credit_stationary,gini_stationary,propagation_stationary,single_trigger_and_propagation_ok,separation_ok,stationarity_ok,breadth_ok,soc_candidate,classification,classification_code,occupancy_absolute_drift,mean_size_relative_drift,active_credit_relative_drift,gini_absolute_drift,propagation_share_absolute_drift
fixed,fixed__N200__K30__lognormal__biased__random,40,200,lognormal,fixed_k,30.0,12,4800,4737,12,0.986875,0.9925925925925926,0.8066058473816452,16.521849271690943,18.0,25.0,26.0,29.0,36,1913,0.4038420941524171,12.855393709098585,3.666455562592358,0.22191556782173158,0.022165927802406588,621.680625,0.8569678301819986,30.0,30.0,2210,78264,76054,0.9717622406214863,12,4800,4800,12,1.0,1.0,-0.20207190366776268,26.221458333333334,26.0,30.0,32.0,35.0,42,4614,0.96125,8.832083333333333,17.389375,0.6631734504977634,0.0,16.4975,0.9947047408358524,30.0,30.0,2387,125863,123476,0.9810349348100713,True,False,False,False,False,False,True,False,True,False,drift_or_persistent_failure,6,0.013125000000000053,0.5870776873786161,0.9734630623240028,0.13773691065385374,0.44125788267603183
fixed,fixed__N200__K30__pareto__biased__random,41,200,pareto,fixed_k,30.0,12,4800,4242,12,0.88375,0.9747044917257683,0.8590838037019436,15.296086751532297,17.0,25.0,27.0,29.0,35,1587,0.3741159830268741,11.522866572371523,3.773220179160773,0.24667879049409733,0.04903347477604903,904.8802083333334,0.8006237185412481,30.0,30.0,2217,64886,62669,0.9658323829485559,12,4800,4800,12,1.0,1.0,-0.24214318696126175,26.35354166666667,26.0,31.0,32.0,35.0,42,4613,0.9610416666666667,8.649583333333334,17.703958333333333,0.671786682688127,0.0,12.67375,0.9946881286665386,30.0,30.0,2387,126497,124110,0.9811299872724254,True,False,False,False,False,False,True,False,True,False,drift_or_persistent_failure,6,0.11624999999999996,0.7228943647319915,0.9859940024289586,0.1940644101252904,0.42510789219402967
income,income__N200__c0p02__lognormal__biased__random,0,200,lognormal,c,0.02,12,4800,428,12,0.08916666666666667,0.0985576923076923,-0.0046103183315039705,1.1214953271028036,1.0,2.0,2.0,2.730000000000018,3,0,0.0,1.0420560747663552,0.0794392523364486,0.07083333333333333,0.9579439252336449,386.55895833333335,0.5595312715301511,2.1414583333333335,2.1414583333333335,310,480,170,0.3541666666666667,12,4800,440,12,0.09166666666666666,0.11448598130841121,0.020575066565522923,1.2045454545454546,1.0,2.0,2.0,3.6100000000000136,7,0,0.0,1.0318181818181817,0.17272727272727273,0.14339622641509434,0.9681818181818181,2167.594791666667,0.5132661511709459,2.078333333333333,2.078333333333333,333,530,197,0.37169811320754714,True,True,False,True,True,True,True,False,False,False,sparse_but_nonstationary,5,0.0024999999999999883,0.07405303030303043,4.607410577192031,-0.04626512035920527,0.072562893081761
income,income__N200__c0p02__pareto__biased__random,1,200,pareto,c,0.02,12,4800,118,12,0.024583333333333332,0.07547169811320754,-0.040337861749945574,1.11864406779661,1.0,1.0,2.0,3.0,3,0,0.0,1.0,0.11864406779661017,0.10606060606060606,1.0,408.701875,0.4128813456892945,2.0575,2.0575,97,132,35,0.26515151515151514,12,4800,404,12,0.08416666666666667,0.08673469387755102,-0.052647138528245215,1.1683168316831682,1.0,2.0,2.0,3.0,5,0,0.0,1.0148514851485149,0.15346534653465346,0.13135593220338984,0.9851485148514851,2222.5120833333335,0.487797014382669,2.0,2.0,308,472,164,0.3474576271186441,False,True,False,False,True,True,True,False,False,False,sparse_but_nonstationary,5,0.059583333333333335,0.04440444044404443,4.437978681485945,0.07491566869337446,0.025295326142783778
income,income__N200__c0p04__lognormal__biased__random,2,200,lognormal,c,0.04,12,4800,1328,12,0.27666666666666667,0.29559270516717323,-0.01584319440105418,1.2191265060240963,1.0,2.0,2.0,3.730000000000018,6,0,0.0,1.1295180722891567,0.08960843373493976,0.07350216182828907,0.8787650602409639,629.7085416666666,0.5903222704538262,4.116875,4.116875,634,1619,985,0.6084002470660902,12,4800,1601,12,0.3335416666666667,0.32976714915040906,0.03454450495488924,1.3266708307307933,1.0,2.0,3.0,4.0,7,0,0.0,1.169269206745784,0.15740162398500937,0.11864406779661017,0.8438475952529669,2382.8733333333334,0.6140196315532948,3.9827083333333335,3.9827083333333335,804,2124,1320,0.6214689265536724,True,True,False,True,True,True,True,False,False,False,drift_or_persistent_failure,6,0.05687500000000001,0.08821424534310905,2.784089266165134,0.023697361099468517,0.0451419059683211
income,income__N200__c0p04__pareto__biased__random,3,200,pareto,c,0.04,12,4800,461,12,0.09604166666666666,0.14253897550111358,-0.044986364255177325,1.175704989154013,1.0,2.0,2.0,3.0,6,0,0.0,1.0498915401301518,0.12581344902386118,0.1070110701107011,0.9544468546637744,771.9104166666667,0.4672161828150267,4.214791666666667,4.214791666666667,301,542,241,0.4446494464944649,12,4800,1495,12,0.31145833333333334,0.3162508428860418,-0.004403433024443152,1.3150501672240802,1.0,2.0,3.0,5.0,8,0,0.0,1.1491638795986623,0.16588628762541807,0.12614445574771108,0.8622073578595317,2704.5716666666667,0.5939003417011244,4.055,4.055,759,1966,1207,0.6139369277721262,False,True,False,False,True,True,True,False,False,False,drift_or_persistent_failure,6,0.21541666666666667,0.11852052968690217,2.503737750224686,0.1266841588860977,0.019133385637009975
income,income__N200__c0p06__lognormal__biased__random,4,200,lognormal,c,0.06,12,4800,2507,12,0.5222916666666667,0.5615230460921844,0.06721843237416082,1.5281212604706822,1.0,3.0,3.0,4.0,8,0,0.0,1.385719984044675,0.14240127642600717,0.09318715740015662,0.6876745113681692,804.063125,0.6236917394435926,6.443333333333333,6.443333333333333,967,3831,2864,0.7475854868180631,12,4800,3994,12,0.8320833333333333,0.8568558513309894,0.12062808474502458,2.385578367551327,2.0,4.0,5.0,7.0,11,0,0.0,2.0873810716074113,0.29819729594391586,0.125,0.37080620931397096,1497.6922916666667,0.8040122836627785,6.255208333333333,6.255208333333333,1581,9528,7947,0.8340680100755667,False,False,False,False,True,False,True,False,False,False,drift_or_persistent_failure,6,0.3097916666666666,0.5611184984210849,0.8626551138838343,0.18032054421918597,0.03181284259984338
income,income__N200__c0p06__pareto__biased__random,5,200,pareto,c,0.06,12,4800,1174,12,0.24458333333333335,0.3743545611015491,0.049962105172359196,1.409710391822828,1.0,2.0,3.0,5.0,8,0,0.0,1.2350936967632027,0.1746166950596252,0.12386706948640483,0.7947189097103918,1063.5060416666668,0.5177952052512477,6.6120833333333335,6.6120833333333335,612,1655,1043,0.6302114803625377,12,4800,4030,12,0.8395833333333333,0.8446988551518169,0.058871321858820526,2.192555831265509,2.0,4.0,5.0,7.0,11,0,0.0,1.9297766749379652,0.26277915632754345,0.11985061113626075,0.4044665012406948,1858.7572916666666,0.7953284665983806,6.333541666666667,6.333541666666667,1511,8836,7325,0.8289950203712086,False,False,False,False,True,False,True,False,False,False,drift_or_persistent_failure,6,0.595,0.5553235926922703,0.7477637350829967,0.27753326134713296,-0.004016458350144081
income,income__N200__c0p08__lognormal__biased__random,6,200,lognormal,c,0.08,12,4800,3704,12,0.7716666666666666,0.800650054171181,0.10067951281676527,2.163606911447084,2.0,4.0,5.0,6.0,10,0,0.0,1.955183585313175,0.2084233261339093,0.0963314200149738,0.4265658747300216,918.3577083333333,0.6657543787472949,9.156875,9.156875,1243,8014,6771,0.8448964312453207,12,4800,4786,12,0.9970833333333333,0.9970674486803519,0.31953736284438844,6.525491015461763,7.0,9.0,10.0,12.0,19,0,0.0,5.474508984538237,1.050982030923527,0.16105792321731613,0.013790221479314668,519.5870833333333,0.9419405840373113,8.825,8.825,2167,31231,29064,0.9306138131984246,True,False,False,False,True,False,False,False,False,False,drift_or_persistent_failure,6,0.2254166666666667,2.01602429763793,0.4342214600928242,0.27618620529001636,0.06472650320234233
income,income__N200__c0p08__pareto__biased__random,7,200,pareto,c,0.08,12,4800,2005,12,0.41770833333333335,0.6056196688409433,0.0650204233453656,1.7042394014962594,1.0,3.0,4.0,5.0,11,0,0.0,1.510224438902743,0.19401496259351622,0.1138425519461516,0.6239401496259351,1245.0789583333333,0.5553516222300193,9.067291666666666,9.067291666666666,917,3417,2500,0.7316359379572724,12,4800,4794,12,0.99875,0.998745294855709,0.22349772393948536,6.541718815185649,7.0,9.0,10.0,11.0,14,0,0.0,5.481435127242387,1.0602836879432624,0.16208029080705336,0.006257822277847309,521.1347916666666,0.9461048255571416,8.892291666666667,8.892291666666667,2181,31361,29180,0.9304550237556201,False,False,False,False,True,False,True,False,False,False,drift_or_persistent_failure,6,0.5810416666666667,2.8384975781232735,0.5814443829616562,0.39075320332712227,0.048237738860901755
income,income__N200__c0p10__lognormal__biased__random,8,200,lognormal,c,0.1,12,4800,4325,12,0.9010416666666666,0.9209367029909575,0.3738621337803064,3.547514450867052,3.0,6.0,7.0,9.0,12,0,0.0,3.2004624277456646,0.3470520231213873,0.0978296291468422,0.19676300578034683,929.8320833333333,0.7177615027085364,12.310833333333333,12.310833333333333,1510,15343,13833,0.9015837841360881,12,4800,4800,12,1.0,1.0,0.2551193209172743,10.2525,10.0,13.0,14.0,16.0,20,1,0.00020833333333333335,7.533333333333333,2.7191666666666667,0.26521986507355927,0.0,182.059375,0.978719093021774,11.667708333333334,11.667708333333334,2315,49212,46897,0.9529586279769162,True,False,False,False,False,False,True,False,True,False,drift_or_persistent_failure,6,0.09895833333333337,1.890051652219253,0.8042018787442357,0.2609575903132375,0.16739023592671706
income,income__N200__c0p10__pareto__biased__random,9,200,pareto,c,0.1,12,4800,2992,12,0.6233333333333333,0.8080536912751678,0.216875527491811,2.4558823529411766,2.0,5.0,5.0,7.0,15,0,0.0,2.177807486631016,0.27807486631016043,0.11322808927599347,0.37366310160427807,1286.7791666666667,0.633933552770668,11.687083333333334,11.687083333333334,1231,7348,6117,0.8324714207947741,12,4800,4800,12,1.0,1.0,-0.08226520104250544,9.984166666666667,10.0,12.0,13.0,14.0,18,0,0.0,6.989791666666667,2.994375,0.2999123612386278,0.0,93.68041666666667,0.9843932997804989,10.983541666666667,10.983541666666667,2344,47924,45580,0.9510892246056256,False,False,False,False,False,False,True,False,False,False,drift_or_persistent_failure,6,0.3766666666666667,3.0654091816367264,0.9271977514919357,0.35045974700983096,0.18668427196263432
income,income__N200__c0p12__lognormal__biased__random,10,200,lognormal,c,0.12,12,4800,4507,12,0.9389583333333333,0.9519466073414905,0.5070114193836559,5.015753272686932,5.0,9.0,10.0,12.0,19,0,0.0,4.473263811848236,0.5424894608386953,0.1081571264266124,0.1045041047259818,904.494375,0.7600179821880003,14.785625,14.785625,1712,22606,20894,0.9242678934796071,12,4800,4800,12,1.0,1.0,0.06400365327378042,12.432916666666667,13.0,15.0,16.0,18.0,27,6,0.00125,8.03625,4.3966666666666665,0.35363115385904353,0.0,99.47645833333333,0.9871508818568162,13.693125,13.693125,2352,59678,57326,0.9605884915714333,True,False,False,False,False,False,True,False,True,False,drift_or_persistent_failure,6,0.06104166666666666,1.4787735741248635,0.8900198153987046,0.2271328996688159,0.24547402743243113
income,income__N200__c0p12__pareto__biased__random,11,200,pareto,c,0.12,12,4800,3232,12,0.6733333333333333,0.8590062111801242,0.3592342952313175,3.234839108910891,3.0,6.0,7.0,9.0,14,0,0.0,2.883972772277228,0.35086633663366334,0.10846484935437589,0.2682549504950495,1468.1125,0.6133055845570231,14.358333333333333,14.358333333333333,1335,10455,9120,0.8723098995695839,12,4800,4800,12,1.0,1.0,-0.13182027292443033,11.993541666666667,12.0,14.0,15.0,17.0,22,2,0.0004166666666666667,7.952916666666667,4.040625,0.3369000677447932,0.0,89.631875,0.9841922927227229,13.155833333333334,13.155833333333334,2351,57569,55218,0.9591620490194376,False,False,False,False,False,False,True,False,True,False,drift_or_persistent_failure,6,0.32666666666666666,2.7076161326319146,0.9389475431889586,0.3708867081656998,0.2284352183904173
income,income__N200__c0p14__lognormal__biased__random,12,200,lognormal,c,0.14,12,4800,4624,12,0.9633333333333334,0.9698612315698178,0.6295662481325872,6.920415224913495,7.0,12.0,13.0,16.0,20,2,0.00043252595155709344,6.088019031141869,0.8323961937716263,0.12028125,0.06812283737024222,865.969375,0.7889243498948872,17.553333333333335,17.553333333333335,1883,32000,30117,0.94115625,12,4800,4800,12,1.0,1.0,-0.02460068480995676,14.448958333333334,15.0,17.0,18.0,20.0,25,100,0.020833333333333332,8.125833333333333,6.323125,0.43761805205104176,0.0,64.656875,0.9895515945015562,15.80375,15.80375,2364,69355,66991,0.9659144978732608,True,False,False,False,False,False,True,False,True,False,drift_or_persistent_failure,6,0.036666666666666625,1.0878744791666666,0.9253358411202475,0.20062724460666892,0.31733680205104176
income,income__N200__c0p14__pareto__biased__random,13,200,pareto,c,0.14,12,4800,3681,12,0.766875,0.9160534205505587,0.5426702649913901,4.894050529747351,5.0,9.0,10.0,12.0,19,0,0.0,4.32762836185819,0.5664221678891606,0.115736885928393,0.1480575930453681,1351.7125,0.6760643263972707,17.303333333333335,17.303333333333335,1630,18015,16385,0.9095198445739662,12,4800,4800,12,1.0,1.0,-0.16953571387800426,14.127708333333333,14.0,17.0,18.0,19.0,22,42,0.00875,7.780833333333334,6.346875,0.44925014377774175,0.0,37.66395833333333,0.9911220860968594,15.349791666666667,15.349791666666667,2371,67813,65442,0.9650362024980461,True,False,False,False,False,False,True,False,True,False,drift_or_persistent_failure,6,0.23312500000000003,1.8867107618651122,0.9721361174559433,0.3150577596995887,0.33351325784934877
income,income__N200__c0p16__lognormal__biased__random,14,200,lognormal,c,0.16,12,4800,4723,12,0.9839583333333334,0.9864147739333475,0.696830331411112,8.348083845013763,8.0,14.0,16.0,18.0,23,21,0.004446326487402075,7.235443573999577,1.1126402710141858,0.1332809171147408,0.042981156044886726,860.9783333333334,0.7915552307229955,19.88104166666667,19.88104166666667,1925,39428,37503,0.9511768286496906,12,4800,4800,12,1.0,1.0,0.003704602927810466,15.964583333333334,16.0,19.0,20.0,22.0,31,385,0.08020833333333334,8.333958333333333,7.630625,0.4779720736004176,0.0,55.28,0.9909484747661879,17.517708333333335,17.517708333333335,2371,76630,74259,0.9690591152290225,True,False,False,False,False,False,True,False,True,False,drift_or_persistent_failure,6,0.01604166666666662,0.9123649965337661,0.9357939708122737,0.19939324404319236,0.34469115648567683
income,income__N200__c0p16__pareto__biased__random,15,200,pareto,c,0.16,12,4800,3914,12,0.8154166666666667,0.9441312147616607,0.6797767996298746,6.7950945324476235,6.0,12.0,14.0,17.0,24,4,0.001021972406745018,5.9256515074093,0.8694430250383239,0.12795157166491203,0.10781808891159939,1302.6764583333334,0.7061851612526242,20.220416666666665,20.220416666666665,1819,26596,24777,0.9316062565799368,12,4800,4800,12,1.0,1.0,-0.19289995437433324,16.139166666666668,16.0,19.0,20.0,22.0,28,339,0.070625,8.251041666666667,7.888125,0.48875664790623224,0.00020833333333333335,38.65770833333333,0.9910919355022829,17.663333333333334,17.663333333333334,2374,77468,75094,0.9693550885526927,True,False,False,False,False,False,True,False,True,False,drift_or_persistent_failure,6,0.18458333333333332,1.3751202561788742,0.9703243978303003,0.2849067742496587,0.3608050762413202
income,income__N200__c0p18__lognormal__biased__random,16,200,lognormal,c,0.18,12,4800,4751,12,0.9897916666666666,0.990715340789196,0.7384809501221461,10.765523047779414,11.0,17.0,19.0,22.0,28,157,0.03304567459482214,9.083771837507893,1.6817512102715217,0.15621639587854616,0.024836876447063776,759.78,0.8249174781969675,22.851458333333333,22.851458333333333,2074,51147,49073,0.959450212133654,12,4800,4800,12,1.0,1.0,0.05703271827892097,17.892916666666668,18.0,22.0,23.0,26.0,35,1297,0.27020833333333333,8.193958333333333,9.698958333333334,0.5420557483175372,0.0,32.429375,0.9923413116424302,19.669166666666666,19.669166666666666,2378,85886,83508,0.9723121346901706,True,False,False,False,False,False,True,False,True,False,drift_or_persistent_failure,6,0.010208333333333375,0.6620573461460759,0.9573174142514937,0.16742383344546274,0.38583935243899103
income,income__N200__c0p18__pareto__biased__random,17,200,pareto,c,0.18,12,4800,4095,12,0.853125,0.9578741121724222,0.7613086931125538,9.32893772893773,9.0,16.0,18.0,21.0,25,81,0.01978021978021978,7.873504273504273,1.4554334554334554,0.15601277420030366,0.0796092796092796,1146.1652083333333,0.7553647696812442,23.23625,23.23625,2014,38202,36188,0.9472802471074813,12,4800,4800,12,1.0,1.0,-0.20036970343393853,18.060625,18.0,21.0,22.0,24.0,31,1331,0.27729166666666666,7.995208333333333,10.065416666666666,0.557312754495853,0.0,23.832291666666666,0.9934358895048199,19.763541666666665,19.763541666666665,2382,86691,84309,0.9725230992836627,True,False,False,False,False,False,True,False,True,False,drift_or_persistent_failure,6,0.14687499999999998,0.9359787282079473,0.9792069315196527,0.23807111982357565,0.40129998029554936
income,income__N200__c0p20__lognormal__biased__random,18,200,lognormal,c,0.2,12,4800,4779,12,0.995625,0.9958044891965597,0.773117337336177,13.485247959824232,14.0,21.0,22.0,25.0,32,815,0.17053776940782592,10.91734672525633,2.567901234567901,0.19042298978990163,0.01841389412010881,668.711875,0.8496580436259022,26.109791666666666,26.109791666666666,2159,64446,62287,0.9664990845048568,12,4800,4800,12,1.0,1.0,0.08747386548237567,19.929375,20.0,24.0,25.0,28.0,33,2705,0.5635416666666667,8.626666666666667,11.302708333333333,0.5671381231640898,0.0,34.423125,0.9929056220318466,22.105416666666667,22.105416666666667,2378,95661,93283,0.9751413846813226,True,False,False,False,False,False,True,False,True,False,drift_or_persistent_failure,6,0.004375000000000018,0.47786492761381616,0.9485232335675211,0.14324757840594438,0.3767151333741882
income,income__N200__c0p20__pareto__biased__random,19,200,pareto,c,0.2,12,4800,4218,12,0.87875,0.9676652401331431,0.8050381852367303,11.475343764817449,12.0,19.0,21.0,23.0,32,395,0.09364627785680417,9.4950213371266,1.9803224276908487,0.17257194801975084,0.06590801327643434,1109.831875,0.7706105700346356,26.513958333333335,26.513958333333335,2098,48403,46305,0.9566555791996364,12,4800,4800,12,1.0,1.0,-0.22240353857808565,20.011875,20.0,23.0,25.0,27.0,31,2861,0.5960416666666667,8.943125,11.06875,0.5531090914769355,0.0,56.22958333333333,0.9919686366688577,22.25375,22.25375,2374,96057,93683,0.9752855075632176,True,False,False,False,False,False,True,False,True,False,drift_or_persistent_failure,6,0.12124999999999997,0.7439020050410099,0.949335043802618,0.22135806663422208,0.3805371434571847
