seed,ended_by_default,periods_completed,time_steps_completed,first_cascade_period,first_cascade_time_steps,last_period_length_steps,max_period_length_steps,total_credit_issued,credit_scale_before_cascade,active_credit_after_cascade,collapse_size,max_collapse_size,total_collapse_size,avalanche_count,collapse_fraction,critical_event,initial_total_money,final_cash_total,final_active_credit,initial_money_gini,final_net_worth_gini,failed_credit_events,total_income_last_period,n_nodes,mean_initial_money,money_distribution,income_distribution_rule,growth_rule,consumption_wealth_propensity,consumption_income_propensity,investment_income_propensity,initial_income_per_capita,income_bias_floor,collapse_threshold_fraction,max_periods,max_time_steps,default_threshold,wipe_defaulted_assets,validate_accounting,period_length_rule,fixed_period_length_steps,avalanche_protocol,default_check_mode,family,scenario_id,scenario_index,run_index,control_name,control_value
2028250005,True,240,83318,1,2000,247,2000,83318,2000,110,209,209,42631,240,0.418,True,9405,9405,110,0.49112663476873997,0.9949943646996278,0,310,500,20.0,lognormal,biased,random,0.02,0.2,0.8,5.0,1.0,0.1,240,0,0.0,True,True,income,100,continue_after_avalanche,period_end,high_c_finite_income,high_c_finite__N500__c0p80__lognormal__biased__random,16,5,c,0.8
2028250006,True,240,85739,1,2000,269,2012,85739,2000,135,218,218,44461,240,0.436,True,10082,10082,135,0.5141567149375124,0.993309660781591,0,317,500,20.0,lognormal,biased,random,0.02,0.2,0.8,5.0,1.0,0.1,240,0,0.0,True,True,income,100,continue_after_avalanche,period_end,high_c_finite_income,high_c_finite__N500__c0p80__lognormal__biased__random,16,6,c,0.8
2028250007,True,240,77434,1,2000,235,2000,77434,2000,189,209,209,41055,240,0.418,True,8783,8783,189,0.48917659114197876,0.9905624501878629,0,291,500,20.0,lognormal,biased,random,0.02,0.2,0.8,5.0,1.0,0.1,240,0,0.0,True,True,income,100,continue_after_avalanche,period_end,high_c_finite_income,high_c_finite__N500__c0p80__lognormal__biased__random,16,7,c,0.8
2028250008,True,240,80403,1,2000,249,2000,80403,2000,124,214,214,42563,240,0.428,True,9593,9593,124,0.5189398519753987,0.9931231106014802,0,307,500,20.0,lognormal,biased,random,0.02,0.2,0.8,5.0,1.0,0.1,240,0,0.0,True,True,income,100,continue_after_avalanche,period_end,high_c_finite_income,high_c_finite__N500__c0p80__lognormal__biased__random,16,8,c,0.8
2028250009,True,240,83753,1,2000,260,2001,83753,2000,131,225,225,44075,240,0.45,True,10446,10446,131,0.5301010913268236,0.9921895462377943,0,330,500,20.0,lognormal,biased,random,0.02,0.2,0.8,5.0,1.0,0.1,240,0,0.0,True,True,income,100,continue_after_avalanche,period_end,high_c_finite_income,high_c_finite__N500__c0p80__lognormal__biased__random,16,9,c,0.8
2028250010,True,240,81680,1,2000,250,2000,81680,2000,163,230,230,43002,240,0.46,True,9469,9469,163,0.5269344175731334,0.993482099482522,0,300,500,20.0,lognormal,biased,random,0.02,0.2,0.8,5.0,1.0,0.1,240,0,0.0,True,True,income,100,continue_after_avalanche,period_end,high_c_finite_income,high_c_finite__N500__c0p80__lognormal__biased__random,16,10,c,0.8
2028250011,True,240,91556,1,2000,280,2033,91556,2000,371,223,223,45750,240,0.446,True,10192,10192,371,0.5056766091051805,0.9858100470957614,0,358,500,20.0,lognormal,biased,random,0.02,0.2,0.8,5.0,1.0,0.1,240,0,0.0,True,True,income,100,continue_after_avalanche,period_end,high_c_finite_income,high_c_finite__N500__c0p80__lognormal__biased__random,16,11,c,0.8
2028250012,True,240,89172,1,2000,279,2000,89172,2000,156,232,232,46050,240,0.464,True,10768,10768,156,0.5463848439821695,0.9917306835066866,0,332,500,20.0,lognormal,biased,random,0.02,0.2,0.8,5.0,1.0,0.1,240,0,0.0,True,True,income,100,continue_after_avalanche,period_end,high_c_finite_income,high_c_finite__N500__c0p80__lognormal__biased__random,16,12,c,0.8
2028250013,True,240,89097,1,2000,281,2038,89097,2000,211,226,226,44706,240,0.452,True,10357,10357,211,0.4991918509220816,0.9882249686202569,0,350,500,20.0,lognormal,biased,random,0.02,0.2,0.8,5.0,1.0,0.1,240,0,0.0,True,True,income,100,continue_after_avalanche,period_end,high_c_finite_income,high_c_finite__N500__c0p80__lognormal__biased__random,16,13,c,0.8
2028250014,True,240,83814,1,2000,243,2000,83814,2000,137,214,214,43462,240,0.428,True,9806,9806,137,0.5115019375892311,0.9928533550887211,0,315,500,20.0,lognormal,biased,random,0.02,0.2,0.8,5.0,1.0,0.1,240,0,0.0,True,True,income,100,continue_after_avalanche,period_end,high_c_finite_income,high_c_finite__N500__c0p80__lognormal__biased__random,16,14,c,0.8
2028250015,True,240,94924,1,2000,295,2000,94924,2000,234,234,234,46942,240,0.468,True,11171,11171,234,0.5405648554292364,0.98699865723749,0,367,500,20.0,lognormal,biased,random,0.02,0.2,0.8,5.0,1.0,0.1,240,0,0.0,True,True,income,100,continue_after_avalanche,period_end,high_c_finite_income,high_c_finite__N500__c0p80__lognormal__biased__random,16,15,c,0.8
2028250016,True,240,88415,1,2000,258,2000,88415,2000,140,219,219,45301,240,0.438,True,10377,10377,140,0.5285471716295653,0.9920048183482701,0,321,500,20.0,lognormal,biased,random,0.02,0.2,0.8,5.0,1.0,0.1,240,0,0.0,True,True,income,100,continue_after_avalanche,period_end,high_c_finite_income,high_c_finite__N500__c0p80__lognormal__biased__random,16,16,c,0.8
2028250017,True,240,87697,1,2000,264,2000,87697,2000,157,218,218,44715,240,0.436,True,10249,10249,157,0.5114854132110449,0.9911033271538687,0,336,500,20.0,lognormal,biased,random,0.02,0.2,0.8,5.0,1.0,0.1,240,0,0.0,True,True,income,100,continue_after_avalanche,period_end,high_c_finite_income,high_c_finite__N500__c0p80__lognormal__biased__random,16,17,c,0.8
2028250018,True,240,85466,1,2000,242,2000,85466,2000,37,215,215,43380,240,0.43,True,10031,10031,37,0.5101678795733227,0.9949801614993521,0,307,500,20.0,lognormal,biased,random,0.02,0.2,0.8,5.0,1.0,0.1,240,0,0.0,True,True,income,100,continue_after_avalanche,period_end,high_c_finite_income,high_c_finite__N500__c0p80__lognormal__biased__random,16,18,c,0.8
2028250019,True,240,88678,1,2000,271,2000,88678,2000,205,223,223,45116,240,0.446,True,10292,10292,205,0.534120093276331,0.9936222308589195,0,325,500,20.0,lognormal,biased,random,0.02,0.2,0.8,5.0,1.0,0.1,240,0,0.0,True,True,income,100,continue_after_avalanche,period_end,high_c_finite_income,high_c_finite__N500__c0p80__lognormal__biased__random,16,19,c,0.8
2028250020,True,240,79902,1,2000,238,2000,79902,2000,128,218,218,42232,240,0.436,True,9505,9505,128,0.5206365071015255,0.9957241451867438,0,293,500,20.0,lognormal,biased,random,0.02,0.2,0.8,5.0,1.0,0.1,240,0,0.0,True,True,income,100,continue_after_avalanche,period_end,high_c_finite_income,high_c_finite__N500__c0p80__lognormal__biased__random,16,20,c,0.8
2028250021,True,240,84262,1,2000,262,2000,84262,2000,100,227,227,44108,240,0.454,True,9983,9983,100,0.5374731042772714,0.993756385855955,0,311,500,20.0,lognormal,biased,random,0.02,0.2,0.8,5.0,1.0,0.1,240,0,0.0,True,True,income,100,continue_after_avalanche,period_end,high_c_finite_income,high_c_finite__N500__c0p80__lognormal__biased__random,16,21,c,0.8
2028250022,True,240,84236,1,2000,250,2000,84236,2000,135,228,228,44114,240,0.456,True,10007,10007,135,0.55110242830019,0.9956292595183371,0,313,500,20.0,lognormal,biased,random,0.02,0.2,0.8,5.0,1.0,0.1,240,0,0.0,True,True,income,100,continue_after_avalanche,period_end,high_c_finite_income,high_c_finite__N500__c0p80__lognormal__biased__random,16,22,c,0.8
2028250023,True,240,87134,1,2000,250,2000,87134,2000,156,221,221,44363,240,0.442,True,9984,9984,156,0.517036858974359,0.9917335737179487,0,315,500,20.0,lognormal,biased,random,0.02,0.2,0.8,5.0,1.0,0.1,240,0,0.0,True,True,income,100,continue_after_avalanche,period_end,high_c_finite_income,high_c_finite__N500__c0p80__lognormal__biased__random,16,23,c,0.8
2028350000,True,240,65804,1,2000,226,2124,65804,2000,19,287,287,38639,240,0.574,True,9995,9995,19,0.5405224612306152,0.9979315657828915,0,279,500,20.0,pareto,biased,random,0.02,0.2,0.8,5.0,1.0,0.1,240,0,0.0,True,True,income,100,continue_after_avalanche,period_end,high_c_finite_income,high_c_finite__N500__c0p80__pareto__biased__random,17,0,c,0.8
2028350001,True,240,80933,2,4151,243,2281,80933,4151,61,248,248,42781,239,0.496,True,9991,9991,61,0.35239375437894105,0.9939575618056251,0,304,500,20.0,pareto,biased,random,0.02,0.2,0.8,5.0,1.0,0.1,240,0,0.0,True,True,income,100,continue_after_avalanche,period_end,high_c_finite_income,high_c_finite__N500__c0p80__pareto__biased__random,17,1,c,0.8
2028350002,True,240,78824,2,4165,230,2285,78824,4165,23,238,238,41355,239,0.476,True,10007,10007,23,0.3546243629459378,0.9978788847806535,0,291,500,20.0,pareto,biased,random,0.02,0.2,0.8,5.0,1.0,0.1,240,0,0.0,True,True,income,100,continue_after_avalanche,period_end,high_c_finite_income,high_c_finite__N500__c0p80__pareto__biased__random,17,2,c,0.8
2028350003,True,240,83959,1,2000,252,2270,83959,2000,92,223,223,43203,240,0.446,True,10009,10009,92,0.34494934558896984,0.9956225397142571,0,314,500,20.0,pareto,biased,random,0.02,0.2,0.8,5.0,1.0,0.1,240,0,0.0,True,True,income,100,continue_after_avalanche,period_end,high_c_finite_income,high_c_finite__N500__c0p80__pareto__biased__random,17,3,c,0.8
2028350004,True,240,76180,1,2000,235,2198,76180,2000,56,262,262,41880,240,0.524,True,10001,10001,56,0.428965703429657,0.9968797120287971,0,301,500,20.0,pareto,biased,random,0.02,0.2,0.8,5.0,1.0,0.1,240,0,0.0,True,True,income,100,continue_after_avalanche,period_end,high_c_finite_income,high_c_finite__N500__c0p80__pareto__biased__random,17,4,c,0.8
2028350005,True,240,90244,2,4166,254,2294,90244,4166,115,218,218,43909,239,0.436,True,10007,10007,115,0.2844055161387029,0.9923223743379634,0,319,500,20.0,pareto,biased,random,0.02,0.2,0.8,5.0,1.0,0.1,240,0,0.0,True,True,income,100,continue_after_avalanche,period_end,high_c_finite_income,high_c_finite__N500__c0p80__pareto__biased__random,17,5,c,0.8
2028350006,True,240,78495,1,2000,242,2293,78495,2000,58,245,245,41998,240,0.49,True,9991,9991,58,0.35899129216294656,0.9951170053047742,0,297,500,20.0,pareto,biased,random,0.02,0.2,0.8,5.0,1.0,0.1,240,0,0.0,True,True,income,100,continue_after_avalanche,period_end,high_c_finite_income,high_c_finite__N500__c0p80__pareto__biased__random,17,6,c,0.8
2028350007,True,240,89518,2,4158,259,2373,89518,4158,157,225,225,43279,239,0.45,True,9989,9989,157,0.265769346280909,0.9914315747322053,0,325,500,20.0,pareto,biased,random,0.02,0.2,0.8,5.0,1.0,0.1,240,0,0.0,True,True,income,100,continue_after_avalanche,period_end,high_c_finite_income,high_c_finite__N500__c0p80__pareto__biased__random,17,7,c,0.8
2028350008,True,240,87516,2,4166,242,2293,87516,4166,92,220,220,42989,239,0.44,True,10007,10007,92,0.2867011092235434,0.9943161786749275,0,310,500,20.0,pareto,biased,random,0.02,0.2,0.8,5.0,1.0,0.1,240,0,0.0,True,True,income,100,continue_after_avalanche,period_end,high_c_finite_income,high_c_finite__N500__c0p80__pareto__biased__random,17,8,c,0.8
2028350009,True,240,82266,1,2000,246,2258,82266,2000,99,231,231,42675,240,0.462,True,10000,10000,99,0.3565448,0.9958084,0,311,500,20.0,pareto,biased,random,0.02,0.2,0.8,5.0,1.0,0.1,240,0,0.0,True,True,income,100,continue_after_avalanche,period_end,high_c_finite_income,high_c_finite__N500__c0p80__pareto__biased__random,17,9,c,0.8
2028350010,True,240,86827,2,4150,254,2286,86827,4150,92,215,215,43603,239,0.43,True,9997,9997,92,0.3322222666800041,0.9899831949584876,0,318,500,20.0,pareto,biased,random,0.02,0.2,0.8,5.0,1.0,0.1,240,0,0.0,True,True,income,100,continue_after_avalanche,period_end,high_c_finite_income,high_c_finite__N500__c0p80__pareto__biased__random,17,10,c,0.8
2028350011,True,240,80755,1,2000,236,2265,80755,2000,31,241,241,42298,240,0.482,True,10000,10000,31,0.35014520000000005,0.997504,0,297,500,20.0,pareto,biased,random,0.02,0.2,0.8,5.0,1.0,0.1,240,0,0.0,True,True,income,100,continue_after_avalanche,period_end,high_c_finite_income,high_c_finite__N500__c0p80__pareto__biased__random,17,11,c,0.8
2028350012,True,240,86826,2,4154,255,2274,86826,4154,159,229,229,43390,239,0.458,True,10005,10005,159,0.3174762618690654,0.9933219390304848,0,329,500,20.0,pareto,biased,random,0.02,0.2,0.8,5.0,1.0,0.1,240,0,0.0,True,True,income,100,continue_after_avalanche,period_end,high_c_finite_income,high_c_finite__N500__c0p80__pareto__biased__random,17,12,c,0.8
2028350013,True,240,83207,1,2000,241,2271,83207,2000,59,224,224,42796,240,0.448,True,10005,10005,59,0.35549485257371316,0.9956759620189906,0,302,500,20.0,pareto,biased,random,0.02,0.2,0.8,5.0,1.0,0.1,240,0,0.0,True,True,income,100,continue_after_avalanche,period_end,high_c_finite_income,high_c_finite__N500__c0p80__pareto__biased__random,17,13,c,0.8
2028350014,True,240,84129,1,2000,245,2355,84129,2000,82,221,221,42657,240,0.442,True,10019,10019,82,0.3067577602555145,0.9962181854476495,0,309,500,20.0,pareto,biased,random,0.02,0.2,0.8,5.0,1.0,0.1,240,0,0.0,True,True,income,100,continue_after_avalanche,period_end,high_c_finite_income,high_c_finite__N500__c0p80__pareto__biased__random,17,14,c,0.8
2028350015,True,240,81804,1,2000,247,2266,81804,2000,36,226,226,42524,240,0.452,True,10000,10000,36,0.3448392,0.9950304000000001,0,306,500,20.0,pareto,biased,random,0.02,0.2,0.8,5.0,1.0,0.1,240,0,0.0,True,True,income,100,continue_after_avalanche,period_end,high_c_finite_income,high_c_finite__N500__c0p80__pareto__biased__random,17,15,c,0.8
2028350016,True,240,85643,1,2000,255,2289,85643,2000,140,230,230,43530,240,0.46,True,9991,9991,140,0.33044399959963977,0.9946297667901112,0,323,500,20.0,pareto,biased,random,0.02,0.2,0.8,5.0,1.0,0.1,240,0,0.0,True,True,income,100,continue_after_avalanche,period_end,high_c_finite_income,high_c_finite__N500__c0p80__pareto__biased__random,17,16,c,0.8
2028350017,True,240,84697,1,2000,250,2266,84697,2000,91,231,231,43819,240,0.462,True,10005,10005,91,0.3520901549225388,0.9937473263368315,0,309,500,20.0,pareto,biased,random,0.02,0.2,0.8,5.0,1.0,0.1,240,0,0.0,True,True,income,100,continue_after_avalanche,period_end,high_c_finite_income,high_c_finite__N500__c0p80__pareto__biased__random,17,17,c,0.8
2028350018,True,240,85600,2,4165,245,2295,85600,4165,77,221,221,43194,239,0.442,True,9999,9999,77,0.31111651165116516,0.9963566356635662,0,306,500,20.0,pareto,biased,random,0.02,0.2,0.8,5.0,1.0,0.1,240,0,0.0,True,True,income,100,continue_after_avalanche,period_end,high_c_finite_income,high_c_finite__N500__c0p80__pareto__biased__random,17,18,c,0.8
2028350019,True,240,82789,1,2000,242,2279,82789,2000,76,237,237,43134,240,0.474,True,9983,9983,76,0.34305900030051095,0.9942792747671041,0,300,500,20.0,pareto,biased,random,0.02,0.2,0.8,5.0,1.0,0.1,240,0,0.0,True,True,income,100,continue_after_avalanche,period_end,high_c_finite_income,high_c_finite__N500__c0p80__pareto__biased__random,17,19,c,0.8
2028350020,True,240,87254,1,2000,243,2298,87254,2000,64,223,223,43270,240,0.446,True,9996,9996,64,0.30868187274909964,0.9953505402160865,0,305,500,20.0,pareto,biased,random,0.02,0.2,0.8,5.0,1.0,0.1,240,0,0.0,True,True,income,100,continue_after_avalanche,period_end,high_c_finite_income,high_c_finite__N500__c0p80__pareto__biased__random,17,20,c,0.8
2028350021,True,240,85434,1,2000,246,2279,85434,2000,43,224,224,42689,240,0.448,True,9999,9999,43,0.3047106710671068,0.9975287528752874,0,300,500,20.0,pareto,biased,random,0.02,0.2,0.8,5.0,1.0,0.1,240,0,0.0,True,True,income,100,continue_after_avalanche,period_end,high_c_finite_income,high_c_finite__N500__c0p80__pareto__biased__random,17,21,c,0.8
2028350022,True,240,78648,1,2000,230,2293,78648,2000,29,234,234,41165,240,0.468,True,9997,9997,29,0.3373201960588177,0.9973518055416626,0,289,500,20.0,pareto,biased,random,0.02,0.2,0.8,5.0,1.0,0.1,240,0,0.0,True,True,income,100,continue_after_avalanche,period_end,high_c_finite_income,high_c_finite__N500__c0p80__pareto__biased__random,17,22,c,0.8
2028350023,True,240,81621,2,4156,239,2270,81621,4156,35,234,234,42238,239,0.468,True,10002,10002,35,0.3475364927014597,0.9963023395320936,0,304,500,20.0,pareto,biased,random,0.02,0.2,0.8,5.0,1.0,0.1,240,0,0.0,True,True,income,100,continue_after_avalanche,period_end,high_c_finite_income,high_c_finite__N500__c0p80__pareto__biased__random,17,23,c,0.8
