scenario_id,factor_family,run_index,seed,topology_seed,topology,target_mean_degree,topology_nodes,topology_edges,topology_mean_degree,topology_density,topology_clustering,topology_degree_std,topology_degree_cv,topology_max_degree,topology_components,topology_lcc_nodes,topology_lcc_fraction,topology_lcc_average_path_length
ab_grid__money-lognormal__income-biased__growth-random__a-0.010__b-0.200__topo-er__k-12,ab_grid,7,2026060543,2026064543,er,12,200,1200,12.0,0.06030150753768844,0.06306861267387576,3.4985711369071804,0.29154759474226505,22,1,200,1.0,2.4052261306532663
ab_grid__money-lognormal__income-biased__growth-random__a-0.010__b-0.300__topo-er__k-12,ab_grid,0,2026060544,2026064544,er,12,200,1200,12.0,0.06030150753768844,0.05783552919388826,3.269556544854363,0.27246304540453026,22,1,200,1.0,2.3997989949748746
ab_grid__money-lognormal__income-biased__growth-random__a-0.010__b-0.300__topo-er__k-12,ab_grid,1,2026060545,2026064545,er,12,200,1200,12.0,0.06030150753768844,0.06425862164338401,3.3376638536557275,0.27813865447131064,25,1,200,1.0,2.407185929648241
ab_grid__money-lognormal__income-biased__growth-random__a-0.010__b-0.300__topo-er__k-12,ab_grid,2,2026060546,2026064546,er,12,200,1200,12.0,0.06030150753768844,0.061792924578898435,3.4409301068170506,0.28674417556808757,23,1,200,1.0,2.3964824120603017
ab_grid__money-lognormal__income-biased__growth-random__a-0.010__b-0.300__topo-er__k-12,ab_grid,3,2026060547,2026064547,er,12,200,1200,12.0,0.06030150753768844,0.05607531434853412,3.361547262794322,0.28012893856619353,22,1,200,1.0,2.397638190954774
ab_grid__money-lognormal__income-biased__growth-random__a-0.010__b-0.300__topo-er__k-12,ab_grid,4,2026060548,2026064548,er,12,200,1200,12.0,0.06030150753768844,0.06269939146680627,3.3852621759621515,0.2821051813301793,22,1,200,1.0,2.3943718592964824
ab_grid__money-lognormal__income-biased__growth-random__a-0.010__b-0.300__topo-er__k-12,ab_grid,5,2026060549,2026064549,er,12,200,1200,12.0,0.06030150753768844,0.05959402941250426,3.2741411087489802,0.27284509239574833,25,1,200,1.0,2.399597989949749
ab_grid__money-lognormal__income-biased__growth-random__a-0.010__b-0.300__topo-er__k-12,ab_grid,6,2026060550,2026064550,er,12,200,1200,12.0,0.06030150753768844,0.05660715695627859,3.181194744117373,0.2650995620097811,23,1,200,1.0,2.398793969849246
ab_grid__money-lognormal__income-biased__growth-random__a-0.010__b-0.300__topo-er__k-12,ab_grid,7,2026060551,2026064551,er,12,200,1200,12.0,0.06030150753768844,0.06093105724684669,3.2603680773802215,0.27169733978168514,21,1,200,1.0,2.3989447236180905
ab_grid__money-lognormal__income-biased__growth-random__a-0.020__b-0.100__topo-er__k-12,ab_grid,0,2026060552,2026064552,er,12,200,1200,12.0,0.06030150753768844,0.06068975095252181,3.215587038162705,0.2679655865135588,20,1,200,1.0,2.4020100502512562
ab_grid__money-lognormal__income-biased__growth-random__a-0.020__b-0.100__topo-er__k-12,ab_grid,1,2026060553,2026064553,er,12,200,1200,12.0,0.06030150753768844,0.06037320843108965,3.477067730142742,0.28975564417856187,23,1,200,1.0,2.4031658291457285
ab_grid__money-lognormal__income-biased__growth-random__a-0.020__b-0.100__topo-er__k-12,ab_grid,2,2026060554,2026064554,er,12,200,1200,12.0,0.06030150753768844,0.05667102277106984,3.6152454965050436,0.30127045804208696,23,1,200,1.0,2.392110552763819
ab_grid__money-lognormal__income-biased__growth-random__a-0.020__b-0.100__topo-er__k-12,ab_grid,3,2026060555,2026064555,er,12,200,1200,12.0,0.06030150753768844,0.0581424555406753,3.254228019054596,0.27118566825454965,21,1,200,1.0,2.4016582914572866
ab_grid__money-lognormal__income-biased__growth-random__a-0.020__b-0.100__topo-er__k-12,ab_grid,4,2026060556,2026064556,er,12,200,1200,12.0,0.06030150753768844,0.05396222057096665,3.157530680769389,0.2631275567307824,21,1,200,1.0,2.400100502512563
ab_grid__money-lognormal__income-biased__growth-random__a-0.020__b-0.100__topo-er__k-12,ab_grid,5,2026060557,2026064557,er,12,200,1200,12.0,0.06030150753768844,0.06194974057590149,3.3256578296631782,0.2771381524719315,22,1,200,1.0,2.398492462311558
ab_grid__money-lognormal__income-biased__growth-random__a-0.020__b-0.100__topo-er__k-12,ab_grid,6,2026060558,2026064558,er,12,200,1200,12.0,0.06030150753768844,0.05911371145194674,3.4292856398964493,0.2857738033247041,22,1,200,1.0,2.3963819095477388
ab_grid__money-lognormal__income-biased__growth-random__a-0.020__b-0.100__topo-er__k-12,ab_grid,7,2026060559,2026064559,er,12,200,1200,12.0,0.06030150753768844,0.0682945832976792,3.5425979167836705,0.2952164930653059,22,1,200,1.0,2.4019095477386934
ab_grid__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-er__k-12,ab_grid,0,2026060560,2026064560,er,12,200,1200,12.0,0.06030150753768844,0.059021475686336304,3.4219877264537346,0.28516564387114457,22,1,200,1.0,2.3965829145728645
ab_grid__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-er__k-12,ab_grid,1,2026060561,2026064561,er,12,200,1200,12.0,0.06030150753768844,0.05520206040949072,3.255764119219941,0.2713136766016618,21,1,200,1.0,2.3964824120603017
ab_grid__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-er__k-12,ab_grid,2,2026060562,2026064562,er,12,200,1200,12.0,0.06030150753768844,0.06321680475303096,3.5014282800023193,0.2917856900001933,24,1,200,1.0,2.4000502512562814
ab_grid__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-er__k-12,ab_grid,3,2026060563,2026064563,er,12,200,1200,12.0,0.06030150753768844,0.05693041972647235,3.351119216023208,0.27925993466860066,22,1,200,1.0,2.3990452261306534
ab_grid__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-er__k-12,ab_grid,4,2026060564,2026064564,er,12,200,1200,12.0,0.06030150753768844,0.055477839583876705,3.2893768406797053,0.27411473672330877,26,1,200,1.0,2.3917587939698493
ab_grid__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-er__k-12,ab_grid,5,2026060565,2026064565,er,12,200,1200,12.0,0.06030150753768844,0.060118268218298444,3.2357379374726873,0.26964482812272395,23,1,200,1.0,2.4010050251256283
ab_grid__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-er__k-12,ab_grid,6,2026060566,2026064566,er,12,200,1200,12.0,0.06030150753768844,0.05926574350142458,3.3136083051561784,0.2761340254296815,24,1,200,1.0,2.3939698492462314
ab_grid__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-er__k-12,ab_grid,7,2026060567,2026064567,er,12,200,1200,12.0,0.06030150753768844,0.05899541634835747,3.424908757908742,0.28540906315906184,25,1,200,1.0,2.3995477386934674
ab_grid__money-lognormal__income-biased__growth-random__a-0.020__b-0.300__topo-er__k-12,ab_grid,0,2026060568,2026064568,er,12,200,1200,12.0,0.06030150753768844,0.054954879485839214,3.2031234756093934,0.2669269563007828,21,1,200,1.0,2.395427135678392
ab_grid__money-lognormal__income-biased__growth-random__a-0.020__b-0.300__topo-er__k-12,ab_grid,1,2026060569,2026064569,er,12,200,1200,12.0,0.06030150753768844,0.05769863139096883,3.2093613071762426,0.2674467755980202,21,1,200,1.0,2.399597989949749
ab_grid__money-lognormal__income-biased__growth-random__a-0.020__b-0.300__topo-er__k-12,ab_grid,2,2026060570,2026064570,er,12,200,1200,12.0,0.06030150753768844,0.05972566915368769,3.082207001484488,0.25685058345704065,20,1,200,1.0,2.397939698492462
ab_grid__money-lognormal__income-biased__growth-random__a-0.020__b-0.300__topo-er__k-12,ab_grid,3,2026060571,2026064571,er,12,200,1200,12.0,0.06030150753768844,0.06529911110187725,3.4146742157927745,0.28455618464939786,23,1,200,1.0,2.4029145728643218
ab_grid__money-lognormal__income-biased__growth-random__a-0.020__b-0.300__topo-er__k-12,ab_grid,4,2026060572,2026064572,er,12,200,1200,12.0,0.06030150753768844,0.059809579395492654,3.1240998703626617,0.2603416558635551,21,1,200,1.0,2.3968844221105527
ab_grid__money-lognormal__income-biased__growth-random__a-0.020__b-0.300__topo-er__k-12,ab_grid,5,2026060573,2026064573,er,12,200,1200,12.0,0.06030150753768844,0.06226984994709449,3.3436506994600976,0.27863755828834147,22,1,200,1.0,2.4024623115577888
ab_grid__money-lognormal__income-biased__growth-random__a-0.020__b-0.300__topo-er__k-12,ab_grid,6,2026060574,2026064574,er,12,200,1200,12.0,0.06030150753768844,0.062581026515624,3.2233522922572395,0.26861269102143664,21,1,200,1.0,2.3983417085427137
ab_grid__money-lognormal__income-biased__growth-random__a-0.020__b-0.300__topo-er__k-12,ab_grid,7,2026060575,2026064575,er,12,200,1200,12.0,0.06030150753768844,0.055543812611537034,3.215587038162705,0.2679655865135588,20,1,200,1.0,2.4018090452261305
ab_grid__money-lognormal__income-biased__growth-random__a-0.040__b-0.100__topo-er__k-12,ab_grid,0,2026060576,2026064576,er,12,200,1200,12.0,0.06030150753768844,0.06196155598787171,3.3466401061363023,0.27888667551135854,21,1,200,1.0,2.397286432160804
ab_grid__money-lognormal__income-biased__growth-random__a-0.040__b-0.100__topo-er__k-12,ab_grid,1,2026060577,2026064577,er,12,200,1200,12.0,0.06030150753768844,0.05686174815896176,3.1780497164141406,0.26483747636784505,22,1,200,1.0,2.3946231155778896
ab_grid__money-lognormal__income-biased__growth-random__a-0.040__b-0.100__topo-er__k-12,ab_grid,2,2026060578,2026064578,er,12,200,1200,12.0,0.06030150753768844,0.06540514228633419,3.6687872655688283,0.30573227213073567,22,1,200,1.0,2.3984422110552766
ab_grid__money-lognormal__income-biased__growth-random__a-0.040__b-0.100__topo-er__k-12,ab_grid,3,2026060579,2026064579,er,12,200,1200,12.0,0.06030150753768844,0.05234528885698287,3.420526275297414,0.2850438562747845,24,1,200,1.0,2.3967336683417084
ab_grid__money-lognormal__income-biased__growth-random__a-0.040__b-0.100__topo-er__k-12,ab_grid,4,2026060580,2026064580,er,12,200,1200,12.0,0.06030150753768844,0.05513015704140008,3.2046840717924128,0.26705700598270105,24,1,200,1.0,2.395577889447236
ab_grid__money-lognormal__income-biased__growth-random__a-0.040__b-0.100__topo-er__k-12,ab_grid,5,2026060581,2026064581,er,12,200,1200,12.0,0.06030150753768844,0.056180252710825426,3.104834939252005,0.25873624493766706,21,1,200,1.0,2.3991959798994973
ab_grid__money-lognormal__income-biased__growth-random__a-0.040__b-0.100__topo-er__k-12,ab_grid,6,2026060582,2026064582,er,12,200,1200,12.0,0.06030150753768844,0.06437946912908211,3.408812109811862,0.2840676758176552,22,1,200,1.0,2.3997989949748746
ab_grid__money-lognormal__income-biased__growth-random__a-0.040__b-0.100__topo-er__k-12,ab_grid,7,2026060583,2026064583,er,12,200,1200,12.0,0.06030150753768844,0.06164123505493471,3.303028912982749,0.27525240941522905,22,1,200,1.0,2.3968844221105527
ab_grid__money-lognormal__income-biased__growth-random__a-0.040__b-0.200__topo-er__k-12,ab_grid,0,2026060584,2026064584,er,12,200,1200,12.0,0.06030150753768844,0.05730315893780019,3.3361654635224554,0.27801378862687126,23,1,200,1.0,2.399748743718593
ab_grid__money-lognormal__income-biased__growth-random__a-0.040__b-0.200__topo-er__k-12,ab_grid,1,2026060585,2026064585,er,12,200,1200,12.0,0.06030150753768844,0.06024775542654793,3.327160951922825,0.2772634126602354,20,1,200,1.0,2.39929648241206
ab_grid__money-lognormal__income-biased__growth-random__a-0.040__b-0.200__topo-er__k-12,ab_grid,2,2026060586,2026064586,er,12,200,1200,12.0,0.06030150753768844,0.06356445809802583,3.4394767043839676,0.28662305869866395,23,1,200,1.0,2.405427135678392
ab_grid__money-lognormal__income-biased__growth-random__a-0.040__b-0.200__topo-er__k-12,ab_grid,3,2026060587,2026064587,er,12,200,1200,12.0,0.06030150753768844,0.06505625308643884,3.315116890850155,0.2762597409041796,21,1,200,1.0,2.4091959798994975
ab_grid__money-lognormal__income-biased__growth-random__a-0.040__b-0.200__topo-er__k-12,ab_grid,4,2026060588,2026064588,er,12,200,1200,12.0,0.06030150753768844,0.05595397116643243,3.407345007480164,0.28394541729001366,21,1,200,1.0,2.3951256281407036
ab_grid__money-lognormal__income-biased__growth-random__a-0.040__b-0.200__topo-er__k-12,ab_grid,5,2026060589,2026064589,er,12,200,1200,12.0,0.06030150753768844,0.05922033593378994,3.456877203488721,0.28807310029072675,23,1,200,1.0,2.3971859296482414
ab_grid__money-lognormal__income-biased__growth-random__a-0.040__b-0.200__topo-er__k-12,ab_grid,6,2026060590,2026064590,er,12,200,1200,12.0,0.06030150753768844,0.06188246382549106,3.518522417151836,0.2932102014293197,23,1,200,1.0,2.40321608040201
ab_grid__money-lognormal__income-biased__growth-random__a-0.040__b-0.200__topo-er__k-12,ab_grid,7,2026060591,2026064591,er,12,200,1200,12.0,0.06030150753768844,0.05624375319383056,3.371943060017473,0.2809952550014561,22,1,200,1.0,2.4005527638190953
ab_grid__money-lognormal__income-biased__growth-random__a-0.040__b-0.300__topo-er__k-12,ab_grid,0,2026060592,2026064592,er,12,200,1200,12.0,0.06030150753768844,0.0629305513028423,3.127299154222378,0.26060826285186484,21,1,200,1.0,2.394572864321608
ab_grid__money-lognormal__income-biased__growth-random__a-0.040__b-0.300__topo-er__k-12,ab_grid,1,2026060593,2026064593,er,12,200,1200,12.0,0.06030150753768844,0.06107824854883673,3.1543620591175006,0.2628635049264584,21,1,200,1.0,2.3968341708542713
ab_grid__money-lognormal__income-biased__growth-random__a-0.040__b-0.300__topo-er__k-12,ab_grid,2,2026060594,2026064594,er,12,200,1200,12.0,0.06030150753768844,0.059186134123575214,3.3166247903554,0.2763853991962833,23,1,200,1.0,2.3973366834170853
ab_grid__money-lognormal__income-biased__growth-random__a-0.040__b-0.300__topo-er__k-12,ab_grid,3,2026060595,2026064595,er,12,200,1200,12.0,0.06030150753768844,0.06901687451209583,3.280243893371345,0.2733536577809454,23,1,200,1.0,2.402311557788945
ab_grid__money-lognormal__income-biased__growth-random__a-0.040__b-0.300__topo-er__k-12,ab_grid,4,2026060596,2026064596,er,12,200,1200,12.0,0.06030150753768844,0.06138418805137067,3.2893768406797053,0.27411473672330877,21,1,200,1.0,2.399899497487437
ab_grid__money-lognormal__income-biased__growth-random__a-0.040__b-0.300__topo-er__k-12,ab_grid,5,2026060597,2026064597,er,12,200,1200,12.0,0.06030150753768844,0.062177997321623615,3.4452866353904428,0.2871072196158702,23,1,200,1.0,2.395778894472362
ab_grid__money-lognormal__income-biased__growth-random__a-0.040__b-0.300__topo-er__k-12,ab_grid,6,2026060598,2026064598,er,12,200,1200,12.0,0.06030150753768844,0.05312828786280793,3.315116890850155,0.2762597409041796,20,1,200,1.0,2.404673366834171
ab_grid__money-lognormal__income-biased__growth-random__a-0.040__b-0.300__topo-er__k-12,ab_grid,7,2026060599,2026064599,er,12,200,1200,12.0,0.06030150753768844,0.057634989107899284,3.277193921634788,0.2730994934695657,22,1,200,1.0,2.3969849246231156
topology_growth__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-er__k-12,topology_growth,0,2026060600,2026064600,er,12,200,1200,12.0,0.06030150753768844,0.062387953291978014,3.3196385345395663,0.27663654454496384,21,1,200,1.0,2.398391959798995
topology_growth__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-er__k-12,topology_growth,1,2026060601,2026064601,er,12,200,1200,12.0,0.06030150753768844,0.04977196663845267,2.9765752132274432,0.24804793443562026,20,1,200,1.0,2.3963316582914573
topology_growth__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-er__k-12,topology_growth,2,2026060602,2026064602,er,12,200,1200,12.0,0.06030150753768844,0.06298496395245615,3.3181320046074116,0.276511000383951,21,1,200,1.0,2.4024120603015073
topology_growth__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-er__k-12,topology_growth,3,2026060603,2026064603,er,12,200,1200,12.0,0.06030150753768844,0.06047795565287822,3.2264531609803355,0.2688710967483613,21,1,200,1.0,2.400100502512563
topology_growth__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-er__k-12,topology_growth,4,2026060604,2026064604,er,12,200,1200,12.0,0.06030150753768844,0.053731266669347126,3.2264531609803355,0.2688710967483613,20,1,200,1.0,2.3904522613065327
topology_growth__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-er__k-12,topology_growth,5,2026060605,2026064605,er,12,200,1200,12.0,0.06030150753768844,0.06486481023575513,3.394112549695428,0.282842712474619,23,1,200,1.0,2.401959798994975
topology_growth__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-er__k-12,topology_growth,6,2026060606,2026064606,er,12,200,1200,12.0,0.06030150753768844,0.05928143661464086,2.9949958263743874,0.24958298553119895,20,1,200,1.0,2.4000502512562814
topology_growth__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-er__k-12,topology_growth,7,2026060607,2026064607,er,12,200,1200,12.0,0.06030150753768844,0.06238834226489019,3.479942528261063,0.28999521068842193,22,1,200,1.0,2.3980904522613065
topology_growth__money-lognormal__income-biased__growth-preferential_debt__a-0.020__b-0.200__topo-er__k-12,topology_growth,0,2026060608,2026064608,er,12,200,1200,12.0,0.06030150753768844,0.05320894206898377,3.046309242345563,0.2538591035287969,23,1,200,1.0,2.3993467336683416
topology_growth__money-lognormal__income-biased__growth-preferential_debt__a-0.020__b-0.200__topo-er__k-12,topology_growth,1,2026060609,2026064609,er,12,200,1200,12.0,0.06030150753768844,0.057063419423713534,3.1953090617340916,0.26627575514450763,21,1,200,1.0,2.399396984924623
topology_growth__money-lognormal__income-biased__growth-preferential_debt__a-0.020__b-0.200__topo-er__k-12,topology_growth,2,2026060610,2026064610,er,12,200,1200,12.0,0.06030150753768844,0.06159309221200116,3.678314831549904,0.306526235962492,23,1,200,1.0,2.3936180904522613
topology_growth__money-lognormal__income-biased__growth-preferential_debt__a-0.020__b-0.200__topo-er__k-12,topology_growth,3,2026060611,2026064611,er,12,200,1200,12.0,0.06030150753768844,0.05823074878338031,3.2109188716004646,0.26757657263337203,20,1,200,1.0,2.397738693467337
topology_growth__money-lognormal__income-biased__growth-preferential_debt__a-0.020__b-0.200__topo-er__k-12,topology_growth,4,2026060612,2026064612,er,12,200,1200,12.0,0.06030150753768844,0.05545941485415166,3.0166206257996713,0.2513850521499726,21,1,200,1.0,2.3987437185929648
topology_growth__money-lognormal__income-biased__growth-preferential_debt__a-0.020__b-0.200__topo-er__k-12,topology_growth,5,2026060613,2026064613,er,12,200,1200,12.0,0.06030150753768844,0.05751088839706079,3.24499614791759,0.27041634565979916,23,1,200,1.0,2.3956281407035176
topology_growth__money-lognormal__income-biased__growth-preferential_debt__a-0.020__b-0.200__topo-er__k-12,topology_growth,6,2026060614,2026064614,er,12,200,1200,12.0,0.06030150753768844,0.05769986171379354,3.22490309931942,0.268741924943285,21,1,200,1.0,2.396281407035176
topology_growth__money-lognormal__income-biased__growth-preferential_debt__a-0.020__b-0.200__topo-er__k-12,topology_growth,7,2026060615,2026064615,er,12,200,1200,12.0,0.06030150753768844,0.06721903535061424,3.4539832078341086,0.28783193398617574,22,1,200,1.0,2.4035175879396986
topology_growth__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-ba__k-12,topology_growth,0,2026060616,2026064616,ba,12,200,1200,12.0,0.06030150753768844,0.13036434981476827,8.565628990331067,0.7138024158609223,52,1,200,1.0,2.3479396984924623
topology_growth__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-ba__k-12,topology_growth,1,2026060617,2026064617,ba,12,200,1200,12.0,0.06030150753768844,0.1370549647522648,8.949860334105779,0.7458216945088149,66,1,200,1.0,2.330502512562814
topology_growth__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-ba__k-12,topology_growth,2,2026060618,2026064618,ba,12,200,1200,12.0,0.06030150753768844,0.1407905477771807,9.255808986793104,0.771317415566092,73,1,200,1.0,2.321608040201005
topology_growth__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-ba__k-12,topology_growth,3,2026060619,2026064619,ba,12,200,1200,12.0,0.06030150753768844,0.12602305716169337,8.637708029332781,0.7198090024443985,63,1,200,1.0,2.350603015075377
topology_growth__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-ba__k-12,topology_growth,4,2026060620,2026064620,ba,12,200,1200,12.0,0.06030150753768844,0.12009166421147352,8.040522371090077,0.6700435309241731,55,1,200,1.0,2.358040201005025
topology_growth__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-ba__k-12,topology_growth,5,2026060621,2026064621,ba,12,200,1200,12.0,0.06030150753768844,0.13966990695714251,9.132360045464699,0.7610300037887249,62,1,200,1.0,2.325175879396985
topology_growth__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-ba__k-12,topology_growth,6,2026060622,2026064622,ba,12,200,1200,12.0,0.06030150753768844,0.12236679117205762,8.508231308562316,0.7090192757135263,61,1,200,1.0,2.341105527638191
topology_growth__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-ba__k-12,topology_growth,7,2026060623,2026064623,ba,12,200,1200,12.0,0.06030150753768844,0.1539320004720855,9.333273809334,0.7777728174445001,59,1,200,1.0,2.3261306532663317
topology_growth__money-lognormal__income-biased__growth-preferential_debt__a-0.020__b-0.200__topo-ba__k-12,topology_growth,0,2026060624,2026064624,ba,12,200,1200,12.0,0.06030150753768844,0.1415359602330704,8.753856293085923,0.7294880244238269,58,1,200,1.0,2.3439195979899496
topology_growth__money-lognormal__income-biased__growth-preferential_debt__a-0.020__b-0.200__topo-ba__k-12,topology_growth,1,2026060625,2026064625,ba,12,200,1200,12.0,0.06030150753768844,0.12722680220872348,8.47938677028003,0.7066155641900025,60,1,200,1.0,2.338793969849246
topology_growth__money-lognormal__income-biased__growth-preferential_debt__a-0.020__b-0.200__topo-ba__k-12,topology_growth,2,2026060626,2026064626,ba,12,200,1200,12.0,0.06030150753768844,0.12593284970245683,8.464632301523794,0.7053860251269829,56,1,200,1.0,2.347889447236181
topology_growth__money-lognormal__income-biased__growth-preferential_debt__a-0.020__b-0.200__topo-ba__k-12,topology_growth,3,2026060627,2026064627,ba,12,200,1200,12.0,0.06030150753768844,0.13340722668199181,8.743569065318807,0.728630755443234,65,1,200,1.0,2.342964824120603
topology_growth__money-lognormal__income-biased__growth-preferential_debt__a-0.020__b-0.200__topo-ba__k-12,topology_growth,4,2026060628,2026064628,ba,12,200,1200,12.0,0.06030150753768844,0.1339558678366492,9.074139077620533,0.7561782564683778,60,1,200,1.0,2.3297989949748743
topology_growth__money-lognormal__income-biased__growth-preferential_debt__a-0.020__b-0.200__topo-ba__k-12,topology_growth,5,2026060629,2026064629,ba,12,200,1200,12.0,0.06030150753768844,0.12101282193464036,8.345058418010026,0.6954215348341689,52,1,200,1.0,2.3585427135678394
topology_growth__money-lognormal__income-biased__growth-preferential_debt__a-0.020__b-0.200__topo-ba__k-12,topology_growth,6,2026060630,2026064630,ba,12,200,1200,12.0,0.06030150753768844,0.12367583876626359,8.713208364316786,0.7261006970263989,67,1,200,1.0,2.3410552763819097
topology_growth__money-lognormal__income-biased__growth-preferential_debt__a-0.020__b-0.200__topo-ba__k-12,topology_growth,7,2026060631,2026064631,ba,12,200,1200,12.0,0.06030150753768844,0.13866460767052444,8.942594701763017,0.7452162251469181,61,1,200,1.0,2.3400502512562813
topology_growth__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-sw__k-12,topology_growth,0,2026060632,2026064632,sw,12,200,1200,12.0,0.06030150753768844,0.5075933510933511,0.9797958971132712,0.0816496580927726,14,1,200,1.0,2.981005025125628
topology_growth__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-sw__k-12,topology_growth,1,2026060633,2026064633,sw,12,200,1200,12.0,0.06030150753768844,0.5023094544344546,1.118033988749895,0.09316949906249124,16,1,200,1.0,2.9354773869346733
topology_growth__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-sw__k-12,topology_growth,2,2026060634,2026064634,sw,12,200,1200,12.0,0.06030150753768844,0.5281116938616941,1.0816653826391966,0.09013878188659973,15,1,200,1.0,2.990502512562814
topology_growth__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-sw__k-12,topology_growth,3,2026060635,2026064635,sw,12,200,1200,12.0,0.06030150753768844,0.49176187701187724,1.1532562594670797,0.09610468828892331,15,1,200,1.0,2.9202010050251257
topology_growth__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-sw__k-12,topology_growth,4,2026060636,2026064636,sw,12,200,1200,12.0,0.06030150753768844,0.5178506493506495,0.938083151964686,0.07817359599705716,15,1,200,1.0,2.988793969849246
topology_growth__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-sw__k-12,topology_growth,5,2026060637,2026064637,sw,12,200,1200,12.0,0.06030150753768844,0.5160995670995674,1.0099504938362078,0.08416254115301731,15,1,200,1.0,2.9909045226130653
topology_growth__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-sw__k-12,topology_growth,6,2026060638,2026064638,sw,12,200,1200,12.0,0.06030150753768844,0.5039613997113999,1.0583005244258363,0.08819171036881969,15,1,200,1.0,2.9437688442211054
topology_growth__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-sw__k-12,topology_growth,7,2026060639,2026064639,sw,12,200,1200,12.0,0.06030150753768844,0.5098518981018983,1.118033988749895,0.09316949906249124,15,1,200,1.0,2.9336180904522613
topology_growth__money-lognormal__income-biased__growth-preferential_debt__a-0.020__b-0.200__topo-sw__k-12,topology_growth,0,2026060640,2026064640,sw,12,200,1200,12.0,0.06030150753768844,0.5051857586857584,1.0583005244258363,0.08819171036881969,15,1,200,1.0,2.9304020100502512
topology_growth__money-lognormal__income-biased__growth-preferential_debt__a-0.020__b-0.200__topo-sw__k-12,topology_growth,1,2026060641,2026064641,sw,12,200,1200,12.0,0.06030150753768844,0.5091464923964921,1.0908712114635715,0.09090593428863096,15,1,200,1.0,2.94964824120603
topology_growth__money-lognormal__income-biased__growth-preferential_debt__a-0.020__b-0.200__topo-sw__k-12,topology_growth,2,2026060642,2026064642,sw,12,200,1200,12.0,0.06030150753768844,0.4806643495393495,1.2529964086141667,0.10441636738451389,16,1,200,1.0,2.8994472361809045
topology_growth__money-lognormal__income-biased__growth-preferential_debt__a-0.020__b-0.200__topo-sw__k-12,topology_growth,3,2026060643,2026064643,sw,12,200,1200,12.0,0.06030150753768844,0.5095009573759574,1.1090536506409416,0.0924211375534118,16,1,200,1.0,2.9950753768844223
topology_growth__money-lognormal__income-biased__growth-preferential_debt__a-0.020__b-0.200__topo-sw__k-12,topology_growth,4,2026060644,2026064644,sw,12,200,1200,12.0,0.06030150753768844,0.5157248862248865,1.0862780491200215,0.09052317076000178,15,1,200,1.0,2.9881407035175878
topology_growth__money-lognormal__income-biased__growth-preferential_debt__a-0.020__b-0.200__topo-sw__k-12,topology_growth,5,2026060645,2026064645,sw,12,200,1200,12.0,0.06030150753768844,0.504804612054612,1.019803902718557,0.08498365855987976,15,1,200,1.0,2.9341708542713567
topology_growth__money-lognormal__income-biased__growth-preferential_debt__a-0.020__b-0.200__topo-sw__k-12,topology_growth,6,2026060646,2026064646,sw,12,200,1200,12.0,0.06030150753768844,0.5261406648906652,0.9848857801796105,0.08207381501496754,16,1,200,1.0,3.0328140703517588
topology_growth__money-lognormal__income-biased__growth-preferential_debt__a-0.020__b-0.200__topo-sw__k-12,topology_growth,7,2026060647,2026064647,sw,12,200,1200,12.0,0.06030150753768844,0.5131469641469644,1.0677078252031311,0.08897565210026093,15,1,200,1.0,3.0160804020100502
