seed,ended_by_default,periods_completed,time_steps_completed,first_cascade_period,first_cascade_time_steps,last_period_length_steps,max_period_length_steps,total_credit_issued,credit_scale_before_cascade,active_credit_after_cascade,collapse_size,max_collapse_size,total_collapse_size,avalanche_count,collapse_fraction,critical_event,initial_total_money,final_cash_total,final_active_credit,initial_money_gini,final_net_worth_gini,failed_credit_events,total_income_last_period,n_nodes,mean_initial_money,money_distribution,income_distribution_rule,growth_rule,consumption_wealth_propensity,consumption_income_propensity,investment_income_propensity,initial_income_per_capita,income_bias_floor,collapse_threshold_fraction,max_periods,max_time_steps,default_threshold,wipe_defaulted_assets,validate_accounting,period_length_rule,fixed_period_length_steps,avalanche_protocol,default_check_mode,topology,target_mean_degree,sw_rewire_probability,topology_seed,topology_nodes,topology_edges,topology_mean_degree,topology_density,topology_clustering,topology_degree_std,topology_degree_cv,topology_max_degree,topology_components,topology_lcc_nodes,topology_lcc_fraction,topology_lcc_average_path_length,scenario_id,factor_family,run_index
2026060633,True,240,4800,3,60,20,20,4800,60,518,20,20,1559,223,0.1,True,3792,3792,518,0.5326002109704642,0.8975210970464136,0,118,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,240,0,0.0,True,True,fixed,20,continue_after_avalanche,period_end,sw,12,0.1,2026064633,200,1200,12.0,0.06030150753768844,0.5023094544344546,1.118033988749895,0.09316949906249124,16,1,200,1.0,2.9354773869346733,topology_growth__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-sw__k-12,topology_growth,1
2026060634,True,240,4800,4,80,20,20,4800,80,942,16,16,1500,230,0.08,False,3668,3668,942,0.4786123227917123,0.8349372955288987,0,114,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,240,0,0.0,True,True,fixed,20,continue_after_avalanche,period_end,sw,12,0.1,2026064634,200,1200,12.0,0.06030150753768844,0.5281116938616941,1.0816653826391966,0.09013878188659973,15,1,200,1.0,2.990502512562814,topology_growth__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-sw__k-12,topology_growth,2
2026060635,True,240,4800,2,40,20,20,4800,40,1121,15,15,1415,231,0.075,False,3936,3936,1121,0.5057367886178863,0.8208231707317075,0,119,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,240,0,0.0,True,True,fixed,20,continue_after_avalanche,period_end,sw,12,0.1,2026064635,200,1200,12.0,0.06030150753768844,0.49176187701187724,1.1532562594670797,0.09610468828892331,15,1,200,1.0,2.9202010050251257,topology_growth__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-sw__k-12,topology_growth,3
2026060636,True,240,4800,3,60,20,20,4800,60,938,15,15,1378,222,0.075,False,4358,4358,938,0.5331321707205141,0.857542450665443,0,132,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,240,0,0.0,True,True,fixed,20,continue_after_avalanche,period_end,sw,12,0.1,2026064636,200,1200,12.0,0.06030150753768844,0.5178506493506495,0.938083151964686,0.07817359599705716,15,1,200,1.0,2.988793969849246,topology_growth__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-sw__k-12,topology_growth,4
2026060637,True,240,4800,2,40,20,20,4800,40,789,15,15,1533,233,0.075,False,4383,4383,789,0.5654950946840065,0.8395539584759297,0,134,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,240,0,0.0,True,True,fixed,20,continue_after_avalanche,period_end,sw,12,0.1,2026064637,200,1200,12.0,0.06030150753768844,0.5160995670995674,1.0099504938362078,0.08416254115301731,15,1,200,1.0,2.9909045226130653,topology_growth__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-sw__k-12,topology_growth,5
2026060638,True,240,4800,1,20,20,20,4800,20,1272,15,15,1168,226,0.075,False,4060,4060,1272,0.47499507389162576,0.8077142857142858,0,125,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,240,0,0.0,True,True,fixed,20,continue_after_avalanche,period_end,sw,12,0.1,2026064638,200,1200,12.0,0.06030150753768844,0.5039613997113999,1.0583005244258363,0.08819171036881969,15,1,200,1.0,2.9437688442211054,topology_growth__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-sw__k-12,topology_growth,6
2026060639,True,240,4800,5,100,20,20,4800,100,1182,15,15,1372,229,0.075,False,4434,4434,1182,0.5322936400541274,0.8379093369418134,0,127,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,240,0,0.0,True,True,fixed,20,continue_after_avalanche,period_end,sw,12,0.1,2026064639,200,1200,12.0,0.06030150753768844,0.5098518981018983,1.118033988749895,0.09316949906249124,15,1,200,1.0,2.9336180904522613,topology_growth__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-sw__k-12,topology_growth,7
2026060640,True,240,4800,4,80,20,20,4800,80,1114,5,5,244,146,0.025,False,4601,4601,1114,0.5207661377961315,0.581663768745925,0,146,200,20.0,lognormal,biased,preferential_debt,0.02,0.2,0.2,5.0,1.0,0.1,240,0,0.0,True,True,fixed,20,continue_after_avalanche,period_end,sw,12,0.1,2026064640,200,1200,12.0,0.06030150753768844,0.5051857586857584,1.0583005244258363,0.08819171036881969,15,1,200,1.0,2.9304020100502512,topology_growth__money-lognormal__income-biased__growth-preferential_debt__a-0.020__b-0.200__topo-sw__k-12,topology_growth,0
2026060641,True,240,4800,1,20,20,20,4800,20,1286,5,5,268,165,0.025,False,3750,3750,1286,0.5184133333333334,0.5790533333333334,0,121,200,20.0,lognormal,biased,preferential_debt,0.02,0.2,0.2,5.0,1.0,0.1,240,0,0.0,True,True,fixed,20,continue_after_avalanche,period_end,sw,12,0.1,2026064641,200,1200,12.0,0.06030150753768844,0.5091464923964921,1.0908712114635715,0.09090593428863096,15,1,200,1.0,2.94964824120603,topology_growth__money-lognormal__income-biased__growth-preferential_debt__a-0.020__b-0.200__topo-sw__k-12,topology_growth,1
2026060642,True,240,4800,1,20,20,20,4800,20,1468,5,5,325,173,0.025,False,3965,3965,1468,0.5496078184110973,0.6319382093316521,0,111,200,20.0,lognormal,biased,preferential_debt,0.02,0.2,0.2,5.0,1.0,0.1,240,0,0.0,True,True,fixed,20,continue_after_avalanche,period_end,sw,12,0.1,2026064642,200,1200,12.0,0.06030150753768844,0.4806643495393495,1.2529964086141667,0.10441636738451389,16,1,200,1.0,2.8994472361809045,topology_growth__money-lognormal__income-biased__growth-preferential_debt__a-0.020__b-0.200__topo-sw__k-12,topology_growth,2
2026060643,True,240,4800,1,20,20,20,4800,20,1350,5,5,278,168,0.025,False,4976,4976,1350,0.5805687299035371,0.6013243569131834,0,148,200,20.0,lognormal,biased,preferential_debt,0.02,0.2,0.2,5.0,1.0,0.1,240,0,0.0,True,True,fixed,20,continue_after_avalanche,period_end,sw,12,0.1,2026064643,200,1200,12.0,0.06030150753768844,0.5095009573759574,1.1090536506409416,0.0924211375534118,16,1,200,1.0,2.9950753768844223,topology_growth__money-lognormal__income-biased__growth-preferential_debt__a-0.020__b-0.200__topo-sw__k-12,topology_growth,3
2026060644,True,240,4800,1,20,20,20,4800,20,1092,6,6,307,177,0.03,False,3739,3739,1092,0.5287496656860124,0.6032187750735492,0,122,200,20.0,lognormal,biased,preferential_debt,0.02,0.2,0.2,5.0,1.0,0.1,240,0,0.0,True,True,fixed,20,continue_after_avalanche,period_end,sw,12,0.1,2026064644,200,1200,12.0,0.06030150753768844,0.5157248862248865,1.0862780491200215,0.09052317076000178,15,1,200,1.0,2.9881407035175878,topology_growth__money-lognormal__income-biased__growth-preferential_debt__a-0.020__b-0.200__topo-sw__k-12,topology_growth,4
2026060645,True,240,4800,2,40,20,20,4800,40,1257,6,6,279,157,0.03,False,3653,3653,1257,0.5086682179030935,0.5778059129482618,0,117,200,20.0,lognormal,biased,preferential_debt,0.02,0.2,0.2,5.0,1.0,0.1,240,0,0.0,True,True,fixed,20,continue_after_avalanche,period_end,sw,12,0.1,2026064645,200,1200,12.0,0.06030150753768844,0.504804612054612,1.019803902718557,0.08498365855987976,15,1,200,1.0,2.9341708542713567,topology_growth__money-lognormal__income-biased__growth-preferential_debt__a-0.020__b-0.200__topo-sw__k-12,topology_growth,5
2026060646,True,240,4800,1,20,20,20,4800,20,1058,4,4,292,173,0.02,False,3251,3251,1058,0.4741971701015073,0.560456782528453,0,106,200,20.0,lognormal,biased,preferential_debt,0.02,0.2,0.2,5.0,1.0,0.1,240,0,0.0,True,True,fixed,20,continue_after_avalanche,period_end,sw,12,0.1,2026064646,200,1200,12.0,0.06030150753768844,0.5261406648906652,0.9848857801796105,0.08207381501496754,16,1,200,1.0,3.0328140703517588,topology_growth__money-lognormal__income-biased__growth-preferential_debt__a-0.020__b-0.200__topo-sw__k-12,topology_growth,6
2026060647,True,240,4800,5,100,20,20,4800,100,1110,7,7,242,143,0.035,False,4454,4454,1110,0.5807072294566682,0.6189627301302201,0,129,200,20.0,lognormal,biased,preferential_debt,0.02,0.2,0.2,5.0,1.0,0.1,240,0,0.0,True,True,fixed,20,continue_after_avalanche,period_end,sw,12,0.1,2026064647,200,1200,12.0,0.06030150753768844,0.5131469641469644,1.0677078252031311,0.08897565210026093,15,1,200,1.0,3.0160804020100502,topology_growth__money-lognormal__income-biased__growth-preferential_debt__a-0.020__b-0.200__topo-sw__k-12,topology_growth,7
