seed,ended_by_default,periods_completed,time_steps_completed,first_cascade_period,first_cascade_time_steps,last_period_length_steps,max_period_length_steps,total_credit_issued,credit_scale_before_cascade,active_credit_after_cascade,collapse_size,max_collapse_size,total_collapse_size,avalanche_count,collapse_fraction,critical_event,initial_total_money,final_cash_total,final_active_credit,initial_money_gini,final_net_worth_gini,failed_credit_events,total_income_last_period,n_nodes,mean_initial_money,money_distribution,income_distribution_rule,growth_rule,consumption_wealth_propensity,consumption_income_propensity,investment_income_propensity,initial_income_per_capita,income_bias_floor,collapse_threshold_fraction,max_periods,max_time_steps,default_threshold,wipe_defaulted_assets,validate_accounting,period_length_rule,fixed_period_length_steps,avalanche_protocol,default_check_mode,topology,target_mean_degree,sw_rewire_probability,topology_seed,topology_nodes,topology_edges,topology_mean_degree,topology_density,topology_clustering,topology_degree_std,topology_degree_cv,topology_max_degree,topology_components,topology_lcc_nodes,topology_lcc_fraction,topology_lcc_average_path_length,scenario_id,factor_family,run_index
2026060400,True,240,4800,3,60,20,20,4800,60,986,15,15,1287,221,0.075,False,3973,3973,986,0.5192864334256231,0.8492461615907376,0,125,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,240,0,0.0,True,True,fixed,20,continue_after_avalanche,period_end,er,6,0.1,2026064400,200,600,6.0,0.03015075376884422,0.04043994893994893,2.4289915602982237,0.40483192671637064,13,1,200,1.0,3.15964824120603,topology_degree__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-er__k-6,topology_degree,0
2026060401,True,240,4800,1,20,20,20,4800,20,875,15,15,1412,232,0.075,False,3705,3705,875,0.491804318488529,0.861628879892038,0,116,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,240,0,0.0,True,True,fixed,20,continue_after_avalanche,period_end,er,6,0.1,2026064401,200,600,6.0,0.03015075376884422,0.037912753912753894,2.4617067250182343,0.4102844541697057,13,1,200,1.0,3.147437185929648,topology_degree__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-er__k-6,topology_degree,1
2026060402,True,240,4800,1,20,20,20,4800,20,716,17,17,1482,231,0.085,False,3996,3996,716,0.517802802802803,0.8518543543543544,0,120,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,240,0,0.0,True,True,fixed,20,continue_after_avalanche,period_end,er,6,0.1,2026064402,200,600,6.0,0.03015075376884422,0.024889971139971122,2.3108440016582685,0.3851406669430448,12,1,200,1.0,3.154924623115578,topology_degree__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-er__k-6,topology_degree,2
2026060403,True,240,4800,4,80,20,20,4800,80,1155,16,16,1333,231,0.08,False,3943,3943,1155,0.5020174993659652,0.8008255135683491,0,123,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,240,0,0.0,True,True,fixed,20,continue_after_avalanche,period_end,er,6,0.1,2026064403,200,600,6.0,0.03015075376884422,0.027194444444444427,2.4228082879171433,0.40380138131952387,13,1,200,1.0,3.119145728643216,topology_degree__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-er__k-6,topology_degree,3
2026060404,True,240,4800,2,40,20,20,4800,40,1052,17,17,1376,231,0.085,False,3706,3706,1052,0.4588559093362117,0.8066378845116029,0,121,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,240,0,0.0,True,True,fixed,20,continue_after_avalanche,period_end,er,6,0.1,2026064404,200,600,6.0,0.03015075376884422,0.032832001332001315,2.5865034312755126,0.43108390521258544,13,2,199,0.995,3.126541799908634,topology_degree__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-er__k-6,topology_degree,4
2026060405,True,240,4800,4,80,20,20,4800,80,883,16,16,1463,224,0.08,False,3144,3144,883,0.4636927480916031,0.830130407124682,0,101,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,240,0,0.0,True,True,fixed,20,continue_after_avalanche,period_end,er,6,0.1,2026064405,200,600,6.0,0.03015075376884422,0.01954184704184704,2.085665361461421,0.3476108935769035,11,1,200,1.0,3.155829145728643,topology_degree__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-er__k-6,topology_degree,5
2026060406,True,240,4800,4,80,20,20,4800,80,787,15,15,1501,226,0.075,False,4252,4252,787,0.5357761053621826,0.8503551269990595,0,127,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,240,0,0.0,True,True,fixed,20,continue_after_avalanche,period_end,er,6,0.1,2026064406,200,600,6.0,0.03015075376884422,0.030691558441558433,2.349468024894146,0.3915780041490244,12,2,199,0.995,3.128369118318867,topology_degree__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-er__k-6,topology_degree,6
2026060407,True,240,4800,3,60,20,20,4800,60,775,18,18,1551,229,0.09,False,3948,3948,775,0.5269554204660589,0.8749138804457954,0,125,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,240,0,0.0,True,True,fixed,20,continue_after_avalanche,period_end,er,6,0.1,2026064407,200,600,6.0,0.03015075376884422,0.02445127095127094,2.3727621035409343,0.3954603505901557,14,1,200,1.0,3.1326633165829145,topology_degree__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-er__k-6,topology_degree,7
2026060408,True,240,4800,3,60,20,20,4800,60,888,16,16,1412,224,0.08,False,3846,3846,888,0.49616484659386395,0.8545943837753511,0,122,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,240,0,0.0,True,True,fixed,20,continue_after_avalanche,period_end,er,12,0.1,2026064408,200,1200,12.0,0.06030150753768844,0.06168380067644768,3.2295510523910287,0.26912925436591906,21,1,200,1.0,2.400854271356784,topology_degree__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-er__k-12,topology_degree,0
2026060409,True,240,4800,2,40,20,20,4800,40,1047,16,16,1272,229,0.08,False,4173,4173,1047,0.5144991612748624,0.827925952552121,0,125,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,240,0,0.0,True,True,fixed,20,continue_after_avalanche,period_end,er,12,0.1,2026064409,200,1200,12.0,0.06030150753768844,0.058166750217446765,3.2093613071762426,0.2674467755980202,22,1,200,1.0,2.3976884422110554,topology_degree__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-er__k-12,topology_degree,1
2026060410,True,240,4800,6,120,20,20,4800,120,1225,14,14,1321,223,0.07,False,4007,4007,1225,0.4947903668579987,0.8047579236336413,0,119,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,240,0,0.0,True,True,fixed,20,continue_after_avalanche,period_end,er,12,0.1,2026064410,200,1200,12.0,0.06030150753768844,0.059355144253751,3.1717503054307414,0.2643125254525618,21,1,200,1.0,2.4029145728643218,topology_degree__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-er__k-12,topology_degree,2
2026060411,True,240,4800,1,20,20,20,4800,20,649,17,17,1707,234,0.085,False,4808,4808,649,0.6194696339434278,0.9056156405990017,0,139,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,240,0,0.0,True,True,fixed,20,continue_after_avalanche,period_end,er,12,0.1,2026064411,200,1200,12.0,0.06030150753768844,0.06247619533029743,3.40440890610984,0.28370074217582003,21,1,200,1.0,2.401256281407035,topology_degree__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-er__k-12,topology_degree,3
2026060412,True,240,4800,2,40,20,20,4800,40,689,19,19,1552,233,0.095,False,3700,3700,689,0.5254270270270271,0.8538945945945946,0,112,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,240,0,0.0,True,True,fixed,20,continue_after_avalanche,period_end,er,12,0.1,2026064412,200,1200,12.0,0.06030150753768844,0.06058525638896478,3.2326459750489227,0.26938716458741024,23,1,200,1.0,2.3996482412060303,topology_degree__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-er__k-12,topology_degree,4
2026060413,True,240,4800,8,160,20,20,4800,160,809,15,15,1319,220,0.075,False,3877,3877,809,0.5102669589889091,0.8635375290172815,0,119,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,240,0,0.0,True,True,fixed,20,continue_after_avalanche,period_end,er,12,0.1,2026064413,200,1200,12.0,0.06030150753768844,0.0547383599372763,3.2218007387174024,0.26848339489311684,21,1,200,1.0,2.39391959798995,topology_degree__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-er__k-12,topology_degree,5
2026060414,True,240,4800,2,40,20,20,4800,40,1207,15,15,1293,231,0.075,False,3563,3563,1207,0.4776831321919732,0.8207227055851811,0,113,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,240,0,0.0,True,True,fixed,20,continue_after_avalanche,period_end,er,12,0.1,2026064414,200,1200,12.0,0.06030150753768844,0.058126953713640975,3.420526275297414,0.2850438562747845,25,1,200,1.0,2.4007035175879397,topology_degree__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-er__k-12,topology_degree,6
2026060415,True,240,4800,1,20,20,20,4800,20,1099,14,14,1408,233,0.07,False,4249,4249,1099,0.4934255118851496,0.8066427394681102,0,131,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,240,0,0.0,True,True,fixed,20,continue_after_avalanche,period_end,er,12,0.1,2026064415,200,1200,12.0,0.06030150753768844,0.06110625219293947,3.2984845004941286,0.2748737083745107,22,1,200,1.0,2.3958291457286434,topology_degree__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-er__k-12,topology_degree,7
2026060416,True,240,4800,2,40,20,20,4800,40,851,14,14,1417,232,0.07,False,3807,3807,851,0.48676779616495947,0.8412910428158655,0,119,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,240,0,0.0,True,True,fixed,20,continue_after_avalanche,period_end,er,24,0.1,2026064416,200,2400,24.0,0.12060301507537688,0.11575085369088856,4.255584566190643,0.17731602359127677,36,1,200,1.0,1.9231658291457285,topology_degree__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-er__k-24,topology_degree,0
2026060417,True,240,4800,1,20,20,20,4800,20,1194,13,13,1227,224,0.065,False,3930,3930,1194,0.5041195928753182,0.8240737913486007,0,123,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,240,0,0.0,True,True,fixed,20,continue_after_avalanche,period_end,er,24,0.1,2026064417,200,2400,24.0,0.12060301507537688,0.12393567509616789,4.402272140611028,0.18342800585879282,39,1,200,1.0,1.9271356783919598,topology_degree__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-er__k-24,topology_degree,1
2026060418,True,240,4800,3,60,20,20,4800,60,1145,15,15,1357,231,0.075,False,3797,3797,1145,0.47446273373716097,0.8121819857782462,0,119,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,240,0,0.0,True,True,fixed,20,continue_after_avalanche,period_end,er,24,0.1,2026064418,200,2400,24.0,0.12060301507537688,0.11810765655482836,4.773887304912004,0.19891197103800018,34,1,200,1.0,1.9282914572864323,topology_degree__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-er__k-24,topology_degree,2
2026060419,True,240,4800,2,40,20,20,4800,40,441,19,19,1821,235,0.095,False,3679,3679,441,0.5444400652351185,0.9085960858929059,0,113,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,240,0,0.0,True,True,fixed,20,continue_after_avalanche,period_end,er,24,0.1,2026064419,200,2400,24.0,0.12060301507537688,0.12055009970615645,4.583666654546336,0.19098611060609735,37,1,200,1.0,1.9296984924623115,topology_degree__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-er__k-24,topology_degree,3
2026060420,True,240,4800,1,20,20,20,4800,20,855,15,15,1451,227,0.075,False,3955,3955,855,0.5269494310998737,0.8592781289506954,0,120,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,240,0,0.0,True,True,fixed,20,continue_after_avalanche,period_end,er,24,0.1,2026064420,200,2400,24.0,0.12060301507537688,0.11984435260456515,4.380639222761902,0.1825266342817459,39,1,200,1.0,1.9262311557788945,topology_degree__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-er__k-24,topology_degree,4
2026060421,True,240,4800,2,40,20,20,4800,40,932,15,15,1487,228,0.075,False,4454,4454,932,0.5581993713515943,0.8704692411315673,0,134,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,240,0,0.0,True,True,fixed,20,continue_after_avalanche,period_end,er,24,0.1,2026064421,200,2400,24.0,0.12060301507537688,0.11683965903584703,4.5,0.1875,33,1,200,1.0,1.9299497487437185,topology_degree__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-er__k-24,topology_degree,5
2026060422,True,240,4800,1,20,20,20,4800,20,830,19,19,1483,234,0.095,False,3641,3641,830,0.5164638835484758,0.8693147486954134,0,110,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,240,0,0.0,True,True,fixed,20,continue_after_avalanche,period_end,er,24,0.1,2026064422,200,2400,24.0,0.12060301507537688,0.11476511642547696,4.022437072223753,0.16760154467598973,37,1,200,1.0,1.9254271356783919,topology_degree__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-er__k-24,topology_degree,6
2026060423,True,240,4800,1,20,20,20,4800,20,1009,19,19,1553,228,0.095,False,4481,4481,1009,0.5355422896674851,0.8535204195492079,0,135,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,240,0,0.0,True,True,fixed,20,continue_after_avalanche,period_end,er,24,0.1,2026064423,200,2400,24.0,0.12060301507537688,0.11959308644470706,4.467661580737736,0.18615256586407233,39,1,200,1.0,1.927788944723618,topology_degree__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-er__k-24,topology_degree,7
2026060424,True,240,4800,1,20,20,20,4800,20,761,14,14,1326,220,0.07,False,4155,4155,761,0.49964019253910963,0.8242707581227438,0,128,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,240,0,0.0,True,True,fixed,20,continue_after_avalanche,period_end,ba,6,0.1,2026064424,200,600,6.0,0.03015075376884422,0.08503869225621799,5.0823223038292245,0.8470537173048708,41,1,200,1.0,2.89713567839196,topology_degree__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-ba__k-6,topology_degree,0
2026060425,True,240,4800,3,60,20,20,4800,60,670,14,14,1454,234,0.07,False,4434,4434,670,0.49748082995038345,0.8130762291384754,0,132,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,240,0,0.0,True,True,fixed,20,continue_after_avalanche,period_end,ba,6,0.1,2026064425,200,600,6.0,0.03015075376884422,0.12091335014675832,6.210475022089695,1.0350791703482825,63,1,200,1.0,2.7885929648241206,topology_degree__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-ba__k-6,topology_degree,1
2026060426,True,240,4800,1,20,20,20,4800,20,752,17,17,1478,228,0.085,False,3808,3808,752,0.5227284663865548,0.8460215336134456,0,116,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,240,0,0.0,True,True,fixed,20,continue_after_avalanche,period_end,ba,6,0.1,2026064426,200,600,6.0,0.03015075376884422,0.08588935681932718,4.927473997901968,0.8212456663169947,36,1,200,1.0,2.919497487437186,topology_degree__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-ba__k-6,topology_degree,2
2026060427,True,240,4800,5,100,20,20,4800,100,729,15,15,1389,226,0.075,False,4309,4309,729,0.5188825713622651,0.8429786493385938,0,132,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,240,0,0.0,True,True,fixed,20,continue_after_avalanche,period_end,ba,6,0.1,2026064427,200,600,6.0,0.03015075376884422,0.07340324345149324,5.2839379254491625,0.8806563209081938,39,1,200,1.0,2.89643216080402,topology_degree__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-ba__k-6,topology_degree,3
2026060428,True,240,4800,3,60,20,20,4800,60,656,19,19,1673,231,0.095,False,3729,3729,656,0.5124550817913651,0.862843925985519,0,114,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,240,0,0.0,True,True,fixed,20,continue_after_avalanche,period_end,ba,6,0.1,2026064428,200,600,6.0,0.03015075376884422,0.08214318862863551,5.459853477887479,0.9099755796479131,38,1,200,1.0,2.877035175879397,topology_degree__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-ba__k-6,topology_degree,4
2026060429,True,240,4800,5,100,20,20,4800,100,933,12,12,1220,226,0.06,False,4496,4496,933,0.5364101423487546,0.8776712633451957,0,133,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,240,0,0.0,True,True,fixed,20,continue_after_avalanche,period_end,ba,6,0.1,2026064429,200,600,6.0,0.03015075376884422,0.09737481370053044,5.629387178015028,0.938231196335838,40,1,200,1.0,2.8469346733668344,topology_degree__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-ba__k-6,topology_degree,5
2026060430,True,240,4800,3,60,20,20,4800,60,778,15,15,1585,232,0.075,False,4243,4243,778,0.5071046429413153,0.8284173933537593,0,126,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,240,0,0.0,True,True,fixed,20,continue_after_avalanche,period_end,ba,6,0.1,2026064430,200,600,6.0,0.03015075376884422,0.08858850188339354,5.345091205957107,0.8908485343261846,36,1,200,1.0,2.8812060301507536,topology_degree__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-ba__k-6,topology_degree,6
2026060431,True,240,4800,3,60,20,20,4800,60,740,14,14,1239,225,0.07,False,4394,4394,740,0.518755120619026,0.8349340009103323,0,129,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,240,0,0.0,True,True,fixed,20,continue_after_avalanche,period_end,ba,6,0.1,2026064431,200,600,6.0,0.03015075376884422,0.1141614103583153,5.720139858430037,0.9533566430716728,52,1,200,1.0,2.843115577889447,topology_degree__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-ba__k-6,topology_degree,7
2026060432,True,240,4800,1,20,20,20,4800,20,702,17,17,1764,240,0.085,False,4193,4193,702,0.5613224421655141,0.8839482470784643,0,130,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,240,0,0.0,True,True,fixed,20,continue_after_avalanche,period_end,ba,12,0.1,2026064432,200,1200,12.0,0.06030150753768844,0.14452006588627625,9.135097153287424,0.7612580961072853,57,1,200,1.0,2.336633165829146,topology_degree__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-ba__k-12,topology_degree,0
2026060433,True,240,4800,3,60,20,20,4800,60,1019,15,15,1477,234,0.075,False,4170,4170,1019,0.5100599520383695,0.8073717026378897,0,126,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,240,0,0.0,True,True,fixed,20,continue_after_avalanche,period_end,ba,12,0.1,2026064433,200,1200,12.0,0.06030150753768844,0.13429710555717536,8.779521627059188,0.7316268022549323,53,1,200,1.0,2.341859296482412,topology_degree__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-ba__k-12,topology_degree,1
2026060434,True,240,4800,3,60,20,20,4800,60,816,16,16,1619,234,0.08,False,4457,4457,816,0.5604453668386808,0.8633733452995289,0,132,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,240,0,0.0,True,True,fixed,20,continue_after_avalanche,period_end,ba,12,0.1,2026064434,200,1200,12.0,0.06030150753768844,0.1372657808099328,8.882004278314664,0.7401670231928886,68,1,200,1.0,2.3326633165829147,topology_degree__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-ba__k-12,topology_degree,2
2026060435,True,240,4800,3,60,20,20,4800,60,1087,14,14,1311,229,0.07,False,5309,5309,1087,0.5571604822000378,0.8278216236579394,0,153,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,240,0,0.0,True,True,fixed,20,continue_after_avalanche,period_end,ba,12,0.1,2026064435,200,1200,12.0,0.06030150753768844,0.14289011009718292,9.031611151948471,0.7526342626623727,58,1,200,1.0,2.3331155778894472,topology_degree__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-ba__k-12,topology_degree,3
2026060436,True,240,4800,1,20,20,20,4800,20,973,15,15,1579,233,0.075,False,3846,3846,973,0.5365366614664588,0.8518798751950079,0,111,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,240,0,0.0,True,True,fixed,20,continue_after_avalanche,period_end,ba,12,0.1,2026064436,200,1200,12.0,0.06030150753768844,0.1291026343695284,8.1590440616533,0.6799203384711084,57,1,200,1.0,2.3634170854271357,topology_degree__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-ba__k-12,topology_degree,4
2026060437,True,240,4800,2,40,20,20,4800,40,730,14,14,1303,226,0.07,False,3842,3842,730,0.475033836543467,0.8011972930765228,0,115,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,240,0,0.0,True,True,fixed,20,continue_after_avalanche,period_end,ba,12,0.1,2026064437,200,1200,12.0,0.06030150753768844,0.13541164592947078,8.916277250063503,0.7430231041719586,64,1,200,1.0,2.335477386934673,topology_degree__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-ba__k-12,topology_degree,5
2026060438,True,240,4800,1,20,20,20,4800,20,767,14,14,1588,239,0.07,False,3672,3672,767,0.4679874727668847,0.8210457516339871,0,119,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,240,0,0.0,True,True,fixed,20,continue_after_avalanche,period_end,ba,12,0.1,2026064438,200,1200,12.0,0.06030150753768844,0.14865113625849113,9.457272334029511,0.7881060278357926,71,1,200,1.0,2.3212060301507536,topology_degree__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-ba__k-12,topology_degree,6
2026060439,True,240,4800,3,60,20,20,4800,60,881,15,15,1374,231,0.075,False,3903,3903,881,0.5037086856264412,0.8165449654112222,0,122,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,240,0,0.0,True,True,fixed,20,continue_after_avalanche,period_end,ba,12,0.1,2026064439,200,1200,12.0,0.06030150753768844,0.1337576386195211,8.46404158779953,0.7053367989832942,55,1,200,1.0,2.352361809045226,topology_degree__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-ba__k-12,topology_degree,7
2026060440,True,240,4800,2,40,20,20,4800,40,789,15,15,1345,224,0.075,False,4720,4720,789,0.5554300847457627,0.872792372881356,0,144,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,240,0,0.0,True,True,fixed,20,continue_after_avalanche,period_end,ba,24,0.1,2026064440,200,2400,24.0,0.12060301507537688,0.21525546231983342,14.095744038538724,0.5873226682724468,93,1,200,1.0,1.946180904522613,topology_degree__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-ba__k-24,topology_degree,0
2026060441,True,240,4800,2,40,20,20,4800,40,610,19,19,1763,232,0.095,False,3625,3625,610,0.5206524137931035,0.8813751724137933,0,112,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,240,0,0.0,True,True,fixed,20,continue_after_avalanche,period_end,ba,24,0.1,2026064441,200,2400,24.0,0.12060301507537688,0.2029056228693361,13.70875632579411,0.5711981802414212,88,1,200,1.0,1.9452763819095478,topology_degree__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-ba__k-24,topology_degree,1
2026060442,True,240,4800,1,20,20,20,4800,20,712,17,17,1666,239,0.085,False,3351,3351,712,0.5126514473291557,0.863478066248881,0,106,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,240,0,0.0,True,True,fixed,20,continue_after_avalanche,period_end,ba,24,0.1,2026064442,200,2400,24.0,0.12060301507537688,0.19483939407451228,13.087016466712342,0.5452923527796809,83,1,200,1.0,1.94678391959799,topology_degree__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-ba__k-24,topology_degree,2
2026060443,True,240,4800,3,60,20,20,4800,60,1028,16,16,1503,227,0.08,False,3818,3818,1028,0.5119512833944475,0.8337558931377687,0,115,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,240,0,0.0,True,True,fixed,20,continue_after_avalanche,period_end,ba,24,0.1,2026064443,200,2400,24.0,0.12060301507537688,0.19641196360567406,13.187494075828052,0.5494789198261688,83,1,200,1.0,1.9480904522613065,topology_degree__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-ba__k-24,topology_degree,3
2026060444,True,240,4800,5,100,20,20,4800,100,663,20,20,1674,227,0.1,True,4251,4251,663,0.5436473770877441,0.8538261585509292,0,136,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,240,0,0.0,True,True,fixed,20,continue_after_avalanche,period_end,ba,24,0.1,2026064444,200,2400,24.0,0.12060301507537688,0.20254392560864842,13.677353545185559,0.5698897310493983,92,1,200,1.0,1.9386934673366834,topology_degree__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-ba__k-24,topology_degree,4
2026060445,True,240,4800,1,20,20,20,4800,20,647,18,18,1632,227,0.09,False,3435,3435,647,0.47763464337700157,0.8430844250363903,0,108,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,240,0,0.0,True,True,fixed,20,continue_after_avalanche,period_end,ba,24,0.1,2026064445,200,2400,24.0,0.12060301507537688,0.19250511485738955,13.158647346897022,0.5482769727873759,80,1,200,1.0,1.947889447236181,topology_degree__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-ba__k-24,topology_degree,5
2026060446,True,240,4800,4,80,20,20,4800,80,868,17,17,1513,231,0.085,False,3756,3756,868,0.4848296059637913,0.8486102236421726,0,111,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,240,0,0.0,True,True,fixed,20,continue_after_avalanche,period_end,ba,24,0.1,2026064446,200,2400,24.0,0.12060301507537688,0.2076707353622669,13.773162309360911,0.573881762890038,86,1,200,1.0,1.9379899497487436,topology_degree__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-ba__k-24,topology_degree,6
2026060447,True,240,4800,1,20,20,20,4800,20,806,17,17,1555,236,0.085,False,3547,3547,806,0.515332675500423,0.8609712433042009,0,114,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,240,0,0.0,True,True,fixed,20,continue_after_avalanche,period_end,ba,24,0.1,2026064447,200,2400,24.0,0.12060301507537688,0.19625165296279865,13.16054710108968,0.54835612921207,73,1,200,1.0,1.9472361809045227,topology_degree__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-ba__k-24,topology_degree,7
2026060448,True,240,4800,3,60,20,20,4800,60,1061,15,15,1245,226,0.075,False,3749,3749,1061,0.5034902640704189,0.8669525206721793,0,124,200,20.0,lognormal,biased,random,0.02,0.2,0.2,5.0,1.0,0.1,240,0,0.0,True,True,fixed,20,continue_after_avalanche,period_end,sw,6,0.1,2026064448,200,600,6.0,0.03015075376884422,0.46160714285714266,0.7416198487095663,0.12360330811826105,9,1,200,1.0,4.467386934673367,topology_degree__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-sw__k-6,topology_degree,0
