scenario_id,factor_family,money_distribution,income_distribution_rule,growth_rule,a,b,topology,target_mean_degree,runs,seeds,default_run_rate,critical_run_rate,mean_first_cascade_credit,mean_max_collapse_size,mean_avalanche_count,event_count,critical_event_rate,mean_event_size,p90_event_size,max_event_size,mean_initial_gini,mean_final_net_worth_gini,mean_topology_degree,mean_topology_clustering,mean_topology_degree_cv,mean_topology_lcc_fraction,mean_topology_path_length
topology_degree__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-er__k-12,topology_degree,lognormal,biased,random,0.02,0.2,er,12,8,2026060408;2026060409;2026060410;2026060411;2026060412;2026060413;2026060414;2026060415,1.0,0.0,62.5,15.75,228.375,1827,0.0,6.176245210727969,11.0,19,0.5164658298454015,0.8422114336531603,12.0,0.0595298390888455,0.2727971777152679,1.0,2.39910175879397
topology_degree__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-ba__k-12,topology_degree,lognormal,biased,random,0.02,0.2,ba,12,8,2026060432;2026060433;2026060434;2026060435;2026060436;2026060437;2026060438;2026060439,1.0,0.0,42.5,15.0,233.25,1866,0.0,6.438906752411576,11.0,17,0.5215318624557317,0.8341478504988202,12.0,0.1382370146909473,0.7377590567099541,1.0,2.339591708542714
topology_degree__money-lognormal__income-biased__growth-random__a-0.020__b-0.200__topo-sw__k-12,topology_degree,lognormal,biased,random,0.02,0.2,sw,12,8,2026060456;2026060457;2026060458;2026060459;2026060460;2026060461;2026060462;2026060463,1.0,0.0,47.5,15.625,227.0,1816,0.0,5.890969162995595,10.0,19,0.5044704542625281,0.8372107505020964,12.0,0.4978316353785104,0.0885495654383949,1.0,2.932242462311558
