scenario_id,scenario_base_id,c,n_nodes,money_distribution,income_distribution_rule,growth_rule,spending_label,a,b,topology_label,topology_family,target_mean_degree_requested,runs,run_default_rate,run_large_event_rate,mean_periods_completed,mean_time_steps_completed,mean_avalanche_count,event_count,events_per_run,event_occupancy,event_large_event_rate,mean_event_size,mean_event_fraction,median_event_size,p90_event_size,p99_event_size,max_event_size,mean_initial_default_count,mean_propagated_default_count,propagated_share_total,initial_share_total,mean_first_cascade_credit,mean_final_active_credit,mean_initial_gini,mean_final_net_worth_gini,mean_topology_degree,mean_topology_clustering,mean_topology_degree_cv,protocol,fit_status,alpha,bootstrap_p,bounded_alpha,bounded_bootstrap_p,pl_vs_exponential_R,pl_vs_lognormal_R,gate_event_count,gate_not_saturated,gate_has_transition,gate_propagation,gate_tail_plausible,gate_alternative_not_better,soc_screen_score,quick_soc_candidate
critical__base0061__c-0p275__money-pareto__income-biased__growth-random__spend-high_income__topo-complete,money-pareto__income-biased__growth-random__spend-high_income__topo-complete,0.275,120,pareto,biased,random,high_income,0.02,0.4,complete,complete,0,24,1.0,1.0,240.0,8286.458333333334,229.625,5511,229.625,0.9567708333333332,0.8072945019052804,17.422064960987118,0.1451838746748926,19.0,25.0,28.0,32,11.48339684267828,5.938668118308837,0.3408705071188276,0.6591294928811724,574.9583333333334,103.54166666666669,0.3301900411911279,0.9716670931566078,119.0,1.0,0.0,period_end_critical_refined,ok,31.497797085315028,0.7619047619047619,31.4977909922491,0.6190476190476191,-0.12546568383204892,-0.324870553240312,True,False,True,True,True,False,4,False
critical__base0041__c-0p325__money-equal__income-biased__growth-random__spend-high_wealth__topo-er_k24,money-equal__income-biased__growth-random__spend-high_wealth__topo-er_k24,0.325,120,equal,biased,random,high_wealth,0.04,0.2,er_k24,er,24,24,1.0,1.0,240.0,13968.958333333334,216.45833333333331,5195,216.45833333333331,0.9019097222222222,0.8015399422521655,21.840038498556304,0.1820003208213025,25.0,33.0,38.0,44,15.176323387872957,6.663715110683349,0.3051146229034276,0.6948853770965723,1442.375,255.58333333333331,0.0,0.947175636574074,24.0,0.2006717311528137,0.1790617069168925,period_end_critical_refined,ok,25.911496433819735,0.6190476190476191,25.911492925655086,0.8571428571428571,-0.1918733497754912,-0.2678316815898887,True,False,True,True,True,False,4,False
critical__base0069__c-0p250__money-pareto__income-biased__growth-random__spend-high_wealth__topo-complete,money-pareto__income-biased__growth-random__spend-high_wealth__topo-complete,0.25,120,pareto,biased,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,1.0,240.0,9453.333333333334,225.875,5421,225.875,0.9411458333333332,0.8007747648035418,19.194244604316548,0.1599520383693045,21.0,28.0,33.0,40,12.105146651909244,7.089097952407305,0.369334563487487,0.630665436512513,632.7083333333334,92.33333333333331,0.3314786478760442,0.9747579168070803,119.0,1.0,0.0,period_end_critical_refined,ok,24.640524300643637,0.09523809523809523,24.64052141373905,0.09523809523809523,0.16789775433180032,0.00294948789819216,True,False,True,True,False,True,4,False
critical__base0050__c-0p325__money-equal__income-biased__growth-random__spend-high_wealth__topo-complete,money-equal__income-biased__growth-random__spend-high_wealth__topo-complete,0.325,120,equal,biased,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,1.0,240.0,14004.0,213.58333333333331,5126,213.58333333333331,0.8899305555555556,0.7906749902458057,21.338665626219274,0.1778222135518272,24.0,33.0,38.75,45,14.66991806476785,6.668747561451424,0.3125194273280796,0.6874805726719204,1527.75,300.2916666666667,0.0,0.9481501736111112,119.0,1.0,0.0,period_end_critical_refined,ok,20.867287793389735,0.7619047619047619,20.867284232213052,0.7142857142857143,-0.299375917933992,-0.31206206407675907,True,False,True,True,True,False,4,False
critical__base0040__c-0p300__money-equal__income-biased__growth-random__spend-high_wealth__topo-er_k24,money-equal__income-biased__growth-random__spend-high_wealth__topo-er_k24,0.3,120,equal,biased,random,high_wealth,0.04,0.2,er_k24,er,24,24,1.0,1.0,240.0,12658.0,213.33333333333331,5120,213.33333333333331,0.8888888888888888,0.7615234375,19.2181640625,0.1601513671874999,21.0,30.0,35.0,42,13.964453125,5.2537109375,0.2733721556551521,0.726627844344848,1302.75,326.2916666666667,0.0,0.9383489583333332,24.0,0.2009234100429616,0.18031965709073,period_end_critical_refined,ok,20.138207203834867,0.09523809523809523,20.138206217758402,0.19047619047619047,-0.9981816780486921,-1.9893243094457302,True,False,True,True,True,False,4,False
critical__base0060__c-0p250__money-pareto__income-biased__growth-random__spend-high_income__topo-complete,money-pareto__income-biased__growth-random__spend-high_income__topo-complete,0.25,120,pareto,biased,random,high_income,0.02,0.4,complete,complete,0,24,1.0,1.0,240.0,7408.083333333333,224.375,5385,224.375,0.9348958333333334,0.7372330547818013,14.92070566388115,0.1243392138656762,16.0,22.0,26.0,33,10.446425255338903,4.474280408542247,0.2998705630507293,0.7001294369492707,584.375,160.54166666666666,0.3334435820786052,0.9652320043983332,119.0,1.0,0.0,period_end_critical_refined,ok,18.995848183815767,0.6666666666666666,18.995849602274156,0.6666666666666666,-0.08712205153359331,-0.07631138471412946,True,False,True,True,True,False,4,False
critical__base0049__c-0p300__money-equal__income-biased__growth-random__spend-high_wealth__topo-complete,money-equal__income-biased__growth-random__spend-high_wealth__topo-complete,0.3,120,equal,biased,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,1.0,240.0,12712.333333333334,207.66666666666663,4984,207.66666666666663,0.8652777777777778,0.7339486356340289,18.310593900481543,0.1525882825040128,20.0,30.0,35.0,42,13.25341091492777,5.057182985553772,0.2761889108042954,0.7238110891957046,1573.25,422.6666666666667,0.0,0.9360052083333334,119.0,1.0,0.0,period_end_critical_refined,ok,22.87923850261173,0.2857142857142857,22.879241447704544,0.09523809523809523,-0.34341573448351026,-0.8926932332225093,True,False,True,True,True,False,4,False
critical__base0068__c-0p225__money-pareto__income-biased__growth-random__spend-high_wealth__topo-complete,money-pareto__income-biased__growth-random__spend-high_wealth__topo-complete,0.225,120,pareto,biased,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,1.0,240.0,8487.541666666666,219.33333333333331,5264,219.33333333333331,0.9138888888888888,0.7068768996960486,15.666603343465043,0.1305550278622086,17.0,25.0,29.0,35,10.95174772036474,4.714855623100304,0.3009494476712461,0.6990505523287538,671.625,152.625,0.2992452219064296,0.9665370683140084,119.0,1.0,0.0,period_end_critical_refined,ok,19.06543729266527,0.5238095238095238,19.06543792686288,0.5714285714285714,-0.18091861596383474,-0.1575785942941188,True,False,True,True,True,False,4,False
critical__base0048__c-0p275__money-equal__income-biased__growth-random__spend-high_wealth__topo-complete,money-equal__income-biased__growth-random__spend-high_wealth__topo-complete,0.275,120,equal,biased,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,1.0,240.0,11407.791666666666,203.29166666666663,4879,203.29166666666663,0.8470486111111111,0.6714490674318508,15.760401721664277,0.1313366810138689,17.0,26.0,31.0,39,11.89936462389834,3.861037097765936,0.2449834189479159,0.755016581052084,1476.2083333333333,466.1666666666667,0.0,0.925634837962963,119.0,1.0,0.0,period_end_critical_refined,ok,19.538547039510245,0.6666666666666666,19.53854587222667,0.6666666666666666,-0.3869667497298981,-0.4729366348138342,True,False,True,True,True,False,4,False
critical__base0026__c-0p500__money-pareto__income-biased__growth-random__spend-low__topo-er_k12,money-pareto__income-biased__growth-random__spend-low__topo-er_k12,0.5,120,pareto,biased,random,low,0.01,0.1,er_k12,er,12,24,1.0,1.0,240.0,6584.875,230.95833333333331,5543,230.95833333333331,0.9623263888888888,0.6263756088760599,11.945336460400505,0.0995444705033375,13.0,18.0,21.0,24,9.100306693126466,2.8450297672740392,0.2381707519671363,0.7618292480328637,609.125,152.375,0.3295712465740923,0.9642116182800414,12.0,0.1018833344385655,0.2686880571705008,period_end_critical_refined,ok,29.129722560250404,0.7619047619047619,29.129723332783048,0.7619047619047619,-0.14977473724302515,-0.3165017836029591,True,False,True,True,True,False,4,False
critical__base0038__c-0p250__money-equal__income-biased__growth-random__spend-high_wealth__topo-er_k24,money-equal__income-biased__growth-random__spend-high_wealth__topo-er_k24,0.25,120,equal,biased,random,high_wealth,0.04,0.2,er_k24,er,24,24,1.0,1.0,240.0,10106.625,201.08333333333331,4826,201.08333333333331,0.8378472222222222,0.6031910484873602,13.611065064235392,0.1134255422019615,14.0,23.0,28.0,33,10.82034811438044,2.790716949854952,0.205032959337464,0.794967040662536,1373.6666666666667,539.2083333333334,0.0,0.9066744791666668,24.0,0.2016557744178949,0.1843183927047861,period_end_critical_refined,ok,17.204895276576334,0.23809523809523808,17.204896997755178,0.38095238095238093,-1.0934855197895246,-2.5564393538031513,True,False,True,True,True,False,4,False
critical__base0037__c-0p225__money-equal__income-biased__growth-random__spend-high_wealth__topo-er_k24,money-equal__income-biased__growth-random__spend-high_wealth__topo-er_k24,0.225,120,equal,biased,random,high_wealth,0.04,0.2,er_k24,er,24,24,1.0,1.0,240.0,8857.166666666666,193.16666666666663,4636,193.16666666666663,0.8048611111111111,0.4758412424503883,10.82916307161346,0.0902430255967788,11.0,19.0,24.0,30,8.972174288179465,1.8569887834339949,0.1714803601306669,0.8285196398693331,1290.9583333333333,675.8333333333334,0.0,0.8758718171296297,24.0,0.2012784443673648,0.1831401762013278,period_end_critical_refined,ok,20.021164548727228,0.23809523809523808,20.021162927156688,0.5238095238095238,-0.05671071877550915,-0.047739488031981026,True,False,True,True,True,False,4,False
critical__base0066__c-0p175__money-pareto__income-biased__growth-random__spend-high_wealth__topo-complete,money-pareto__income-biased__growth-random__spend-high_wealth__topo-complete,0.175,120,pareto,biased,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,1.0,240.0,6344.25,207.33333333333331,4976,207.33333333333331,0.8638888888888889,0.4015273311897106,9.778938906752412,0.08149115755627,10.0,17.0,22.0,27,7.764469453376206,2.014469453376206,0.2060008220304151,0.7939991779695849,636.75,341.5,0.3114301797767313,0.9298932995858096,119.0,1.0,0.0,period_end_critical_refined,ok,13.744882183006684,0.47619047619047616,13.7448822057814,0.6666666666666666,-0.40734699641780114,-0.36150543438386595,True,False,True,True,True,False,4,False
critical__base0024__c-0p450__money-pareto__income-biased__growth-random__spend-low__topo-er_k12,money-pareto__income-biased__growth-random__spend-low__topo-er_k12,0.45,120,pareto,biased,random,low,0.01,0.1,er_k12,er,12,24,1.0,1.0,240.0,5676.0,221.70833333333331,5321,221.70833333333331,0.9237847222222222,0.3775606089081,9.416651005450104,0.0784720917120841,10.0,15.0,18.0,23,7.636158616801353,1.7804923886487505,0.1890791521973416,0.8109208478026584,598.75,267.25,0.3265899890771652,0.941406466828828,12.0,0.0984827898546832,0.2657775636906134,period_end_critical_refined,ok,18.724969511420074,0.6666666666666666,18.724969111613362,0.9523809523809523,-0.3671504459555258,-0.46857834295692324,True,False,True,True,True,False,4,False
critical__base0023__c-0p425__money-pareto__income-biased__growth-random__spend-low__topo-er_k12,money-pareto__income-biased__growth-random__spend-low__topo-er_k12,0.425,120,pareto,biased,random,low,0.01,0.1,er_k12,er,12,24,1.0,1.0,240.0,5192.75,216.08333333333331,5186,216.08333333333331,0.9003472222222222,0.2730428075588121,8.419398380254531,0.0701616531687877,9.0,14.0,17.0,20,6.909949865021211,1.5094485152333206,0.1792822298055562,0.8207177701944438,583.4166666666666,271.0416666666667,0.3366596295606638,0.938621761680232,12.0,0.1015250587057405,0.2756110970863406,period_end_critical_refined,ok,12.422686469709213,0.19047619047619047,12.422687458554165,0.14285714285714285,-3.009683834019864,-4.694370852823328,True,False,True,True,True,False,4,False
