scenario_id,scenario_base_id,c,money_distribution,income_distribution_rule,growth_rule,spending_label,topology_label,events,unique_sizes,sample_min,sample_max,min_tail_required,fit_status,xmin,alpha,ks,tail_n,candidate_count,powerlaw_loglikelihood,bootstrap_samples_requested,bootstrap_samples_valid,bootstrap_p,bootstrap_ks_mean,bootstrap_ks_p95,bootstrap_status,exponential_q,exponential_lambda,pl_vs_exponential_R,pl_vs_exponential_z,pl_vs_exponential_p,lognormal_mu,lognormal_sigma,lognormal_optimization_success,lognormal_optimization_at_boundary,lognormal_optimization_starts,pl_vs_lognormal_R,pl_vs_lognormal_z,pl_vs_lognormal_p,bounded_fit_status,bounded_xmax,bounded_xmin,bounded_alpha,bounded_ks,bounded_tail_n,bounded_candidate_count,bounded_powerlaw_loglikelihood,bounded_bootstrap_samples_requested,bounded_bootstrap_samples_valid,bounded_bootstrap_p,bounded_bootstrap_ks_mean,bounded_bootstrap_ks_p95,bounded_vs_unbounded_R_same_xmin
critical__base0073__c-0p725__money-equal__income-uniform__growth-random__spend-high_wealth__topo-complete,money-equal__income-uniform__growth-random__spend-high_wealth__topo-complete,0.725,equal,uniform,random,high_wealth,complete,3465,21,1,24,30,ok,9,5.02351217725288,0.04496734165130112,105,12,-211.1230544475922,20,20,0.23809523809523808,0.03911037849055824,0.05667931299059903,ok,0.6911764705882353,0.36936010346604814,-0.9499770505391116,-0.5652686387012301,0.571891056480602,1.4270428117378497,0.5371908777895974,True,False,24,-1.0732587404058367,-0.928427137561258,0.3531860470336,ok,120,9,5.022483104848258,0.04489193458530971,105,12,-211.12058033858568,20,20,0.23809523809523808,0.034803525222684685,0.04901578019663221,0.0024741090065276694
critical__base0093__c-0p700__money-pareto__income-uniform__growth-random__spend-high_wealth__topo-complete,money-pareto__income-uniform__growth-random__spend-high_wealth__topo-complete,0.7,pareto,uniform,random,high_wealth,complete,2997,23,1,34,30,ok,5,3.6102437249511046,0.029119800738587887,291,10,-568.4236003682822,20,20,0.23809523809523808,0.023473213404833153,0.03647030696917941,ok,0.683695652173913,0.38024241334264547,5.704544859875426,0.8961537644337968,0.37017064553432544,-0.14206315695395724,0.9528027299342381,True,False,24,-1.866215743502937,-1.1187024290163163,0.26326710860117375,ok,120,5,3.60580733901954,0.028618125993157717,291,10,-568.3675688880063,20,20,0.2857142857142857,0.02501816823520826,0.03463892485636473,0.05603148027591942
critical__base0086__c-0p700__money-normal__income-uniform__growth-random__spend-high_wealth__topo-complete,money-normal__income-uniform__growth-random__spend-high_wealth__topo-complete,0.7,normal,uniform,random,high_wealth,complete,2976,18,1,20,30,ok,5,3.6442889992701306,0.03820170375870241,292,11,-565.290021013438,20,20,0.09523809523809523,0.02740725852155257,0.03710548158272823,ok,0.6711711711711712,0.3987310759268203,-2.8786610696777717,-0.738051001013476,0.46048345761902143,0.8126319603220086,0.7192331602296577,True,False,24,-4.284446619230728,-1.976497068609873,0.048098507423606815,ok,120,5,3.6402183584638688,0.037798289753335546,292,11,-565.2397598353348,20,20,0.09523809523809523,0.023048386232612014,0.03132951382959849,0.05026117810325559
critical__base0079__c-0p700__money-uniform__income-uniform__growth-random__spend-high_wealth__topo-complete,money-uniform__income-uniform__growth-random__spend-high_wealth__topo-complete,0.7,uniform,uniform,random,high_wealth,complete,2950,21,1,24,30,ok,5,3.6556820382821487,0.042297508376611725,297,11,-573.2579100298403,20,20,0.09523809523809523,0.028504626520027432,0.04211835299243544,ok,0.6754098360655738,0.3924356078178305,3.4492977640069746,0.726767013493825,0.46736869354377475,-0.18538456123264613,0.951307112570429,True,False,24,-1.8336120056175522,-1.2722828962713422,0.20327262336081398,ok,120,5,3.651726989473913,0.04190163983062867,297,11,-573.2086700298578,20,20,0.047619047619047616,0.025938731442199013,0.04049519486382184,0.04923999998254658
critical__base0072__c-0p700__money-equal__income-uniform__growth-random__spend-high_wealth__topo-complete,money-equal__income-uniform__growth-random__spend-high_wealth__topo-complete,0.7,equal,uniform,random,high_wealth,complete,2933,18,1,21,30,ok,4,3.3292807795542214,0.035160338389615575,487,11,-911.5647398280745,20,20,0.047619047619047616,0.015248702982841722,0.02270416481087186,ok,0.656558533145275,0.4207434298150058,0.6230837423140854,0.09304097343141257,0.925871010288921,0.41828744892522324,0.8328205275674442,True,False,24,-6.617505970196171,-2.2961285616451157,0.02166853166064992,ok,120,4,3.323859186483148,0.034535006136214796,487,11,-911.4320584223273,20,20,0.09523809523809523,0.018533940892553724,0.03205175328278404,0.13268140574723475
critical__base0010__c-0p525__money-normal__income-uniform__growth-random__spend-high_both__topo-complete,money-normal__income-uniform__growth-random__spend-high_both__topo-complete,0.525,normal,uniform,random,high_both,complete,2884,20,1,26,30,ok,6,3.7716795331945385,0.042151170968049656,173,10,-357.2511752666245,20,20,0.047619047619047616,0.0280088885730022,0.04084416764470516,ok,0.7062818336162988,0.3477409233903234,-0.6426672126413371,-0.19523450106262422,0.8452093707689536,0.8508398266999351,0.7361497488313825,True,False,24,-2.087317421320147,-1.293062777506692,0.19598934763628706,ok,120,6,3.766908711929065,0.041641953647832186,173,10,-357.217164895325,20,20,0.19047619047619047,0.02990471969542887,0.045286042508517414,0.03401037129947326
critical__base0001__c-0p525__money-pareto__income-uniform__growth-random__spend-high_both__topo-complete,money-pareto__income-uniform__growth-random__spend-high_both__topo-complete,0.525,pareto,uniform,random,high_both,complete,2872,20,1,24,30,ok,8,4.402994021857605,0.03250185909288317,77,10,-161.5570997103846,20,20,0.5238095238095238,0.031332647380101344,0.03823714549877885,ok,0.7169117647058824,0.3328025077322505,0.5131309194623794,0.30493856239294537,0.7604129450406578,0.2245811646298345,0.8301368921579615,True,False,24,-0.33940384829056836,-0.5879041026999853,0.5565966625015241,ok,120,8,4.400379092272129,0.03236279897604388,77,10,-161.55094702970337,20,20,0.6190476190476191,0.034202647903761374,0.04466566891067461,0.00615268068122532
critical__base0032__c-0p525__money-equal__income-uniform__growth-random__spend-high_both__topo-complete,money-equal__income-uniform__growth-random__spend-high_both__topo-complete,0.525,equal,uniform,random,high_both,complete,2724,18,1,19,30,ok,6,3.9837218627430966,0.05070990876235215,184,10,-362.07782363747094,20,20,0.047619047619047616,0.029202502598073343,0.03928294131884321,ok,0.68,0.3856624808119846,-1.6278855333258038,-0.5579625805245368,0.5768699364972474,0.9376433249004134,0.677615682830324,True,False,24,-2.2724628190233056,-1.3718998832332814,0.17009460676598176,ok,120,6,3.9808495468519935,0.050443858444526035,184,10,-362.05904509684024,20,20,0.047619047619047616,0.029525695038979522,0.045317806229303884,0.01877854063070572
critical__base0000__c-0p500__money-pareto__income-uniform__growth-random__spend-high_both__topo-complete,money-pareto__income-uniform__growth-random__spend-high_both__topo-complete,0.5,pareto,uniform,random,high_both,complete,2060,18,1,30,30,ok,3,3.111279114438144,0.033693047733888926,417,8,-709.0504386772329,20,20,0.047619047619047616,0.01645191720852087,0.02539586003098117,ok,0.6138888888888889,0.4879413299324028,11.284414067166665,1.1501451405871377,0.25008409684126465,-0.3423388956737375,1.013533235244526,True,False,24,-3.9899970727880003,-1.616912050168164,0.1058972669085636,ok,120,3,3.1059310993352303,0.03297849462352975,417,8,-708.9276848023403,20,20,0.047619047619047616,0.017838799918029332,0.028193843958487157,0.12275387489262357
critical__base0031__c-0p500__money-equal__income-uniform__growth-random__spend-high_both__topo-complete,money-equal__income-uniform__growth-random__spend-high_both__topo-complete,0.5,equal,uniform,random,high_both,complete,2054,17,1,28,30,ok,4,3.309305492439557,0.039039201011602354,240,9,-452.0923856436818,20,20,0.047619047619047616,0.0238449802612358,0.030818384518050336,ok,0.6624472573839663,0.4118143357868231,2.5202080626118053,0.44627796828517247,0.6553964687588114,0.18488391454625225,0.8992257860895279,True,False,24,-2.6553132593596542,-1.4073254875869368,0.15933089490524066,ok,120,4,3.303585881441736,0.03837693277091486,240,9,-452.0221971537303,20,20,0.14285714285714285,0.026327921892746298,0.0445450290227257,0.07018848995147664
critical__base0009__c-0p500__money-normal__income-uniform__growth-random__spend-high_both__topo-complete,money-normal__income-uniform__growth-random__spend-high_both__topo-complete,0.5,normal,uniform,random,high_both,complete,2025,17,1,27,30,ok,4,3.3490473332617827,0.03394113739011789,219,8,-407.36964133102674,20,20,0.09523809523809523,0.024022870165003048,0.033549266174057533,ok,0.6578125,0.4188353426713361,3.8148597252562775,0.618744896001579,0.5360844285215793,0.0640248169743314,0.9186564650959164,True,False,24,-2.141186528986065,-1.1525619875337718,0.24909021307261436,ok,120,4,3.3439056369265234,0.03335036639772082,219,8,-407.3140143014588,20,20,0.14285714285714285,0.024994357133375892,0.03387364126068492,0.05562702956791554
critical__base0030__c-0p475__money-equal__income-uniform__growth-random__spend-high_both__topo-complete,money-equal__income-uniform__growth-random__spend-high_both__topo-complete,0.475,equal,uniform,random,high_both,complete,1346,18,1,23,30,ok,2,2.7052408974263393,0.021066708766014797,462,7,-723.9003411046508,20,20,0.23809523809523808,0.015716886289815733,0.031488427940458544,ok,0.58,0.5447271754416722,24.42085910671814,2.2641760778973095,0.023563287292739817,-1.1960654214304158,1.2843784755471115,True,False,24,-3.8220721252437366,-1.8564932146085427,0.06338328929566654,ok,120,2,2.6967112605902708,0.01966007669753822,462,7,-723.6141981021583,20,20,0.38095238095238093,0.01706927133001935,0.025952173007519525,0.28614300249250846
critical__base0029__c-0p450__money-equal__income-uniform__growth-random__spend-high_both__topo-complete,money-equal__income-uniform__growth-random__spend-high_both__topo-complete,0.45,equal,uniform,random,high_both,complete,784,15,1,27,30,ok,1,2.5881828571986776,0.02132359035998066,784,4,-738.6943925562937,20,20,0.047619047619047616,0.008075664158621904,0.012336269961171924,ok,0.36260162601626017,1.0144504963463992,66.83310437878777,2.719783112048338,0.00653247476366419,-1.632839481950822,1.316789844506347,True,False,24,-3.6691903998415643,-1.441643106640431,0.1494030811830259,ok,120,1,2.5840855134329312,0.02069459188788514,784,4,-738.5056136673687,20,20,0.047619047619047616,0.010331239654675911,0.016241707725874004,0.18877888892495776
