scenario_id,scenario_base_id,c,n_nodes,money_distribution,income_distribution_rule,growth_rule,spending_label,a,b,topology_label,topology_family,target_mean_degree_requested,runs,run_default_rate,run_large_event_rate,mean_periods_completed,mean_time_steps_completed,mean_avalanche_count,event_count,events_per_run,event_occupancy,event_large_event_rate,mean_event_size,mean_event_fraction,median_event_size,p90_event_size,p99_event_size,max_event_size,mean_initial_default_count,mean_propagated_default_count,propagated_share_total,initial_share_total,mean_first_cascade_credit,mean_final_active_credit,mean_initial_gini,mean_final_net_worth_gini,mean_topology_degree,mean_topology_clustering,mean_topology_degree_cv,protocol
critical__base0090__c-0p800__money-normal__income-uniform__growth-random__spend-high_wealth__topo-complete,money-normal__income-uniform__growth-random__spend-high_wealth__topo-complete,0.8,120,normal,uniform,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,1.0,240.0,273685.3333333333,207.0,4968,207.0,0.8625,0.0354267310789049,4.226449275362318,0.0352204106280192,3.0,8.0,15.0,27,2.281400966183575,1.945048309178744,0.4602086012287469,0.539791398771253,1525.7916666666667,14378.708333333334,0.2834266726167953,0.3034947420898723,119.0,1.0,0.0,period_end_critical_refined
critical__base0091__c-0p825__money-normal__income-uniform__growth-random__spend-high_wealth__topo-complete,money-normal__income-uniform__growth-random__spend-high_wealth__topo-complete,0.825,120,normal,uniform,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,1.0,240.0,329713.2916666667,217.83333333333331,5228,217.83333333333331,0.9076388888888888,0.0457153787299158,4.798393267023719,0.0399866105585309,4.0,9.0,15.0,26,2.583970925784239,2.21442234123948,0.4614924659172447,0.5385075340827553,1238.0,14527.208333333334,0.2732769070325304,0.3009600223252609,119.0,1.0,0.0,period_end_critical_refined
critical__base0092__c-0p850__money-normal__income-uniform__growth-random__spend-high_wealth__topo-complete,money-normal__income-uniform__growth-random__spend-high_wealth__topo-complete,0.85,120,normal,uniform,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,1.0,240.0,370251.875,224.20833333333331,5381,224.20833333333331,0.9342013888888888,0.0795391191228396,5.559189741683702,0.0463265811806974,5.0,11.0,17.0,25,2.9574428544880136,2.6017468871956884,0.4680082904325733,0.5319917095674266,1943.5,13244.958333333334,0.2722461472159241,0.3002244558715852,119.0,1.0,0.0,period_end_critical_refined
critical__base0054__c-0p100__money-pareto__income-biased__growth-random__spend-high_income__topo-complete,money-pareto__income-biased__growth-random__spend-high_income__topo-complete,0.1,120,pareto,biased,random,high_income,0.02,0.4,complete,complete,0,24,1.0,0.0,240.0,2399.583333333333,117.79166666666669,2827,117.79166666666669,0.4907986111111111,0.0,2.0700389105058368,0.0172503242542152,2.0,4.0,6.0,9,1.813229571984436,0.2568093385214007,0.1240601503759398,0.8759398496240601,494.125,941.1666666666666,0.3229163606112036,0.7350151406520125,119.0,1.0,0.0,period_end_critical_refined
critical__base0055__c-0p125__money-pareto__income-biased__growth-random__spend-high_income__topo-complete,money-pareto__income-biased__growth-random__spend-high_income__topo-complete,0.125,120,pareto,biased,random,high_income,0.02,0.4,complete,complete,0,24,1.0,0.1666666666666666,240.0,3113.583333333333,156.91666666666666,3766,156.91666666666666,0.6538194444444444,0.0116834838024429,3.308550185873606,0.0275712515489466,3.0,6.0,12.0,15,2.8467870419543284,0.4617631439192777,0.1395666131621187,0.8604333868378812,517.2916666666666,812.5833333333334,0.3234032126197744,0.8094248223565289,119.0,1.0,0.0,period_end_critical_refined
critical__base0056__c-0p150__money-pareto__income-biased__growth-random__spend-high_income__topo-complete,money-pareto__income-biased__growth-random__spend-high_income__topo-complete,0.15,120,pareto,biased,random,high_income,0.02,0.4,complete,complete,0,24,1.0,0.8333333333333334,240.0,3916.3333333333335,178.375,4281,178.375,0.7432291666666667,0.0369072646577902,4.759168418593786,0.0396597368216148,4.0,9.0,14.0,21,4.058864751226349,0.7003036673674375,0.1471483262982232,0.8528516737017767,562.4166666666666,623.2916666666666,0.3094396369483449,0.8621832572083662,119.0,1.0,0.0,period_end_critical_refined
critical__base0057__c-0p175__money-pareto__income-biased__growth-random__spend-high_income__topo-complete,money-pareto__income-biased__growth-random__spend-high_income__topo-complete,0.175,120,pareto,biased,random,high_income,0.02,0.4,complete,complete,0,24,1.0,1.0,240.0,4756.083333333333,200.29166666666663,4807,200.29166666666663,0.8345486111111111,0.1778656126482213,7.324110671936759,0.0610342555994729,7.0,13.0,17.0,22,6.006240898689411,1.3178697732473477,0.1799358082199562,0.8200641917800437,633.7916666666666,415.875,0.325591883531544,0.9084106315925204,119.0,1.0,0.0,period_end_critical_refined
critical__base0058__c-0p200__money-pareto__income-biased__growth-random__spend-high_income__topo-complete,money-pareto__income-biased__growth-random__spend-high_income__topo-complete,0.2,120,pareto,biased,random,high_income,0.02,0.4,complete,complete,0,24,1.0,1.0,240.0,5630.583333333333,208.58333333333331,5006,208.58333333333331,0.8690972222222222,0.4200958849380743,9.84858170195765,0.0820715141829803,10.0,16.0,20.0,25,7.725928885337595,2.122652816620056,0.215528781793842,0.784471218206158,599.8333333333334,259.375,0.318243869574471,0.9424054042133976,119.0,1.0,0.0,period_end_critical_refined
critical__base0059__c-0p225__money-pareto__income-biased__growth-random__spend-high_income__topo-complete,money-pareto__income-biased__growth-random__spend-high_income__topo-complete,0.225,120,pareto,biased,random,high_income,0.02,0.4,complete,complete,0,24,1.0,1.0,240.0,6543.125,216.125,5187,216.125,0.9005208333333333,0.5787545787545788,12.047426257952576,0.1003952188162714,13.0,19.0,23.0,30,9.074416811258915,2.9730094466936574,0.2467754840774524,0.7532245159225476,643.0,189.70833333333331,0.3169538632035254,0.955931440142386,119.0,1.0,0.0,period_end_critical_refined
critical__base0060__c-0p250__money-pareto__income-biased__growth-random__spend-high_income__topo-complete,money-pareto__income-biased__growth-random__spend-high_income__topo-complete,0.25,120,pareto,biased,random,high_income,0.02,0.4,complete,complete,0,24,1.0,1.0,240.0,7408.083333333333,224.375,5385,224.375,0.9348958333333334,0.7372330547818013,14.92070566388115,0.1243392138656762,16.0,22.0,26.0,33,10.446425255338903,4.474280408542247,0.2998705630507293,0.7001294369492707,584.375,160.54166666666666,0.3334435820786052,0.9652320043983332,119.0,1.0,0.0,period_end_critical_refined
critical__base0061__c-0p275__money-pareto__income-biased__growth-random__spend-high_income__topo-complete,money-pareto__income-biased__growth-random__spend-high_income__topo-complete,0.275,120,pareto,biased,random,high_income,0.02,0.4,complete,complete,0,24,1.0,1.0,240.0,8286.458333333334,229.625,5511,229.625,0.9567708333333332,0.8072945019052804,17.422064960987118,0.1451838746748926,19.0,25.0,28.0,32,11.48339684267828,5.938668118308837,0.3408705071188276,0.6591294928811724,574.9583333333334,103.54166666666669,0.3301900411911279,0.9716670931566078,119.0,1.0,0.0,period_end_critical_refined
critical__base0062__c-0p300__money-pareto__income-biased__growth-random__spend-high_income__topo-complete,money-pareto__income-biased__growth-random__spend-high_income__topo-complete,0.3,120,pareto,biased,random,high_income,0.02,0.4,complete,complete,0,24,1.0,1.0,240.0,9377.791666666666,231.29166666666663,5551,231.29166666666663,0.9637152777777778,0.8477751756440282,19.291839308232756,0.1607653275686062,21.0,27.0,31.0,35,12.511259232570708,6.7805800756620425,0.3514740076011541,0.6485259923988458,668.6666666666666,111.16666666666669,0.3049393699349896,0.9723930340489814,119.0,1.0,0.0,period_end_critical_refined
critical__base0063__c-0p100__money-pareto__income-biased__growth-random__spend-high_wealth__topo-complete,money-pareto__income-biased__growth-random__spend-high_wealth__topo-complete,0.1,120,pareto,biased,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,0.125,240.0,3340.708333333333,158.16666666666666,3796,158.16666666666666,0.6590277777777778,0.0013171759747102,2.796101159114858,0.0233008429926237,2.0,5.0,9.0,12,2.451264488935722,0.3448366701791359,0.123327680422084,0.8766723195779159,492.4583333333333,973.0,0.3277906305949229,0.775324584991805,119.0,1.0,0.0,period_end_critical_refined
critical__base0064__c-0p125__money-pareto__income-biased__growth-random__spend-high_wealth__topo-complete,money-pareto__income-biased__growth-random__spend-high_wealth__topo-complete,0.125,120,pareto,biased,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,0.875,240.0,4295.833333333333,183.79166666666663,4411,183.79166666666663,0.7657986111111111,0.0408070732260258,4.778734980729993,0.0398227915060832,4.0,9.0,14.0,21,4.050328723645432,0.7284062570845613,0.152426585701409,0.847573414298591,581.7083333333334,704.875,0.3283228046713978,0.8558273651059295,119.0,1.0,0.0,period_end_critical_refined
critical__base0065__c-0p150__money-pareto__income-biased__growth-random__spend-high_wealth__topo-complete,money-pareto__income-biased__growth-random__spend-high_wealth__topo-complete,0.15,120,pareto,biased,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,1.0,240.0,5296.916666666667,197.625,4743,197.625,0.8234375,0.1813198397638625,7.248998524140839,0.0604083210345069,7.0,13.0,18.0,23,5.984187223276408,1.2648113008644315,0.1744808329940085,0.8255191670059915,548.2916666666666,432.7916666666667,0.321257479434525,0.9168474327819788,119.0,1.0,0.0,period_end_critical_refined
critical__base0066__c-0p175__money-pareto__income-biased__growth-random__spend-high_wealth__topo-complete,money-pareto__income-biased__growth-random__spend-high_wealth__topo-complete,0.175,120,pareto,biased,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,1.0,240.0,6344.25,207.33333333333331,4976,207.33333333333331,0.8638888888888889,0.4015273311897106,9.778938906752412,0.08149115755627,10.0,17.0,22.0,27,7.764469453376206,2.014469453376206,0.2060008220304151,0.7939991779695849,636.75,341.5,0.3114301797767313,0.9298932995858096,119.0,1.0,0.0,period_end_critical_refined
critical__base0067__c-0p200__money-pareto__income-biased__growth-random__spend-high_wealth__topo-complete,money-pareto__income-biased__growth-random__spend-high_wealth__topo-complete,0.2,120,pareto,biased,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,1.0,240.0,7400.875,213.5,5124,213.5,0.8895833333333333,0.594847775175644,12.931108508977362,0.1077592375748112,14.0,21.0,26.0,32,9.517564402810304,3.413544106167057,0.2639792330098552,0.7360207669901447,662.625,188.04166666666663,0.3057797034022657,0.9567178372208494,119.0,1.0,0.0,period_end_critical_refined
critical__base0068__c-0p225__money-pareto__income-biased__growth-random__spend-high_wealth__topo-complete,money-pareto__income-biased__growth-random__spend-high_wealth__topo-complete,0.225,120,pareto,biased,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,1.0,240.0,8487.541666666666,219.33333333333331,5264,219.33333333333331,0.9138888888888888,0.7068768996960486,15.666603343465043,0.1305550278622086,17.0,25.0,29.0,35,10.95174772036474,4.714855623100304,0.3009494476712461,0.6990505523287538,671.625,152.625,0.2992452219064296,0.9665370683140084,119.0,1.0,0.0,period_end_critical_refined
critical__base0069__c-0p250__money-pareto__income-biased__growth-random__spend-high_wealth__topo-complete,money-pareto__income-biased__growth-random__spend-high_wealth__topo-complete,0.25,120,pareto,biased,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,1.0,240.0,9453.333333333334,225.875,5421,225.875,0.9411458333333332,0.8007747648035418,19.194244604316548,0.1599520383693045,21.0,28.0,33.0,40,12.105146651909244,7.089097952407305,0.369334563487487,0.630665436512513,632.7083333333334,92.33333333333331,0.3314786478760442,0.9747579168070803,119.0,1.0,0.0,period_end_critical_refined
critical__base0070__c-0p275__money-pareto__income-biased__growth-random__spend-high_wealth__topo-complete,money-pareto__income-biased__growth-random__spend-high_wealth__topo-complete,0.275,120,pareto,biased,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,1.0,240.0,10621.75,227.66666666666663,5464,227.66666666666663,0.9486111111111112,0.83601756954612,21.65245241581259,0.1804371034651049,24.0,31.0,36.0,42,13.26464128843338,8.387811127379209,0.3873838845734475,0.6126161154265525,655.0833333333334,103.625,0.3124427928167037,0.9753756327460836,119.0,1.0,0.0,period_end_critical_refined
critical__base0071__c-0p300__money-pareto__income-biased__growth-random__spend-high_wealth__topo-complete,money-pareto__income-biased__growth-random__spend-high_wealth__topo-complete,0.3,120,pareto,biased,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,1.0,240.0,11710.625,229.5,5508,229.5,0.95625,0.8803558460421206,24.354938271604937,0.2029578189300411,27.0,34.0,38.0,43,14.272512708787218,10.08242556281772,0.413978695013679,0.586021304986321,685.0,97.75,0.3140974168676054,0.9762108983060604,119.0,1.0,0.0,period_end_critical_refined
critical__base0018__c-0p300__money-pareto__income-biased__growth-random__spend-low__topo-er_k12,money-pareto__income-biased__growth-random__spend-low__topo-er_k12,0.3,120,pareto,biased,random,low,0.01,0.1,er_k12,er,12,24,1.0,0.2083333333333333,240.0,3106.583333333333,163.83333333333334,3932,163.83333333333334,0.6826388888888889,0.0015259409969481,3.4844862665310274,0.0290373855544251,3.0,7.0,10.0,13,3.1353001017294,0.3491861648016277,0.1002116633822348,0.8997883366177651,624.875,680.25,0.3218700295560832,0.8279245334575794,12.0,0.0996683832964476,0.2676536733877217,period_end_critical_refined
critical__base0019__c-0p325__money-pareto__income-biased__growth-random__spend-low__topo-er_k12,money-pareto__income-biased__growth-random__spend-low__topo-er_k12,0.325,120,pareto,biased,random,low,0.01,0.1,er_k12,er,12,24,1.0,0.5416666666666666,240.0,3495.125,177.54166666666666,4261,177.54166666666666,0.7397569444444444,0.0091527810373151,4.2849096456230935,0.0357075803801924,4.0,8.0,11.0,16,3.7831494954236096,0.5017601501994837,0.1170993537079636,0.8829006462920364,592.0,567.7916666666666,0.3256460521077886,0.8605665272364192,12.0,0.0996560262028078,0.2698713831623157,period_end_critical_refined
critical__base0020__c-0p350__money-pareto__income-biased__growth-random__spend-low__topo-er_k12,money-pareto__income-biased__growth-random__spend-low__topo-er_k12,0.35,120,pareto,biased,random,low,0.01,0.1,er_k12,er,12,24,1.0,0.9583333333333334,240.0,3899.375,189.25,4542,189.25,0.7885416666666667,0.0242184059885512,5.3036107441655655,0.0441967562013796,5.0,9.0,13.0,16,4.68251871422281,0.6210920299427565,0.117107393416082,0.882892606583918,618.7916666666666,460.625,0.3243598514954303,0.8921412284076359,12.0,0.1011730465533129,0.2679943502484714,period_end_critical_refined
critical__base0021__c-0p375__money-pareto__income-biased__growth-random__spend-low__topo-er_k12,money-pareto__income-biased__growth-random__spend-low__topo-er_k12,0.375,120,pareto,biased,random,low,0.01,0.1,er_k12,er,12,24,1.0,0.9583333333333334,240.0,4354.625,192.29166666666663,4615,192.29166666666663,0.8012152777777778,0.0483206933911159,5.67887323943662,0.0473239436619718,5.0,10.0,13.0,16,5.040953412784399,0.637919826652221,0.1123321123321123,0.8876678876678876,653.7916666666666,538.1666666666666,0.2928415786737476,0.8841626037963746,12.0,0.1010426583499295,0.2696064927285651,period_end_critical_refined
critical__base0022__c-0p400__money-pareto__income-biased__growth-random__spend-low__topo-er_k12,money-pareto__income-biased__growth-random__spend-low__topo-er_k12,0.4,120,pareto,biased,random,low,0.01,0.1,er_k12,er,12,24,1.0,1.0,240.0,4787.291666666667,205.125,4923,205.125,0.8546875,0.1625025391021734,7.385943530367662,0.0615495294197304,8.0,12.0,15.0,19,6.34430225472273,1.041641275644932,0.1410302246912901,0.8589697753087099,623.1666666666666,348.9166666666667,0.3172604505636836,0.9274691829383658,12.0,0.1003417506406635,0.2720751558614033,period_end_critical_refined
critical__base0023__c-0p425__money-pareto__income-biased__growth-random__spend-low__topo-er_k12,money-pareto__income-biased__growth-random__spend-low__topo-er_k12,0.425,120,pareto,biased,random,low,0.01,0.1,er_k12,er,12,24,1.0,1.0,240.0,5192.75,216.08333333333331,5186,216.08333333333331,0.9003472222222222,0.2730428075588121,8.419398380254531,0.0701616531687877,9.0,14.0,17.0,20,6.909949865021211,1.5094485152333206,0.1792822298055562,0.8207177701944438,583.4166666666666,271.0416666666667,0.3366596295606638,0.938621761680232,12.0,0.1015250587057405,0.2756110970863406,period_end_critical_refined
critical__base0024__c-0p450__money-pareto__income-biased__growth-random__spend-low__topo-er_k12,money-pareto__income-biased__growth-random__spend-low__topo-er_k12,0.45,120,pareto,biased,random,low,0.01,0.1,er_k12,er,12,24,1.0,1.0,240.0,5676.0,221.70833333333331,5321,221.70833333333331,0.9237847222222222,0.3775606089081,9.416651005450104,0.0784720917120841,10.0,15.0,18.0,23,7.636158616801353,1.7804923886487505,0.1890791521973416,0.8109208478026584,598.75,267.25,0.3265899890771652,0.941406466828828,12.0,0.0984827898546832,0.2657775636906134,period_end_critical_refined
critical__base0025__c-0p475__money-pareto__income-biased__growth-random__spend-low__topo-er_k12,money-pareto__income-biased__growth-random__spend-low__topo-er_k12,0.475,120,pareto,biased,random,low,0.01,0.1,er_k12,er,12,24,1.0,1.0,240.0,6158.208333333333,224.95833333333331,5399,224.95833333333331,0.9373263888888888,0.507686608631228,10.620855714021117,0.0885071309501759,12.0,16.0,20.0,23,8.447860714947213,2.1729949990739024,0.2045969795263506,0.7954030204736493,604.3333333333334,202.20833333333331,0.3118642860867592,0.955815983708337,12.0,0.1033315964683009,0.2767648229164471,period_end_critical_refined
critical__base0026__c-0p500__money-pareto__income-biased__growth-random__spend-low__topo-er_k12,money-pareto__income-biased__growth-random__spend-low__topo-er_k12,0.5,120,pareto,biased,random,low,0.01,0.1,er_k12,er,12,24,1.0,1.0,240.0,6584.875,230.95833333333331,5543,230.95833333333331,0.9623263888888888,0.6263756088760599,11.945336460400505,0.0995444705033375,13.0,18.0,21.0,24,9.100306693126466,2.8450297672740392,0.2381707519671363,0.7618292480328637,609.125,152.375,0.3295712465740923,0.9642116182800414,12.0,0.1018833344385655,0.2686880571705008,period_end_critical_refined
critical__base0000__c-0p500__money-pareto__income-uniform__growth-random__spend-high_both__topo-complete,money-pareto__income-uniform__growth-random__spend-high_both__topo-complete,0.5,120,pareto,uniform,random,high_both,0.04,0.4,complete,complete,0,24,1.0,0.4583333333333333,240.0,89200.33333333333,85.83333333333333,2060,85.83333333333333,0.3576388888888889,0.0058252427184466,1.9407766990291264,0.016173139158576,1.0,4.0,9.0,30,1.2349514563106796,0.7058252427184466,0.3636818409204602,0.6363181590795398,2887.5,22826.291666666668,0.3111515041134823,0.2789585063097934,119.0,1.0,0.0,period_end_critical_refined
critical__base0001__c-0p525__money-pareto__income-uniform__growth-random__spend-high_both__topo-complete,money-pareto__income-uniform__growth-random__spend-high_both__topo-complete,0.525,120,pareto,uniform,random,high_both,0.04,0.4,complete,complete,0,24,1.0,0.5416666666666666,240.0,114143.04166666669,119.66666666666669,2872,119.66666666666669,0.4986111111111111,0.0055710306406685,2.185933147632312,0.0182161095636025,1.0,4.0,10.0,24,1.3642061281337048,0.8217270194986073,0.3759158967824147,0.6240841032175852,3162.0,19332.625,0.3145657990978576,0.2849050267266506,119.0,1.0,0.0,period_end_critical_refined
critical__base0002__c-0p550__money-pareto__income-uniform__growth-random__spend-high_both__topo-complete,money-pareto__income-uniform__growth-random__spend-high_both__topo-complete,0.55,120,pareto,uniform,random,high_both,0.04,0.4,complete,complete,0,24,1.0,0.7083333333333334,240.0,147658.66666666666,148.66666666666666,3568,148.66666666666666,0.6194444444444445,0.007286995515695,2.619674887892377,0.0218306240657697,2.0,5.0,11.0,20,1.5479260089686098,1.0717488789237668,0.4091152241360864,0.5908847758639135,2784.25,17743.375,0.3187383328189705,0.292109958579284,119.0,1.0,0.0,period_end_critical_refined
critical__base0003__c-0p575__money-pareto__income-uniform__growth-random__spend-high_both__topo-complete,money-pareto__income-uniform__growth-random__spend-high_both__topo-complete,0.575,120,pareto,uniform,random,high_both,0.04,0.4,complete,complete,0,24,1.0,1.0,240.0,187950.91666666663,178.20833333333334,4277,178.20833333333334,0.7425347222222223,0.0121580547112462,3.1204115033902267,0.0260034291949185,2.0,6.0,12.0,24,1.8461538461538465,1.2742576572363806,0.4083620560467556,0.5916379439532444,2398.7916666666665,15463.875,0.3205779523022816,0.289568451961856,119.0,1.0,0.0,period_end_critical_refined
critical__base0004__c-0p600__money-pareto__income-uniform__growth-random__spend-high_both__topo-complete,money-pareto__income-uniform__growth-random__spend-high_both__topo-complete,0.6,120,pareto,uniform,random,high_both,0.04,0.4,complete,complete,0,24,1.0,1.0,240.0,232355.875,198.45833333333331,4763,198.45833333333331,0.8269097222222223,0.0201553642662187,3.760235145916439,0.0313352928826369,3.0,7.0,13.0,20,2.1415074532857443,1.618727692630695,0.4304857621440536,0.5695142378559463,2779.7916666666665,14435.75,0.3302237913270732,0.2918658424879672,119.0,1.0,0.0,period_end_critical_refined
critical__base0005__c-0p625__money-pareto__income-uniform__growth-random__spend-high_both__topo-complete,money-pareto__income-uniform__growth-random__spend-high_both__topo-complete,0.625,120,pareto,uniform,random,high_both,0.04,0.4,complete,complete,0,24,1.0,1.0,240.0,273350.0,214.0,5136,214.0,0.8916666666666667,0.0305685358255451,4.379283489096573,0.0364940290758047,4.0,9.0,14.0,24,2.465147975077881,1.9141355140186915,0.4370887426640583,0.5629112573359417,2264.4166666666665,12673.708333333334,0.3449015678147183,0.2935005501728195,119.0,1.0,0.0,period_end_critical_refined
critical__base0006__c-0p650__money-pareto__income-uniform__growth-random__spend-high_both__topo-complete,money-pareto__income-uniform__growth-random__spend-high_both__topo-complete,0.65,120,pareto,uniform,random,high_both,0.04,0.4,complete,complete,0,24,1.0,1.0,240.0,307957.5833333333,220.95833333333331,5303,220.95833333333331,0.9206597222222224,0.0533660192343956,5.037337356213464,0.0419778113017788,4.0,9.800000000000182,15.0,24,2.788798793135961,2.248538563077503,0.4463744244375398,0.5536255755624602,2407.9166666666665,12725.625,0.3203454286651885,0.2905735391974029,119.0,1.0,0.0,period_end_critical_refined
critical__base0007__c-0p675__money-pareto__income-uniform__growth-random__spend-high_both__topo-complete,money-pareto__income-uniform__growth-random__spend-high_both__topo-complete,0.675,120,pareto,uniform,random,high_both,0.04,0.4,complete,complete,0,24,1.0,1.0,240.0,337048.7083333333,225.125,5403,225.125,0.9380208333333332,0.064963908939478,5.594669627984453,0.0466222468998704,5.0,10.0,16.0,22,3.1010549694614102,2.4936146585230428,0.4457125843588725,0.5542874156411274,2373.9166666666665,11409.291666666666,0.3274013177491165,0.2916547333982981,119.0,1.0,0.0,period_end_critical_refined
critical__base0008__c-0p700__money-pareto__income-uniform__growth-random__spend-high_both__topo-complete,money-pareto__income-uniform__growth-random__spend-high_both__topo-complete,0.7,120,pareto,uniform,random,high_both,0.04,0.4,complete,complete,0,24,1.0,1.0,240.0,362125.5,229.375,5505,229.375,0.9557291666666666,0.0808356039963669,6.045231607629428,0.0503769300635785,5.0,11.0,17.0,27,3.3845594913714803,2.660672116257947,0.4401274076745095,0.5598725923254906,2896.958333333333,11818.958333333334,0.3050352628459979,0.2945049691655794,119.0,1.0,0.0,period_end_critical_refined
critical__base0093__c-0p700__money-pareto__income-uniform__growth-random__spend-high_wealth__topo-complete,money-pareto__income-uniform__growth-random__spend-high_wealth__topo-complete,0.7,120,pareto,uniform,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,0.7083333333333334,240.0,120838.41666666669,124.875,2997,124.875,0.5203125,0.0066733400066733,2.251918585251919,0.0187659882104326,2.0,4.0,10.0,34,1.3903903903903905,0.8615281948615282,0.3825751963253815,0.6174248036746185,2377.5416666666665,20347.0,0.344458310533722,0.2964723545150834,119.0,1.0,0.0,period_end_critical_refined
critical__base0094__c-0p725__money-pareto__income-uniform__growth-random__spend-high_wealth__topo-complete,money-pareto__income-uniform__growth-random__spend-high_wealth__topo-complete,0.725,120,pareto,uniform,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,0.7083333333333334,240.0,146688.54166666666,148.375,3561,148.375,0.6182291666666667,0.00702049985959,2.5391743892165124,0.0211597865768042,2.0,5.0,10.400000000000093,24,1.5318730693625386,1.0073013198539735,0.3967042689670427,0.6032957310329573,2777.583333333333,19374.08333333333,0.3240586507981088,0.2975923598536185,119.0,1.0,0.0,period_end_critical_refined
critical__base0095__c-0p750__money-pareto__income-uniform__growth-random__spend-high_wealth__topo-complete,money-pareto__income-uniform__growth-random__spend-high_wealth__topo-complete,0.75,120,pareto,uniform,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,0.9583333333333334,240.0,182493.04166666663,173.33333333333334,4160,173.33333333333334,0.7222222222222222,0.0146634615384615,3.023798076923077,0.0251983173076922,2.0,6.0,12.409999999999854,21,1.7420673076923077,1.2817307692307691,0.4238810716273153,0.5761189283726846,2558.583333333333,17276.791666666668,0.3292355544341803,0.293613573004259,119.0,1.0,0.0,period_end_critical_refined
critical__base0096__c-0p775__money-pareto__income-uniform__growth-random__spend-high_wealth__topo-complete,money-pareto__income-uniform__growth-random__spend-high_wealth__topo-complete,0.775,120,pareto,uniform,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,1.0,240.0,227314.0833333333,193.75,4650,193.75,0.8072916666666666,0.0225806451612903,3.5316129032258066,0.0294301075268816,3.0,7.0,14.0,32,1.9941935483870967,1.5374193548387096,0.4353306540007307,0.5646693459992693,2671.833333333333,15300.5,0.3050734390267061,0.2945182678103652,119.0,1.0,0.0,period_end_critical_refined
critical__base0097__c-0p800__money-pareto__income-uniform__growth-random__spend-high_wealth__topo-complete,money-pareto__income-uniform__growth-random__spend-high_wealth__topo-complete,0.8,120,pareto,uniform,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,1.0,240.0,274706.8333333333,205.95833333333331,4943,205.95833333333331,0.8581597222222223,0.0331782318430103,4.185717175804167,0.0348809764650346,3.0,8.0,15.0,26,2.280396520331782,1.9053206554723847,0.4551957467375543,0.5448042532624456,2622.375,15119.416666666666,0.3008090429048244,0.2977073226449382,119.0,1.0,0.0,period_end_critical_refined
critical__base0098__c-0p825__money-pareto__income-uniform__growth-random__spend-high_wealth__topo-complete,money-pareto__income-uniform__growth-random__spend-high_wealth__topo-complete,0.825,120,pareto,uniform,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,1.0,240.0,322872.0416666667,218.25,5238,218.25,0.909375,0.0540282550591828,4.8598701794578085,0.0404989181621483,4.0,10.0,16.0,26,2.5948835433371515,2.2649866361206565,0.4660590823381521,0.5339409176618479,2575.5,13915.208333333334,0.3392538221250645,0.300404181058453,119.0,1.0,0.0,period_end_critical_refined
critical__base0099__c-0p850__money-pareto__income-uniform__growth-random__spend-high_wealth__topo-complete,money-pareto__income-uniform__growth-random__spend-high_wealth__topo-complete,0.85,120,pareto,uniform,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,1.0,240.0,367784.0833333333,224.25,5382,224.25,0.934375,0.0730211817168338,5.5780379041248604,0.0464836492010404,5.0,11.0,17.0,28,2.9659977703455964,2.612040133779264,0.4682722094533826,0.5317277905466173,2954.083333333333,12870.125,0.3027412403893947,0.2914217834986819,119.0,1.0,0.0,period_end_critical_refined
critical__base0079__c-0p700__money-uniform__income-uniform__growth-random__spend-high_wealth__topo-complete,money-uniform__income-uniform__growth-random__spend-high_wealth__topo-complete,0.7,120,uniform,uniform,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,0.5833333333333334,240.0,121661.45833333331,122.91666666666669,2950,122.91666666666669,0.5121527777777778,0.0084745762711864,2.248474576271186,0.0187372881355931,2.0,5.0,11.0,24,1.3684745762711863,0.88,0.3913764510779436,0.6086235489220564,848.3333333333334,20149.25,0.334287151651203,0.2819248063005057,119.0,1.0,0.0,period_end_critical_refined
